ocr_id,document_id,survey_extracted,owner_extracted_confidence,survey_confidence,language_detected,verification_required
OCR-093614,DOC-093614,7609,0.814,0.899,Tamil,No
OCR-093615,DOC-093615,1181,0.828,0.913,Tamil,No
OCR-093616,DOC-093616,6790,0.817,0.814,English,No
OCR-093617,DOC-093617,6856,0.825,0.874,Tamil,No
OCR-093618,DOC-093618,59,0.861,0.836,Tamil-English,No
OCR-093619,DOC-093619,5728,0.748,0.99,Tamil,No
OCR-093620,DOC-093620,60,0.918,0.907,Tamil,No
OCR-093621,DOC-093621,7939,0.882,0.99,English,No
OCR-093622,DOC-093622,1011,0.912,0.99,English,Yes
OCR-093623,DOC-093623,6679,0.957,0.876,English,No
OCR-093624,DOC-093624,5212,0.99,0.929,Tamil,No
OCR-093625,DOC-093625,2898,0.99,0.825,Tamil-English,Yes
OCR-093626,DOC-093626,2762,0.99,0.872,Tamil,No
OCR-093627,DOC-093627,5549,0.832,0.99,Tamil,No
OCR-093628,DOC-093628,1242,0.929,0.912,Tamil-English,No
OCR-093629,DOC-093629,4433,0.844,0.931,English,No
OCR-093630,DOC-093630,1942,0.89,0.927,Tamil,Yes
OCR-093631,DOC-093631,6683,0.724,0.99,English,No
OCR-093632,DOC-093632,8319,0.959,0.99,Tamil,Yes
OCR-093633,DOC-093633,2329,0.827,0.99,Tamil,No
OCR-093634,DOC-093634,4058,0.94,0.99,Tamil,Yes
OCR-093635,DOC-093635,3379,0.81,0.944,Tamil,No
OCR-093636,DOC-093636,4862,0.974,0.945,Tamil,No
OCR-093637,DOC-093637,6805,0.99,0.954,Tamil,No
OCR-093638,DOC-093638,4255,0.945,0.866,English,No
OCR-093639,DOC-093639,8016,0.838,0.969,English,No
OCR-093640,DOC-093640,481,0.926,0.99,Tamil,No
OCR-093641,DOC-093641,7547,0.965,0.966,Tamil,No
OCR-093642,DOC-093642,4780,0.76,0.951,Tamil-English,No
OCR-093643,DOC-093643,3830,0.78,0.832,Tamil-English,No
OCR-093644,DOC-093644,2360,0.811,0.884,Tamil-English,No
OCR-093645,DOC-093645,7937,0.99,0.91,Tamil,No
OCR-093646,DOC-093646,7389,0.97,0.822,Tamil,No
OCR-093647,DOC-093647,2579,0.837,0.941,Tamil-English,No
OCR-093648,DOC-093648,566,0.916,0.99,Tamil,No
OCR-093649,DOC-093649,7073,0.99,0.975,Tamil-English,No
OCR-093650,DOC-093650,8112,0.979,0.872,English,Yes
OCR-093651,DOC-093651,8551,0.772,0.717,Tamil,No
OCR-093652,DOC-093652,5526,0.909,0.968,Tamil,No
OCR-093653,DOC-093653,3873,0.96,0.949,English,No
OCR-093654,DOC-093654,5698,0.825,0.817,Tamil,No
OCR-093655,DOC-093655,8694,0.857,0.912,English,No
OCR-093656,DOC-093656,4669,0.963,0.682,Tamil,No
OCR-093657,DOC-093657,1928,0.866,0.898,Tamil,No
OCR-093658,DOC-093658,792,0.954,0.882,Tamil-English,No
OCR-093659,DOC-093659,1205,0.879,0.978,English,Yes
OCR-093660,DOC-093660,152,0.877,0.776,Tamil,No
OCR-093661,DOC-093661,7469,0.872,0.827,English,No
OCR-093662,DOC-093662,4593,0.917,0.792,English,No
OCR-093663,DOC-093663,895,0.99,0.816,Tamil-English,Yes
OCR-093664,DOC-093664,9092,0.99,0.764,English,No
OCR-093665,DOC-093665,3269,0.862,0.863,Tamil,No
OCR-093666,DOC-093666,4143,0.925,0.777,Tamil-English,No
OCR-093667,DOC-093667,742,0.99,0.934,Tamil,No
OCR-093668,DOC-093668,7278,0.98,0.778,Tamil,No
OCR-093669,DOC-093669,4171,0.99,0.911,Tamil,No
OCR-093670,DOC-093670,4567,0.671,0.937,Tamil,Yes
OCR-093671,DOC-093671,7735,0.851,0.875,Tamil-English,No
OCR-093672,DOC-093672,5518,0.805,0.907,Tamil,No
OCR-093673,DOC-093673,8035,0.931,0.884,Tamil,No
OCR-093674,DOC-093674,4174,0.94,0.99,Tamil,No
OCR-093675,DOC-093675,7587,0.99,0.829,Tamil,Yes
OCR-093676,DOC-093676,7660,0.823,0.891,Tamil,No
OCR-093677,DOC-093677,1449,0.884,0.908,Tamil,No
OCR-093678,DOC-093678,3336,0.99,0.886,Tamil-English,No
OCR-093679,DOC-093679,4553,0.821,0.843,Tamil,Yes
OCR-093680,DOC-093680,2653,0.856,0.949,Tamil-English,No
OCR-093681,DOC-093681,9187,0.944,0.928,Tamil,No
OCR-093682,DOC-093682,58,0.745,0.893,Tamil-English,No
OCR-093683,DOC-093683,3703,0.934,0.867,Tamil,Yes
OCR-093684,DOC-093684,9269,0.853,0.847,Tamil,No
OCR-093685,DOC-093685,7488,0.916,0.856,Tamil,No
OCR-093686,DOC-093686,8509,0.886,0.891,Tamil-English,Yes
OCR-093687,DOC-093687,3127,0.918,0.976,Tamil,Yes
OCR-093688,DOC-093688,9100,0.949,0.865,Tamil,No
OCR-093689,DOC-093689,6566,0.914,0.828,English,Yes
OCR-093690,DOC-093690,2693,0.938,0.953,Tamil-English,No
OCR-093691,DOC-093691,7372,0.904,0.983,Tamil,Yes
OCR-093692,DOC-093692,7248,0.881,0.889,Tamil,No
OCR-093693,DOC-093693,5119,0.9,0.99,Tamil,Yes
OCR-093694,DOC-093694,3065,0.69,0.981,Tamil,No
OCR-093695,DOC-093695,1765,0.876,0.879,Tamil-English,No
OCR-093696,DOC-093696,1980,0.785,0.876,Tamil,No
OCR-093697,DOC-093697,8405,0.805,0.844,Tamil,No
OCR-093698,DOC-093698,6176,0.942,0.839,Tamil-English,No
OCR-093699,DOC-093699,3580,0.939,0.827,Tamil,No
OCR-093700,DOC-093700,6692,0.818,0.912,Tamil,No
OCR-093701,DOC-093701,9053,0.962,0.923,Tamil-English,No
OCR-093702,DOC-093702,5709,0.898,0.937,Tamil,No
OCR-093703,DOC-093703,5418,0.736,0.99,Tamil,No
OCR-093704,DOC-093704,8271,0.965,0.99,English,No
OCR-093705,DOC-093705,7857,0.917,0.99,Tamil,No
OCR-093706,DOC-093706,4696,0.8,0.929,English,Yes
OCR-093707,DOC-093707,7847,0.908,0.858,Tamil-English,No
OCR-093708,DOC-093708,3502,0.881,0.947,Tamil,No
OCR-093709,DOC-093709,1837,0.901,0.688,Tamil,No
OCR-093710,DOC-093710,8764,0.897,0.99,Tamil,No
OCR-093711,DOC-093711,5885,0.99,0.856,Tamil,No
OCR-093712,DOC-093712,8027,0.888,0.921,English,No
OCR-093713,DOC-093713,3331,0.952,0.936,Tamil,No
OCR-093714,DOC-093714,2650,0.946,0.867,Tamil-English,No
OCR-093715,DOC-093715,4654,0.954,0.92,Tamil-English,Yes
OCR-093716,DOC-093716,668,0.886,0.964,Tamil-English,No
OCR-093717,DOC-093717,4032,0.818,0.848,Tamil,No
OCR-093718,DOC-093718,7961,0.848,0.99,Tamil,No
OCR-093719,DOC-093719,130,0.895,0.99,Tamil-English,No
OCR-093720,DOC-093720,2287,0.82,0.795,English,No
OCR-093721,DOC-093721,4128,0.909,0.99,Tamil,No
OCR-093722,DOC-093722,3014,0.881,0.902,Tamil-English,No
OCR-093723,DOC-093723,8049,0.93,0.868,English,No
OCR-093724,DOC-093724,8845,0.99,0.927,English,No
OCR-093725,DOC-093725,971,0.99,0.921,English,No
OCR-093726,DOC-093726,6680,0.71,0.99,Tamil-English,No
OCR-093727,DOC-093727,3855,0.892,0.99,Tamil-English,No
OCR-093728,DOC-093728,3890,0.846,0.837,English,No
OCR-093729,DOC-093729,4779,0.909,0.902,Tamil,Yes
OCR-093730,DOC-093730,932,0.855,0.862,Tamil,No
OCR-093731,DOC-093731,3270,0.836,0.915,Tamil,No
OCR-093732,DOC-093732,2181,0.9,0.871,Tamil,No
OCR-093733,DOC-093733,3405,0.963,0.89,Tamil,No
OCR-093734,DOC-093734,869,0.859,0.815,Tamil-English,Yes
OCR-093735,DOC-093735,5180,0.905,0.865,Tamil,Yes
OCR-093736,DOC-093736,8713,0.8,0.99,Tamil,No
OCR-093737,DOC-093737,7209,0.956,0.921,Tamil,No
OCR-093738,DOC-093738,967,0.99,0.939,Tamil,No
OCR-093739,DOC-093739,8568,0.99,0.929,Tamil,Yes
OCR-093740,DOC-093740,6756,0.99,0.84,Tamil,No
OCR-093741,DOC-093741,4493,0.822,0.895,Tamil,No
OCR-093742,DOC-093742,3785,0.739,0.845,Tamil,No
OCR-093743,DOC-093743,3568,0.876,0.871,Tamil,No
OCR-093744,DOC-093744,1410,0.858,0.99,English,No
OCR-093745,DOC-093745,1519,0.885,0.839,Tamil,No
OCR-093746,DOC-093746,1904,0.803,0.854,Tamil,No
OCR-093747,DOC-093747,5422,0.928,0.891,Tamil,Yes
OCR-093748,DOC-093748,181,0.825,0.796,Tamil,No
OCR-093749,DOC-093749,2358,0.99,0.796,English,No
OCR-093750,DOC-093750,1133,0.99,0.988,Tamil-English,No
OCR-093751,DOC-093751,6185,0.768,0.953,Tamil,No
OCR-093752,DOC-093752,1347,0.894,0.894,English,No
OCR-093753,DOC-093753,6418,0.912,0.99,Tamil,No
OCR-093754,DOC-093754,6130,0.767,0.99,Tamil,No
OCR-093755,DOC-093755,3302,0.865,0.99,Tamil-English,No
OCR-093756,DOC-093756,2929,0.787,0.865,Tamil-English,No
OCR-093757,DOC-093757,2657,0.85,0.95,Tamil-English,No
OCR-093758,DOC-093758,8343,0.885,0.956,Tamil,Yes
OCR-093759,DOC-093759,1261,0.861,0.835,Tamil,No
OCR-093760,DOC-093760,9318,0.99,0.99,Tamil-English,Yes
OCR-093761,DOC-093761,2458,0.965,0.99,Tamil-English,No
OCR-093762,DOC-093762,2296,0.837,0.785,Tamil,Yes
OCR-093763,DOC-093763,6229,0.97,0.99,Tamil,No
OCR-093764,DOC-093764,2713,0.981,0.926,English,Yes
OCR-093765,DOC-093765,2304,0.941,0.99,Tamil-English,No
OCR-093766,DOC-093766,9167,0.917,0.879,Tamil-English,No
OCR-093767,DOC-093767,4052,0.99,0.808,English,No
OCR-093768,DOC-093768,3579,0.839,0.799,Tamil-English,No
OCR-093769,DOC-093769,7540,0.903,0.963,Tamil,No
OCR-093770,DOC-093770,5098,0.921,0.902,Tamil,No
OCR-093771,DOC-093771,832,0.773,0.797,Tamil,No
OCR-093772,DOC-093772,8586,0.92,0.898,Tamil,No
OCR-093773,DOC-093773,4869,0.919,0.99,English,No
OCR-093774,DOC-093774,4443,0.776,0.982,Tamil-English,No
OCR-093775,DOC-093775,4343,0.933,0.99,Tamil-English,Yes
OCR-093776,DOC-093776,6973,0.777,0.808,Tamil-English,No
OCR-093777,DOC-093777,4791,0.8,0.873,Tamil,No
OCR-093778,DOC-093778,1137,0.895,0.796,Tamil,No
OCR-093779,DOC-093779,5333,0.968,0.988,Tamil,No
OCR-093780,DOC-093780,163,0.99,0.807,Tamil,No
OCR-093781,DOC-093781,2624,0.955,0.834,Tamil,Yes
OCR-093782,DOC-093782,2880,0.938,0.724,Tamil-English,Yes
OCR-093783,DOC-093783,955,0.934,0.836,Tamil,No
OCR-093784,DOC-093784,1326,0.86,0.905,Tamil,No
OCR-093785,DOC-093785,7828,0.918,0.981,Tamil-English,No
OCR-093786,DOC-093786,6928,0.929,0.888,Tamil,No
OCR-093787,DOC-093787,5736,0.99,0.86,Tamil-English,No
OCR-093788,DOC-093788,986,0.796,0.989,Tamil-English,No
OCR-093789,DOC-093789,1898,0.805,0.92,Tamil,No
OCR-093790,DOC-093790,2912,0.907,0.921,Tamil,No
OCR-093791,DOC-093791,6907,0.834,0.882,Tamil-English,Yes
OCR-093792,DOC-093792,7863,0.952,0.915,Tamil,No
OCR-093793,DOC-093793,2283,0.916,0.864,Tamil-English,Yes
OCR-093794,DOC-093794,475,0.919,0.783,Tamil,No
OCR-093795,DOC-093795,8326,0.927,0.899,Tamil,Yes
OCR-093796,DOC-093796,1504,0.912,0.99,Tamil,No
OCR-093797,DOC-093797,139,0.78,0.84,Tamil,No
OCR-093798,DOC-093798,3923,0.921,0.99,Tamil-English,No
OCR-093799,DOC-093799,1709,0.98,0.892,Tamil,No
OCR-093800,DOC-093800,2753,0.786,0.749,Tamil,No
OCR-093801,DOC-093801,6724,0.788,0.839,English,No
OCR-093802,DOC-093802,7320,0.928,0.937,Tamil,Yes
OCR-093803,DOC-093803,2858,0.701,0.912,Tamil-English,No
OCR-093804,DOC-093804,8706,0.967,0.802,Tamil-English,No
OCR-093805,DOC-093805,8547,0.796,0.887,Tamil,Yes
OCR-093806,DOC-093806,4109,0.908,0.794,Tamil,No
OCR-093807,DOC-093807,5384,0.784,0.923,Tamil,No
OCR-093808,DOC-093808,7668,0.841,0.914,Tamil,No
OCR-093809,DOC-093809,8385,0.916,0.99,Tamil-English,No
OCR-093810,DOC-093810,8659,0.85,0.871,Tamil,No
OCR-093811,DOC-093811,1603,0.985,0.968,English,No
OCR-093812,DOC-093812,4336,0.82,0.99,English,No
OCR-093813,DOC-093813,9226,0.8,0.842,Tamil-English,No
OCR-093814,DOC-093814,8339,0.821,0.976,Tamil,Yes
OCR-093815,DOC-093815,8086,0.981,0.92,Tamil-English,Yes
OCR-093816,DOC-093816,1127,0.889,0.878,English,No
OCR-093817,DOC-093817,2723,0.944,0.876,Tamil,No
OCR-093818,DOC-093818,7720,0.912,0.951,Tamil,Yes
OCR-093819,DOC-093819,9172,0.882,0.86,Tamil,No
OCR-093820,DOC-093820,8670,0.89,0.99,Tamil,Yes
OCR-093821,DOC-093821,1807,0.99,0.931,Tamil-English,No
OCR-093822,DOC-093822,8321,0.902,0.867,Tamil,No
OCR-093823,DOC-093823,3622,0.893,0.832,Tamil,No
OCR-093824,DOC-093824,7823,0.99,0.742,Tamil,No
OCR-093825,DOC-093825,6229,0.931,0.99,Tamil,No
OCR-093826,DOC-093826,898,0.99,0.93,Tamil,No
OCR-093827,DOC-093827,7857,0.821,0.858,Tamil,No
OCR-093828,DOC-093828,4454,0.744,0.99,Tamil,No
OCR-093829,DOC-093829,9106,0.844,0.97,Tamil-English,No
OCR-093830,DOC-093830,6051,0.867,0.923,Tamil,No
OCR-093831,DOC-093831,2182,0.976,0.886,Tamil,No
OCR-093832,DOC-093832,1442,0.99,0.919,Tamil,No
OCR-093833,DOC-093833,6771,0.827,0.927,Tamil,Yes
OCR-093834,DOC-093834,8442,0.835,0.888,Tamil,No
OCR-093835,DOC-093835,4065,0.886,0.891,Tamil,No
OCR-093836,DOC-093836,3840,0.865,0.879,Tamil,No
OCR-093837,DOC-093837,5400,0.815,0.791,Tamil,No
OCR-093838,DOC-093838,5129,0.932,0.886,Tamil,No
OCR-093839,DOC-093839,2268,0.8,0.772,English,No
OCR-093840,DOC-093840,4388,0.85,0.922,Tamil,No
OCR-093841,DOC-093841,9424,0.837,0.767,Tamil,No
OCR-093842,DOC-093842,1069,0.832,0.904,Tamil,No
OCR-093843,DOC-093843,6078,0.99,0.903,Tamil,No
OCR-093844,DOC-093844,3793,0.924,0.839,Tamil,No
OCR-093845,DOC-093845,2231,0.876,0.92,Tamil,No
OCR-093846,DOC-093846,5371,0.867,0.942,Tamil,No
OCR-093847,DOC-093847,4113,0.815,0.99,Tamil,Yes
OCR-093848,DOC-093848,4060,0.906,0.99,Tamil,No
OCR-093849,DOC-093849,3911,0.886,0.923,Tamil,Yes
OCR-093850,DOC-093850,5363,0.922,0.857,English,No
OCR-093851,DOC-093851,3629,0.931,0.897,Tamil,Yes
OCR-093852,DOC-093852,7733,0.974,0.99,Tamil-English,No
OCR-093853,DOC-093853,2497,0.978,0.821,Tamil,No
OCR-093854,DOC-093854,7727,0.99,0.889,Tamil-English,No
OCR-093855,DOC-093855,8945,0.883,0.99,Tamil,No
OCR-093856,DOC-093856,7169,0.833,0.772,Tamil,No
OCR-093857,DOC-093857,2957,0.99,0.853,Tamil,No
OCR-093858,DOC-093858,7791,0.802,0.99,Tamil,No
OCR-093859,DOC-093859,5908,0.918,0.99,Tamil-English,No
OCR-093860,DOC-093860,7142,0.726,0.932,Tamil,No
OCR-093861,DOC-093861,8128,0.99,0.977,Tamil-English,No
OCR-093862,DOC-093862,4065,0.933,0.894,Tamil,Yes
OCR-093863,DOC-093863,3939,0.99,0.951,Tamil,No
OCR-093864,DOC-093864,1768,0.901,0.824,Tamil,No
OCR-093865,DOC-093865,3226,0.84,0.99,Tamil,No
OCR-093866,DOC-093866,8866,0.817,0.874,Tamil,No
OCR-093867,DOC-093867,7111,0.835,0.972,Tamil,No
OCR-093868,DOC-093868,400,0.895,0.969,Tamil-English,No
OCR-093869,DOC-093869,5096,0.798,0.93,Tamil,No
OCR-093870,DOC-093870,8534,0.883,0.846,Tamil,No
OCR-093871,DOC-093871,8950,0.99,0.99,Tamil,No
OCR-093872,DOC-093872,6925,0.835,0.841,Tamil-English,No
OCR-093873,DOC-093873,6122,0.873,0.781,Tamil,No
OCR-093874,DOC-093874,4733,0.98,0.949,Tamil,No
OCR-093875,DOC-093875,2089,0.939,0.936,English,No
OCR-093876,DOC-093876,3930,0.934,0.939,Tamil,No
OCR-093877,DOC-093877,5623,0.86,0.947,Tamil,Yes
OCR-093878,DOC-093878,1847,0.945,0.932,Tamil,No
OCR-093879,DOC-093879,564,0.875,0.906,English,No
OCR-093880,DOC-093880,36,0.812,0.945,Tamil,No
OCR-093881,DOC-093881,6459,0.977,0.98,Tamil,Yes
OCR-093882,DOC-093882,1850,0.99,0.99,Tamil,No
OCR-093883,DOC-093883,898,0.904,0.889,Tamil,No
OCR-093884,DOC-093884,9242,0.868,0.813,English,No
OCR-093885,DOC-093885,8661,0.916,0.893,Tamil,No
OCR-093886,DOC-093886,3605,0.864,0.831,Tamil-English,No
OCR-093887,DOC-093887,5528,0.965,0.886,Tamil,No
OCR-093888,DOC-093888,2760,0.99,0.947,Tamil-English,No
OCR-093889,DOC-093889,2870,0.827,0.839,Tamil,No
OCR-093890,DOC-093890,3622,0.818,0.943,Tamil,No
OCR-093891,DOC-093891,1706,0.767,0.707,Tamil,No
OCR-093892,DOC-093892,4739,0.939,0.932,Tamil,No
OCR-093893,DOC-093893,6590,0.987,0.853,Tamil,No
OCR-093894,DOC-093894,8584,0.908,0.92,Tamil-English,Yes
OCR-093895,DOC-093895,1413,0.99,0.857,Tamil-English,No
OCR-093896,DOC-093896,1590,0.99,0.899,Tamil-English,No
OCR-093897,DOC-093897,7554,0.99,0.99,English,No
OCR-093898,DOC-093898,2650,0.873,0.99,Tamil,No
OCR-093899,DOC-093899,4103,0.79,0.835,Tamil,No
OCR-093900,DOC-093900,1910,0.986,0.833,Tamil,No
OCR-093901,DOC-093901,4210,0.789,0.878,Tamil,Yes
OCR-093902,DOC-093902,5834,0.805,0.872,Tamil,No
OCR-093903,DOC-093903,6184,0.8,0.908,Tamil,No
OCR-093904,DOC-093904,5679,0.884,0.87,English,No
OCR-093905,DOC-093905,6683,0.896,0.837,English,No
OCR-093906,DOC-093906,7774,0.752,0.871,Tamil,No
OCR-093907,DOC-093907,4070,0.803,0.817,Tamil,No
OCR-093908,DOC-093908,8071,0.886,0.931,Tamil,No
OCR-093909,DOC-093909,3757,0.899,0.872,English,No
OCR-093910,DOC-093910,9352,0.772,0.99,Tamil,No
OCR-093911,DOC-093911,3140,0.99,0.798,Tamil,No
OCR-093912,DOC-093912,3695,0.753,0.892,Tamil,No
OCR-093913,DOC-093913,6971,0.784,0.99,Tamil,No
OCR-093914,DOC-093914,8779,0.958,0.857,English,No
OCR-093915,DOC-093915,8337,0.877,0.822,Tamil-English,No
OCR-093916,DOC-093916,2509,0.854,0.879,Tamil-English,No
OCR-093917,DOC-093917,7032,0.948,0.99,English,No
OCR-093918,DOC-093918,5800,0.88,0.945,Tamil,No
OCR-093919,DOC-093919,7431,0.906,0.867,Tamil,No
OCR-093920,DOC-093920,6881,0.795,0.8,English,No
OCR-093921,DOC-093921,4490,0.854,0.927,Tamil,No
OCR-093922,DOC-093922,7813,0.802,0.815,Tamil,No
OCR-093923,DOC-093923,424,0.813,0.858,Tamil-English,Yes
OCR-093924,DOC-093924,6321,0.891,0.822,Tamil,No
OCR-093925,DOC-093925,7600,0.93,0.734,Tamil,Yes
OCR-093926,DOC-093926,2346,0.942,0.99,Tamil,Yes
OCR-093927,DOC-093927,1343,0.879,0.99,Tamil,No
OCR-093928,DOC-093928,2556,0.882,0.91,Tamil,No
OCR-093929,DOC-093929,4074,0.935,0.99,Tamil,Yes
OCR-093930,DOC-093930,6583,0.99,0.989,Tamil,No
OCR-093931,DOC-093931,4964,0.921,0.964,Tamil,No
OCR-093932,DOC-093932,7189,0.927,0.935,Tamil,No
OCR-093933,DOC-093933,349,0.99,0.888,Tamil-English,No
OCR-093934,DOC-093934,360,0.899,0.873,Tamil,No
OCR-093935,DOC-093935,5746,0.883,0.99,Tamil,No
OCR-093936,DOC-093936,5114,0.845,0.834,Tamil,No
OCR-093937,DOC-093937,1094,0.972,0.88,Tamil,Yes
OCR-093938,DOC-093938,957,0.753,0.9,Tamil,No
OCR-093939,DOC-093939,3782,0.924,0.937,Tamil,No
OCR-093940,DOC-093940,834,0.921,0.84,Tamil-English,No
OCR-093941,DOC-093941,3642,0.776,0.986,Tamil,Yes
OCR-093942,DOC-093942,8100,0.754,0.833,Tamil-English,No
OCR-093943,DOC-093943,4899,0.767,0.838,Tamil,No
OCR-093944,DOC-093944,1461,0.939,0.967,Tamil,Yes
OCR-093945,DOC-093945,7443,0.99,0.795,Tamil,No
OCR-093946,DOC-093946,871,0.753,0.821,Tamil,No
OCR-093947,DOC-093947,2633,0.873,0.833,Tamil,Yes
OCR-093948,DOC-093948,4400,0.929,0.864,English,No
OCR-093949,DOC-093949,4716,0.885,0.99,Tamil,No
OCR-093950,DOC-093950,5502,0.805,0.972,Tamil,No
OCR-093951,DOC-093951,137,0.844,0.929,Tamil,No
OCR-093952,DOC-093952,6023,0.915,0.99,Tamil,No
OCR-093953,DOC-093953,5656,0.917,0.958,Tamil,Yes
OCR-093954,DOC-093954,3059,0.895,0.797,Tamil-English,No
OCR-093955,DOC-093955,6336,0.798,0.99,Tamil-English,Yes
OCR-093956,DOC-093956,1930,0.938,0.891,Tamil,Yes
OCR-093957,DOC-093957,7048,0.98,0.879,Tamil,No
OCR-093958,DOC-093958,2351,0.788,0.941,Tamil-English,Yes
OCR-093959,DOC-093959,9457,0.786,0.957,Tamil-English,No
OCR-093960,DOC-093960,3721,0.811,0.73,Tamil-English,No
OCR-093961,DOC-093961,1741,0.839,0.938,Tamil-English,No
OCR-093962,DOC-093962,9351,0.874,0.947,Tamil-English,No
OCR-093963,DOC-093963,6139,0.99,0.844,Tamil,No
OCR-093964,DOC-093964,6606,0.867,0.817,Tamil-English,No
OCR-093965,DOC-093965,969,0.873,0.799,Tamil,No
OCR-093966,DOC-093966,4605,0.962,0.907,Tamil-English,No
OCR-093967,DOC-093967,3929,0.99,0.983,Tamil,No
OCR-093968,DOC-093968,3178,0.92,0.88,Tamil-English,No
OCR-093969,DOC-093969,3721,0.859,0.91,English,No
OCR-093970,DOC-093970,8739,0.846,0.984,Tamil-English,No
OCR-093971,DOC-093971,7426,0.956,0.759,Tamil,No
OCR-093972,DOC-093972,1801,0.904,0.98,English,No
OCR-093973,DOC-093973,9448,0.921,0.849,Tamil,No
OCR-093974,DOC-093974,7782,0.886,0.99,Tamil-English,No
OCR-093975,DOC-093975,4698,0.765,0.964,English,No
OCR-093976,DOC-093976,675,0.99,0.879,Tamil,No
OCR-093977,DOC-093977,6377,0.727,0.944,Tamil,Yes
OCR-093978,DOC-093978,6333,0.931,0.935,Tamil,No
OCR-093979,DOC-093979,3164,0.792,0.824,Tamil,No
OCR-093980,DOC-093980,575,0.786,0.874,Tamil-English,No
OCR-093981,DOC-093981,1120,0.847,0.902,Tamil,No
OCR-093982,DOC-093982,6855,0.887,0.898,Tamil,No
OCR-093983,DOC-093983,3623,0.983,0.78,Tamil,No
OCR-093984,DOC-093984,5872,0.837,0.941,Tamil,No
OCR-093985,DOC-093985,3757,0.99,0.987,Tamil-English,No
OCR-093986,DOC-093986,3625,0.945,0.901,Tamil,No
OCR-093987,DOC-093987,1057,0.983,0.931,Tamil,No
OCR-093988,DOC-093988,5358,0.962,0.804,Tamil-English,No
OCR-093989,DOC-093989,5807,0.863,0.885,Tamil,No
OCR-093990,DOC-093990,852,0.99,0.833,Tamil,No
OCR-093991,DOC-093991,4359,0.912,0.905,Tamil,No
OCR-093992,DOC-093992,8762,0.953,0.944,English,No
OCR-093993,DOC-093993,363,0.974,0.852,English,No
OCR-093994,DOC-093994,5250,0.89,0.798,Tamil,No
OCR-093995,DOC-093995,3619,0.79,0.773,Tamil,No
OCR-093996,DOC-093996,4912,0.969,0.819,English,Yes
OCR-093997,DOC-093997,2335,0.882,0.848,Tamil,No
OCR-093998,DOC-093998,7949,0.934,0.96,Tamil,No
OCR-093999,DOC-093999,5360,0.99,0.99,Tamil,No
OCR-094000,DOC-094000,2844,0.99,0.841,Tamil,No
OCR-094001,DOC-094001,4621,0.841,0.905,Tamil,Yes
OCR-094002,DOC-094002,791,0.826,0.99,Tamil,No
OCR-094003,DOC-094003,1393,0.846,0.965,Tamil,No
OCR-094004,DOC-094004,6984,0.954,0.834,Tamil,No
OCR-094005,DOC-094005,4206,0.898,0.801,Tamil,Yes
OCR-094006,DOC-094006,6270,0.883,0.926,English,No
OCR-094007,DOC-094007,9478,0.938,0.904,Tamil,No
OCR-094008,DOC-094008,6684,0.99,0.842,Tamil,No
OCR-094009,DOC-094009,766,0.917,0.844,Tamil-English,No
OCR-094010,DOC-094010,218,0.982,0.747,Tamil-English,No
OCR-094011,DOC-094011,6131,0.956,0.889,Tamil,No
OCR-094012,DOC-094012,2,0.76,0.897,Tamil,No
OCR-094013,DOC-094013,8352,0.923,0.828,Tamil-English,No
OCR-094014,DOC-094014,8681,0.927,0.926,Tamil,No
OCR-094015,DOC-094015,5263,0.964,0.89,Tamil,No
OCR-094016,DOC-094016,2022,0.897,0.985,Tamil-English,No
OCR-094017,DOC-094017,8358,0.807,0.99,Tamil,No
OCR-094018,DOC-094018,6073,0.829,0.83,Tamil,No
OCR-094019,DOC-094019,1257,0.862,0.752,Tamil,No
OCR-094020,DOC-094020,3466,0.822,0.942,Tamil,No
OCR-094021,DOC-094021,1304,0.814,0.882,English,No
OCR-094022,DOC-094022,4732,0.904,0.826,Tamil,No
OCR-094023,DOC-094023,4353,0.784,0.983,Tamil,No
OCR-094024,DOC-094024,8874,0.91,0.913,Tamil,No
OCR-094025,DOC-094025,7116,0.923,0.861,Tamil,Yes
OCR-094026,DOC-094026,7007,0.809,0.981,Tamil,No
OCR-094027,DOC-094027,2195,0.874,0.904,Tamil,No
OCR-094028,DOC-094028,8799,0.934,0.988,Tamil,No
OCR-094029,DOC-094029,9479,0.886,0.892,English,No
OCR-094030,DOC-094030,347,0.99,0.739,Tamil,No
OCR-094031,DOC-094031,8805,0.848,0.99,Tamil,No
OCR-094032,DOC-094032,1116,0.867,0.99,Tamil,No
OCR-094033,DOC-094033,3350,0.929,0.686,Tamil,No
OCR-094034,DOC-094034,3774,0.866,0.899,Tamil,No
OCR-094035,DOC-094035,6317,0.847,0.99,Tamil,Yes
OCR-094036,DOC-094036,3184,0.933,0.943,Tamil,No
OCR-094037,DOC-094037,683,0.878,0.75,Tamil,No
OCR-094038,DOC-094038,3586,0.99,0.89,Tamil,No
OCR-094039,DOC-094039,3150,0.952,0.99,Tamil,No
OCR-094040,DOC-094040,8569,0.934,0.984,Tamil,No
OCR-094041,DOC-094041,5594,0.827,0.849,Tamil,Yes
OCR-094042,DOC-094042,8356,0.99,0.944,Tamil,No
OCR-094043,DOC-094043,8389,0.952,0.885,Tamil,No
OCR-094044,DOC-094044,7873,0.99,0.897,Tamil,No
OCR-094045,DOC-094045,8948,0.99,0.864,Tamil,Yes
