risk_id,parcel_id,waterbody_distance_m,flood_risk,environmental_clearance
ENV-090099,PAR-090099,36.6,High,Not Required
ENV-090100,PAR-090100,364.1,Low,Not Required
ENV-090101,PAR-090101,361.3,Low,Approved
ENV-090102,PAR-090102,63.9,Medium,Not Required
ENV-090103,PAR-090103,266.4,Low,Not Required
ENV-090104,PAR-090104,153.5,Low,Pending
ENV-090105,PAR-090105,246.6,Low,Approved
ENV-090106,PAR-090106,186.7,Low,Not Required
ENV-090107,PAR-090107,41.3,Low,Pending
ENV-090108,PAR-090108,1073.7,Low,Not Required
ENV-090109,PAR-090109,35.1,High,Not Required
ENV-090110,PAR-090110,505.5,Low,Not Required
ENV-090111,PAR-090111,227.0,Medium,Not Required
ENV-090112,PAR-090112,41.0,Low,Not Required
ENV-090113,PAR-090113,75.9,Medium,Pending
ENV-090114,PAR-090114,130.5,High,Approved
ENV-090115,PAR-090115,108.8,Low,Not Required
ENV-090116,PAR-090116,88.1,High,Approved
ENV-090117,PAR-090117,67.2,Medium,Not Required
ENV-090118,PAR-090118,352.4,Low,Not Required
ENV-090119,PAR-090119,65.3,Medium,Not Required
ENV-090120,PAR-090120,62.9,Low,Not Required
ENV-090121,PAR-090121,406.4,Low,Not Required
ENV-090122,PAR-090122,84.6,Low,Not Required
ENV-090123,PAR-090123,102.5,Medium,Approved
ENV-090124,PAR-090124,488.9,Low,Pending
ENV-090125,PAR-090125,107.2,Low,Not Required
ENV-090126,PAR-090126,118.0,Low,Not Required
ENV-090127,PAR-090127,250.9,Low,Pending
ENV-090128,PAR-090128,555.0,Low,Not Required
ENV-090129,PAR-090129,431.7,Low,Approved
ENV-090130,PAR-090130,72.8,Medium,Pending
ENV-090131,PAR-090131,101.5,Low,Pending
ENV-090132,PAR-090132,208.8,High,Pending
ENV-090133,PAR-090133,134.4,Medium,Not Required
ENV-090134,PAR-090134,86.3,Medium,Pending
ENV-090135,PAR-090135,32.5,High,Not Required
ENV-090136,PAR-090136,137.1,Low,Not Required
ENV-090137,PAR-090137,606.6,Low,Pending
ENV-090138,PAR-090138,406.1,Low,Not Required
ENV-090139,PAR-090139,63.5,Medium,Not Required
ENV-090140,PAR-090140,95.6,Low,Not Required
ENV-090141,PAR-090141,94.6,Low,Not Required
ENV-090142,PAR-090142,433.6,Low,Not Required
ENV-090143,PAR-090143,73.7,Medium,Not Required
ENV-090144,PAR-090144,96.9,Low,Not Required
ENV-090145,PAR-090145,263.5,Medium,Not Required
ENV-090146,PAR-090146,298.3,Low,Approved
ENV-090147,PAR-090147,874.2,High,Not Required
ENV-090148,PAR-090148,18.4,High,Not Required
ENV-090149,PAR-090149,514.7,Low,Approved
ENV-090150,PAR-090150,351.8,High,Not Required
ENV-090151,PAR-090151,135.7,Low,Not Required
ENV-090152,PAR-090152,75.1,Medium,Approved
ENV-090153,PAR-090153,94.0,High,Not Required
ENV-090154,PAR-090154,82.2,Medium,Approved
ENV-090155,PAR-090155,91.3,Low,Not Required
ENV-090156,PAR-090156,299.4,Low,Pending
ENV-090157,PAR-090157,191.3,Low,Not Required
ENV-090158,PAR-090158,971.6,High,Pending
ENV-090159,PAR-090159,99.6,Low,Pending
ENV-090160,PAR-090160,119.4,Low,Not Required
ENV-090161,PAR-090161,55.1,Low,Not Required
ENV-090162,PAR-090162,41.9,Low,Approved
ENV-090163,PAR-090163,82.4,Low,Not Required
ENV-090164,PAR-090164,231.1,Low,Not Required
ENV-090165,PAR-090165,433.5,Low,Not Required
ENV-090166,PAR-090166,308.4,Medium,Not Required
ENV-090167,PAR-090167,274.5,Medium,Approved
ENV-090168,PAR-090168,303.6,High,Not Required
ENV-090169,PAR-090169,65.2,Medium,Approved
ENV-090170,PAR-090170,369.3,Low,Not Required
ENV-090171,PAR-090171,344.4,Medium,Approved
ENV-090172,PAR-090172,97.0,Low,Not Required
ENV-090173,PAR-090173,89.8,Medium,Not Required
ENV-090174,PAR-090174,3264.4,Low,Not Required
ENV-090175,PAR-090175,126.0,Medium,Approved
ENV-090176,PAR-090176,64.7,High,Not Required
ENV-090177,PAR-090177,340.6,Low,Not Required
ENV-090178,PAR-090178,283.5,High,Approved
ENV-090179,PAR-090179,425.5,Low,Not Required
ENV-090180,PAR-090180,168.9,Low,Not Required
ENV-090181,PAR-090181,395.0,High,Not Required
ENV-090182,PAR-090182,30.4,Low,Not Required
ENV-090183,PAR-090183,37.6,Low,Not Required
ENV-090184,PAR-090184,222.1,Low,Approved
ENV-090185,PAR-090185,35.6,Low,Approved
ENV-090186,PAR-090186,432.2,High,Not Required
ENV-090187,PAR-090187,134.6,Low,Approved
ENV-090188,PAR-090188,67.9,Low,Not Required
ENV-090189,PAR-090189,257.5,Low,Not Required
ENV-090190,PAR-090190,259.5,Medium,Not Required
ENV-090191,PAR-090191,44.5,Low,Not Required
ENV-090192,PAR-090192,127.5,Low,Not Required
ENV-090193,PAR-090193,191.1,Medium,Not Required
ENV-090194,PAR-090194,324.4,High,Not Required
ENV-090195,PAR-090195,475.0,Medium,Not Required
ENV-090196,PAR-090196,183.0,Low,Approved
ENV-090197,PAR-090197,68.0,Low,Not Required
ENV-090198,PAR-090198,71.7,Low,Not Required
ENV-090199,PAR-090199,63.9,Low,Not Required
ENV-090200,PAR-090200,286.6,Low,Not Required
ENV-090201,PAR-090201,194.5,Medium,Approved
ENV-090202,PAR-090202,42.3,Low,Not Required
ENV-090203,PAR-090203,24.5,Low,Approved
ENV-090204,PAR-090204,325.7,Medium,Not Required
ENV-090205,PAR-090205,202.8,Medium,Not Required
ENV-090206,PAR-090206,81.5,Medium,Approved
ENV-090207,PAR-090207,265.7,Low,Not Required
ENV-090208,PAR-090208,3383.1,Low,Approved
ENV-090209,PAR-090209,128.8,Low,Not Required
ENV-090210,PAR-090210,242.0,Medium,Not Required
ENV-090211,PAR-090211,55.7,High,Approved
ENV-090212,PAR-090212,131.2,High,Approved
ENV-090213,PAR-090213,88.0,Low,Not Required
ENV-090214,PAR-090214,155.7,Medium,Not Required
ENV-090215,PAR-090215,587.3,Low,Approved
ENV-090216,PAR-090216,16.1,Low,Pending
ENV-090217,PAR-090217,72.5,Medium,Not Required
ENV-090218,PAR-090218,243.4,Low,Approved
ENV-090219,PAR-090219,402.8,Low,Not Required
ENV-090220,PAR-090220,38.9,Low,Pending
ENV-090221,PAR-090221,68.4,Low,Not Required
ENV-090222,PAR-090222,15.6,High,Not Required
ENV-090223,PAR-090223,275.3,Low,Not Required
ENV-090224,PAR-090224,68.4,High,Not Required
ENV-090225,PAR-090225,579.8,Medium,Not Required
ENV-090226,PAR-090226,130.0,Low,Not Required
ENV-090227,PAR-090227,172.9,Low,Not Required
ENV-090228,PAR-090228,109.7,Low,Not Required
ENV-090229,PAR-090229,196.9,Low,Not Required
ENV-090230,PAR-090230,883.3,Low,Not Required
ENV-090231,PAR-090231,141.5,Low,Not Required
ENV-090232,PAR-090232,204.1,High,Not Required
ENV-090233,PAR-090233,93.1,Low,Approved
ENV-090234,PAR-090234,111.3,Medium,Not Required
ENV-090235,PAR-090235,339.8,Medium,Not Required
ENV-090236,PAR-090236,88.1,Low,Not Required
ENV-090237,PAR-090237,174.7,Low,Not Required
ENV-090238,PAR-090238,17.3,Low,Not Required
ENV-090239,PAR-090239,624.7,Medium,Not Required
ENV-090240,PAR-090240,37.2,High,Approved
ENV-090241,PAR-090241,582.0,High,Not Required
ENV-090242,PAR-090242,873.5,Medium,Not Required
ENV-090243,PAR-090243,98.7,Low,Not Required
ENV-090244,PAR-090244,241.3,Low,Approved
ENV-090245,PAR-090245,25.5,Low,Not Required
ENV-090246,PAR-090246,90.5,Low,Not Required
ENV-090247,PAR-090247,66.3,Low,Approved
ENV-090248,PAR-090248,266.2,Low,Approved
ENV-090249,PAR-090249,18.5,Low,Not Required
ENV-090250,PAR-090250,226.9,Low,Approved
ENV-090251,PAR-090251,212.4,Low,Not Required
ENV-090252,PAR-090252,419.1,Low,Approved
ENV-090253,PAR-090253,124.9,Low,Not Required
ENV-090254,PAR-090254,34.2,High,Not Required
ENV-090255,PAR-090255,139.3,Medium,Not Required
ENV-090256,PAR-090256,75.4,Medium,Approved
ENV-090257,PAR-090257,59.2,Medium,Not Required
ENV-090258,PAR-090258,603.5,Low,Not Required
ENV-090259,PAR-090259,49.6,Low,Approved
ENV-090260,PAR-090260,278.2,Low,Not Required
ENV-090261,PAR-090261,51.6,Low,Not Required
ENV-090262,PAR-090262,91.5,High,Not Required
ENV-090263,PAR-090263,38.1,Medium,Not Required
ENV-090264,PAR-090264,98.6,Medium,Approved
ENV-090265,PAR-090265,111.4,Low,Not Required
ENV-090266,PAR-090266,27.9,High,Pending
ENV-090267,PAR-090267,78.3,Low,Approved
ENV-090268,PAR-090268,16.2,Low,Not Required
ENV-090269,PAR-090269,1549.5,Low,Not Required
ENV-090270,PAR-090270,95.8,Low,Not Required
ENV-090271,PAR-090271,570.1,Medium,Not Required
ENV-090272,PAR-090272,80.3,Low,Not Required
ENV-090273,PAR-090273,88.5,Medium,Not Required
ENV-090274,PAR-090274,215.1,Low,Not Required
ENV-090275,PAR-090275,151.9,Medium,Approved
ENV-090276,PAR-090276,105.6,Medium,Pending
ENV-090277,PAR-090277,88.9,Low,Not Required
ENV-090278,PAR-090278,23.8,Medium,Not Required
ENV-090279,PAR-090279,337.4,Medium,Pending
ENV-090280,PAR-090280,46.4,Low,Not Required
ENV-090281,PAR-090281,37.5,High,Pending
ENV-090282,PAR-090282,153.7,Low,Approved
ENV-090283,PAR-090283,51.2,High,Not Required
ENV-090284,PAR-090284,43.0,Low,Not Required
ENV-090285,PAR-090285,140.1,Low,Not Required
ENV-090286,PAR-090286,54.0,Low,Pending
ENV-090287,PAR-090287,163.8,Low,Not Required
ENV-090288,PAR-090288,210.5,High,Approved
ENV-090289,PAR-090289,89.4,High,Not Required
ENV-090290,PAR-090290,118.1,High,Not Required
ENV-090291,PAR-090291,23.5,Low,Approved
ENV-090292,PAR-090292,319.2,Low,Not Required
ENV-090293,PAR-090293,102.3,Low,Not Required
ENV-090294,PAR-090294,114.4,Medium,Approved
ENV-090295,PAR-090295,85.3,Low,Not Required
ENV-090296,PAR-090296,172.3,Medium,Not Required
ENV-090297,PAR-090297,114.2,High,Not Required
ENV-090298,PAR-090298,238.5,Medium,Not Required
ENV-090299,PAR-090299,258.6,Medium,Approved
ENV-090300,PAR-090300,464.1,Low,Approved
ENV-090301,PAR-090301,136.6,High,Not Required
ENV-090302,PAR-090302,204.5,Low,Approved
ENV-090303,PAR-090303,71.0,Medium,Approved
ENV-090304,PAR-090304,124.0,Low,Not Required
ENV-090305,PAR-090305,622.3,Low,Not Required
ENV-090306,PAR-090306,204.7,Low,Not Required
ENV-090307,PAR-090307,1009.6,Low,Not Required
ENV-090308,PAR-090308,78.0,Low,Not Required
ENV-090309,PAR-090309,42.9,Low,Not Required
ENV-090310,PAR-090310,229.5,Low,Approved
ENV-090311,PAR-090311,6.8,High,Not Required
ENV-090312,PAR-090312,106.4,Low,Not Required
ENV-090313,PAR-090313,221.0,Low,Not Required
ENV-090314,PAR-090314,1468.2,Low,Approved
ENV-090315,PAR-090315,91.7,Low,Approved
ENV-090316,PAR-090316,65.1,Low,Approved
ENV-090317,PAR-090317,219.1,High,Approved
ENV-090318,PAR-090318,41.9,Low,Pending
ENV-090319,PAR-090319,272.3,Low,Approved
ENV-090320,PAR-090320,202.1,Low,Approved
ENV-090321,PAR-090321,237.9,Medium,Approved
ENV-090322,PAR-090322,92.7,Low,Not Required
ENV-090323,PAR-090323,142.5,Low,Not Required
ENV-090324,PAR-090324,189.5,High,Pending
ENV-090325,PAR-090325,88.3,Low,Not Required
ENV-090326,PAR-090326,52.7,Medium,Not Required
ENV-090327,PAR-090327,16.8,Medium,Not Required
ENV-090328,PAR-090328,68.3,Medium,Not Required
ENV-090329,PAR-090329,294.4,Low,Not Required
ENV-090330,PAR-090330,12.8,Low,Not Required
ENV-090331,PAR-090331,120.5,Low,Not Required
ENV-090332,PAR-090332,96.0,Low,Not Required
ENV-090333,PAR-090333,62.5,Low,Not Required
ENV-090334,PAR-090334,111.8,Low,Not Required
ENV-090335,PAR-090335,1093.4,Medium,Not Required
ENV-090336,PAR-090336,332.2,Medium,Approved
ENV-090337,PAR-090337,513.7,Low,Approved
ENV-090338,PAR-090338,1750.6,Medium,Not Required
ENV-090339,PAR-090339,613.9,Medium,Not Required
ENV-090340,PAR-090340,46.6,Low,Approved
ENV-090341,PAR-090341,1290.2,Low,Not Required
ENV-090342,PAR-090342,375.2,Low,Not Required
ENV-090343,PAR-090343,345.6,Low,Not Required
ENV-090344,PAR-090344,327.1,Low,Not Required
ENV-090345,PAR-090345,458.3,Low,Not Required
ENV-090346,PAR-090346,96.4,Medium,Not Required
ENV-090347,PAR-090347,57.9,Medium,Approved
ENV-090348,PAR-090348,71.2,Low,Approved
ENV-090349,PAR-090349,31.8,Medium,Not Required
ENV-090350,PAR-090350,220.2,Medium,Approved
ENV-090351,PAR-090351,365.4,Low,Approved
ENV-090352,PAR-090352,13.2,Low,Not Required
ENV-090353,PAR-090353,161.8,Low,Not Required
ENV-090354,PAR-090354,61.5,Low,Not Required
ENV-090355,PAR-090355,88.5,Low,Not Required
ENV-090356,PAR-090356,80.8,Low,Approved
ENV-090357,PAR-090357,76.1,Medium,Not Required
ENV-090358,PAR-090358,931.0,High,Not Required
ENV-090359,PAR-090359,169.0,Medium,Pending
ENV-090360,PAR-090360,88.8,Low,Not Required
ENV-090361,PAR-090361,106.1,Medium,Approved
ENV-090362,PAR-090362,157.6,Medium,Approved
ENV-090363,PAR-090363,114.5,Low,Not Required
ENV-090364,PAR-090364,58.6,Low,Approved
ENV-090365,PAR-090365,259.9,Low,Approved
ENV-090366,PAR-090366,99.6,Low,Approved
ENV-090367,PAR-090367,1157.7,Low,Approved
ENV-090368,PAR-090368,44.1,Medium,Approved
ENV-090369,PAR-090369,359.4,Low,Approved
ENV-090370,PAR-090370,109.1,Medium,Not Required
ENV-090371,PAR-090371,1352.8,High,Pending
ENV-090372,PAR-090372,16.4,Low,Pending
ENV-090373,PAR-090373,196.3,Low,Approved
ENV-090374,PAR-090374,142.6,Low,Pending
ENV-090375,PAR-090375,69.0,Low,Approved
ENV-090376,PAR-090376,83.6,High,Approved
ENV-090377,PAR-090377,226.1,Low,Pending
ENV-090378,PAR-090378,58.0,Low,Approved
ENV-090379,PAR-090379,74.9,Low,Not Required
ENV-090380,PAR-090380,44.2,Medium,Not Required
ENV-090381,PAR-090381,43.2,Medium,Approved
ENV-090382,PAR-090382,241.1,Medium,Approved
ENV-090383,PAR-090383,133.7,Low,Approved
ENV-090384,PAR-090384,15.5,Low,Not Required
ENV-090385,PAR-090385,73.8,Medium,Approved
ENV-090386,PAR-090386,46.5,Low,Pending
ENV-090387,PAR-090387,242.4,Low,Not Required
ENV-090388,PAR-090388,219.8,Medium,Not Required
ENV-090389,PAR-090389,18.9,Low,Not Required
ENV-090390,PAR-090390,83.3,Medium,Approved
ENV-090391,PAR-090391,120.4,Low,Not Required
ENV-090392,PAR-090392,404.4,Medium,Not Required
ENV-090393,PAR-090393,73.5,Low,Not Required
ENV-090394,PAR-090394,39.7,Low,Not Required
ENV-090395,PAR-090395,168.6,Low,Not Required
ENV-090396,PAR-090396,80.4,Low,Pending
ENV-090397,PAR-090397,132.0,Medium,Pending
ENV-090398,PAR-090398,98.4,Low,Approved
ENV-090399,PAR-090399,69.3,High,Not Required
ENV-090400,PAR-090400,53.9,Low,Not Required
ENV-090401,PAR-090401,68.4,High,Approved
ENV-090402,PAR-090402,47.5,Low,Approved
ENV-090403,PAR-090403,48.2,Low,Not Required
ENV-090404,PAR-090404,187.6,High,Not Required
ENV-090405,PAR-090405,50.9,Medium,Not Required
ENV-090406,PAR-090406,54.8,Low,Not Required
ENV-090407,PAR-090407,177.7,High,Not Required
ENV-090408,PAR-090408,171.7,Low,Not Required
ENV-090409,PAR-090409,76.9,Low,Not Required
ENV-090410,PAR-090410,143.7,Low,Not Required
ENV-090411,PAR-090411,103.5,Medium,Approved
ENV-090412,PAR-090412,129.6,Medium,Not Required
ENV-090413,PAR-090413,188.1,Low,Pending
ENV-090414,PAR-090414,101.5,Low,Approved
ENV-090415,PAR-090415,148.0,Medium,Pending
ENV-090416,PAR-090416,948.7,Low,Pending
ENV-090417,PAR-090417,204.1,Low,Approved
ENV-090418,PAR-090418,67.7,Medium,Approved
ENV-090419,PAR-090419,177.5,Low,Not Required
ENV-090420,PAR-090420,15.9,Low,Approved
ENV-090421,PAR-090421,239.3,Medium,Approved
ENV-090422,PAR-090422,101.1,Low,Pending
ENV-090423,PAR-090423,135.6,Medium,Approved
ENV-090424,PAR-090424,27.2,Low,Approved
ENV-090425,PAR-090425,103.9,Low,Pending
ENV-090426,PAR-090426,41.4,Low,Not Required
ENV-090427,PAR-090427,121.4,High,Approved
ENV-090428,PAR-090428,113.8,Medium,Not Required
ENV-090429,PAR-090429,36.8,Low,Approved
ENV-090430,PAR-090430,171.8,Medium,Not Required
ENV-090431,PAR-090431,182.6,Medium,Approved
ENV-090432,PAR-090432,168.2,Low,Not Required
ENV-090433,PAR-090433,103.2,Low,Not Required
ENV-090434,PAR-090434,78.6,Low,Pending
ENV-090435,PAR-090435,121.6,Low,Not Required
ENV-090436,PAR-090436,508.4,Low,Not Required
ENV-090437,PAR-090437,199.9,Medium,Approved
ENV-090438,PAR-090438,274.6,Low,Not Required
ENV-090439,PAR-090439,151.3,Medium,Approved
ENV-090440,PAR-090440,49.5,Low,Not Required
ENV-090441,PAR-090441,233.1,Low,Pending
ENV-090442,PAR-090442,50.5,Low,Pending
ENV-090443,PAR-090443,205.3,Medium,Not Required
ENV-090444,PAR-090444,106.6,Low,Not Required
ENV-090445,PAR-090445,44.4,Medium,Pending
ENV-090446,PAR-090446,57.8,Low,Pending
ENV-090447,PAR-090447,111.4,Low,Not Required
ENV-090448,PAR-090448,435.5,Low,Not Required
ENV-090449,PAR-090449,51.7,Low,Not Required
ENV-090450,PAR-090450,185.9,High,Not Required
ENV-090451,PAR-090451,64.6,High,Approved
ENV-090452,PAR-090452,190.0,Low,Pending
ENV-090453,PAR-090453,58.0,Low,Not Required
ENV-090454,PAR-090454,84.0,Low,Not Required
ENV-090455,PAR-090455,139.1,Medium,Approved
ENV-090456,PAR-090456,134.8,Low,Approved
ENV-090457,PAR-090457,147.9,Low,Approved
ENV-090458,PAR-090458,35.3,Low,Not Required
ENV-090459,PAR-090459,183.3,Low,Pending
ENV-090460,PAR-090460,241.4,Low,Approved
ENV-090461,PAR-090461,99.5,Low,Approved
ENV-090462,PAR-090462,158.1,Low,Not Required
ENV-090463,PAR-090463,304.1,Low,Approved
ENV-090464,PAR-090464,154.1,Medium,Approved
ENV-090465,PAR-090465,382.4,Medium,Not Required
ENV-090466,PAR-090466,242.7,Medium,Not Required
ENV-090467,PAR-090467,2404.7,Low,Pending
ENV-090468,PAR-090468,3275.2,Low,Approved
ENV-090469,PAR-090469,306.5,Low,Not Required
ENV-090470,PAR-090470,318.5,High,Approved
ENV-090471,PAR-090471,632.7,Low,Approved
ENV-090472,PAR-090472,15.6,Low,Not Required
ENV-090473,PAR-090473,516.8,Medium,Not Required
ENV-090474,PAR-090474,45.8,Low,Pending
ENV-090475,PAR-090475,240.8,Low,Not Required
ENV-090476,PAR-090476,868.7,Low,Pending
ENV-090477,PAR-090477,23.0,Low,Not Required
ENV-090478,PAR-090478,846.7,Low,Approved
ENV-090479,PAR-090479,89.9,Low,Approved
ENV-090480,PAR-090480,71.0,High,Pending
ENV-090481,PAR-090481,21.1,Low,Approved
ENV-090482,PAR-090482,506.1,Low,Pending
ENV-090483,PAR-090483,30.6,Low,Not Required
ENV-090484,PAR-090484,109.8,Medium,Approved
ENV-090485,PAR-090485,110.4,Low,Not Required
ENV-090486,PAR-090486,563.4,Medium,Not Required
ENV-090487,PAR-090487,161.9,Low,Not Required
ENV-090488,PAR-090488,856.3,Low,Not Required
ENV-090489,PAR-090489,94.2,Medium,Approved
ENV-090490,PAR-090490,97.8,Low,Approved
ENV-090491,PAR-090491,188.1,Low,Pending
ENV-090492,PAR-090492,381.0,Low,Approved
ENV-090493,PAR-090493,703.4,Low,Not Required
ENV-090494,PAR-090494,155.6,Low,Not Required
ENV-090495,PAR-090495,108.7,Low,Approved
ENV-090496,PAR-090496,68.6,Medium,Approved
ENV-090497,PAR-090497,58.9,Medium,Approved
ENV-090498,PAR-090498,294.8,Low,Approved
ENV-090499,PAR-090499,292.2,Low,Approved
ENV-090500,PAR-090500,411.1,Low,Approved
ENV-090501,PAR-090501,44.7,Low,Approved
ENV-090502,PAR-090502,108.9,Low,Not Required
ENV-090503,PAR-090503,125.0,Low,Not Required
ENV-090504,PAR-090504,78.3,Low,Pending
ENV-090505,PAR-090505,520.0,Low,Approved
ENV-090506,PAR-090506,78.0,High,Approved
ENV-090507,PAR-090507,476.9,Low,Not Required
ENV-090508,PAR-090508,110.7,Low,Pending
ENV-090509,PAR-090509,774.3,Medium,Approved
ENV-090510,PAR-090510,142.6,Medium,Not Required
ENV-090511,PAR-090511,610.0,High,Not Required
ENV-090512,PAR-090512,111.6,High,Approved
ENV-090513,PAR-090513,417.1,Low,Not Required
ENV-090514,PAR-090514,110.1,Low,Pending
ENV-090515,PAR-090515,456.1,Low,Pending
ENV-090516,PAR-090516,87.5,Medium,Not Required
ENV-090517,PAR-090517,190.1,Low,Pending
ENV-090518,PAR-090518,155.6,Low,Not Required
ENV-090519,PAR-090519,58.0,Low,Not Required
ENV-090520,PAR-090520,708.8,Medium,Approved
ENV-090521,PAR-090521,469.8,Low,Not Required
ENV-090522,PAR-090522,204.8,Medium,Not Required
ENV-090523,PAR-090523,60.0,Low,Pending
ENV-090524,PAR-090524,78.9,Low,Pending
ENV-090525,PAR-090525,152.0,Medium,Not Required
ENV-090526,PAR-090526,236.2,Low,Approved
ENV-090527,PAR-090527,279.0,Low,Not Required
ENV-090528,PAR-090528,83.9,Medium,Pending
ENV-090529,PAR-090529,300.0,Low,Not Required
ENV-090530,PAR-090530,580.3,Low,Approved
ENV-090531,PAR-090531,385.7,Medium,Approved
ENV-090532,PAR-090532,292.8,Low,Pending
ENV-090533,PAR-090533,74.5,Low,Not Required
ENV-090534,PAR-090534,1161.1,Low,Approved
ENV-090535,PAR-090535,270.0,Low,Approved
ENV-090536,PAR-090536,51.9,Low,Not Required
ENV-090537,PAR-090537,217.2,Low,Approved
ENV-090538,PAR-090538,331.0,Low,Not Required
ENV-090539,PAR-090539,19.2,Medium,Not Required
ENV-090540,PAR-090540,230.2,High,Not Required
ENV-090541,PAR-090541,179.8,Low,Pending
ENV-090542,PAR-090542,210.6,Low,Approved
ENV-090543,PAR-090543,242.6,Low,Pending
ENV-090544,PAR-090544,183.6,Low,Not Required
ENV-090545,PAR-090545,85.8,Medium,Not Required
ENV-090546,PAR-090546,14.5,Medium,Not Required
ENV-090547,PAR-090547,259.1,Low,Pending
ENV-090548,PAR-090548,85.1,Medium,Approved
ENV-090549,PAR-090549,85.2,Medium,Not Required
ENV-090550,PAR-090550,127.1,Medium,Approved
ENV-090551,PAR-090551,86.6,Low,Not Required
ENV-090552,PAR-090552,93.8,Medium,Approved
ENV-090553,PAR-090553,939.5,Low,Pending
ENV-090554,PAR-090554,253.1,Low,Not Required
ENV-090555,PAR-090555,47.2,Low,Not Required
ENV-090556,PAR-090556,36.7,Low,Not Required
ENV-090557,PAR-090557,655.9,Medium,Not Required
ENV-090558,PAR-090558,87.3,High,Pending
ENV-090559,PAR-090559,73.0,Medium,Not Required
ENV-090560,PAR-090560,86.6,Low,Approved
ENV-090561,PAR-090561,50.3,Low,Not Required
ENV-090562,PAR-090562,528.2,Low,Approved
ENV-090563,PAR-090563,43.3,Low,Not Required
ENV-090564,PAR-090564,115.3,Low,Not Required
ENV-090565,PAR-090565,213.7,Medium,Not Required
ENV-090566,PAR-090566,658.0,Low,Approved
ENV-090567,PAR-090567,42.4,Medium,Approved
ENV-090568,PAR-090568,706.1,High,Pending
ENV-090569,PAR-090569,320.1,Low,Not Required
ENV-090570,PAR-090570,75.2,Low,Approved
ENV-090571,PAR-090571,215.6,Low,Approved
ENV-090572,PAR-090572,71.1,Medium,Not Required
ENV-090573,PAR-090573,483.6,Medium,Approved
ENV-090574,PAR-090574,100.4,Low,Approved
ENV-090575,PAR-090575,149.9,Low,Approved
ENV-090576,PAR-090576,481.0,Low,Not Required
ENV-090577,PAR-090577,71.8,Medium,Not Required
ENV-090578,PAR-090578,677.1,Low,Not Required
ENV-090579,PAR-090579,167.7,High,Not Required
ENV-090580,PAR-090580,214.4,Medium,Not Required
ENV-090581,PAR-090581,94.2,Low,Pending
ENV-090582,PAR-090582,279.4,High,Approved
ENV-090583,PAR-090583,29.0,Low,Not Required
ENV-090584,PAR-090584,475.2,High,Not Required
ENV-090585,PAR-090585,289.4,Low,Approved
ENV-090586,PAR-090586,36.6,Low,Not Required
ENV-090587,PAR-090587,263.2,Low,Not Required
ENV-090588,PAR-090588,126.3,Medium,Not Required
ENV-090589,PAR-090589,212.6,Low,Not Required
ENV-090590,PAR-090590,133.4,Low,Approved
ENV-090591,PAR-090591,238.4,Low,Not Required
ENV-090592,PAR-090592,52.6,High,Not Required
ENV-090593,PAR-090593,166.9,Low,Not Required
ENV-090594,PAR-090594,84.2,Low,Not Required
ENV-090595,PAR-090595,95.8,High,Not Required
ENV-090596,PAR-090596,193.7,Low,Not Required
ENV-090597,PAR-090597,23.5,Medium,Not Required
ENV-090598,PAR-090598,49.5,Low,Not Required
ENV-090599,PAR-090599,166.1,Low,Approved
ENV-090600,PAR-090600,72.6,Low,Not Required
ENV-090601,PAR-090601,541.8,Low,Approved
ENV-090602,PAR-090602,457.5,Low,Approved
ENV-090603,PAR-090603,129.1,Medium,Approved
ENV-090604,PAR-090604,746.4,Medium,Not Required
ENV-090605,PAR-090605,396.0,Medium,Not Required
ENV-090606,PAR-090606,545.3,Low,Approved
ENV-090607,PAR-090607,53.0,Medium,Not Required
ENV-090608,PAR-090608,257.8,Medium,Approved
ENV-090609,PAR-090609,462.7,Low,Not Required
ENV-090610,PAR-090610,211.8,Medium,Not Required
ENV-090611,PAR-090611,141.0,Medium,Not Required
ENV-090612,PAR-090612,180.1,Low,Approved
ENV-090613,PAR-090613,238.2,Medium,Approved
ENV-090614,PAR-090614,998.5,Low,Approved
ENV-090615,PAR-090615,75.8,Low,Approved
ENV-090616,PAR-090616,137.0,Low,Approved
ENV-090617,PAR-090617,474.5,High,Not Required
ENV-090618,PAR-090618,81.1,Low,Not Required
ENV-090619,PAR-090619,89.0,High,Not Required
ENV-090620,PAR-090620,189.5,High,Pending
ENV-090621,PAR-090621,97.7,High,Not Required
ENV-090622,PAR-090622,61.1,Low,Approved
ENV-090623,PAR-090623,2232.0,Medium,Not Required
ENV-090624,PAR-090624,106.0,Low,Not Required
ENV-090625,PAR-090625,86.3,Low,Not Required
ENV-090626,PAR-090626,135.0,Low,Not Required
ENV-090627,PAR-090627,50.5,Low,Approved
ENV-090628,PAR-090628,200.8,Low,Approved
ENV-090629,PAR-090629,93.8,Low,Not Required
ENV-090630,PAR-090630,93.5,High,Pending
ENV-090631,PAR-090631,167.7,Low,Not Required
ENV-090632,PAR-090632,196.7,Low,Approved
ENV-090633,PAR-090633,437.0,Low,Approved
ENV-090634,PAR-090634,46.3,Medium,Not Required
ENV-090635,PAR-090635,54.9,Low,Not Required
ENV-090636,PAR-090636,133.6,Medium,Pending
ENV-090637,PAR-090637,64.7,Low,Approved
ENV-090638,PAR-090638,229.1,Low,Approved
ENV-090639,PAR-090639,144.0,Low,Approved
ENV-090640,PAR-090640,184.5,Low,Not Required
