project_id,project_name,project_type,district,taluk,total_land_required,affected_parcels,affected_families,project_start_date,expected_completion_date
PRJ-04984,Coimbatore Rail Corridor Project,Rail,Coimbatore,Annur,0.22,5,6,2025-01-26,2025-08-27
PRJ-00720,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Pollachi,6.62,6,5,2026-01-18,2026-11-04
PRJ-00786,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Sulur,0.55,7,6,2025-01-07,2026-03-05
PRJ-04860,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Mettupalayam,0.33,5,8,2025-09-04,2027-01-14
PRJ-00467,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Mettupalayam,2.92,7,9,2022-08-17,2024-09-17
PRJ-02078,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,0.68,2,10,2025-04-14,2027-05-16
PRJ-01227,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Kinathukadavu,0.8,2,6,2024-02-17,2025-07-30
PRJ-00946,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,0.92,6,11,2022-06-10,2024-06-04
PRJ-04206,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Sulur,0.25,4,5,2026-02-19,2028-07-03
PRJ-01108,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Coimbatore North,4.13,5,8,2025-11-04,2026-05-23
PRJ-00412,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore North,1.47,7,7,2026-02-24,2028-02-06
PRJ-04427,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Coimbatore North,0.39,4,3,2026-05-13,2026-11-13
PRJ-02578,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Coimbatore North,1.07,8,3,2023-01-23,2024-02-11
PRJ-03018,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,3.83,5,2,2025-01-16,2027-04-02
PRJ-03361,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Annur,1.22,2,6,2024-01-21,2025-12-08
PRJ-00397,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Kinathukadavu,3.85,6,4,2022-06-18,2024-02-22
PRJ-04499,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,3.06,6,5,2023-03-04,2025-03-17
PRJ-02087,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Sulur,1.08,9,5,2022-10-24,2024-09-20
PRJ-04875,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore South,3.63,4,6,2025-07-04,2027-04-27
PRJ-02996,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Pollachi,1.57,8,5,2022-03-02,2023-04-04
PRJ-02176,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Sulur,2.14,7,9,2024-01-06,2024-09-29
PRJ-01607,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Mettupalayam,1.65,7,4,2026-04-27,2027-01-26
PRJ-03848,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Kinathukadavu,2.52,5,11,2023-01-20,2023-08-22
PRJ-03204,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Madukkarai,1.28,8,7,2023-06-21,2024-11-10
PRJ-04950,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,7.68,5,5,2025-03-17,2027-05-27
PRJ-01634,Coimbatore Rail Corridor Project,Rail,Coimbatore,Mettupalayam,0.33,6,1,2023-02-10,2025-05-21
PRJ-02200,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,4.44,5,2,2024-05-31,2026-05-22
PRJ-02926,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Sulur,0.79,5,4,2023-12-10,2025-12-26
PRJ-00746,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Annur,1.61,8,5,2024-06-12,2025-01-16
PRJ-02468,Coimbatore Road Corridor Project,Road,Coimbatore,Annur,0.54,6,3,2026-01-27,2027-07-05
PRJ-01898,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Kinathukadavu,1.16,4,4,2024-01-14,2025-09-05
PRJ-03104,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore South,1.03,4,2,2022-06-11,2024-03-23
PRJ-03761,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Kinathukadavu,0.73,6,5,2025-08-09,2026-11-16
PRJ-01534,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Madukkarai,1.4,6,1,2025-10-03,2026-09-17
PRJ-02937,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore North,3.05,6,3,2022-08-15,2023-08-29
PRJ-04080,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Pollachi,4.57,6,5,2026-04-14,2028-07-09
PRJ-04166,Coimbatore Rail Corridor Project,Rail,Coimbatore,Coimbatore South,0.84,2,6,2024-10-12,2025-11-09
PRJ-00282,Coimbatore Rail Corridor Project,Rail,Coimbatore,Annur,1.44,11,5,2022-01-07,2023-05-26
PRJ-03496,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Kinathukadavu,1.01,7,4,2023-09-19,2024-05-15
PRJ-04608,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Madukkarai,3.4,2,8,2024-03-16,2026-01-06
PRJ-03966,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore South,1.28,12,5,2025-08-23,2026-08-04
PRJ-02053,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Coimbatore South,0.68,8,6,2025-03-08,2026-12-10
PRJ-00484,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore South,3.44,3,11,2023-10-19,2025-11-05
PRJ-02831,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Sulur,8.33,8,7,2025-01-06,2026-07-20
PRJ-01834,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Kinathukadavu,1.05,3,5,2022-06-12,2023-03-04
PRJ-01466,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Madukkarai,0.5,4,7,2025-05-17,2026-03-21
PRJ-04446,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Mettupalayam,1.78,7,6,2022-09-24,2023-08-23
PRJ-02574,Coimbatore Road Corridor Project,Road,Coimbatore,Madukkarai,2.03,2,6,2025-12-02,2028-05-13
PRJ-02427,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Mettupalayam,0.55,3,5,2025-04-13,2026-11-15
PRJ-04380,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Madukkarai,0.27,6,5,2024-05-18,2025-11-03
PRJ-01655,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,1.08,8,3,2024-01-21,2025-09-28
PRJ-03107,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Annur,0.46,4,3,2026-02-06,2028-04-03
PRJ-02054,Coimbatore Rail Corridor Project,Rail,Coimbatore,Mettupalayam,1.56,5,10,2025-04-29,2026-07-21
PRJ-02050,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Sulur,0.49,3,2,2024-12-02,2026-07-30
PRJ-01792,Coimbatore Rail Corridor Project,Rail,Coimbatore,Sulur,1.09,5,6,2024-03-15,2025-12-08
PRJ-01414,Coimbatore Road Corridor Project,Road,Coimbatore,Madukkarai,0.92,5,4,2022-03-25,2023-06-16
PRJ-02521,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Kinathukadavu,3.6,7,2,2025-11-18,2027-09-26
PRJ-01167,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,0.9,4,6,2022-09-07,2023-12-17
PRJ-03711,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Kinathukadavu,0.83,9,8,2022-07-12,2024-04-20
PRJ-03811,Coimbatore Road Corridor Project,Road,Coimbatore,Pollachi,0.34,7,4,2026-01-17,2027-10-03
PRJ-03912,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Mettupalayam,0.47,3,6,2025-12-07,2027-07-23
PRJ-00556,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Mettupalayam,1.6,5,9,2024-11-06,2027-02-08
PRJ-04439,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,2.0,7,4,2023-06-14,2025-01-01
PRJ-01453,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,2.32,4,8,2026-04-27,2028-10-12
PRJ-03799,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Mettupalayam,5.96,5,9,2022-07-27,2024-06-26
PRJ-01757,Coimbatore Rail Corridor Project,Rail,Coimbatore,Annur,3.18,7,8,2023-08-19,2025-08-06
PRJ-01419,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore North,3.22,7,4,2024-04-26,2026-05-22
PRJ-03523,Coimbatore Rail Corridor Project,Rail,Coimbatore,Madukkarai,3.8,8,5,2026-04-20,2027-07-12
PRJ-03291,Coimbatore Rail Corridor Project,Rail,Coimbatore,Madukkarai,5.88,6,5,2025-06-16,2026-05-11
PRJ-04634,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Pollachi,4.77,5,3,2025-08-05,2027-04-18
PRJ-04045,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Mettupalayam,1.38,8,4,2025-06-23,2027-06-23
PRJ-03298,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Kinathukadavu,0.96,4,9,2024-01-12,2025-06-04
PRJ-00687,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Madukkarai,1.49,6,6,2024-03-23,2026-01-05
PRJ-03929,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Coimbatore South,0.51,3,4,2024-01-22,2026-05-26
PRJ-03738,Coimbatore Road Corridor Project,Road,Coimbatore,Pollachi,2.93,3,3,2024-06-26,2025-02-10
PRJ-00018,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Mettupalayam,0.68,5,5,2024-04-06,2026-01-26
PRJ-02342,Coimbatore Rail Corridor Project,Rail,Coimbatore,Coimbatore South,2.1,7,4,2023-05-15,2025-06-18
PRJ-02181,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Sulur,1.77,8,6,2023-11-13,2025-10-13
PRJ-00691,Coimbatore Rail Corridor Project,Rail,Coimbatore,Coimbatore South,0.55,4,4,2025-07-26,2026-09-15
PRJ-01500,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Sulur,0.28,7,4,2026-03-21,2027-04-16
PRJ-00104,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Kinathukadavu,1.44,10,4,2024-09-04,2026-11-25
PRJ-01308,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Kinathukadavu,1.41,7,6,2023-05-01,2025-04-25
PRJ-01302,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,4.46,6,2,2022-11-03,2023-05-15
PRJ-04987,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Madukkarai,0.65,6,9,2022-05-12,2024-04-14
PRJ-03321,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Pollachi,1.28,10,5,2025-11-29,2026-06-01
PRJ-04570,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,0.94,5,5,2025-02-07,2026-01-07
PRJ-04872,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Pollachi,0.77,8,3,2023-06-28,2024-09-27
PRJ-02211,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Kinathukadavu,3.85,6,5,2024-04-21,2026-02-04
PRJ-01339,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Coimbatore North,5.34,7,8,2022-11-30,2025-04-29
PRJ-01131,Coimbatore Road Corridor Project,Road,Coimbatore,Pollachi,0.68,9,3,2024-09-29,2026-07-30
PRJ-00928,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Sulur,2.37,1,11,2024-08-09,2027-01-11
PRJ-00178,Coimbatore Rail Corridor Project,Rail,Coimbatore,Mettupalayam,1.69,9,3,2022-01-11,2023-10-17
PRJ-04305,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Madukkarai,0.3,4,6,2024-03-07,2025-11-17
PRJ-01354,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,3.86,7,4,2025-08-20,2026-02-18
PRJ-01118,Coimbatore Road Corridor Project,Road,Coimbatore,Annur,0.75,5,8,2025-10-04,2028-01-26
PRJ-00908,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Kinathukadavu,0.82,9,8,2023-10-02,2026-01-05
PRJ-00769,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Madukkarai,9.4,4,2,2026-02-05,2028-01-07
PRJ-03489,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Pollachi,3.27,2,7,2023-11-26,2025-07-15
PRJ-00766,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Madukkarai,3.77,5,5,2023-10-17,2025-03-05
PRJ-04360,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Coimbatore North,1.48,1,4,2025-07-31,2027-02-11
PRJ-01097,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Pollachi,1.64,8,4,2022-12-24,2024-07-31
PRJ-00836,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Pollachi,0.8,10,3,2025-11-26,2027-07-09
PRJ-01143,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,2.28,5,5,2022-01-27,2022-09-02
PRJ-00726,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Sulur,4.95,3,1,2025-08-03,2027-04-22
PRJ-02777,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Annur,0.89,4,6,2022-06-20,2023-12-06
PRJ-00708,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Pollachi,1.67,4,9,2023-03-18,2025-02-16
PRJ-01474,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Sulur,2.47,6,7,2022-08-24,2024-11-07
PRJ-04316,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Coimbatore South,2.25,2,2,2023-09-02,2024-11-09
PRJ-01325,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Coimbatore South,3.18,7,6,2024-09-28,2026-07-16
PRJ-04367,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,1.65,10,5,2025-11-01,2027-11-25
PRJ-01079,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Sulur,1.45,6,6,2026-04-14,2026-12-16
PRJ-00257,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,1.49,5,5,2025-04-21,2027-09-19
PRJ-04503,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Kinathukadavu,0.81,6,6,2025-06-01,2026-11-29
PRJ-02035,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Mettupalayam,2.72,5,7,2023-09-26,2025-02-07
PRJ-02487,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Annur,0.51,7,7,2023-11-28,2026-05-03
PRJ-01860,Coimbatore Rail Corridor Project,Rail,Coimbatore,Mettupalayam,2.05,4,3,2022-10-15,2023-09-30
PRJ-03243,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,0.42,4,6,2026-03-05,2027-09-15
PRJ-04619,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,0.8,5,7,2022-09-04,2024-09-16
PRJ-01552,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,1.51,7,5,2022-08-10,2023-10-02
PRJ-00713,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Sulur,2.75,6,8,2026-03-19,2027-03-05
PRJ-04980,Coimbatore Rail Corridor Project,Rail,Coimbatore,Coimbatore South,0.6,5,7,2023-07-02,2024-11-08
PRJ-02095,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,3.39,8,6,2022-12-25,2024-09-12
PRJ-04118,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Madukkarai,1.35,8,2,2022-09-22,2023-07-29
PRJ-04087,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,2.63,7,4,2025-10-20,2027-05-01
PRJ-02445,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Madukkarai,1.28,6,5,2024-08-04,2026-01-14
PRJ-02044,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Pollachi,0.91,8,2,2025-05-28,2027-11-02
PRJ-00675,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,6.76,6,8,2024-06-08,2026-02-21
PRJ-02464,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Coimbatore North,1.35,5,3,2025-01-13,2025-09-18
PRJ-02009,Coimbatore Rail Corridor Project,Rail,Coimbatore,Kinathukadavu,2.61,5,1,2025-08-30,2027-09-25
PRJ-03453,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Coimbatore North,2.87,7,4,2026-05-03,2026-12-08
PRJ-02669,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Sulur,0.92,7,4,2024-07-19,2026-03-22
PRJ-01534,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Coimbatore North,0.71,6,8,2024-06-29,2026-04-26
PRJ-02080,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Madukkarai,4.56,6,2,2024-01-25,2025-11-28
PRJ-02855,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Madukkarai,3.84,9,4,2022-11-01,2023-10-31
PRJ-03159,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,1.62,4,6,2023-12-21,2026-02-12
PRJ-00861,Coimbatore Rail Corridor Project,Rail,Coimbatore,Coimbatore South,0.84,3,3,2024-01-31,2026-05-16
PRJ-02073,Coimbatore Road Corridor Project,Road,Coimbatore,Annur,4.03,4,6,2022-05-20,2023-11-30
PRJ-01353,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Annur,10.19,5,3,2023-10-15,2024-10-03
PRJ-00040,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,1.03,11,4,2025-09-08,2027-03-09
PRJ-03260,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Pollachi,0.28,5,4,2023-12-27,2024-12-01
PRJ-04936,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Coimbatore North,1.23,4,7,2022-06-12,2023-09-11
PRJ-00061,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Kinathukadavu,0.78,6,9,2024-10-01,2026-04-01
PRJ-03090,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,4.18,3,4,2023-06-03,2024-06-09
PRJ-01267,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Pollachi,0.64,4,4,2022-11-14,2024-06-13
PRJ-00057,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Coimbatore North,5.33,7,10,2022-05-01,2023-04-08
PRJ-03218,Coimbatore Rail Corridor Project,Rail,Coimbatore,Sulur,1.0,6,1,2025-03-19,2026-05-20
PRJ-02183,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Kinathukadavu,0.68,1,3,2025-12-04,2027-04-09
PRJ-00055,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Madukkarai,6.7,5,6,2022-05-20,2024-06-03
PRJ-02082,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Kinathukadavu,1.19,9,7,2023-12-14,2024-07-01
PRJ-01515,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,3.77,4,7,2025-06-12,2027-01-04
PRJ-04162,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Mettupalayam,3.31,8,6,2023-08-17,2024-03-28
PRJ-00985,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Sulur,7.24,5,6,2022-09-14,2025-01-17
PRJ-01277,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Annur,0.23,8,7,2026-05-16,2027-12-26
PRJ-02413,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Coimbatore North,1.19,3,5,2026-04-10,2026-10-17
PRJ-04755,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Kinathukadavu,1.39,3,7,2025-10-07,2027-01-25
PRJ-03899,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore South,1.21,5,5,2023-11-27,2025-07-26
PRJ-03612,Coimbatore Road Corridor Project,Road,Coimbatore,Pollachi,1.8,10,6,2022-07-23,2024-02-29
PRJ-01764,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Mettupalayam,1.22,9,5,2022-07-20,2024-07-26
PRJ-02363,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Madukkarai,1.64,5,2,2024-07-29,2026-09-01
PRJ-03859,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,0.72,5,6,2022-09-26,2023-07-08
PRJ-00682,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Mettupalayam,4.05,5,9,2024-09-24,2025-08-20
PRJ-02508,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Annur,0.78,8,7,2024-01-10,2024-11-17
PRJ-00822,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,1.19,6,6,2024-05-16,2025-07-12
PRJ-02574,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Sulur,2.03,6,4,2022-09-02,2024-10-04
PRJ-00668,Coimbatore Rail Corridor Project,Rail,Coimbatore,Annur,1.04,9,5,2023-06-09,2024-06-10
PRJ-03420,Coimbatore Road Corridor Project,Road,Coimbatore,Pollachi,2.15,3,5,2025-09-26,2027-07-12
PRJ-03489,Coimbatore Rail Corridor Project,Rail,Coimbatore,Kinathukadavu,0.77,8,6,2024-11-19,2025-10-31
PRJ-02566,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,5.31,4,4,2025-12-14,2027-03-04
PRJ-01584,Coimbatore Road Corridor Project,Road,Coimbatore,Annur,1.49,7,7,2023-02-02,2024-07-08
PRJ-02679,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore North,0.54,4,9,2022-09-08,2024-05-13
PRJ-00739,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,1.28,6,8,2024-12-09,2026-10-10
PRJ-00314,Coimbatore Road Corridor Project,Road,Coimbatore,Annur,2.5,8,3,2024-11-25,2025-08-19
PRJ-00802,Coimbatore Road Corridor Project,Road,Coimbatore,Annur,1.01,3,4,2024-11-23,2026-10-07
PRJ-00426,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,0.43,7,4,2022-12-01,2024-11-13
PRJ-02123,Coimbatore Road Corridor Project,Road,Coimbatore,Mettupalayam,0.57,6,1,2022-10-16,2025-03-25
PRJ-01262,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Mettupalayam,1.71,5,5,2022-10-23,2025-01-16
PRJ-02443,Coimbatore Rail Corridor Project,Rail,Coimbatore,Mettupalayam,4.28,3,5,2022-04-25,2024-01-01
PRJ-01431,Coimbatore Road Corridor Project,Road,Coimbatore,Pollachi,0.87,3,5,2025-09-25,2027-01-13
PRJ-02719,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Madukkarai,2.51,4,3,2024-09-30,2025-06-23
PRJ-01963,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Sulur,3.93,4,5,2025-12-03,2027-06-27
PRJ-00197,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Kinathukadavu,0.59,4,9,2025-02-05,2025-11-21
PRJ-02297,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,2.23,6,7,2023-03-27,2025-08-22
PRJ-02767,Coimbatore Road Corridor Project,Road,Coimbatore,Annur,0.77,7,9,2025-08-18,2027-12-22
PRJ-04697,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Madukkarai,1.21,2,6,2023-01-29,2024-02-17
PRJ-00678,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Coimbatore North,0.66,7,7,2024-06-22,2026-07-17
PRJ-04327,Coimbatore Road Corridor Project,Road,Coimbatore,Annur,1.39,5,5,2024-10-14,2026-12-04
PRJ-02201,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Coimbatore North,0.27,3,1,2024-12-22,2025-12-17
PRJ-03660,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,5.95,6,6,2023-08-06,2024-12-05
PRJ-03316,Coimbatore Road Corridor Project,Road,Coimbatore,Coimbatore North,3.36,4,5,2023-01-07,2025-04-08
PRJ-02679,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,2.58,4,6,2023-07-25,2025-10-27
PRJ-02000,Coimbatore Road Corridor Project,Road,Coimbatore,Pollachi,1.13,7,4,2022-05-10,2024-07-17
PRJ-01433,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Kinathukadavu,4.9,7,8,2024-03-19,2025-05-19
PRJ-04342,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Pollachi,1.4,4,6,2025-06-26,2027-03-24
PRJ-03159,Coimbatore Renewable Energy Corridor Project,Renewable Energy,Coimbatore,Kinathukadavu,1.48,6,5,2025-12-30,2026-11-29
PRJ-02277,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Pollachi,0.77,5,6,2025-08-19,2027-11-28
PRJ-02981,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Mettupalayam,1.12,8,4,2026-02-17,2027-07-24
PRJ-01740,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Sulur,2.21,4,5,2022-12-06,2024-10-29
PRJ-02193,Coimbatore Rail Corridor Project,Rail,Coimbatore,Coimbatore North,0.74,5,5,2022-09-09,2023-08-27
PRJ-02867,Coimbatore Road Corridor Project,Road,Coimbatore,Kinathukadavu,1.99,6,7,2025-03-15,2026-06-25
PRJ-01217,Coimbatore Road Corridor Project,Road,Coimbatore,Pollachi,0.34,4,6,2023-11-14,2025-05-01
PRJ-03582,Coimbatore Industrial Corridor Corridor Project,Industrial Corridor,Coimbatore,Sulur,2.1,5,5,2023-03-13,2024-03-02
PRJ-02226,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Coimbatore North,2.77,4,5,2026-03-01,2028-07-16
PRJ-01269,Coimbatore Irrigation Corridor Project,Irrigation,Coimbatore,Coimbatore South,3.26,7,3,2024-04-30,2025-04-23
PRJ-01682,Coimbatore Road Corridor Project,Road,Coimbatore,Sulur,5.34,5,5,2024-07-13,2025-06-16
PRJ-03527,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Kinathukadavu,4.66,8,4,2025-06-25,2027-09-07
PRJ-03338,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Mettupalayam,0.81,1,2,2023-05-11,2024-07-17
PRJ-03677,Coimbatore Urban Development Corridor Project,Urban Development,Coimbatore,Madukkarai,1.16,5,5,2022-10-31,2024-06-03
