approval_id,project_id,department,approval_status,approval_delay_days
APR-081068,PRJ-04756,Revenue,Approved,40
APR-081069,PRJ-00117,Revenue,Approved,40
APR-081070,PRJ-00548,PWD,Approved,36
APR-081071,PRJ-02769,PWD,Approved,24
APR-081072,PRJ-04403,RDO,Approved,14
APR-081073,PRJ-00699,Rural Development,Approved,26
APR-081074,PRJ-04915,RDO,Pending,469
APR-081075,PRJ-01754,Rural Development,Approved,26
APR-081076,PRJ-02316,PWD,Approved,12
APR-081077,PRJ-03648,RDO,Approved,23
APR-081078,PRJ-02549,District Administration,Approved,2
APR-081079,PRJ-00772,Rural Development,Approved,35
APR-081080,PRJ-02389,District Administration,Approved,35
APR-081081,PRJ-04457,Revenue,Approved,28
APR-081082,PRJ-00573,PWD,Approved,19
APR-081083,PRJ-02988,RDO,Pending,401
APR-081084,PRJ-03420,PWD,Approved,17
APR-081085,PRJ-04283,RDO,Approved,10
APR-081086,PRJ-00724,PWD,Approved,37
APR-081087,PRJ-04764,Revenue,Approved,30
APR-081088,PRJ-01942,Revenue,Approved,7
APR-081089,PRJ-01325,PWD,Approved,10
APR-081090,PRJ-00766,RDO,Approved,1
APR-081091,PRJ-03900,Revenue,Approved,19
APR-081092,PRJ-01256,Revenue,Approved,15
APR-081093,PRJ-02529,District Administration,Approved,9
APR-081094,PRJ-04185,District Administration,Approved,23
APR-081095,PRJ-03307,RDO,Pending,364
APR-081096,PRJ-00021,PWD,Approved,43
APR-081097,PRJ-02967,PWD,Approved,14
APR-081098,PRJ-02252,Rural Development,Pending,128
APR-081099,PRJ-02923,Rural Development,Approved,10
APR-081100,PRJ-00137,PWD,Approved,8
APR-081101,PRJ-02731,Rural Development,Approved,42
APR-081102,PRJ-04088,RDO,Pending,470
APR-081103,PRJ-00735,RDO,Approved,7
APR-081104,PRJ-00701,Rural Development,Approved,33
APR-081105,PRJ-00852,Revenue,Approved,16
APR-081106,PRJ-04844,Rural Development,Approved,26
APR-081107,PRJ-03315,Revenue,Approved,42
APR-081108,PRJ-03489,Revenue,Approved,3
APR-081109,PRJ-00008,District Administration,Pending,235
APR-081110,PRJ-02538,Revenue,Approved,29
APR-081111,PRJ-00374,PWD,Approved,4
APR-081112,PRJ-00436,Revenue,Approved,3
APR-081113,PRJ-03503,RDO,Approved,34
APR-081114,PRJ-01316,Rural Development,Approved,41
APR-081115,PRJ-04147,District Administration,Pending,215
APR-081116,PRJ-01266,PWD,Approved,31
APR-081117,PRJ-01003,RDO,Approved,8
APR-081118,PRJ-04044,RDO,Approved,11
APR-081119,PRJ-04922,District Administration,Approved,14
APR-081120,PRJ-01002,Rural Development,Approved,1
APR-081121,PRJ-00377,Rural Development,Approved,0
APR-081122,PRJ-01309,Rural Development,Pending,434
APR-081123,PRJ-02150,District Administration,Pending,252
APR-081124,PRJ-03713,Rural Development,Approved,29
APR-081125,PRJ-01186,Rural Development,Approved,14
APR-081126,PRJ-01909,PWD,Approved,20
APR-081127,PRJ-00212,RDO,Approved,35
APR-081128,PRJ-02067,District Administration,Approved,8
APR-081129,PRJ-04533,PWD,Pending,164
APR-081130,PRJ-02341,District Administration,Approved,16
APR-081131,PRJ-02667,RDO,Approved,14
APR-081132,PRJ-03763,Revenue,Approved,41
APR-081133,PRJ-00108,PWD,Approved,18
APR-081134,PRJ-04102,Rural Development,Approved,40
APR-081135,PRJ-01025,Rural Development,Approved,37
APR-081136,PRJ-00787,Revenue,Approved,10
APR-081137,PRJ-01689,Rural Development,Approved,32
APR-081138,PRJ-03886,PWD,Approved,11
APR-081139,PRJ-03365,RDO,Approved,43
APR-081140,PRJ-04136,Rural Development,Approved,6
APR-081141,PRJ-01555,PWD,Approved,4
APR-081142,PRJ-02918,District Administration,Approved,39
APR-081143,PRJ-02198,Revenue,Approved,14
APR-081144,PRJ-03948,Rural Development,Approved,35
APR-081145,PRJ-03117,PWD,Approved,24
APR-081146,PRJ-01782,District Administration,Approved,10
APR-081147,PRJ-02935,Revenue,Approved,0
APR-081148,PRJ-03376,District Administration,Approved,11
APR-081149,PRJ-01418,RDO,Approved,6
APR-081150,PRJ-00962,District Administration,Approved,2
APR-081151,PRJ-04801,Rural Development,Approved,24
APR-081152,PRJ-02531,PWD,Pending,40
APR-081153,PRJ-04766,District Administration,Approved,20
APR-081154,PRJ-03613,Revenue,Approved,17
APR-081155,PRJ-02499,Revenue,Approved,16
APR-081156,PRJ-01749,District Administration,Approved,15
APR-081157,PRJ-04147,Rural Development,Approved,32
APR-081158,PRJ-03912,District Administration,Approved,40
APR-081159,PRJ-01743,Rural Development,Approved,12
APR-081160,PRJ-02166,District Administration,Pending,209
APR-081161,PRJ-00789,Revenue,Approved,8
APR-081162,PRJ-00853,District Administration,Approved,11
APR-081163,PRJ-02591,District Administration,Approved,7
APR-081164,PRJ-03050,Revenue,Approved,31
APR-081165,PRJ-01973,Rural Development,Approved,25
APR-081166,PRJ-02314,RDO,Approved,16
APR-081167,PRJ-03900,PWD,Approved,35
APR-081168,PRJ-04483,District Administration,Approved,16
APR-081169,PRJ-04628,Rural Development,Approved,16
APR-081170,PRJ-02588,PWD,Approved,12
APR-081171,PRJ-00660,PWD,Approved,35
APR-081172,PRJ-01651,District Administration,Approved,8
APR-081173,PRJ-03265,Rural Development,Pending,433
APR-081174,PRJ-01283,District Administration,Approved,22
APR-081175,PRJ-00607,Revenue,Approved,32
APR-081176,PRJ-00918,District Administration,Approved,8
APR-081177,PRJ-04802,Rural Development,Approved,9
APR-081178,PRJ-02360,PWD,Approved,1
APR-081179,PRJ-03127,RDO,Approved,7
APR-081180,PRJ-03936,Revenue,Approved,34
APR-081181,PRJ-04505,District Administration,Pending,104
APR-081182,PRJ-01263,District Administration,Approved,34
APR-081183,PRJ-03266,Rural Development,Approved,12
APR-081184,PRJ-01958,PWD,Approved,41
APR-081185,PRJ-03591,Rural Development,Approved,7
APR-081186,PRJ-01452,District Administration,Approved,3
APR-081187,PRJ-02425,Revenue,Approved,11
APR-081188,PRJ-01917,Revenue,Approved,30
APR-081189,PRJ-00537,District Administration,Approved,5
APR-081190,PRJ-00629,RDO,Approved,26
APR-081191,PRJ-03445,PWD,Approved,12
APR-081192,PRJ-03805,RDO,Approved,17
APR-081193,PRJ-00032,Revenue,Approved,15
APR-081194,PRJ-03364,District Administration,Approved,29
APR-081195,PRJ-00990,PWD,Approved,9
APR-081196,PRJ-01127,RDO,Approved,34
APR-081197,PRJ-03731,District Administration,Pending,154
APR-081198,PRJ-00672,Revenue,Approved,14
APR-081199,PRJ-03536,RDO,Approved,34
APR-081200,PRJ-03925,Rural Development,Approved,10
APR-081201,PRJ-01481,PWD,Approved,26
APR-081202,PRJ-03888,PWD,Pending,430
APR-081203,PRJ-02906,District Administration,Approved,2
APR-081204,PRJ-01297,RDO,Approved,17
APR-081205,PRJ-04411,PWD,Approved,13
APR-081206,PRJ-02078,Revenue,Approved,23
APR-081207,PRJ-02850,RDO,Approved,6
APR-081208,PRJ-03449,District Administration,Approved,42
APR-081209,PRJ-00981,District Administration,Approved,18
APR-081210,PRJ-01667,Rural Development,Approved,27
APR-081211,PRJ-02818,District Administration,Approved,10
APR-081212,PRJ-02187,Revenue,Approved,13
APR-081213,PRJ-01764,Revenue,Approved,16
APR-081214,PRJ-04611,Rural Development,Approved,34
APR-081215,PRJ-02332,RDO,Approved,14
APR-081216,PRJ-01981,RDO,Approved,0
APR-081217,PRJ-04830,PWD,Approved,14
APR-081218,PRJ-00283,RDO,Approved,36
APR-081219,PRJ-02041,RDO,Approved,31
APR-081220,PRJ-03876,PWD,Approved,32
APR-081221,PRJ-00277,PWD,Approved,1
APR-081222,PRJ-01502,RDO,Approved,25
APR-081223,PRJ-02948,Revenue,Pending,115
APR-081224,PRJ-00715,Revenue,Approved,0
APR-081225,PRJ-02630,RDO,Approved,36
APR-081226,PRJ-00692,PWD,Approved,10
APR-081227,PRJ-01391,PWD,Approved,13
APR-081228,PRJ-03077,RDO,Approved,21
APR-081229,PRJ-01213,Rural Development,Approved,37
APR-081230,PRJ-00059,RDO,Approved,7
APR-081231,PRJ-03858,PWD,Approved,3
APR-081232,PRJ-02998,Revenue,Approved,38
APR-081233,PRJ-02760,PWD,Approved,28
APR-081234,PRJ-03234,PWD,Pending,475
APR-081235,PRJ-02348,Rural Development,Approved,10
APR-081236,PRJ-04000,PWD,Approved,8
APR-081237,PRJ-04600,PWD,Approved,27
APR-081238,PRJ-03767,RDO,Approved,15
APR-081239,PRJ-02804,Revenue,Approved,19
APR-081240,PRJ-01398,District Administration,Approved,29
APR-081241,PRJ-00810,District Administration,Approved,14
APR-081242,PRJ-00416,Rural Development,Approved,1
APR-081243,PRJ-03583,Revenue,Approved,34
APR-081244,PRJ-01711,RDO,Approved,13
APR-081245,PRJ-04786,Rural Development,Approved,12
APR-081246,PRJ-03062,District Administration,Pending,296
APR-081247,PRJ-03440,Rural Development,Approved,11
APR-081248,PRJ-04830,PWD,Approved,17
APR-081249,PRJ-01125,RDO,Approved,10
APR-081250,PRJ-03498,Rural Development,Approved,34
APR-081251,PRJ-00659,Revenue,Approved,0
APR-081252,PRJ-02173,PWD,Approved,34
APR-081253,PRJ-02196,Revenue,Approved,18
APR-081254,PRJ-04400,District Administration,Pending,228
APR-081255,PRJ-02801,Revenue,Pending,118
APR-081256,PRJ-00775,District Administration,Approved,18
APR-081257,PRJ-02608,PWD,Pending,137
APR-081258,PRJ-03970,RDO,Approved,29
APR-081259,PRJ-00159,Revenue,Approved,9
APR-081260,PRJ-02385,Revenue,Approved,39
APR-081261,PRJ-00425,Revenue,Approved,14
APR-081262,PRJ-03650,RDO,Approved,37
APR-081263,PRJ-02171,Revenue,Approved,33
APR-081264,PRJ-02076,RDO,Approved,23
APR-081265,PRJ-01396,RDO,Approved,25
APR-081266,PRJ-03679,PWD,Approved,6
APR-081267,PRJ-00958,Revenue,Approved,33
APR-081268,PRJ-02203,Revenue,Approved,11
APR-081269,PRJ-03154,Revenue,Pending,488
APR-081270,PRJ-02156,RDO,Approved,26
APR-081271,PRJ-04904,Rural Development,Approved,11
APR-081272,PRJ-03063,Revenue,Pending,333
APR-081273,PRJ-03140,PWD,Approved,35
APR-081274,PRJ-02301,Revenue,Pending,23
APR-081275,PRJ-04970,RDO,Approved,15
APR-081276,PRJ-00827,Rural Development,Approved,27
APR-081277,PRJ-03641,District Administration,Approved,20
APR-081278,PRJ-01449,RDO,Approved,26
APR-081279,PRJ-02202,District Administration,Approved,36
APR-081280,PRJ-00148,RDO,Approved,29
APR-081281,PRJ-00050,Rural Development,Approved,24
APR-081282,PRJ-03508,PWD,Approved,4
APR-081283,PRJ-02513,RDO,Approved,35
APR-081284,PRJ-01267,RDO,Approved,20
APR-081285,PRJ-03614,Rural Development,Approved,18
APR-081286,PRJ-00655,Rural Development,Approved,9
APR-081287,PRJ-01326,PWD,Pending,491
APR-081288,PRJ-02931,Revenue,Pending,176
APR-081289,PRJ-03593,District Administration,Pending,253
APR-081290,PRJ-02207,RDO,Approved,2
APR-081291,PRJ-04213,PWD,Approved,43
APR-081292,PRJ-02064,RDO,Pending,61
APR-081293,PRJ-01739,Revenue,Approved,39
APR-081294,PRJ-00320,PWD,Approved,36
APR-081295,PRJ-03647,District Administration,Approved,33
APR-081296,PRJ-01876,Revenue,Approved,29
APR-081297,PRJ-01008,District Administration,Approved,10
APR-081298,PRJ-03615,Revenue,Approved,21
APR-081299,PRJ-00721,RDO,Approved,20
APR-081300,PRJ-02105,Rural Development,Approved,0
APR-081301,PRJ-00100,District Administration,Approved,33
APR-081302,PRJ-00458,RDO,Pending,197
APR-081303,PRJ-01948,Revenue,Approved,34
APR-081304,PRJ-04531,PWD,Approved,24
APR-081305,PRJ-03315,District Administration,Approved,28
APR-081306,PRJ-01968,PWD,Approved,7
APR-081307,PRJ-04791,Rural Development,Approved,42
APR-081308,PRJ-01379,Rural Development,Approved,31
APR-081309,PRJ-02660,Revenue,Approved,22
APR-081310,PRJ-04702,PWD,Approved,15
APR-081311,PRJ-04919,Rural Development,Approved,5
APR-081312,PRJ-02573,PWD,Approved,42
APR-081313,PRJ-04869,RDO,Approved,19
APR-081314,PRJ-01231,PWD,Pending,268
APR-081315,PRJ-01076,District Administration,Approved,13
APR-081316,PRJ-01043,District Administration,Approved,22
APR-081317,PRJ-01379,RDO,Approved,44
APR-081318,PRJ-04394,PWD,Pending,327
APR-081319,PRJ-01480,District Administration,Pending,125
APR-081320,PRJ-03583,RDO,Pending,346
APR-081321,PRJ-00964,Rural Development,Pending,165
APR-081322,PRJ-04143,District Administration,Approved,30
APR-081323,PRJ-00850,RDO,Approved,32
APR-081324,PRJ-04211,RDO,Approved,24
APR-081325,PRJ-04454,PWD,Approved,22
APR-081326,PRJ-03301,District Administration,Approved,29
APR-081327,PRJ-02058,District Administration,Approved,12
APR-081328,PRJ-02692,Rural Development,Approved,44
APR-081329,PRJ-04147,RDO,Approved,25
APR-081330,PRJ-03923,PWD,Pending,76
APR-081331,PRJ-01182,Revenue,Approved,20
APR-081332,PRJ-03171,Revenue,Approved,2
APR-081333,PRJ-00922,RDO,Approved,9
APR-081334,PRJ-02092,RDO,Approved,15
APR-081335,PRJ-03684,Rural Development,Approved,22
APR-081336,PRJ-02135,PWD,Approved,16
APR-081337,PRJ-02604,PWD,Approved,12
APR-081338,PRJ-02851,District Administration,Approved,34
APR-081339,PRJ-04718,District Administration,Approved,37
APR-081340,PRJ-03478,Revenue,Approved,25
APR-081341,PRJ-04776,District Administration,Approved,0
APR-081342,PRJ-02632,District Administration,Approved,41
APR-081343,PRJ-03883,District Administration,Pending,30
APR-081344,PRJ-02654,Revenue,Approved,2
APR-081345,PRJ-01099,Rural Development,Approved,17
APR-081346,PRJ-03199,Revenue,Approved,23
APR-081347,PRJ-01899,RDO,Approved,0
APR-081348,PRJ-02850,Rural Development,Approved,31
APR-081349,PRJ-04245,PWD,Approved,40
APR-081350,PRJ-00641,Rural Development,Approved,19
APR-081351,PRJ-03710,RDO,Approved,6
APR-081352,PRJ-01058,District Administration,Pending,283
APR-081353,PRJ-03202,District Administration,Approved,14
APR-081354,PRJ-00567,Revenue,Pending,402
APR-081355,PRJ-01905,PWD,Approved,2
APR-081356,PRJ-01261,RDO,Approved,36
APR-081357,PRJ-00900,Rural Development,Approved,37
APR-081358,PRJ-03295,Rural Development,Approved,3
APR-081359,PRJ-03783,PWD,Approved,34
APR-081360,PRJ-03178,District Administration,Approved,10
APR-081361,PRJ-02764,RDO,Approved,31
APR-081362,PRJ-02833,District Administration,Approved,38
APR-081363,PRJ-02583,District Administration,Approved,30
APR-081364,PRJ-02859,Revenue,Approved,43
APR-081365,PRJ-03739,PWD,Approved,27
APR-081366,PRJ-04574,Rural Development,Approved,35
APR-081367,PRJ-03824,District Administration,Approved,34
APR-081368,PRJ-01328,PWD,Approved,20
APR-081369,PRJ-04086,Revenue,Approved,17
APR-081370,PRJ-03117,Rural Development,Pending,475
APR-081371,PRJ-01038,RDO,Pending,427
APR-081372,PRJ-00314,District Administration,Approved,26
APR-081373,PRJ-02915,Revenue,Pending,44
APR-081374,PRJ-01581,Rural Development,Approved,5
APR-081375,PRJ-01431,District Administration,Pending,495
APR-081376,PRJ-04441,District Administration,Approved,23
APR-081377,PRJ-04694,Revenue,Approved,25
APR-081378,PRJ-02840,PWD,Approved,28
APR-081379,PRJ-02661,Revenue,Approved,2
APR-081380,PRJ-03377,PWD,Approved,14
APR-081381,PRJ-02148,District Administration,Approved,9
APR-081382,PRJ-03231,RDO,Approved,28
APR-081383,PRJ-03825,District Administration,Approved,34
APR-081384,PRJ-02437,RDO,Approved,21
APR-081385,PRJ-04094,PWD,Approved,19
APR-081386,PRJ-03371,Rural Development,Approved,35
APR-081387,PRJ-01186,PWD,Approved,35
APR-081388,PRJ-04826,RDO,Approved,16
APR-081389,PRJ-04345,PWD,Approved,16
APR-081390,PRJ-04858,Rural Development,Approved,12
APR-081391,PRJ-04342,PWD,Approved,19
APR-081392,PRJ-04293,District Administration,Approved,18
APR-081393,PRJ-02948,RDO,Approved,32
APR-081394,PRJ-04281,PWD,Approved,10
APR-081395,PRJ-02149,PWD,Approved,30
APR-081396,PRJ-04774,RDO,Approved,25
APR-081397,PRJ-00583,Revenue,Approved,7
APR-081398,PRJ-01562,District Administration,Approved,11
APR-081399,PRJ-04441,Revenue,Approved,4
APR-081400,PRJ-04092,RDO,Approved,6
APR-081401,PRJ-03799,PWD,Approved,24
APR-081402,PRJ-02517,RDO,Approved,28
APR-081403,PRJ-01134,District Administration,Approved,37
APR-081404,PRJ-03098,District Administration,Approved,0
APR-081405,PRJ-01662,District Administration,Approved,42
APR-081406,PRJ-00301,Revenue,Approved,28
APR-081407,PRJ-04322,PWD,Approved,11
APR-081408,PRJ-00614,RDO,Approved,27
APR-081409,PRJ-04031,PWD,Approved,10
APR-081410,PRJ-00938,Revenue,Pending,194
APR-081411,PRJ-04187,RDO,Approved,10
APR-081412,PRJ-01090,District Administration,Approved,2
APR-081413,PRJ-00514,Rural Development,Approved,23
APR-081414,PRJ-03829,Revenue,Approved,44
APR-081415,PRJ-04881,RDO,Pending,472
APR-081416,PRJ-04602,Revenue,Approved,14
APR-081417,PRJ-02107,Revenue,Pending,354
APR-081418,PRJ-03793,PWD,Pending,36
APR-081419,PRJ-01766,PWD,Approved,40
APR-081420,PRJ-03973,Rural Development,Approved,40
APR-081421,PRJ-00208,District Administration,Approved,27
APR-081422,PRJ-01776,Rural Development,Approved,40
APR-081423,PRJ-00861,Rural Development,Approved,19
APR-081424,PRJ-02687,Rural Development,Approved,42
APR-081425,PRJ-01071,Rural Development,Approved,4
APR-081426,PRJ-00878,RDO,Approved,22
APR-081427,PRJ-01068,Revenue,Pending,64
APR-081428,PRJ-00757,Revenue,Approved,10
APR-081429,PRJ-01424,PWD,Approved,30
APR-081430,PRJ-00867,Revenue,Approved,6
APR-081431,PRJ-02647,Rural Development,Approved,38
APR-081432,PRJ-01655,Revenue,Approved,9
APR-081433,PRJ-00926,Revenue,Approved,15
APR-081434,PRJ-02177,Rural Development,Pending,403
APR-081435,PRJ-02584,Rural Development,Pending,50
APR-081436,PRJ-01104,RDO,Approved,37
APR-081437,PRJ-02030,PWD,Approved,19
APR-081438,PRJ-01024,RDO,Approved,18
APR-081439,PRJ-04634,Rural Development,Approved,41
APR-081440,PRJ-02523,PWD,Approved,36
APR-081441,PRJ-02484,PWD,Pending,469
APR-081442,PRJ-03744,Rural Development,Approved,2
APR-081443,PRJ-03548,District Administration,Approved,0
APR-081444,PRJ-03343,Rural Development,Approved,10
APR-081445,PRJ-04820,Revenue,Pending,392
APR-081446,PRJ-00187,PWD,Approved,17
APR-081447,PRJ-02721,RDO,Approved,22
APR-081448,PRJ-01255,RDO,Approved,25
APR-081449,PRJ-03411,RDO,Approved,20
APR-081450,PRJ-02084,Revenue,Approved,37
APR-081451,PRJ-03611,PWD,Approved,36
APR-081452,PRJ-00908,Rural Development,Pending,427
APR-081453,PRJ-03579,Rural Development,Approved,10
APR-081454,PRJ-00724,Revenue,Approved,27
APR-081455,PRJ-02514,Rural Development,Approved,9
APR-081456,PRJ-04081,District Administration,Approved,3
APR-081457,PRJ-01758,RDO,Approved,11
APR-081458,PRJ-03835,PWD,Approved,25
APR-081459,PRJ-03475,District Administration,Approved,44
APR-081460,PRJ-00565,District Administration,Approved,43
APR-081461,PRJ-02299,Revenue,Approved,8
APR-081462,PRJ-02073,Revenue,Approved,16
APR-081463,PRJ-03297,PWD,Approved,26
APR-081464,PRJ-01404,RDO,Approved,3
APR-081465,PRJ-00787,Revenue,Approved,35
APR-081466,PRJ-00959,PWD,Approved,13
APR-081467,PRJ-00253,District Administration,Approved,27
APR-081468,PRJ-03438,Rural Development,Approved,2
APR-081469,PRJ-01162,District Administration,Pending,200
APR-081470,PRJ-04844,District Administration,Pending,280
APR-081471,PRJ-01407,PWD,Approved,21
APR-081472,PRJ-01384,Rural Development,Approved,30
APR-081473,PRJ-04102,PWD,Approved,6
APR-081474,PRJ-04444,Rural Development,Approved,39
APR-081475,PRJ-02769,District Administration,Approved,25
APR-081476,PRJ-02182,Revenue,Approved,42
APR-081477,PRJ-03532,District Administration,Approved,28
APR-081478,PRJ-04408,RDO,Approved,39
APR-081479,PRJ-04451,RDO,Approved,15
APR-081480,PRJ-04648,PWD,Approved,3
APR-081481,PRJ-04465,PWD,Pending,306
APR-081482,PRJ-03939,Rural Development,Approved,5
APR-081483,PRJ-01416,RDO,Approved,22
APR-081484,PRJ-01647,Rural Development,Approved,0
APR-081485,PRJ-00543,PWD,Approved,4
APR-081486,PRJ-03319,District Administration,Approved,21
APR-081487,PRJ-01233,RDO,Approved,2
APR-081488,PRJ-04691,PWD,Approved,42
APR-081489,PRJ-00520,Revenue,Approved,40
APR-081490,PRJ-01993,PWD,Approved,25
APR-081491,PRJ-02434,Revenue,Pending,473
APR-081492,PRJ-01462,Rural Development,Approved,19
APR-081493,PRJ-03251,Revenue,Approved,23
APR-081494,PRJ-00244,Rural Development,Approved,4
APR-081495,PRJ-00632,PWD,Pending,441
APR-081496,PRJ-00157,Revenue,Approved,33
APR-081497,PRJ-03542,District Administration,Approved,6
APR-081498,PRJ-03844,District Administration,Pending,440
APR-081499,PRJ-04695,District Administration,Approved,7
APR-081500,PRJ-01374,RDO,Pending,252
APR-081501,PRJ-01430,Revenue,Approved,22
APR-081502,PRJ-02680,District Administration,Approved,26
APR-081503,PRJ-01088,Revenue,Approved,18
APR-081504,PRJ-02336,RDO,Approved,33
APR-081505,PRJ-02211,District Administration,Pending,400
APR-081506,PRJ-02890,District Administration,Approved,41
APR-081507,PRJ-02651,Revenue,Approved,41
APR-081508,PRJ-01592,Revenue,Approved,40
APR-081509,PRJ-02437,District Administration,Approved,20
APR-081510,PRJ-00188,Revenue,Approved,27
APR-081511,PRJ-02431,PWD,Pending,236
APR-081512,PRJ-00573,Revenue,Approved,34
APR-081513,PRJ-03085,Revenue,Approved,8
APR-081514,PRJ-02910,District Administration,Approved,0
APR-081515,PRJ-00542,Rural Development,Approved,37
APR-081516,PRJ-02196,RDO,Approved,19
APR-081517,PRJ-03775,RDO,Approved,40
APR-081518,PRJ-04765,Rural Development,Approved,43
APR-081519,PRJ-00033,PWD,Approved,4
APR-081520,PRJ-04482,Revenue,Pending,21
APR-081521,PRJ-00457,Revenue,Approved,12
APR-081522,PRJ-01364,District Administration,Pending,305
APR-081523,PRJ-04402,RDO,Approved,21
APR-081524,PRJ-01436,District Administration,Pending,472
APR-081525,PRJ-00695,Rural Development,Pending,99
APR-081526,PRJ-01505,Rural Development,Approved,6
APR-081527,PRJ-00107,PWD,Approved,11
APR-081528,PRJ-00655,PWD,Approved,4
APR-081529,PRJ-04550,PWD,Approved,6
APR-081530,PRJ-04390,PWD,Approved,28
APR-081531,PRJ-02208,PWD,Approved,38
APR-081532,PRJ-03169,PWD,Approved,32
APR-081533,PRJ-02120,Rural Development,Pending,144
APR-081534,PRJ-01275,District Administration,Approved,7
APR-081535,PRJ-02351,Rural Development,Approved,22
APR-081536,PRJ-02506,PWD,Approved,9
APR-081537,PRJ-04463,RDO,Approved,3
APR-081538,PRJ-02524,Revenue,Pending,460
APR-081539,PRJ-01392,PWD,Approved,27
APR-081540,PRJ-00274,District Administration,Approved,19
APR-081541,PRJ-02760,District Administration,Approved,30
APR-081542,PRJ-02719,RDO,Approved,26
APR-081543,PRJ-03247,District Administration,Approved,34
APR-081544,PRJ-01745,RDO,Approved,36
APR-081545,PRJ-03952,Rural Development,Pending,412
APR-081546,PRJ-03858,District Administration,Approved,9
APR-081547,PRJ-03080,RDO,Approved,6
APR-081548,PRJ-03273,RDO,Approved,13
APR-081549,PRJ-02207,District Administration,Approved,4
APR-081550,PRJ-04121,Rural Development,Approved,36
APR-081551,PRJ-03590,Rural Development,Pending,226
APR-081552,PRJ-01020,Rural Development,Approved,4
APR-081553,PRJ-02387,District Administration,Pending,252
APR-081554,PRJ-03914,District Administration,Approved,36
APR-081555,PRJ-04987,Revenue,Approved,5
APR-081556,PRJ-02529,PWD,Approved,27
APR-081557,PRJ-01882,PWD,Pending,217
APR-081558,PRJ-02982,RDO,Pending,76
APR-081559,PRJ-04833,RDO,Approved,24
APR-081560,PRJ-02717,RDO,Approved,16
APR-081561,PRJ-04882,RDO,Approved,5
APR-081562,PRJ-02867,Revenue,Approved,41
APR-081563,PRJ-03458,PWD,Pending,27
APR-081564,PRJ-01844,District Administration,Approved,34
APR-081565,PRJ-00258,Rural Development,Approved,44
APR-081566,PRJ-04674,RDO,Approved,7
APR-081567,PRJ-03821,Rural Development,Approved,19
APR-081568,PRJ-03081,Revenue,Approved,3
APR-081569,PRJ-00907,District Administration,Approved,9
APR-081570,PRJ-01474,District Administration,Approved,44
APR-081571,PRJ-03522,Revenue,Approved,25
APR-081572,PRJ-00081,District Administration,Approved,16
APR-081573,PRJ-01876,Revenue,Pending,326
APR-081574,PRJ-00066,PWD,Approved,19
APR-081575,PRJ-03837,Revenue,Approved,15
APR-081576,PRJ-04345,Rural Development,Pending,229
APR-081577,PRJ-04872,District Administration,Approved,17
APR-081578,PRJ-02601,Rural Development,Approved,14
APR-081579,PRJ-04700,PWD,Approved,23
APR-081580,PRJ-02543,Revenue,Approved,15
APR-081581,PRJ-00995,RDO,Approved,34
APR-081582,PRJ-04642,RDO,Approved,34
APR-081583,PRJ-04073,RDO,Pending,204
APR-081584,PRJ-00502,Revenue,Approved,41
APR-081585,PRJ-01942,PWD,Approved,24
APR-081586,PRJ-01477,PWD,Approved,15
APR-081587,PRJ-00856,PWD,Approved,7
APR-081588,PRJ-04278,Rural Development,Pending,187
APR-081589,PRJ-00841,Rural Development,Approved,14
APR-081590,PRJ-00619,District Administration,Approved,20
APR-081591,PRJ-01153,District Administration,Approved,26
APR-081592,PRJ-02626,PWD,Approved,0
APR-081593,PRJ-02023,RDO,Pending,274
APR-081594,PRJ-02207,Rural Development,Pending,178
APR-081595,PRJ-03793,Revenue,Approved,33
APR-081596,PRJ-02524,Revenue,Approved,12
APR-081597,PRJ-01332,PWD,Approved,21
APR-081598,PRJ-00202,District Administration,Approved,34
APR-081599,PRJ-00729,Rural Development,Approved,5
APR-081600,PRJ-04363,PWD,Approved,6
APR-081601,PRJ-04386,District Administration,Approved,4
APR-081602,PRJ-04613,Rural Development,Pending,200
APR-081603,PRJ-02394,PWD,Approved,42
APR-081604,PRJ-01746,Rural Development,Approved,20
APR-081605,PRJ-03259,Rural Development,Approved,28
APR-081606,PRJ-04055,Revenue,Approved,11
APR-081607,PRJ-01762,PWD,Approved,41
APR-081608,PRJ-03514,Revenue,Approved,7
APR-081609,PRJ-03958,RDO,Approved,37
APR-081610,PRJ-00902,PWD,Approved,10
APR-081611,PRJ-01668,RDO,Approved,43
APR-081612,PRJ-03713,Rural Development,Approved,11
APR-081613,PRJ-01821,PWD,Pending,54
APR-081614,PRJ-01501,Revenue,Approved,14
APR-081615,PRJ-01837,Rural Development,Approved,10
APR-081616,PRJ-01616,Rural Development,Approved,44
APR-081617,PRJ-01464,RDO,Approved,11
APR-081618,PRJ-04886,RDO,Approved,18
APR-081619,PRJ-00849,Rural Development,Approved,43
APR-081620,PRJ-02341,District Administration,Approved,33
APR-081621,PRJ-03172,RDO,Approved,35
APR-081622,PRJ-03562,District Administration,Approved,43
APR-081623,PRJ-01360,District Administration,Approved,38
APR-081624,PRJ-02113,PWD,Approved,24
APR-081625,PRJ-02993,RDO,Approved,13
APR-081626,PRJ-03839,District Administration,Approved,1
APR-081627,PRJ-03703,PWD,Approved,31
APR-081628,PRJ-01473,PWD,Approved,27
APR-081629,PRJ-00355,RDO,Approved,31
APR-081630,PRJ-00552,PWD,Approved,19
APR-081631,PRJ-03416,Revenue,Approved,19
