document_id,record_id,document_type,language,image_quality,document_year
DOC-083388,83388,Mutation Order,English,Faded,1989
DOC-083389,83389,Chitta,Tamil-English,Moderate,1987
DOC-083390,83390,FMB,Tamil,Moderate,1983
DOC-083391,83391,Mutation Order,Tamil,Moderate,1982
DOC-083392,83392,FMB,English,Good,2006
DOC-083393,83393,A-Register,Tamil,Moderate,1996
DOC-083394,83394,Chitta,Tamil,Good,1986
DOC-083395,83395,FMB,Tamil,Moderate,2015
DOC-083396,83396,A-Register,Tamil-English,Moderate,1998
DOC-083397,83397,A-Register,English,Good,1998
DOC-083398,83398,Patta,Tamil-English,Moderate,2016
DOC-083399,83399,Chitta,Tamil,Moderate,2000
DOC-083400,83400,Chitta,Tamil-English,Moderate,2014
DOC-083401,83401,A-Register,Tamil,Good,2023
DOC-083402,83402,Patta,Tamil,Poor,2023
DOC-083403,83403,Patta,Tamil,Moderate,1989
DOC-083404,83404,Patta,Tamil,Moderate,1986
DOC-083405,83405,Patta,Tamil,Moderate,1985
DOC-083406,83406,Chitta,Tamil,Moderate,2007
DOC-083407,83407,A-Register,Tamil,Poor,2003
DOC-083408,83408,FMB,Tamil,Good,1986
DOC-083409,83409,Patta,Tamil,Poor,1984
DOC-083410,83410,Mutation Order,Tamil,Good,1995
DOC-083411,83411,A-Register,English,Poor,2016
DOC-083412,83412,Mutation Order,Tamil,Moderate,1982
DOC-083413,83413,A-Register,Tamil,Good,2014
DOC-083414,83414,A-Register,Tamil-English,Moderate,2005
DOC-083415,83415,Mutation Order,Tamil,Good,1984
DOC-083416,83416,Chitta,Tamil,Moderate,2004
DOC-083417,83417,FMB,Tamil,Moderate,1987
DOC-083418,83418,Chitta,Tamil,Moderate,2007
DOC-083419,83419,A-Register,Tamil-English,Good,1991
DOC-083420,83420,Sale Deed,English,Moderate,1982
DOC-083421,83421,Chitta,Tamil,Good,1994
DOC-083422,83422,A-Register,English,Moderate,2023
DOC-083423,83423,FMB,English,Moderate,2014
DOC-083424,83424,FMB,Tamil-English,Good,2001
DOC-083425,83425,Mutation Order,Tamil-English,Good,2025
DOC-083426,83426,Patta,Tamil,Good,1999
DOC-083427,83427,A-Register,English,Good,2014
DOC-083428,83428,Patta,Tamil,Moderate,2023
DOC-083429,83429,Chitta,Tamil-English,Poor,1995
DOC-083430,83430,Chitta,Tamil,Moderate,1991
DOC-083431,83431,Patta,English,Good,1998
DOC-083432,83432,FMB,Tamil-English,Good,2025
DOC-083433,83433,FMB,Tamil-English,Good,2000
DOC-083434,83434,Mutation Order,Tamil,Good,2002
DOC-083435,83435,Chitta,Tamil,Good,1986
DOC-083436,83436,Mutation Order,Tamil,Good,2009
DOC-083437,83437,Chitta,Tamil-English,Good,2011
DOC-083438,83438,Sale Deed,Tamil,Poor,1987
DOC-083439,83439,A-Register,Tamil,Good,1986
DOC-083440,83440,A-Register,Tamil-English,Good,1983
DOC-083441,83441,FMB,Tamil-English,Moderate,2011
DOC-083442,83442,FMB,Tamil,Good,2019
DOC-083443,83443,Mutation Order,English,Faded,2019
DOC-083444,83444,Patta,Tamil,Good,1982
DOC-083445,83445,FMB,Tamil,Good,1985
DOC-083446,83446,Chitta,Tamil,Moderate,1993
DOC-083447,83447,Patta,Tamil,Good,1991
DOC-083448,83448,Mutation Order,Tamil,Moderate,2021
DOC-083449,83449,FMB,Tamil,Poor,2007
DOC-083450,83450,A-Register,Tamil,Good,2010
DOC-083451,83451,Sale Deed,Tamil-English,Good,2009
DOC-083452,83452,Sale Deed,Tamil,Moderate,2012
DOC-083453,83453,A-Register,Tamil,Moderate,2021
DOC-083454,83454,FMB,English,Good,1993
DOC-083455,83455,Mutation Order,Tamil,Moderate,2005
DOC-083456,83456,A-Register,Tamil-English,Poor,1999
DOC-083457,83457,A-Register,Tamil-English,Moderate,2001
DOC-083458,83458,A-Register,Tamil,Good,2019
DOC-083459,83459,Patta,Tamil,Poor,2000
DOC-083460,83460,Mutation Order,Tamil,Good,2011
DOC-083461,83461,Patta,Tamil,Good,2000
DOC-083462,83462,FMB,Tamil,Moderate,2001
DOC-083463,83463,FMB,Tamil,Moderate,1981
DOC-083464,83464,Mutation Order,Tamil,Good,1980
DOC-083465,83465,Sale Deed,Tamil,Good,2013
DOC-083466,83466,Mutation Order,Tamil,Moderate,2005
DOC-083467,83467,Mutation Order,Tamil,Moderate,1998
DOC-083468,83468,Chitta,Tamil,Poor,1988
DOC-083469,83469,Patta,English,Good,1997
DOC-083470,83470,FMB,Tamil,Moderate,1986
DOC-083471,83471,Patta,Tamil-English,Poor,1991
DOC-083472,83472,A-Register,Tamil-English,Moderate,2018
DOC-083473,83473,Chitta,English,Poor,2017
DOC-083474,83474,Mutation Order,Tamil,Moderate,1983
DOC-083475,83475,Mutation Order,Tamil,Poor,1986
DOC-083476,83476,FMB,Tamil,Moderate,1998
DOC-083477,83477,FMB,English,Poor,2007
DOC-083478,83478,FMB,English,Good,1984
DOC-083479,83479,Patta,Tamil,Poor,2019
DOC-083480,83480,Mutation Order,Tamil-English,Good,2024
DOC-083481,83481,Mutation Order,Tamil,Good,2013
DOC-083482,83482,A-Register,Tamil-English,Moderate,2000
DOC-083483,83483,Sale Deed,Tamil-English,Moderate,2013
DOC-083484,83484,Mutation Order,Tamil,Good,2003
DOC-083485,83485,Chitta,Tamil,Moderate,2022
DOC-083486,83486,A-Register,Tamil,Good,2022
DOC-083487,83487,A-Register,Tamil,Moderate,1998
DOC-083488,83488,A-Register,Tamil,Moderate,2018
DOC-083489,83489,Sale Deed,Tamil,Moderate,1999
DOC-083490,83490,A-Register,Tamil,Good,2006
DOC-083491,83491,Chitta,Tamil,Good,1987
DOC-083492,83492,Chitta,English,Moderate,1996
DOC-083493,83493,A-Register,Tamil-English,Good,2025
DOC-083494,83494,A-Register,Tamil,Good,1981
DOC-083495,83495,Sale Deed,Tamil,Good,2013
DOC-083496,83496,FMB,Tamil,Poor,1990
DOC-083497,83497,Patta,Tamil,Moderate,1986
DOC-083498,83498,Chitta,English,Poor,2019
DOC-083499,83499,Mutation Order,Tamil,Poor,2000
DOC-083500,83500,Sale Deed,Tamil,Good,2023
DOC-083501,83501,A-Register,Tamil,Faded,2008
DOC-083502,83502,FMB,Tamil,Good,1983
DOC-083503,83503,FMB,Tamil,Moderate,2003
DOC-083504,83504,Mutation Order,Tamil,Moderate,2019
DOC-083505,83505,Sale Deed,Tamil,Good,1990
DOC-083506,83506,Sale Deed,Tamil-English,Faded,2009
DOC-083507,83507,Mutation Order,Tamil,Good,1980
DOC-083508,83508,Mutation Order,Tamil,Good,1994
DOC-083509,83509,FMB,Tamil,Good,1997
DOC-083510,83510,FMB,Tamil,Good,2000
DOC-083511,83511,A-Register,Tamil-English,Good,1990
DOC-083512,83512,Mutation Order,Tamil,Good,2019
DOC-083513,83513,FMB,Tamil,Good,1992
DOC-083514,83514,Mutation Order,Tamil,Good,1995
DOC-083515,83515,Sale Deed,Tamil,Poor,2009
DOC-083516,83516,FMB,Tamil,Poor,2024
DOC-083517,83517,Sale Deed,Tamil,Poor,2007
DOC-083518,83518,Mutation Order,Tamil,Moderate,2010
DOC-083519,83519,FMB,Tamil,Good,2013
DOC-083520,83520,Mutation Order,Tamil,Moderate,2022
DOC-083521,83521,FMB,Tamil,Poor,1996
DOC-083522,83522,Chitta,Tamil,Moderate,1981
DOC-083523,83523,Patta,Tamil,Moderate,2003
DOC-083524,83524,A-Register,Tamil-English,Moderate,1986
DOC-083525,83525,Mutation Order,Tamil,Moderate,2000
DOC-083526,83526,A-Register,Tamil-English,Poor,2004
DOC-083527,83527,A-Register,Tamil,Good,2024
DOC-083528,83528,A-Register,Tamil,Good,1989
DOC-083529,83529,A-Register,Tamil,Good,1998
DOC-083530,83530,Sale Deed,Tamil,Good,2012
DOC-083531,83531,FMB,English,Moderate,1994
DOC-083532,83532,Patta,Tamil,Moderate,2015
DOC-083533,83533,A-Register,Tamil,Good,1986
DOC-083534,83534,Mutation Order,Tamil,Good,1985
DOC-083535,83535,A-Register,Tamil,Good,1992
DOC-083536,83536,A-Register,Tamil,Poor,2002
DOC-083537,83537,Patta,Tamil,Good,2017
DOC-083538,83538,Chitta,Tamil,Good,2003
DOC-083539,83539,Patta,Tamil,Good,1993
DOC-083540,83540,Sale Deed,Tamil,Good,1991
DOC-083541,83541,Patta,Tamil,Moderate,2013
DOC-083542,83542,Patta,Tamil,Good,2001
DOC-083543,83543,Mutation Order,Tamil-English,Moderate,2012
DOC-083544,83544,FMB,English,Poor,2019
DOC-083545,83545,Chitta,Tamil,Good,1987
DOC-083546,83546,FMB,Tamil-English,Moderate,1988
DOC-083547,83547,Patta,Tamil,Poor,2000
DOC-083548,83548,Patta,Tamil-English,Faded,2005
DOC-083549,83549,Mutation Order,Tamil,Good,2021
DOC-083550,83550,Mutation Order,Tamil,Moderate,2024
DOC-083551,83551,Sale Deed,Tamil,Moderate,2004
DOC-083552,83552,A-Register,Tamil,Moderate,1990
DOC-083553,83553,Patta,Tamil,Moderate,2020
DOC-083554,83554,Sale Deed,Tamil,Moderate,2022
DOC-083555,83555,Mutation Order,Tamil,Moderate,2020
DOC-083556,83556,Chitta,Tamil,Good,2020
DOC-083557,83557,Mutation Order,English,Good,1996
DOC-083558,83558,FMB,English,Moderate,1991
DOC-083559,83559,Sale Deed,Tamil-English,Good,2004
DOC-083560,83560,Sale Deed,Tamil,Good,2000
DOC-083561,83561,Patta,Tamil,Moderate,2000
DOC-083562,83562,Patta,Tamil-English,Poor,2012
DOC-083563,83563,FMB,Tamil,Moderate,2024
DOC-083564,83564,Mutation Order,Tamil,Good,2014
DOC-083565,83565,A-Register,English,Good,2023
DOC-083566,83566,Mutation Order,Tamil,Moderate,2019
DOC-083567,83567,Patta,Tamil,Good,1989
DOC-083568,83568,Mutation Order,Tamil,Moderate,1996
DOC-083569,83569,A-Register,Tamil,Good,2019
DOC-083570,83570,A-Register,Tamil,Good,2015
DOC-083571,83571,FMB,Tamil-English,Moderate,2017
DOC-083572,83572,FMB,Tamil-English,Good,2014
DOC-083573,83573,FMB,English,Good,2025
DOC-083574,83574,Patta,English,Good,1986
DOC-083575,83575,A-Register,Tamil,Good,1981
DOC-083576,83576,Chitta,Tamil-English,Good,2013
DOC-083577,83577,Patta,Tamil-English,Good,2024
DOC-083578,83578,Mutation Order,Tamil,Good,1990
DOC-083579,83579,Sale Deed,English,Poor,2011
DOC-083580,83580,A-Register,English,Moderate,2005
DOC-083581,83581,A-Register,Tamil,Good,2002
DOC-083582,83582,Mutation Order,Tamil-English,Good,2008
DOC-083583,83583,A-Register,English,Good,1988
DOC-083584,83584,A-Register,Tamil-English,Moderate,1992
DOC-083585,83585,FMB,Tamil,Moderate,1981
DOC-083586,83586,Mutation Order,English,Poor,1982
DOC-083587,83587,Chitta,Tamil,Poor,2016
DOC-083588,83588,Patta,Tamil,Good,1981
DOC-083589,83589,FMB,English,Moderate,1981
DOC-083590,83590,Patta,Tamil-English,Faded,1996
DOC-083591,83591,Chitta,Tamil,Moderate,1993
DOC-083592,83592,FMB,Tamil,Good,2004
DOC-083593,83593,A-Register,Tamil,Good,1982
DOC-083594,83594,FMB,Tamil,Moderate,2001
DOC-083595,83595,Patta,Tamil-English,Moderate,1985
DOC-083596,83596,Patta,Tamil-English,Good,2017
DOC-083597,83597,FMB,English,Moderate,1985
DOC-083598,83598,Mutation Order,Tamil,Poor,1993
DOC-083599,83599,Patta,Tamil,Good,1993
DOC-083600,83600,Patta,Tamil,Good,1984
DOC-083601,83601,Patta,Tamil,Good,1985
DOC-083602,83602,A-Register,Tamil,Moderate,2022
DOC-083603,83603,Chitta,Tamil-English,Poor,1984
DOC-083604,83604,Mutation Order,Tamil,Good,2017
DOC-083605,83605,Chitta,Tamil-English,Moderate,1988
DOC-083606,83606,Mutation Order,Tamil-English,Moderate,2001
DOC-083607,83607,FMB,Tamil-English,Moderate,2004
DOC-083608,83608,Sale Deed,Tamil,Good,1989
DOC-083609,83609,Mutation Order,Tamil-English,Moderate,2007
DOC-083610,83610,FMB,Tamil,Moderate,2010
DOC-083611,83611,A-Register,Tamil,Good,2009
DOC-083612,83612,Patta,Tamil,Good,2011
DOC-083613,83613,Sale Deed,Tamil,Moderate,2018
DOC-083614,83614,FMB,Tamil,Good,2010
DOC-083615,83615,Chitta,Tamil-English,Good,1985
DOC-083616,83616,Patta,English,Good,1980
DOC-083617,83617,Patta,Tamil-English,Good,2020
DOC-083618,83618,FMB,Tamil-English,Poor,1990
DOC-083619,83619,Mutation Order,English,Faded,1990
DOC-083620,83620,Mutation Order,Tamil,Moderate,2016
DOC-083621,83621,Sale Deed,Tamil,Moderate,1997
DOC-083622,83622,A-Register,Tamil-English,Moderate,1984
DOC-083623,83623,Patta,Tamil-English,Moderate,1991
DOC-083624,83624,Chitta,Tamil,Good,2022
DOC-083625,83625,Sale Deed,Tamil,Faded,1999
DOC-083626,83626,Sale Deed,Tamil,Good,2007
DOC-083627,83627,Chitta,Tamil,Good,2003
DOC-083628,83628,Chitta,Tamil,Good,2019
DOC-083629,83629,Chitta,Tamil-English,Good,1993
DOC-083630,83630,Sale Deed,Tamil-English,Good,1996
DOC-083631,83631,FMB,Tamil-English,Poor,2019
DOC-083632,83632,Mutation Order,Tamil,Moderate,1983
DOC-083633,83633,FMB,Tamil-English,Good,2001
DOC-083634,83634,Mutation Order,Tamil,Good,2019
DOC-083635,83635,Sale Deed,English,Good,1986
DOC-083636,83636,Mutation Order,Tamil,Moderate,2011
DOC-083637,83637,Patta,English,Moderate,1984
DOC-083638,83638,FMB,Tamil,Moderate,1999
DOC-083639,83639,A-Register,Tamil,Good,1982
DOC-083640,83640,Patta,Tamil,Moderate,1992
DOC-083641,83641,Sale Deed,Tamil,Moderate,1986
DOC-083642,83642,Mutation Order,Tamil,Good,1987
DOC-083643,83643,Sale Deed,English,Moderate,2009
DOC-083644,83644,A-Register,Tamil-English,Moderate,2023
DOC-083645,83645,A-Register,Tamil,Moderate,2019
DOC-083646,83646,Mutation Order,Tamil,Moderate,1999
DOC-083647,83647,Sale Deed,English,Good,2019
DOC-083648,83648,Mutation Order,Tamil,Good,2020
DOC-083649,83649,A-Register,Tamil,Good,1992
DOC-083650,83650,Patta,Tamil-English,Faded,2005
DOC-083651,83651,Patta,Tamil,Good,2024
DOC-083652,83652,A-Register,Tamil,Poor,1988
DOC-083653,83653,Chitta,Tamil-English,Good,1993
DOC-083654,83654,Patta,Tamil,Good,2002
DOC-083655,83655,Sale Deed,Tamil,Good,1993
DOC-083656,83656,Mutation Order,Tamil,Poor,1991
DOC-083657,83657,Patta,Tamil,Moderate,1987
DOC-083658,83658,Sale Deed,Tamil,Good,2000
DOC-083659,83659,Chitta,Tamil,Moderate,2013
DOC-083660,83660,Mutation Order,English,Good,2013
DOC-083661,83661,Mutation Order,Tamil,Good,2022
DOC-083662,83662,Patta,Tamil,Good,1989
DOC-083663,83663,FMB,Tamil,Moderate,1991
DOC-083664,83664,Sale Deed,Tamil,Moderate,1981
DOC-083665,83665,Mutation Order,Tamil,Moderate,2021
DOC-083666,83666,Sale Deed,Tamil,Good,1998
DOC-083667,83667,A-Register,Tamil,Good,2021
DOC-083668,83668,FMB,Tamil,Moderate,2006
DOC-083669,83669,FMB,Tamil,Poor,1996
DOC-083670,83670,Chitta,Tamil,Good,1989
DOC-083671,83671,Patta,Tamil,Good,1987
DOC-083672,83672,Patta,Tamil,Good,2010
DOC-083673,83673,Chitta,Tamil-English,Moderate,1996
DOC-083674,83674,A-Register,Tamil,Good,1993
DOC-083675,83675,Mutation Order,Tamil,Moderate,1981
DOC-083676,83676,Chitta,English,Moderate,1980
DOC-083677,83677,FMB,Tamil,Good,1989
DOC-083678,83678,FMB,Tamil,Poor,2013
DOC-083679,83679,Patta,Tamil-English,Good,1995
DOC-083680,83680,Sale Deed,English,Moderate,2009
DOC-083681,83681,Patta,Tamil,Poor,1994
DOC-083682,83682,A-Register,English,Moderate,2024
DOC-083683,83683,A-Register,Tamil-English,Moderate,2001
DOC-083684,83684,A-Register,Tamil,Moderate,1984
DOC-083685,83685,Patta,Tamil-English,Moderate,2016
DOC-083686,83686,Mutation Order,Tamil,Poor,2019
DOC-083687,83687,Sale Deed,Tamil,Good,2000
DOC-083688,83688,Chitta,Tamil-English,Good,1982
DOC-083689,83689,Chitta,English,Moderate,2023
DOC-083690,83690,Sale Deed,Tamil,Poor,2016
DOC-083691,83691,Sale Deed,English,Good,2023
DOC-083692,83692,Chitta,Tamil-English,Poor,1991
DOC-083693,83693,A-Register,Tamil-English,Moderate,2025
DOC-083694,83694,FMB,Tamil,Good,2011
DOC-083695,83695,A-Register,Tamil,Good,2003
DOC-083696,83696,Sale Deed,Tamil,Good,1994
DOC-083697,83697,Sale Deed,Tamil,Faded,2018
DOC-083698,83698,Chitta,Tamil-English,Faded,2006
DOC-083699,83699,FMB,Tamil,Moderate,2017
DOC-083700,83700,Mutation Order,Tamil,Moderate,1982
DOC-083701,83701,A-Register,Tamil,Good,2025
DOC-083702,83702,A-Register,Tamil,Good,1999
DOC-083703,83703,Chitta,Tamil-English,Good,2006
DOC-083704,83704,Patta,Tamil,Poor,2006
DOC-083705,83705,FMB,Tamil,Moderate,2010
DOC-083706,83706,FMB,Tamil,Good,2008
DOC-083707,83707,A-Register,Tamil,Good,2012
DOC-083708,83708,Chitta,Tamil,Moderate,2017
DOC-083709,83709,Chitta,Tamil-English,Moderate,2015
DOC-083710,83710,Chitta,Tamil,Poor,2005
DOC-083711,83711,FMB,Tamil,Poor,2009
DOC-083712,83712,Chitta,Tamil,Poor,2009
DOC-083713,83713,Patta,English,Good,2014
DOC-083714,83714,FMB,Tamil,Poor,2008
DOC-083715,83715,A-Register,Tamil,Poor,2003
DOC-083716,83716,Mutation Order,Tamil,Moderate,2022
DOC-083717,83717,Sale Deed,Tamil,Moderate,2024
DOC-083718,83718,Patta,Tamil,Good,2015
DOC-083719,83719,A-Register,Tamil,Moderate,1993
DOC-083720,83720,A-Register,Tamil,Good,2019
DOC-083721,83721,Sale Deed,Tamil-English,Good,2019
DOC-083722,83722,Patta,Tamil,Poor,2003
DOC-083723,83723,Sale Deed,Tamil,Moderate,1997
DOC-083724,83724,FMB,Tamil,Moderate,1992
DOC-083725,83725,Chitta,Tamil-English,Poor,1989
DOC-083726,83726,Sale Deed,English,Moderate,2017
DOC-083727,83727,Sale Deed,Tamil,Good,1980
DOC-083728,83728,A-Register,English,Faded,2006
DOC-083729,83729,Patta,Tamil-English,Good,2013
DOC-083730,83730,Chitta,Tamil,Good,2007
DOC-083731,83731,Patta,Tamil,Moderate,1981
DOC-083732,83732,Chitta,Tamil,Good,2014
DOC-083733,83733,Chitta,Tamil,Moderate,1991
DOC-083734,83734,Chitta,Tamil,Good,2017
DOC-083735,83735,Mutation Order,Tamil,Moderate,2015
DOC-083736,83736,Sale Deed,Tamil,Good,1983
DOC-083737,83737,Sale Deed,Tamil-English,Moderate,2005
DOC-083738,83738,A-Register,Tamil,Poor,2000
DOC-083739,83739,Chitta,Tamil,Good,2022
DOC-083740,83740,A-Register,Tamil,Moderate,2010
DOC-083741,83741,FMB,Tamil,Poor,1984
DOC-083742,83742,Chitta,Tamil,Moderate,1990
DOC-083743,83743,Sale Deed,English,Good,2013
DOC-083744,83744,Patta,Tamil,Moderate,2008
DOC-083745,83745,Sale Deed,Tamil-English,Good,2009
DOC-083746,83746,Sale Deed,Tamil-English,Good,2007
DOC-083747,83747,Mutation Order,Tamil,Moderate,2022
DOC-083748,83748,A-Register,Tamil,Good,2014
DOC-083749,83749,FMB,Tamil,Good,1985
DOC-083750,83750,Mutation Order,English,Good,2009
DOC-083751,83751,Sale Deed,Tamil-English,Poor,1982
DOC-083752,83752,FMB,Tamil,Good,2004
DOC-083753,83753,Patta,Tamil,Poor,1984
DOC-083754,83754,FMB,Tamil-English,Poor,1998
DOC-083755,83755,Mutation Order,Tamil,Good,1989
DOC-083756,83756,FMB,Tamil,Good,1996
DOC-083757,83757,Patta,Tamil,Good,2016
DOC-083758,83758,Patta,Tamil-English,Good,2008
DOC-083759,83759,Patta,English,Faded,1980
DOC-083760,83760,Mutation Order,Tamil,Moderate,1993
DOC-083761,83761,Mutation Order,Tamil,Moderate,2014
DOC-083762,83762,Patta,Tamil,Moderate,1985
DOC-083763,83763,A-Register,Tamil,Faded,2019
DOC-083764,83764,Patta,Tamil,Good,2006
DOC-083765,83765,Chitta,Tamil,Moderate,2008
DOC-083766,83766,Sale Deed,Tamil,Good,1993
DOC-083767,83767,Sale Deed,Tamil,Poor,1991
DOC-083768,83768,FMB,Tamil,Good,2011
DOC-083769,83769,Patta,Tamil,Moderate,1995
DOC-083770,83770,Chitta,Tamil,Moderate,2005
DOC-083771,83771,Mutation Order,Tamil-English,Moderate,2001
DOC-083772,83772,Sale Deed,Tamil,Good,1995
DOC-083773,83773,Patta,Tamil,Moderate,2024
DOC-083774,83774,Mutation Order,Tamil,Moderate,2023
DOC-083775,83775,Chitta,Tamil,Good,2002
DOC-083776,83776,A-Register,Tamil,Good,2008
DOC-083777,83777,Chitta,Tamil,Moderate,2020
DOC-083778,83778,Mutation Order,Tamil,Moderate,1993
DOC-083779,83779,Mutation Order,Tamil,Good,2014
DOC-083780,83780,FMB,Tamil,Good,2011
DOC-083781,83781,FMB,Tamil,Good,1987
DOC-083782,83782,Sale Deed,Tamil,Moderate,2019
DOC-083783,83783,A-Register,Tamil,Good,2011
DOC-083784,83784,Chitta,Tamil,Moderate,2020
DOC-083785,83785,Sale Deed,Tamil-English,Moderate,2014
DOC-083786,83786,FMB,Tamil,Good,1995
DOC-083787,83787,Sale Deed,Tamil,Faded,1990
DOC-083788,83788,Mutation Order,Tamil-English,Good,1981
DOC-083789,83789,Mutation Order,Tamil,Moderate,1986
DOC-083790,83790,Mutation Order,English,Good,2009
DOC-083791,83791,Sale Deed,Tamil-English,Good,2014
DOC-083792,83792,FMB,Tamil,Good,1997
DOC-083793,83793,Chitta,Tamil,Good,1989
DOC-083794,83794,Sale Deed,Tamil,Faded,2012
DOC-083795,83795,Sale Deed,Tamil,Moderate,2021
DOC-083796,83796,Sale Deed,Tamil,Good,2005
DOC-083797,83797,Mutation Order,Tamil,Moderate,1980
DOC-083798,83798,FMB,English,Good,1985
DOC-083799,83799,FMB,Tamil-English,Good,2003
DOC-083800,83800,Sale Deed,Tamil,Poor,1998
DOC-083801,83801,Patta,Tamil,Moderate,2010
DOC-083802,83802,Sale Deed,Tamil,Moderate,1988
DOC-083803,83803,FMB,Tamil,Moderate,1987
DOC-083804,83804,Sale Deed,Tamil,Good,1984
DOC-083805,83805,Patta,Tamil,Moderate,1996
DOC-083806,83806,Patta,Tamil-English,Good,1983
DOC-083807,83807,Sale Deed,Tamil-English,Moderate,1995
DOC-083808,83808,Patta,Tamil,Moderate,2020
DOC-083809,83809,Patta,Tamil,Good,1987
DOC-083810,83810,Patta,Tamil,Good,1999
DOC-083811,83811,Patta,Tamil,Good,2014
DOC-083812,83812,A-Register,English,Good,2011
DOC-083813,83813,Patta,Tamil,Poor,1994
DOC-083814,83814,A-Register,Tamil,Poor,1993
DOC-083815,83815,Chitta,Tamil-English,Poor,2017
DOC-083816,83816,Mutation Order,Tamil-English,Moderate,2024
DOC-083817,83817,Patta,Tamil,Poor,1996
DOC-083818,83818,Chitta,Tamil,Good,2022
DOC-083819,83819,FMB,Tamil,Poor,1993
DOC-083820,83820,Patta,Tamil,Moderate,2002
DOC-083821,83821,Patta,English,Poor,2005
DOC-083822,83822,FMB,Tamil,Good,2013
DOC-083823,83823,Chitta,Tamil,Good,2010
DOC-083824,83824,Patta,Tamil,Good,1994
DOC-083825,83825,Sale Deed,Tamil,Moderate,1993
DOC-083826,83826,Sale Deed,Tamil-English,Good,1980
DOC-083827,83827,Patta,Tamil,Good,2017
DOC-083828,83828,Sale Deed,English,Moderate,1991
DOC-083829,83829,Mutation Order,Tamil,Faded,1988
DOC-083830,83830,FMB,Tamil,Faded,2012
DOC-083831,83831,FMB,Tamil,Moderate,1997
DOC-083832,83832,A-Register,Tamil,Moderate,1987
DOC-083833,83833,Patta,Tamil,Poor,2024
DOC-083834,83834,A-Register,Tamil-English,Poor,1984
DOC-083835,83835,Chitta,Tamil,Moderate,2004
DOC-083836,83836,Mutation Order,Tamil,Poor,1980
DOC-083837,83837,Mutation Order,Tamil,Poor,2001
DOC-083838,83838,Mutation Order,English,Faded,1988
DOC-083839,83839,Patta,Tamil,Faded,2012
DOC-083840,83840,Chitta,Tamil,Poor,2013
DOC-083841,83841,Chitta,Tamil,Good,1991
DOC-083842,83842,Mutation Order,Tamil,Poor,1997
DOC-083843,83843,Sale Deed,Tamil,Good,1986
DOC-083844,83844,Sale Deed,Tamil,Good,2021
DOC-083845,83845,Mutation Order,Tamil,Poor,1995
DOC-083846,83846,Chitta,Tamil-English,Good,1994
DOC-083847,83847,Chitta,Tamil,Good,1987
DOC-083848,83848,Sale Deed,Tamil,Good,1997
DOC-083849,83849,A-Register,Tamil,Faded,1983
DOC-083850,83850,Sale Deed,English,Good,2010
DOC-083851,83851,Sale Deed,Tamil,Good,2000
DOC-083852,83852,A-Register,English,Poor,2003
DOC-083853,83853,Chitta,Tamil,Moderate,2013
DOC-083854,83854,FMB,English,Good,1984
DOC-083855,83855,Sale Deed,Tamil,Moderate,1989
DOC-083856,83856,A-Register,Tamil-English,Poor,2011
DOC-083857,83857,A-Register,Tamil,Moderate,2001
DOC-083858,83858,Patta,Tamil,Good,2020
DOC-083859,83859,Patta,Tamil-English,Good,2002
DOC-083860,83860,Chitta,Tamil,Moderate,2015
DOC-083861,83861,A-Register,Tamil,Moderate,1980
DOC-083862,83862,FMB,Tamil-English,Faded,1992
DOC-083863,83863,Sale Deed,Tamil,Moderate,2003
DOC-083864,83864,Chitta,Tamil,Good,2017
DOC-083865,83865,A-Register,Tamil-English,Poor,2007
DOC-083866,83866,Chitta,Tamil-English,Good,1993
DOC-083867,83867,Sale Deed,Tamil,Good,2002
DOC-083868,83868,A-Register,Tamil,Moderate,2010
DOC-083869,83869,A-Register,Tamil-English,Moderate,2011
DOC-083870,83870,Patta,Tamil,Poor,1985
DOC-083871,83871,Sale Deed,Tamil,Good,1987
DOC-083872,83872,Patta,English,Good,1989
DOC-083873,83873,Mutation Order,Tamil,Moderate,2008
DOC-083874,83874,Chitta,Tamil-English,Moderate,1999
DOC-083875,83875,FMB,Tamil,Good,2009
DOC-083876,83876,Patta,English,Moderate,1997
DOC-083877,83877,Sale Deed,Tamil-English,Poor,2025
DOC-083878,83878,Sale Deed,Tamil,Moderate,1980
DOC-083879,83879,Chitta,Tamil,Moderate,1982
DOC-083880,83880,Mutation Order,English,Moderate,1981
DOC-083881,83881,Sale Deed,Tamil,Moderate,2018
DOC-083882,83882,Patta,Tamil,Good,1999
DOC-083883,83883,FMB,Tamil-English,Moderate,1994
DOC-083884,83884,Chitta,Tamil,Good,2017
DOC-083885,83885,Patta,Tamil,Moderate,2024
DOC-083886,83886,Patta,Tamil,Good,1999
DOC-083887,83887,Sale Deed,Tamil,Moderate,1990
DOC-083888,83888,Sale Deed,Tamil,Good,2004
DOC-083889,83889,FMB,Tamil,Good,2017
DOC-083890,83890,Mutation Order,Tamil,Poor,1981
DOC-083891,83891,Sale Deed,Tamil,Moderate,2018
DOC-083892,83892,Patta,Tamil-English,Good,2021
DOC-083893,83893,FMB,Tamil-English,Poor,2012
DOC-083894,83894,Mutation Order,Tamil,Good,1986
DOC-083895,83895,A-Register,Tamil,Faded,1984
DOC-083896,83896,Mutation Order,Tamil,Moderate,1986
DOC-083897,83897,Mutation Order,English,Moderate,1982
DOC-083898,83898,FMB,Tamil,Good,1997
DOC-083899,83899,Chitta,Tamil-English,Poor,2004
