delay_id,project_id,historical_delay,delay_days,delay_stage,delay_reason
DLY-077790,PRJ-00709,0,0,None,Compensation delay
DLY-077791,PRJ-03816,1,76,Notification,Compensation delay
DLY-077792,PRJ-01654,1,103,Legal,Rehabilitation delay
DLY-077793,PRJ-00606,0,0,None,Compensation delay
DLY-077794,PRJ-03621,0,0,None,Stakeholder bottleneck
DLY-077795,PRJ-00439,0,0,None,Stakeholder bottleneck
DLY-077796,PRJ-04671,0,0,None,Pending approvals
DLY-077797,PRJ-02503,0,0,None,Legal dispute
DLY-077798,PRJ-01656,1,257,Award,Compensation delay
DLY-077799,PRJ-04552,0,0,None,Possession pending
DLY-077800,PRJ-04332,1,39,Notification,Compensation delay
DLY-077801,PRJ-04722,0,0,None,Pending approvals
DLY-077802,PRJ-03296,0,0,None,Pending approvals
DLY-077803,PRJ-02912,1,139,Award,Pending approvals
DLY-077804,PRJ-02264,0,0,None,Pending approvals
DLY-077805,PRJ-01575,1,105,Compensation,Pending approvals
DLY-077806,PRJ-00388,0,0,None,Rehabilitation delay
DLY-077807,PRJ-01101,1,210,Rehabilitation,Pending approvals
DLY-077808,PRJ-04825,0,0,None,Pending approvals
DLY-077809,PRJ-00574,0,0,None,Legal dispute
DLY-077810,PRJ-00033,0,0,None,Stakeholder bottleneck
DLY-077811,PRJ-04178,0,0,None,Incomplete documentation
DLY-077812,PRJ-00922,1,76,Legal,Rehabilitation delay
DLY-077813,PRJ-00408,1,85,Rehabilitation,Pending approvals
DLY-077814,PRJ-03052,0,0,None,Rehabilitation delay
DLY-077815,PRJ-03045,1,77,Notification,Compensation delay
DLY-077816,PRJ-01532,0,0,None,Pending approvals
DLY-077817,PRJ-01319,0,0,None,Rehabilitation delay
DLY-077818,PRJ-04566,1,135,Compensation,Pending approvals
DLY-077819,PRJ-01562,0,0,None,Pending approvals
DLY-077820,PRJ-02721,0,0,None,Pending approvals
DLY-077821,PRJ-02286,1,91,Approval,Pending approvals
DLY-077822,PRJ-00714,0,0,None,Pending approvals
DLY-077823,PRJ-02774,0,0,None,Pending approvals
DLY-077824,PRJ-03553,1,98,Compensation,Compensation delay
DLY-077825,PRJ-00943,0,0,None,Incomplete documentation
DLY-077826,PRJ-00676,0,0,None,Notification pending
DLY-077827,PRJ-00555,0,0,None,Pending approvals
DLY-077828,PRJ-02703,0,0,None,Pending approvals
DLY-077829,PRJ-04389,1,160,Compensation,Legal dispute
DLY-077830,PRJ-02355,1,104,Rehabilitation,Pending approvals
DLY-077831,PRJ-04192,1,72,Rehabilitation,Notification pending
DLY-077832,PRJ-03516,0,0,None,Pending approvals
DLY-077833,PRJ-03607,0,0,None,Rehabilitation delay
DLY-077834,PRJ-00715,1,120,Rehabilitation,Stakeholder bottleneck
DLY-077835,PRJ-01297,0,0,None,Rehabilitation delay
DLY-077836,PRJ-04113,0,0,None,Rehabilitation delay
DLY-077837,PRJ-00461,0,0,None,Possession pending
DLY-077838,PRJ-03938,0,0,None,Pending approvals
DLY-077839,PRJ-01137,0,0,None,Compensation delay
DLY-077840,PRJ-02784,1,118,Compensation,Compensation delay
DLY-077841,PRJ-01657,0,0,None,Pending approvals
DLY-077842,PRJ-04376,0,0,None,Pending approvals
DLY-077843,PRJ-04802,1,91,Compensation,Compensation delay
DLY-077844,PRJ-02238,1,84,Award,Compensation delay
DLY-077845,PRJ-02819,0,0,None,Incomplete documentation
DLY-077846,PRJ-03998,0,0,None,Rehabilitation delay
DLY-077847,PRJ-03141,0,0,None,Pending approvals
DLY-077848,PRJ-01188,0,0,None,Pending approvals
DLY-077849,PRJ-04843,0,0,None,Pending approvals
DLY-077850,PRJ-04727,1,65,Legal,Incomplete documentation
DLY-077851,PRJ-03170,0,0,None,Notification pending
DLY-077852,PRJ-00387,1,113,Award,Pending approvals
DLY-077853,PRJ-03846,0,0,None,Stakeholder bottleneck
DLY-077854,PRJ-01569,0,0,None,Incomplete documentation
DLY-077855,PRJ-02668,0,0,None,Stakeholder bottleneck
DLY-077856,PRJ-02971,0,0,None,Pending approvals
DLY-077857,PRJ-04220,0,0,None,Pending approvals
DLY-077858,PRJ-02895,0,0,None,Pending approvals
DLY-077859,PRJ-01303,0,0,None,Pending approvals
DLY-077860,PRJ-01181,0,0,None,Stakeholder bottleneck
DLY-077861,PRJ-03619,0,0,None,Pending approvals
DLY-077862,PRJ-04923,0,0,None,Pending approvals
DLY-077863,PRJ-03409,0,0,None,Pending approvals
DLY-077864,PRJ-01385,1,70,Legal,Pending approvals
DLY-077865,PRJ-01782,0,0,None,Rehabilitation delay
DLY-077866,PRJ-03184,0,0,None,Incomplete documentation
DLY-077867,PRJ-04605,0,0,None,Incomplete documentation
DLY-077868,PRJ-01542,0,0,None,Legal dispute
DLY-077869,PRJ-01579,0,0,None,Stakeholder bottleneck
DLY-077870,PRJ-01450,0,0,None,Pending approvals
DLY-077871,PRJ-01858,0,0,None,Pending approvals
DLY-077872,PRJ-02594,0,0,None,Pending approvals
DLY-077873,PRJ-00833,0,0,None,Stakeholder bottleneck
DLY-077874,PRJ-02563,0,0,None,Legal dispute
DLY-077875,PRJ-02611,1,276,Legal,Pending approvals
DLY-077876,PRJ-04939,0,0,None,Rehabilitation delay
DLY-077877,PRJ-01056,0,0,None,Stakeholder bottleneck
DLY-077878,PRJ-00534,1,92,Approval,Incomplete documentation
DLY-077879,PRJ-03848,0,0,None,Pending approvals
DLY-077880,PRJ-04467,1,106,Compensation,Pending approvals
DLY-077881,PRJ-01333,1,97,Compensation,Incomplete documentation
DLY-077882,PRJ-03915,0,0,None,Pending approvals
DLY-077883,PRJ-02685,0,0,None,Stakeholder bottleneck
DLY-077884,PRJ-02884,0,0,None,Rehabilitation delay
DLY-077885,PRJ-03213,0,0,None,Pending approvals
DLY-077886,PRJ-00039,0,0,None,Pending approvals
DLY-077887,PRJ-02822,0,0,None,Pending approvals
DLY-077888,PRJ-04027,0,0,None,Pending approvals
DLY-077889,PRJ-02214,0,0,None,Stakeholder bottleneck
DLY-077890,PRJ-00485,0,0,None,Legal dispute
DLY-077891,PRJ-01313,0,0,None,Pending approvals
DLY-077892,PRJ-04782,0,0,None,Notification pending
DLY-077893,PRJ-03558,0,0,None,Pending approvals
DLY-077894,PRJ-02672,1,85,Notification,Pending approvals
DLY-077895,PRJ-01335,0,0,None,Pending approvals
DLY-077896,PRJ-01529,0,0,None,Pending approvals
DLY-077897,PRJ-02517,0,0,None,Pending approvals
DLY-077898,PRJ-04198,0,0,None,Compensation delay
DLY-077899,PRJ-02352,0,0,None,Pending approvals
DLY-077900,PRJ-00257,0,0,None,Pending approvals
DLY-077901,PRJ-02969,0,0,None,Rehabilitation delay
DLY-077902,PRJ-03323,1,24,Approval,Stakeholder bottleneck
DLY-077903,PRJ-03261,1,67,Rehabilitation,Pending approvals
DLY-077904,PRJ-00126,0,0,None,Pending approvals
DLY-077905,PRJ-01152,0,0,None,Incomplete documentation
DLY-077906,PRJ-00070,1,115,Possession,Rehabilitation delay
DLY-077907,PRJ-02340,0,0,None,Possession pending
DLY-077908,PRJ-03784,0,0,None,Pending approvals
DLY-077909,PRJ-01990,0,0,None,Pending approvals
DLY-077910,PRJ-03833,1,141,Possession,Pending approvals
DLY-077911,PRJ-01947,0,0,None,Pending approvals
DLY-077912,PRJ-03091,1,255,Award,Pending approvals
DLY-077913,PRJ-02562,1,129,Award,Compensation delay
DLY-077914,PRJ-03347,0,0,None,Pending approvals
DLY-077915,PRJ-02051,0,0,None,Pending approvals
DLY-077916,PRJ-02712,0,0,None,Incomplete documentation
DLY-077917,PRJ-04465,0,0,None,Pending approvals
DLY-077918,PRJ-03137,0,0,None,Pending approvals
DLY-077919,PRJ-00916,0,0,None,Pending approvals
DLY-077920,PRJ-00776,0,0,None,Pending approvals
DLY-077921,PRJ-01722,0,0,None,Pending approvals
DLY-077922,PRJ-04178,1,78,Award,Pending approvals
DLY-077923,PRJ-02516,0,0,None,Stakeholder bottleneck
DLY-077924,PRJ-01493,0,0,None,Pending approvals
DLY-077925,PRJ-02159,0,0,None,Stakeholder bottleneck
DLY-077926,PRJ-04357,0,0,None,Compensation delay
DLY-077927,PRJ-01176,1,255,Approval,Pending approvals
DLY-077928,PRJ-00036,0,0,None,Pending approvals
DLY-077929,PRJ-04854,0,0,None,Rehabilitation delay
DLY-077930,PRJ-04901,0,0,None,Incomplete documentation
DLY-077931,PRJ-01524,0,0,None,Stakeholder bottleneck
DLY-077932,PRJ-01579,1,80,Award,Pending approvals
DLY-077933,PRJ-01298,1,182,Notification,Pending approvals
DLY-077934,PRJ-02783,1,37,Rehabilitation,Pending approvals
DLY-077935,PRJ-03157,0,0,None,Possession pending
DLY-077936,PRJ-03859,0,0,None,Stakeholder bottleneck
DLY-077937,PRJ-00836,0,0,None,Notification pending
DLY-077938,PRJ-01254,0,0,None,Compensation delay
DLY-077939,PRJ-04962,0,0,None,Compensation delay
DLY-077940,PRJ-02151,0,0,None,Compensation delay
DLY-077941,PRJ-01406,1,76,Rehabilitation,Pending approvals
DLY-077942,PRJ-04353,1,78,Rehabilitation,Incomplete documentation
DLY-077943,PRJ-02861,0,0,None,Pending approvals
DLY-077944,PRJ-04045,1,109,Compensation,Pending approvals
DLY-077945,PRJ-00572,0,0,None,Stakeholder bottleneck
DLY-077946,PRJ-04416,0,0,None,Compensation delay
DLY-077947,PRJ-00875,0,0,None,Compensation delay
DLY-077948,PRJ-00219,1,21,Compensation,Pending approvals
DLY-077949,PRJ-03369,1,87,Notification,Compensation delay
DLY-077950,PRJ-01828,0,0,None,Possession pending
DLY-077951,PRJ-03626,0,0,None,Legal dispute
DLY-077952,PRJ-01816,0,0,None,Pending approvals
DLY-077953,PRJ-01002,0,0,None,Compensation delay
DLY-077954,PRJ-02695,0,0,None,Stakeholder bottleneck
DLY-077955,PRJ-03667,0,0,None,Legal dispute
DLY-077956,PRJ-04389,0,0,None,Pending approvals
DLY-077957,PRJ-01823,0,0,None,Stakeholder bottleneck
DLY-077958,PRJ-00181,1,80,Approval,Pending approvals
DLY-077959,PRJ-04222,1,74,Possession,Pending approvals
DLY-077960,PRJ-03261,0,0,None,Pending approvals
DLY-077961,PRJ-01744,1,120,Rehabilitation,Pending approvals
DLY-077962,PRJ-01226,0,0,None,Incomplete documentation
DLY-077963,PRJ-04455,0,0,None,Stakeholder bottleneck
DLY-077964,PRJ-02420,0,0,None,Notification pending
DLY-077965,PRJ-03150,0,0,None,Compensation delay
DLY-077966,PRJ-01899,1,90,Possession,Compensation delay
DLY-077967,PRJ-02361,0,0,None,Legal dispute
DLY-077968,PRJ-03295,0,0,None,Pending approvals
DLY-077969,PRJ-04695,0,0,None,Legal dispute
DLY-077970,PRJ-03970,0,0,None,Pending approvals
DLY-077971,PRJ-03914,0,0,None,Pending approvals
DLY-077972,PRJ-01402,1,16,Possession,Pending approvals
DLY-077973,PRJ-00143,0,0,None,Pending approvals
DLY-077974,PRJ-04029,0,0,None,Pending approvals
DLY-077975,PRJ-02938,0,0,None,Stakeholder bottleneck
DLY-077976,PRJ-02001,0,0,None,Pending approvals
DLY-077977,PRJ-03637,0,0,None,Compensation delay
DLY-077978,PRJ-02851,0,0,None,Pending approvals
DLY-077979,PRJ-00343,0,0,None,Compensation delay
DLY-077980,PRJ-03437,0,0,None,Pending approvals
DLY-077981,PRJ-04666,1,87,Possession,Compensation delay
DLY-077982,PRJ-02859,0,0,None,Stakeholder bottleneck
DLY-077983,PRJ-02306,0,0,None,Notification pending
DLY-077984,PRJ-02767,0,0,None,Pending approvals
DLY-077985,PRJ-04389,0,0,None,Pending approvals
DLY-077986,PRJ-04732,1,64,Rehabilitation,Compensation delay
DLY-077987,PRJ-04057,1,59,Legal,Pending approvals
DLY-077988,PRJ-02485,0,0,None,Pending approvals
DLY-077989,PRJ-00593,1,164,Possession,Pending approvals
DLY-077990,PRJ-00147,0,0,None,Pending approvals
DLY-077991,PRJ-01289,0,0,None,Legal dispute
DLY-077992,PRJ-03305,0,0,None,Pending approvals
DLY-077993,PRJ-01781,0,0,None,Possession pending
DLY-077994,PRJ-01669,1,112,Compensation,Compensation delay
DLY-077995,PRJ-02602,0,0,None,Pending approvals
DLY-077996,PRJ-02628,0,0,None,Pending approvals
DLY-077997,PRJ-02564,1,163,Award,Pending approvals
DLY-077998,PRJ-04780,0,0,None,Pending approvals
DLY-077999,PRJ-01172,1,82,Compensation,Pending approvals
DLY-078000,PRJ-02532,1,143,Award,Compensation delay
DLY-078001,PRJ-02200,0,0,None,Notification pending
DLY-078002,PRJ-01735,0,0,None,Legal dispute
DLY-078003,PRJ-04447,1,104,Possession,Rehabilitation delay
DLY-078004,PRJ-02132,0,0,None,Pending approvals
DLY-078005,PRJ-00804,0,0,None,Pending approvals
DLY-078006,PRJ-02976,1,89,Notification,Pending approvals
DLY-078007,PRJ-03502,0,0,None,Stakeholder bottleneck
DLY-078008,PRJ-02098,0,0,None,Incomplete documentation
DLY-078009,PRJ-02282,1,117,Award,Compensation delay
DLY-078010,PRJ-02013,1,93,Award,Stakeholder bottleneck
DLY-078011,PRJ-04520,0,0,None,Legal dispute
DLY-078012,PRJ-04004,0,0,None,Pending approvals
DLY-078013,PRJ-02273,0,0,None,Pending approvals
DLY-078014,PRJ-00531,0,0,None,Incomplete documentation
DLY-078015,PRJ-04500,0,0,None,Pending approvals
DLY-078016,PRJ-01847,0,0,None,Pending approvals
DLY-078017,PRJ-02355,0,0,None,Pending approvals
DLY-078018,PRJ-02476,0,0,None,Pending approvals
DLY-078019,PRJ-03262,1,110,Award,Notification pending
DLY-078020,PRJ-04607,1,131,Rehabilitation,Possession pending
DLY-078021,PRJ-04732,0,0,None,Pending approvals
DLY-078022,PRJ-03250,0,0,None,Notification pending
DLY-078023,PRJ-04898,1,105,Approval,Compensation delay
DLY-078024,PRJ-00142,0,0,None,Stakeholder bottleneck
DLY-078025,PRJ-01431,1,129,Award,Pending approvals
DLY-078026,PRJ-03643,0,0,None,Compensation delay
DLY-078027,PRJ-02680,0,0,None,Stakeholder bottleneck
DLY-078028,PRJ-01258,0,0,None,Incomplete documentation
DLY-078029,PRJ-01911,0,0,None,Notification pending
DLY-078030,PRJ-00475,0,0,None,Pending approvals
DLY-078031,PRJ-04412,0,0,None,Stakeholder bottleneck
DLY-078032,PRJ-01903,0,0,None,Rehabilitation delay
DLY-078033,PRJ-02501,0,0,None,Compensation delay
DLY-078034,PRJ-04002,1,37,Approval,Compensation delay
DLY-078035,PRJ-02603,0,0,None,Rehabilitation delay
DLY-078036,PRJ-01797,0,0,None,Compensation delay
DLY-078037,PRJ-01155,0,0,None,Stakeholder bottleneck
DLY-078038,PRJ-00199,0,0,None,Pending approvals
DLY-078039,PRJ-02122,1,65,Legal,Pending approvals
DLY-078040,PRJ-04176,1,101,Possession,Compensation delay
DLY-078041,PRJ-01994,0,0,None,Compensation delay
DLY-078042,PRJ-00846,0,0,None,Legal dispute
DLY-078043,PRJ-01022,0,0,None,Pending approvals
DLY-078044,PRJ-02636,0,0,None,Pending approvals
DLY-078045,PRJ-00164,0,0,None,Pending approvals
DLY-078046,PRJ-00056,0,0,None,Pending approvals
DLY-078047,PRJ-01498,0,0,None,Compensation delay
DLY-078048,PRJ-03110,1,169,Award,Incomplete documentation
DLY-078049,PRJ-01926,0,0,None,Notification pending
DLY-078050,PRJ-04187,0,0,None,Compensation delay
DLY-078051,PRJ-00532,1,91,Possession,Legal dispute
DLY-078052,PRJ-03918,0,0,None,Stakeholder bottleneck
DLY-078053,PRJ-04677,0,0,None,Pending approvals
DLY-078054,PRJ-01697,0,0,None,Incomplete documentation
DLY-078055,PRJ-04714,1,112,Approval,Legal dispute
DLY-078056,PRJ-03090,1,93,Legal,Pending approvals
DLY-078057,PRJ-01511,0,0,None,Pending approvals
DLY-078058,PRJ-02172,0,0,None,Rehabilitation delay
DLY-078059,PRJ-02928,1,70,Notification,Pending approvals
DLY-078060,PRJ-02158,1,51,Notification,Stakeholder bottleneck
DLY-078061,PRJ-04164,1,78,Notification,Pending approvals
DLY-078062,PRJ-03361,1,140,Legal,Pending approvals
DLY-078063,PRJ-04267,1,87,Approval,Compensation delay
DLY-078064,PRJ-00029,1,292,Compensation,Pending approvals
DLY-078065,PRJ-01945,0,0,None,Pending approvals
DLY-078066,PRJ-01634,0,0,None,Pending approvals
DLY-078067,PRJ-02318,0,0,None,Pending approvals
DLY-078068,PRJ-00903,0,0,None,Pending approvals
DLY-078069,PRJ-00862,0,0,None,Pending approvals
DLY-078070,PRJ-00051,0,0,None,Incomplete documentation
DLY-078071,PRJ-02329,0,0,None,Rehabilitation delay
DLY-078072,PRJ-03520,1,52,Compensation,Legal dispute
DLY-078073,PRJ-03036,1,125,Rehabilitation,Pending approvals
DLY-078074,PRJ-01825,0,0,None,Pending approvals
DLY-078075,PRJ-01638,0,0,None,Stakeholder bottleneck
DLY-078076,PRJ-01773,0,0,None,Compensation delay
DLY-078077,PRJ-02349,0,0,None,Pending approvals
DLY-078078,PRJ-03236,1,77,Award,Compensation delay
DLY-078079,PRJ-03193,0,0,None,Compensation delay
DLY-078080,PRJ-01337,0,0,None,Incomplete documentation
DLY-078081,PRJ-02666,0,0,None,Possession pending
DLY-078082,PRJ-04167,1,106,Legal,Pending approvals
DLY-078083,PRJ-03265,1,81,Legal,Notification pending
DLY-078084,PRJ-00076,0,0,None,Pending approvals
DLY-078085,PRJ-03391,0,0,None,Compensation delay
DLY-078086,PRJ-02513,0,0,None,Pending approvals
DLY-078087,PRJ-00916,0,0,None,Pending approvals
DLY-078088,PRJ-02870,0,0,None,Incomplete documentation
DLY-078089,PRJ-03742,0,0,None,Possession pending
DLY-078090,PRJ-01698,0,0,None,Incomplete documentation
DLY-078091,PRJ-04627,0,0,None,Possession pending
DLY-078092,PRJ-00997,0,0,None,Pending approvals
DLY-078093,PRJ-01725,1,102,Rehabilitation,Compensation delay
DLY-078094,PRJ-00764,1,100,Possession,Incomplete documentation
DLY-078095,PRJ-01767,0,0,None,Pending approvals
DLY-078096,PRJ-00493,0,0,None,Possession pending
DLY-078097,PRJ-03409,0,0,None,Pending approvals
DLY-078098,PRJ-04087,0,0,None,Compensation delay
DLY-078099,PRJ-02570,0,0,None,Pending approvals
DLY-078100,PRJ-03272,0,0,None,Notification pending
DLY-078101,PRJ-02080,0,0,None,Pending approvals
DLY-078102,PRJ-03323,0,0,None,Pending approvals
DLY-078103,PRJ-04571,0,0,None,Stakeholder bottleneck
DLY-078104,PRJ-04001,0,0,None,Compensation delay
DLY-078105,PRJ-01024,0,0,None,Stakeholder bottleneck
DLY-078106,PRJ-01487,0,0,None,Rehabilitation delay
DLY-078107,PRJ-02603,0,0,None,Pending approvals
DLY-078108,PRJ-02091,0,0,None,Rehabilitation delay
DLY-078109,PRJ-03365,1,54,Notification,Pending approvals
DLY-078110,PRJ-01531,0,0,None,Pending approvals
DLY-078111,PRJ-01352,0,0,None,Stakeholder bottleneck
DLY-078112,PRJ-04032,0,0,None,Stakeholder bottleneck
DLY-078113,PRJ-03888,0,0,None,Compensation delay
DLY-078114,PRJ-04201,1,33,Approval,Pending approvals
DLY-078115,PRJ-02143,0,0,None,Possession pending
DLY-078116,PRJ-01515,0,0,None,Legal dispute
DLY-078117,PRJ-04026,0,0,None,Pending approvals
DLY-078118,PRJ-04347,0,0,None,Pending approvals
DLY-078119,PRJ-00308,0,0,None,Pending approvals
DLY-078120,PRJ-04075,0,0,None,Pending approvals
DLY-078121,PRJ-03640,0,0,None,Legal dispute
DLY-078122,PRJ-03401,0,0,None,Compensation delay
DLY-078123,PRJ-01465,0,0,None,Stakeholder bottleneck
DLY-078124,PRJ-02963,1,130,Compensation,Legal dispute
DLY-078125,PRJ-01366,1,182,Compensation,Compensation delay
DLY-078126,PRJ-02884,0,0,None,Pending approvals
DLY-078127,PRJ-04659,0,0,None,Pending approvals
DLY-078128,PRJ-03244,0,0,None,Pending approvals
DLY-078129,PRJ-03700,0,0,None,Pending approvals
DLY-078130,PRJ-00232,0,0,None,Pending approvals
DLY-078131,PRJ-01475,0,0,None,Pending approvals
DLY-078132,PRJ-02170,0,0,None,Stakeholder bottleneck
DLY-078133,PRJ-00844,0,0,None,Pending approvals
DLY-078134,PRJ-04770,0,0,None,Compensation delay
DLY-078135,PRJ-04384,0,0,None,Compensation delay
DLY-078136,PRJ-04296,0,0,None,Legal dispute
DLY-078137,PRJ-01835,0,0,None,Notification pending
DLY-078138,PRJ-01508,0,0,None,Pending approvals
DLY-078139,PRJ-01907,1,90,Notification,Rehabilitation delay
DLY-078140,PRJ-04054,0,0,None,Compensation delay
DLY-078141,PRJ-03868,0,0,None,Pending approvals
DLY-078142,PRJ-01833,0,0,None,Pending approvals
DLY-078143,PRJ-03274,0,0,None,Pending approvals
DLY-078144,PRJ-02409,0,0,None,Pending approvals
DLY-078145,PRJ-03444,0,0,None,Stakeholder bottleneck
DLY-078146,PRJ-03299,0,0,None,Compensation delay
DLY-078147,PRJ-00492,0,0,None,Incomplete documentation
DLY-078148,PRJ-04529,0,0,None,Pending approvals
DLY-078149,PRJ-01756,1,57,Approval,Compensation delay
DLY-078150,PRJ-00745,0,0,None,Pending approvals
DLY-078151,PRJ-02051,0,0,None,Pending approvals
DLY-078152,PRJ-01281,0,0,None,Compensation delay
DLY-078153,PRJ-03413,0,0,None,Stakeholder bottleneck
DLY-078154,PRJ-01399,0,0,None,Stakeholder bottleneck
DLY-078155,PRJ-01462,0,0,None,Pending approvals
DLY-078156,PRJ-03441,1,20,Compensation,Stakeholder bottleneck
DLY-078157,PRJ-01315,0,0,None,Notification pending
DLY-078158,PRJ-02496,1,162,Legal,Pending approvals
DLY-078159,PRJ-02866,0,0,None,Stakeholder bottleneck
DLY-078160,PRJ-03608,0,0,None,Possession pending
DLY-078161,PRJ-03379,1,49,Rehabilitation,Notification pending
DLY-078162,PRJ-01108,0,0,None,Stakeholder bottleneck
DLY-078163,PRJ-00016,0,0,None,Legal dispute
DLY-078164,PRJ-00650,1,72,Possession,Compensation delay
DLY-078165,PRJ-00555,0,0,None,Possession pending
DLY-078166,PRJ-04444,0,0,None,Pending approvals
DLY-078167,PRJ-00182,0,0,None,Pending approvals
DLY-078168,PRJ-03023,0,0,None,Rehabilitation delay
DLY-078169,PRJ-02125,0,0,None,Compensation delay
DLY-078170,PRJ-03319,0,0,None,Incomplete documentation
DLY-078171,PRJ-00574,0,0,None,Pending approvals
DLY-078172,PRJ-03143,0,0,None,Legal dispute
DLY-078173,PRJ-01684,1,139,Rehabilitation,Rehabilitation delay
DLY-078174,PRJ-00671,0,0,None,Pending approvals
DLY-078175,PRJ-03246,0,0,None,Pending approvals
DLY-078176,PRJ-02342,0,0,None,Rehabilitation delay
DLY-078177,PRJ-00468,0,0,None,Pending approvals
DLY-078178,PRJ-02346,1,95,Possession,Possession pending
DLY-078179,PRJ-04186,0,0,None,Rehabilitation delay
DLY-078180,PRJ-04173,0,0,None,Pending approvals
DLY-078181,PRJ-02988,0,0,None,Compensation delay
DLY-078182,PRJ-03782,0,0,None,Rehabilitation delay
DLY-078183,PRJ-00141,0,0,None,Pending approvals
DLY-078184,PRJ-02606,1,128,Possession,Compensation delay
DLY-078185,PRJ-04816,0,0,None,Pending approvals
DLY-078186,PRJ-03970,0,0,None,Pending approvals
DLY-078187,PRJ-02819,0,0,None,Pending approvals
DLY-078188,PRJ-04519,0,0,None,Legal dispute
DLY-078189,PRJ-01085,1,26,Compensation,Stakeholder bottleneck
DLY-078190,PRJ-04037,1,85,Approval,Pending approvals
DLY-078191,PRJ-01497,0,0,None,Compensation delay
DLY-078192,PRJ-01863,0,0,None,Pending approvals
DLY-078193,PRJ-02444,0,0,None,Stakeholder bottleneck
DLY-078194,PRJ-01565,0,0,None,Pending approvals
DLY-078195,PRJ-00297,0,0,None,Stakeholder bottleneck
DLY-078196,PRJ-04913,1,142,Legal,Possession pending
DLY-078197,PRJ-02939,0,0,None,Incomplete documentation
DLY-078198,PRJ-02091,1,38,Award,Stakeholder bottleneck
DLY-078199,PRJ-02549,0,0,None,Rehabilitation delay
DLY-078200,PRJ-04853,0,0,None,Pending approvals
DLY-078201,PRJ-02946,0,0,None,Pending approvals
DLY-078202,PRJ-04880,0,0,None,Pending approvals
DLY-078203,PRJ-00950,0,0,None,Incomplete documentation
DLY-078204,PRJ-04287,0,0,None,Rehabilitation delay
DLY-078205,PRJ-00658,0,0,None,Legal dispute
DLY-078206,PRJ-02708,0,0,None,Stakeholder bottleneck
DLY-078207,PRJ-03195,0,0,None,Pending approvals
DLY-078208,PRJ-02438,1,47,Notification,Notification pending
DLY-078209,PRJ-02952,1,158,Award,Notification pending
DLY-078210,PRJ-03961,0,0,None,Notification pending
DLY-078211,PRJ-01884,0,0,None,Stakeholder bottleneck
DLY-078212,PRJ-01872,0,0,None,Rehabilitation delay
DLY-078213,PRJ-02638,0,0,None,Incomplete documentation
DLY-078214,PRJ-03458,0,0,None,Pending approvals
DLY-078215,PRJ-04824,1,166,Legal,Stakeholder bottleneck
DLY-078216,PRJ-04329,0,0,None,Incomplete documentation
DLY-078217,PRJ-03357,0,0,None,Incomplete documentation
DLY-078218,PRJ-00915,1,15,Compensation,Notification pending
DLY-078219,PRJ-02540,0,0,None,Pending approvals
DLY-078220,PRJ-04589,0,0,None,Pending approvals
DLY-078221,PRJ-02266,0,0,None,Notification pending
DLY-078222,PRJ-01401,0,0,None,Pending approvals
DLY-078223,PRJ-00350,0,0,None,Pending approvals
DLY-078224,PRJ-04063,0,0,None,Pending approvals
DLY-078225,PRJ-02116,0,0,None,Stakeholder bottleneck
DLY-078226,PRJ-02504,0,0,None,Stakeholder bottleneck
DLY-078227,PRJ-03833,0,0,None,Pending approvals
DLY-078228,PRJ-00407,1,83,Compensation,Compensation delay
DLY-078229,PRJ-01821,0,0,None,Pending approvals
DLY-078230,PRJ-00531,0,0,None,Legal dispute
DLY-078231,PRJ-00261,0,0,None,Pending approvals
DLY-078232,PRJ-03752,0,0,None,Compensation delay
DLY-078233,PRJ-04786,0,0,None,Pending approvals
DLY-078234,PRJ-03917,0,0,None,Compensation delay
DLY-078235,PRJ-01146,0,0,None,Notification pending
DLY-078236,PRJ-03354,0,0,None,Notification pending
DLY-078237,PRJ-03278,0,0,None,Legal dispute
DLY-078238,PRJ-01286,0,0,None,Pending approvals
DLY-078239,PRJ-04586,0,0,None,Pending approvals
DLY-078240,PRJ-02989,0,0,None,Pending approvals
DLY-078241,PRJ-04022,1,23,Award,Pending approvals
DLY-078242,PRJ-03931,1,126,Rehabilitation,Rehabilitation delay
DLY-078243,PRJ-04858,1,147,Possession,Pending approvals
DLY-078244,PRJ-03289,0,0,None,Pending approvals
DLY-078245,PRJ-04913,0,0,None,Pending approvals
DLY-078246,PRJ-03458,0,0,None,Stakeholder bottleneck
DLY-078247,PRJ-00786,1,13,Compensation,Pending approvals
DLY-078248,PRJ-03419,1,222,Possession,Pending approvals
DLY-078249,PRJ-01445,0,0,None,Pending approvals
DLY-078250,PRJ-04063,0,0,None,Compensation delay
DLY-078251,PRJ-00571,0,0,None,Pending approvals
DLY-078252,PRJ-01186,0,0,None,Pending approvals
DLY-078253,PRJ-03831,0,0,None,Pending approvals
DLY-078254,PRJ-01269,0,0,None,Pending approvals
DLY-078255,PRJ-02856,0,0,None,Rehabilitation delay
DLY-078256,PRJ-03226,0,0,None,Pending approvals
DLY-078257,PRJ-02142,1,127,Possession,Pending approvals
DLY-078258,PRJ-03586,0,0,None,Compensation delay
DLY-078259,PRJ-03509,0,0,None,Pending approvals
DLY-078260,PRJ-00644,0,0,None,Pending approvals
DLY-078261,PRJ-02935,0,0,None,Pending approvals
DLY-078262,PRJ-00195,1,78,Award,Pending approvals
DLY-078263,PRJ-03294,1,57,Legal,Pending approvals
