weather_id,project_id,monsoon_exposure,extreme_rain_events,weather_risk_score
WX-070493,PRJ-04972,Low,3,69.0
WX-070494,PRJ-01432,High,1,4.7
WX-070495,PRJ-01357,Medium,0,3.4
WX-070496,PRJ-02637,High,0,99.6
WX-070497,PRJ-04656,Medium,2,59.3
WX-070498,PRJ-02040,High,0,13.3
WX-070499,PRJ-04813,Low,1,51.1
WX-070500,PRJ-01456,Low,1,94.2
WX-070501,PRJ-03764,Low,0,1.1
WX-070502,PRJ-02625,Low,0,46.8
WX-070503,PRJ-00489,High,1,64.7
WX-070504,PRJ-04370,Medium,2,10.2
WX-070505,PRJ-00865,Low,1,70.6
WX-070506,PRJ-03189,Medium,1,27.9
WX-070507,PRJ-03094,High,2,98.5
WX-070508,PRJ-00625,Low,0,50.0
WX-070509,PRJ-00358,Low,2,56.9
WX-070510,PRJ-03710,High,3,94.3
WX-070511,PRJ-03220,High,2,61.7
WX-070512,PRJ-04327,Low,2,90.7
WX-070513,PRJ-04868,Medium,3,45.7
WX-070514,PRJ-04833,Medium,3,21.3
WX-070515,PRJ-04946,Medium,1,29.0
WX-070516,PRJ-01383,Low,2,18.5
WX-070517,PRJ-02169,Medium,1,8.9
WX-070518,PRJ-03112,Low,1,31.9
WX-070519,PRJ-02599,Low,2,22.6
WX-070520,PRJ-02605,Medium,2,42.9
WX-070521,PRJ-01708,Medium,1,94.6
WX-070522,PRJ-04606,Medium,2,82.8
WX-070523,PRJ-02330,Low,1,62.6
WX-070524,PRJ-00952,Low,2,20.4
WX-070525,PRJ-04350,Low,3,30.7
WX-070526,PRJ-01134,Medium,3,76.9
WX-070527,PRJ-00287,Medium,0,57.0
WX-070528,PRJ-03222,Medium,0,25.0
WX-070529,PRJ-03255,Medium,2,28.3
WX-070530,PRJ-03513,Low,3,46.5
WX-070531,PRJ-03535,Low,0,44.4
WX-070532,PRJ-02648,Medium,1,65.2
WX-070533,PRJ-01636,Low,1,1.8
WX-070534,PRJ-03045,Medium,1,89.9
WX-070535,PRJ-00218,Low,5,43.3
WX-070536,PRJ-02430,High,2,55.9
WX-070537,PRJ-02392,Medium,0,6.4
WX-070538,PRJ-03150,Low,0,26.8
WX-070539,PRJ-00286,Low,0,70.0
WX-070540,PRJ-04198,High,2,1.8
WX-070541,PRJ-01412,Medium,6,58.0
WX-070542,PRJ-01279,Medium,0,35.3
WX-070543,PRJ-02347,Low,1,8.1
WX-070544,PRJ-01163,Low,0,30.6
WX-070545,PRJ-04238,Medium,1,56.5
WX-070546,PRJ-02059,Low,3,40.5
WX-070547,PRJ-00333,Medium,0,58.9
WX-070548,PRJ-01615,High,0,0.8
WX-070549,PRJ-03678,Medium,2,15.0
WX-070550,PRJ-01041,Low,0,86.6
WX-070551,PRJ-01516,High,0,56.4
WX-070552,PRJ-00092,Low,3,40.9
WX-070553,PRJ-00124,Low,0,3.7
WX-070554,PRJ-01783,Low,2,26.0
WX-070555,PRJ-03113,Low,3,87.8
WX-070556,PRJ-03092,High,0,92.2
WX-070557,PRJ-01393,Low,0,14.9
WX-070558,PRJ-03250,Medium,3,25.6
WX-070559,PRJ-04931,High,0,92.2
WX-070560,PRJ-01809,Medium,1,73.6
WX-070561,PRJ-01147,Medium,2,2.9
WX-070562,PRJ-03528,Low,1,96.4
WX-070563,PRJ-04478,Medium,2,42.1
WX-070564,PRJ-04724,Low,2,56.2
WX-070565,PRJ-02814,Medium,3,70.0
WX-070566,PRJ-00251,High,4,6.0
WX-070567,PRJ-02753,High,3,22.6
WX-070568,PRJ-02779,Low,0,3.4
WX-070569,PRJ-03871,Medium,2,60.0
WX-070570,PRJ-00476,Low,3,53.0
WX-070571,PRJ-02228,Medium,1,89.2
WX-070572,PRJ-03672,Medium,1,5.0
WX-070573,PRJ-03977,High,3,7.0
WX-070574,PRJ-03967,Low,1,74.3
WX-070575,PRJ-00372,Low,1,63.3
WX-070576,PRJ-02095,Low,2,83.4
WX-070577,PRJ-04010,Medium,3,56.6
WX-070578,PRJ-00736,Low,1,76.0
WX-070579,PRJ-04130,Medium,3,95.0
WX-070580,PRJ-04706,Low,2,23.4
WX-070581,PRJ-00665,High,2,69.1
WX-070582,PRJ-03956,Low,2,29.9
WX-070583,PRJ-04556,Low,0,2.8
WX-070584,PRJ-02717,Medium,2,41.3
WX-070585,PRJ-02775,Medium,2,95.0
WX-070586,PRJ-04485,Medium,0,32.8
WX-070587,PRJ-00595,High,3,32.6
WX-070588,PRJ-02365,Low,1,61.4
WX-070589,PRJ-02203,High,0,19.9
WX-070590,PRJ-04286,Low,0,24.6
WX-070591,PRJ-04351,High,3,15.7
WX-070592,PRJ-04290,High,2,64.7
WX-070593,PRJ-03319,Low,2,64.2
WX-070594,PRJ-03930,High,1,88.1
WX-070595,PRJ-03749,Low,4,90.5
WX-070596,PRJ-04737,Low,1,53.0
WX-070597,PRJ-02326,Low,3,7.5
WX-070598,PRJ-00008,Low,2,24.7
WX-070599,PRJ-02703,Medium,1,17.0
WX-070600,PRJ-04173,High,2,21.7
WX-070601,PRJ-01478,Low,3,24.4
WX-070602,PRJ-04128,Low,2,81.5
WX-070603,PRJ-02028,Low,0,36.9
WX-070604,PRJ-00705,Medium,1,6.2
WX-070605,PRJ-01550,Low,0,69.4
WX-070606,PRJ-01986,Low,2,72.4
WX-070607,PRJ-03053,Low,3,93.2
WX-070608,PRJ-02503,Medium,2,63.9
WX-070609,PRJ-01641,Low,2,75.5
WX-070610,PRJ-02138,Medium,1,59.6
WX-070611,PRJ-04249,High,0,32.3
WX-070612,PRJ-02988,Low,2,18.7
WX-070613,PRJ-01994,High,1,75.7
WX-070614,PRJ-03878,Low,2,31.0
WX-070615,PRJ-04279,Low,3,54.0
WX-070616,PRJ-03833,Low,1,96.5
WX-070617,PRJ-03488,Low,1,83.6
WX-070618,PRJ-03387,Medium,1,3.8
WX-070619,PRJ-01944,Low,1,11.4
WX-070620,PRJ-01779,Low,2,29.1
WX-070621,PRJ-04810,Low,0,53.6
WX-070622,PRJ-00119,Medium,2,71.6
WX-070623,PRJ-00748,Medium,0,50.1
WX-070624,PRJ-04188,Low,2,54.4
WX-070625,PRJ-00778,Medium,0,59.3
WX-070626,PRJ-00234,Low,1,31.8
WX-070627,PRJ-02849,High,1,6.0
WX-070628,PRJ-00157,Medium,1,63.8
WX-070629,PRJ-03379,Low,1,76.4
WX-070630,PRJ-02490,Medium,2,3.5
WX-070631,PRJ-00023,High,1,65.3
WX-070632,PRJ-01023,Medium,4,73.4
WX-070633,PRJ-03623,Medium,0,32.4
WX-070634,PRJ-02979,Low,2,74.4
WX-070635,PRJ-04924,Low,2,79.0
WX-070636,PRJ-00021,Medium,0,70.6
WX-070637,PRJ-02099,Low,1,74.3
WX-070638,PRJ-01246,High,3,6.8
WX-070639,PRJ-01154,Medium,2,52.3
WX-070640,PRJ-04054,Low,3,48.1
WX-070641,PRJ-00301,Medium,0,15.2
WX-070642,PRJ-00732,High,1,66.1
WX-070643,PRJ-02532,High,2,17.6
WX-070644,PRJ-00068,Medium,0,72.9
WX-070645,PRJ-04140,Low,0,81.0
WX-070646,PRJ-04481,Low,2,28.2
WX-070647,PRJ-04355,Low,2,8.8
WX-070648,PRJ-03594,Low,1,13.7
WX-070649,PRJ-00275,Low,2,92.0
WX-070650,PRJ-01924,Medium,2,83.7
WX-070651,PRJ-00624,Low,0,89.1
WX-070652,PRJ-02777,Low,2,92.7
WX-070653,PRJ-02796,Medium,2,5.2
WX-070654,PRJ-04901,Low,2,32.9
WX-070655,PRJ-02612,Medium,0,40.5
WX-070656,PRJ-00732,Medium,3,39.2
WX-070657,PRJ-01658,High,2,78.8
WX-070658,PRJ-02857,Low,0,0.5
WX-070659,PRJ-02355,Medium,1,95.9
WX-070660,PRJ-01051,High,0,76.6
WX-070661,PRJ-00945,Low,5,58.9
WX-070662,PRJ-00745,High,3,34.3
WX-070663,PRJ-01031,Low,0,32.3
WX-070664,PRJ-00056,High,3,48.1
WX-070665,PRJ-00563,Low,4,36.5
WX-070666,PRJ-01045,Low,3,88.7
WX-070667,PRJ-04490,Medium,2,18.8
WX-070668,PRJ-02944,Low,2,67.7
WX-070669,PRJ-01262,Low,2,91.9
WX-070670,PRJ-04131,Low,1,60.6
WX-070671,PRJ-03522,Medium,3,37.2
WX-070672,PRJ-03118,Low,1,2.4
WX-070673,PRJ-04257,Medium,2,83.0
WX-070674,PRJ-02149,Medium,0,31.4
WX-070675,PRJ-03325,Low,1,30.1
WX-070676,PRJ-04265,Medium,2,30.9
WX-070677,PRJ-02777,Low,0,30.8
WX-070678,PRJ-01146,Low,1,63.5
WX-070679,PRJ-03230,Low,1,23.4
WX-070680,PRJ-00384,Medium,2,37.3
WX-070681,PRJ-02992,Medium,1,35.2
WX-070682,PRJ-03742,Low,1,5.7
WX-070683,PRJ-04197,High,1,78.3
WX-070684,PRJ-02087,Low,4,20.9
WX-070685,PRJ-04143,Medium,1,55.0
WX-070686,PRJ-01721,Low,0,59.9
WX-070687,PRJ-03428,Medium,0,39.4
WX-070688,PRJ-00575,Medium,2,47.9
WX-070689,PRJ-01595,Medium,1,72.3
WX-070690,PRJ-03652,Low,0,88.2
WX-070691,PRJ-01921,Low,1,22.8
WX-070692,PRJ-03769,High,1,9.9
WX-070693,PRJ-01171,High,0,68.0
WX-070694,PRJ-03079,High,1,76.0
WX-070695,PRJ-01813,High,1,25.3
WX-070696,PRJ-00174,Medium,4,36.8
WX-070697,PRJ-00721,Low,1,81.0
WX-070698,PRJ-03181,Medium,3,98.5
WX-070699,PRJ-01854,Low,3,91.9
WX-070700,PRJ-04866,Low,1,85.1
WX-070701,PRJ-04887,Medium,0,21.4
WX-070702,PRJ-02093,Medium,2,54.0
WX-070703,PRJ-03562,Medium,1,13.7
WX-070704,PRJ-01864,Low,2,93.2
WX-070705,PRJ-03970,Low,1,97.7
WX-070706,PRJ-04275,Low,1,62.4
WX-070707,PRJ-01069,Medium,1,68.0
WX-070708,PRJ-00244,Low,0,21.2
WX-070709,PRJ-01523,Low,2,70.5
WX-070710,PRJ-01819,Low,2,7.4
WX-070711,PRJ-02145,Low,2,53.7
WX-070712,PRJ-03170,Medium,1,49.4
WX-070713,PRJ-03440,High,0,69.3
WX-070714,PRJ-02204,Medium,0,37.3
WX-070715,PRJ-02563,High,2,31.8
WX-070716,PRJ-03295,Medium,1,43.6
WX-070717,PRJ-03354,High,4,3.9
WX-070718,PRJ-04138,Low,1,31.3
WX-070719,PRJ-04158,Medium,1,51.9
WX-070720,PRJ-00442,High,0,41.3
WX-070721,PRJ-04597,Low,2,79.2
WX-070722,PRJ-02593,Medium,3,56.2
WX-070723,PRJ-03769,High,1,96.3
WX-070724,PRJ-03612,Medium,0,56.6
WX-070725,PRJ-01680,Medium,2,77.5
WX-070726,PRJ-04436,Medium,4,52.0
WX-070727,PRJ-01448,High,2,70.0
WX-070728,PRJ-03228,Medium,0,35.6
WX-070729,PRJ-02919,Low,1,32.5
WX-070730,PRJ-02851,Low,0,56.0
WX-070731,PRJ-03877,Low,1,18.6
WX-070732,PRJ-00394,Low,0,81.0
WX-070733,PRJ-00260,Medium,0,10.2
WX-070734,PRJ-01167,Low,0,67.4
WX-070735,PRJ-02505,High,2,78.9
WX-070736,PRJ-02579,Medium,3,49.0
WX-070737,PRJ-02106,Medium,2,21.4
WX-070738,PRJ-03129,Medium,0,87.9
WX-070739,PRJ-01051,Medium,0,39.0
WX-070740,PRJ-00827,Low,0,5.4
WX-070741,PRJ-01514,Low,5,27.2
WX-070742,PRJ-03721,Medium,1,4.7
WX-070743,PRJ-00653,Low,1,58.3
WX-070744,PRJ-01836,Medium,0,10.5
WX-070745,PRJ-02035,Medium,2,60.3
WX-070746,PRJ-02710,High,2,94.0
WX-070747,PRJ-02961,Medium,5,55.1
WX-070748,PRJ-03194,Medium,3,84.6
WX-070749,PRJ-03398,High,1,72.6
WX-070750,PRJ-00866,Low,2,9.7
WX-070751,PRJ-01775,Medium,0,5.1
WX-070752,PRJ-00392,Low,0,39.7
WX-070753,PRJ-00704,Medium,1,98.9
WX-070754,PRJ-00815,High,1,28.2
WX-070755,PRJ-04409,Low,2,7.1
WX-070756,PRJ-03344,Medium,4,38.8
WX-070757,PRJ-01815,Low,3,0.7
WX-070758,PRJ-02791,Medium,1,69.7
WX-070759,PRJ-04751,Medium,3,10.6
WX-070760,PRJ-03199,Low,2,98.9
WX-070761,PRJ-02628,Medium,3,78.8
WX-070762,PRJ-04128,Low,2,42.5
WX-070763,PRJ-02491,Medium,1,48.7
WX-070764,PRJ-04453,Low,0,75.5
WX-070765,PRJ-01042,High,1,12.5
WX-070766,PRJ-00671,Medium,2,42.5
WX-070767,PRJ-02446,Medium,2,81.7
WX-070768,PRJ-03019,Medium,0,13.4
WX-070769,PRJ-01237,Low,0,87.2
WX-070770,PRJ-04755,Medium,6,30.7
WX-070771,PRJ-04181,High,0,77.2
WX-070772,PRJ-01473,Low,1,68.5
WX-070773,PRJ-02782,High,4,33.0
WX-070774,PRJ-04901,Low,2,54.4
WX-070775,PRJ-04096,Medium,2,81.4
WX-070776,PRJ-01532,High,4,86.4
WX-070777,PRJ-00122,Medium,2,61.8
WX-070778,PRJ-01605,Low,0,45.7
WX-070779,PRJ-02219,Low,4,58.6
WX-070780,PRJ-02287,High,1,49.1
WX-070781,PRJ-02265,Low,2,6.2
WX-070782,PRJ-02557,Medium,0,88.4
WX-070783,PRJ-03683,Medium,1,25.2
WX-070784,PRJ-02023,Medium,1,2.7
WX-070785,PRJ-04568,Medium,4,49.6
WX-070786,PRJ-01459,Low,3,62.7
WX-070787,PRJ-04779,Low,0,51.2
WX-070788,PRJ-01873,High,1,55.0
WX-070789,PRJ-03009,Medium,5,77.9
WX-070790,PRJ-04912,High,1,30.8
WX-070791,PRJ-02566,High,2,70.7
WX-070792,PRJ-01350,Low,1,68.9
WX-070793,PRJ-01331,High,0,66.2
WX-070794,PRJ-01381,Low,3,40.9
WX-070795,PRJ-04894,Low,2,50.1
WX-070796,PRJ-01124,Low,2,27.9
WX-070797,PRJ-02204,Medium,3,64.4
WX-070798,PRJ-03037,Low,2,6.7
WX-070799,PRJ-00691,High,0,46.5
WX-070800,PRJ-03056,Medium,0,23.7
WX-070801,PRJ-00831,Low,4,50.0
WX-070802,PRJ-00116,High,1,68.5
WX-070803,PRJ-00054,Low,0,21.9
WX-070804,PRJ-04129,Low,1,25.8
WX-070805,PRJ-03907,High,3,11.1
WX-070806,PRJ-00688,Medium,0,40.2
WX-070807,PRJ-03303,Medium,2,68.1
WX-070808,PRJ-01390,Low,1,11.4
WX-070809,PRJ-03684,Medium,2,28.0
WX-070810,PRJ-04285,Medium,1,62.5
WX-070811,PRJ-02880,Medium,0,50.9
WX-070812,PRJ-04092,Low,0,28.0
WX-070813,PRJ-04907,Medium,2,22.3
WX-070814,PRJ-01813,High,4,68.1
WX-070815,PRJ-01627,Low,2,6.2
WX-070816,PRJ-00876,Low,1,28.7
WX-070817,PRJ-00140,Medium,0,46.8
WX-070818,PRJ-00955,Medium,3,81.7
WX-070819,PRJ-02251,Low,1,37.0
WX-070820,PRJ-00474,High,0,67.2
WX-070821,PRJ-02059,High,0,10.7
WX-070822,PRJ-03209,Low,0,8.9
WX-070823,PRJ-03467,High,1,12.5
WX-070824,PRJ-03523,Medium,1,58.2
WX-070825,PRJ-03077,Medium,3,59.5
WX-070826,PRJ-04379,Low,0,66.8
WX-070827,PRJ-04459,Low,1,17.8
WX-070828,PRJ-03971,Low,1,90.1
WX-070829,PRJ-00485,Low,1,22.7
WX-070830,PRJ-03281,Low,1,87.1
WX-070831,PRJ-03808,Medium,3,51.7
WX-070832,PRJ-04356,Low,2,62.6
WX-070833,PRJ-04729,Medium,0,57.7
WX-070834,PRJ-01584,Medium,1,92.8
WX-070835,PRJ-04219,Low,1,46.1
WX-070836,PRJ-00127,Medium,1,90.7
WX-070837,PRJ-04449,Medium,2,91.8
WX-070838,PRJ-00207,Medium,1,90.7
WX-070839,PRJ-04934,Medium,0,30.7
WX-070840,PRJ-02760,Low,3,31.3
WX-070841,PRJ-03771,Medium,4,71.8
WX-070842,PRJ-00505,Low,1,44.5
WX-070843,PRJ-03853,Medium,1,4.5
WX-070844,PRJ-01913,Medium,1,38.2
WX-070845,PRJ-03518,Medium,0,22.0
WX-070846,PRJ-00713,Low,4,30.9
WX-070847,PRJ-03389,Medium,2,97.1
WX-070848,PRJ-04280,Low,1,92.3
WX-070849,PRJ-02026,High,3,5.8
WX-070850,PRJ-00534,Medium,1,94.3
WX-070851,PRJ-04926,Medium,1,65.8
WX-070852,PRJ-04608,Low,3,99.6
WX-070853,PRJ-02658,High,0,97.6
WX-070854,PRJ-02835,Low,4,3.4
WX-070855,PRJ-04654,Low,0,64.1
WX-070856,PRJ-01208,Medium,2,43.6
WX-070857,PRJ-01137,High,2,6.7
WX-070858,PRJ-02895,Medium,1,8.5
WX-070859,PRJ-04978,High,1,90.8
WX-070860,PRJ-03440,Medium,2,69.3
WX-070861,PRJ-02919,Low,2,19.4
WX-070862,PRJ-01293,Low,2,58.3
WX-070863,PRJ-02501,Low,0,93.4
WX-070864,PRJ-03249,Medium,1,37.8
WX-070865,PRJ-00324,High,0,68.6
WX-070866,PRJ-04970,Low,1,21.1
WX-070867,PRJ-00349,Medium,2,7.9
WX-070868,PRJ-03794,Low,3,62.1
WX-070869,PRJ-02772,High,0,33.7
WX-070870,PRJ-02290,Medium,1,7.1
WX-070871,PRJ-00804,High,0,5.9
WX-070872,PRJ-00217,Medium,1,80.8
WX-070873,PRJ-00080,Low,1,7.2
WX-070874,PRJ-04157,Medium,1,83.6
WX-070875,PRJ-03176,Medium,0,25.4
WX-070876,PRJ-04326,Low,0,89.6
WX-070877,PRJ-01863,Medium,1,59.2
WX-070878,PRJ-03374,Medium,2,42.0
WX-070879,PRJ-04146,Medium,2,26.4
WX-070880,PRJ-01193,High,0,16.1
WX-070881,PRJ-03082,Low,3,65.0
WX-070882,PRJ-04224,High,0,56.3
WX-070883,PRJ-04231,Low,1,96.8
WX-070884,PRJ-04428,Low,0,93.4
WX-070885,PRJ-00114,Low,3,75.4
WX-070886,PRJ-02020,Low,5,42.2
WX-070887,PRJ-02357,Medium,1,43.1
WX-070888,PRJ-03425,Low,3,85.2
WX-070889,PRJ-00261,Medium,3,80.8
WX-070890,PRJ-02115,High,1,50.0
WX-070891,PRJ-00734,High,1,58.0
WX-070892,PRJ-03427,Low,2,94.5
WX-070893,PRJ-03311,Low,1,62.8
WX-070894,PRJ-03591,Low,0,44.0
WX-070895,PRJ-03426,Low,2,69.6
WX-070896,PRJ-01721,Medium,2,60.7
WX-070897,PRJ-03081,Low,0,79.8
WX-070898,PRJ-03181,Low,0,5.1
WX-070899,PRJ-04870,High,2,84.9
WX-070900,PRJ-02603,Low,0,71.6
WX-070901,PRJ-03367,Low,1,60.3
WX-070902,PRJ-02625,Medium,3,99.2
WX-070903,PRJ-00305,Low,0,59.6
WX-070904,PRJ-01029,High,0,44.0
WX-070905,PRJ-00072,Low,1,1.3
WX-070906,PRJ-04567,High,2,10.3
WX-070907,PRJ-00593,Medium,0,73.4
WX-070908,PRJ-00196,Low,0,32.4
WX-070909,PRJ-04377,Low,2,5.9
WX-070910,PRJ-03929,Low,1,68.0
WX-070911,PRJ-02538,High,1,69.5
WX-070912,PRJ-00823,Low,2,91.8
WX-070913,PRJ-02677,Medium,3,82.7
WX-070914,PRJ-03757,Medium,0,45.9
WX-070915,PRJ-03976,Medium,3,63.9
WX-070916,PRJ-01448,Low,3,3.6
WX-070917,PRJ-03851,Low,2,69.8
WX-070918,PRJ-00998,Medium,3,56.2
WX-070919,PRJ-03274,High,1,17.6
WX-070920,PRJ-03157,Low,1,72.2
WX-070921,PRJ-03491,Low,1,95.5
WX-070922,PRJ-03347,Medium,2,83.8
WX-070923,PRJ-00043,Medium,1,45.9
WX-070924,PRJ-00560,Low,1,98.2
WX-070925,PRJ-01420,Low,1,0.6
WX-070926,PRJ-00027,High,1,60.5
WX-070927,PRJ-01543,High,2,97.2
WX-070928,PRJ-04171,Low,2,91.1
WX-070929,PRJ-03167,Medium,4,20.1
WX-070930,PRJ-02696,Medium,2,37.0
WX-070931,PRJ-01055,Medium,2,81.1
WX-070932,PRJ-03019,Medium,0,42.4
WX-070933,PRJ-01742,Low,1,39.0
WX-070934,PRJ-04552,High,0,22.7
WX-070935,PRJ-01018,High,2,87.2
WX-070936,PRJ-01924,Medium,0,37.7
WX-070937,PRJ-01091,Low,3,4.3
WX-070938,PRJ-01663,Medium,0,42.5
WX-070939,PRJ-01825,Low,2,64.3
WX-070940,PRJ-02877,Low,4,86.1
WX-070941,PRJ-01847,Medium,1,75.9
WX-070942,PRJ-02212,Medium,1,41.9
WX-070943,PRJ-03794,Low,2,28.8
WX-070944,PRJ-02316,Medium,2,50.9
WX-070945,PRJ-03588,Low,2,26.8
WX-070946,PRJ-02432,Low,2,85.0
WX-070947,PRJ-01922,Low,2,42.3
WX-070948,PRJ-04584,Low,2,8.6
WX-070949,PRJ-04308,Medium,1,70.1
WX-070950,PRJ-02285,Medium,0,62.7
WX-070951,PRJ-01149,High,1,19.0
WX-070952,PRJ-04787,Low,0,67.5
WX-070953,PRJ-00544,Medium,0,70.1
WX-070954,PRJ-00818,Medium,1,29.7
WX-070955,PRJ-01495,High,0,13.8
WX-070956,PRJ-02532,High,2,82.8
WX-070957,PRJ-04943,Low,0,34.3
WX-070958,PRJ-03059,Low,1,32.2
WX-070959,PRJ-02895,Medium,1,31.9
WX-070960,PRJ-04758,Low,3,55.6
WX-070961,PRJ-01119,Medium,2,78.4
WX-070962,PRJ-03452,Low,2,26.4
WX-070963,PRJ-01655,High,2,60.2
WX-070964,PRJ-03802,Low,0,96.8
WX-070965,PRJ-02244,High,1,41.2
WX-070966,PRJ-02956,Medium,2,0.1
WX-070967,PRJ-03702,Medium,4,9.4
WX-070968,PRJ-03218,High,1,1.5
WX-070969,PRJ-01622,Medium,1,40.9
WX-070970,PRJ-03103,High,0,39.4
WX-070971,PRJ-01019,Medium,1,40.5
WX-070972,PRJ-01644,Medium,1,80.1
WX-070973,PRJ-04467,Low,2,46.5
WX-070974,PRJ-03424,Medium,2,57.9
WX-070975,PRJ-03068,Medium,2,29.8
WX-070976,PRJ-00993,Low,1,26.4
WX-070977,PRJ-04396,Medium,2,53.5
WX-070978,PRJ-04155,Low,1,24.7
WX-070979,PRJ-02563,Low,1,75.9
WX-070980,PRJ-01993,Medium,2,83.0
WX-070981,PRJ-04335,Low,3,51.4
WX-070982,PRJ-01971,Low,1,77.8
WX-070983,PRJ-01356,Low,1,14.2
WX-070984,PRJ-04930,Low,0,43.4
WX-070985,PRJ-03655,Low,2,68.5
WX-070986,PRJ-00353,Low,4,12.3
WX-070987,PRJ-01895,Medium,1,63.6
WX-070988,PRJ-04646,Medium,2,82.5
WX-070989,PRJ-02296,Medium,2,51.2
WX-070990,PRJ-02165,Low,1,28.0
WX-070991,PRJ-01759,High,1,15.3
WX-070992,PRJ-03256,Low,2,16.9
WX-070993,PRJ-01383,Low,1,66.0
WX-070994,PRJ-02702,High,2,88.5
WX-070995,PRJ-02979,High,2,64.9
WX-070996,PRJ-02798,Low,1,51.7
WX-070997,PRJ-00934,High,0,60.4
WX-070998,PRJ-04231,Medium,1,36.5
WX-070999,PRJ-03783,Medium,1,29.9
WX-071000,PRJ-00271,Low,1,37.4
WX-071001,PRJ-00782,Medium,2,78.7
WX-071002,PRJ-04472,Low,0,66.7
WX-071003,PRJ-01516,Medium,1,13.0
WX-071004,PRJ-03392,Medium,1,90.5
WX-071005,PRJ-04638,Low,1,33.0
WX-071006,PRJ-01091,High,2,95.4
WX-071007,PRJ-00104,High,0,82.7
WX-071008,PRJ-02157,Low,3,71.4
WX-071009,PRJ-02571,Low,2,1.4
WX-071010,PRJ-00075,High,2,28.2
WX-071011,PRJ-01053,Medium,6,91.0
WX-071012,PRJ-01658,Low,4,33.7
WX-071013,PRJ-04521,Low,1,98.5
WX-071014,PRJ-01620,Low,0,57.8
WX-071015,PRJ-02965,Low,2,66.8
WX-071016,PRJ-03218,High,1,22.0
WX-071017,PRJ-02186,Medium,2,30.7
WX-071018,PRJ-00158,High,3,80.7
WX-071019,PRJ-02384,High,3,1.2
WX-071020,PRJ-03144,Low,0,38.1
WX-071021,PRJ-04921,Medium,0,43.4
WX-071022,PRJ-04595,Low,1,74.3
WX-071023,PRJ-03050,Low,0,11.9
WX-071024,PRJ-03667,Medium,2,98.9
WX-071025,PRJ-01517,Medium,0,0.5
WX-071026,PRJ-01310,Low,2,66.1
WX-071027,PRJ-02043,Low,2,45.8
WX-071028,PRJ-04835,Medium,1,85.2
WX-071029,PRJ-01959,Medium,1,99.5
WX-071030,PRJ-03027,High,2,62.3
WX-071031,PRJ-01096,Low,0,13.8
WX-071032,PRJ-04199,Low,6,87.4
WX-071033,PRJ-00167,Low,3,98.6
WX-071034,PRJ-01009,Medium,2,31.0
WX-071035,PRJ-03547,High,2,39.0
WX-071036,PRJ-01473,Medium,1,53.5
WX-071037,PRJ-02804,High,2,41.4
WX-071038,PRJ-00142,Medium,0,82.5
WX-071039,PRJ-03881,Medium,3,96.2
WX-071040,PRJ-00451,Low,2,22.7
WX-071041,PRJ-02509,Medium,0,89.9
WX-071042,PRJ-01980,Low,0,6.9
WX-071043,PRJ-00732,Low,2,43.2
WX-071044,PRJ-02898,Medium,1,92.3
WX-071045,PRJ-04691,Low,0,53.8
WX-071046,PRJ-02646,Low,2,14.1
WX-071047,PRJ-03310,Medium,3,57.8
WX-071048,PRJ-03217,Medium,1,83.3
WX-071049,PRJ-01772,Low,1,89.1
WX-071050,PRJ-04125,Low,1,57.5
WX-071051,PRJ-04181,Low,4,43.1
WX-071052,PRJ-00293,Medium,1,55.3
WX-071053,PRJ-00302,Low,1,59.8
WX-071054,PRJ-03149,High,0,42.6
WX-071055,PRJ-03897,Medium,2,77.2
WX-071056,PRJ-00143,Low,2,62.3
WX-071057,PRJ-00867,High,1,7.5
WX-071058,PRJ-00988,Medium,4,65.9
WX-071059,PRJ-05000,Low,5,74.7
WX-071060,PRJ-04344,Medium,3,10.6
WX-071061,PRJ-03890,Medium,1,49.7
WX-071062,PRJ-02349,Medium,0,77.5
WX-071063,PRJ-00884,Low,0,94.6
WX-071064,PRJ-02972,Low,2,66.7
WX-071065,PRJ-00404,Medium,1,9.5
WX-071066,PRJ-03437,Low,3,61.0
WX-071067,PRJ-03535,Low,2,84.7
WX-071068,PRJ-02495,Low,1,9.0
WX-071069,PRJ-00782,Medium,2,48.8
WX-071070,PRJ-01971,Low,0,16.4
WX-071071,PRJ-04204,Low,1,97.1
WX-071072,PRJ-00051,Medium,1,19.7
WX-071073,PRJ-02288,Medium,1,92.6
WX-071074,PRJ-00898,Medium,2,95.6
WX-071075,PRJ-04853,Low,3,89.7
WX-071076,PRJ-00544,Medium,3,47.3
WX-071077,PRJ-04193,Medium,1,13.0
WX-071078,PRJ-02602,Low,1,32.4
WX-071079,PRJ-00319,Medium,1,45.0
WX-071080,PRJ-02021,Low,0,1.6
WX-071081,PRJ-02286,Medium,1,37.3
WX-071082,PRJ-04093,Low,1,0.7
WX-071083,PRJ-03591,Low,0,3.1
WX-071084,PRJ-02541,Medium,2,42.3
WX-071085,PRJ-00048,Medium,3,61.0
WX-071086,PRJ-04273,Medium,0,70.1
WX-071087,PRJ-03824,Low,3,46.1
WX-071088,PRJ-04807,Low,1,79.7
WX-071089,PRJ-01694,Medium,2,83.6
WX-071090,PRJ-00914,Medium,2,94.9
WX-071091,PRJ-02183,Low,1,90.3
WX-071092,PRJ-03430,Low,1,54.3
WX-071093,PRJ-03400,Medium,1,34.6
