record_id,parcel_id,project_id,case_id,compensation_id,approval_id,delay_id,district,taluk,village,survey_no,area,classification,legal_disputes,compensation_pending,approval_pending,documentation_pending,rehabilitation_pending,stakeholder_responsiveness,delay_days,risk_score,delay_probability,risk_category,delay_reason
93896,PAR-093896,PRJ-03887,CASE-093896,COMP-093896,APR-093896,DLY-093896,Coimbatore,Coimbatore North,Kinathukadavu,1590,0.231,Nanjai,0,0,0,1,0,79.6,0,14.6,0.1978,LOW,Incomplete documentation
93897,PAR-093897,PRJ-02502,CASE-093897,COMP-093897,APR-093897,DLY-093897,Coimbatore,Coimbatore North,Annur,7554,0.144,Nanjai,0,0,0,0,0,95.7,0,14.3,0.1246,LOW,Stakeholder bottleneck
93898,PAR-093898,PRJ-01449,CASE-093898,COMP-093898,APR-093898,DLY-093898,Coimbatore,Sulur,Pollachi,2650,0.978,Poramboke,0,1,0,1,0,66.6,89,37.8,0.3543,MEDIUM,Compensation delay
93899,PAR-093899,PRJ-04949,CASE-093899,COMP-093899,APR-093899,DLY-093899,Coimbatore,Madukkarai,Kinathukadavu,4103,0.779,Government,0,0,0,0,0,93.6,56,4.5,0.0998,LOW,Pending approvals
93900,PAR-093900,PRJ-00403,CASE-093900,COMP-093900,APR-093900,DLY-093900,Coimbatore,Mettupalayam,Madukkarai,1910,0.957,Commercial,0,0,0,0,0,100.0,0,7.6,0.0998,LOW,Pending approvals
93901,PAR-093901,PRJ-02342,CASE-093901,COMP-093901,APR-093901,DLY-093901,Coimbatore,Annur,Thudiyalur,4210,5.01,Poramboke,0,0,0,0,0,100.0,0,8.5,0.1246,LOW,Pending approvals
93902,PAR-093902,PRJ-03722,CASE-093902,COMP-093902,APR-093902,DLY-093902,Coimbatore,Madukkarai,Annur,5834,0.255,Government,0,0,0,0,0,93.1,0,10.3,0.0998,LOW,Pending approvals
93903,PAR-093903,PRJ-00556,CASE-093903,COMP-093903,APR-093903,DLY-093903,Coimbatore,Kinathukadavu,Kinathukadavu,6184,1.272,Commercial,1,0,0,1,0,92.2,0,42.0,0.3775,MEDIUM,Legal dispute
93904,PAR-093904,PRJ-03375,CASE-093904,COMP-093904,APR-093904,DLY-093904,Coimbatore,Coimbatore North,Mettupalayam,5679,0.374,Poramboke,0,0,0,0,0,97.2,0,4.9,0.0998,LOW,Pending approvals
93905,PAR-093905,PRJ-02772,CASE-093905,COMP-093905,APR-093905,DLY-093905,Coimbatore,Coimbatore South,Saravanampatti,6683,2.677,Poramboke,0,1,0,0,0,82.5,0,18.6,0.1978,LOW,Compensation delay
93906,PAR-093906,PRJ-02580,CASE-093906,COMP-093906,APR-093906,DLY-093906,Coimbatore,Coimbatore North,Negamam,7774,1.825,Punjai,0,0,1,0,0,91.6,0,22.7,0.2497,LOW,Pending approvals
93907,PAR-093907,PRJ-04517,CASE-093907,COMP-093907,APR-093907,DLY-093907,Coimbatore,Coimbatore North,Pollachi,4070,0.629,Government,0,0,0,0,0,94.9,0,9.8,0.1246,LOW,Stakeholder bottleneck
93908,PAR-093908,PRJ-00692,CASE-093908,COMP-093908,APR-093908,DLY-093908,Coimbatore,Coimbatore North,Sulur,8071,2.468,Government,0,0,0,0,0,88.3,0,12.1,0.0998,LOW,Pending approvals
93909,PAR-093909,PRJ-00293,CASE-093909,COMP-093909,APR-093909,DLY-093909,Coimbatore,Coimbatore North,Kinathukadavu,3757,0.595,Commercial,0,0,0,0,0,100.0,73,11.6,0.0998,LOW,Pending approvals
93910,PAR-093910,PRJ-02801,CASE-093910,COMP-093910,APR-093910,DLY-093910,Coimbatore,Annur,Sulur,9352,1.532,Nanjai,0,0,1,0,0,91.1,0,22.5,0.2059,LOW,Pending approvals
93911,PAR-093911,PRJ-00811,CASE-093911,COMP-093911,APR-093911,DLY-093911,Coimbatore,Pollachi,Madukkarai,3140,0.873,Punjai,1,0,0,0,0,98.7,0,26.8,0.31,MEDIUM,Legal dispute
93912,PAR-093912,PRJ-00338,CASE-093912,COMP-093912,APR-093912,DLY-093912,Coimbatore,Coimbatore South,Saravanampatti,3695,0.712,Government,0,1,0,1,1,70.7,0,50.5,0.475,HIGH,Compensation delay
93913,PAR-093913,PRJ-01437,CASE-093913,COMP-093913,APR-093913,DLY-093913,Coimbatore,Coimbatore South,Saravanampatti,6971,0.625,Poramboke,0,0,1,0,0,97.6,0,18.5,0.168,LOW,Pending approvals
93914,PAR-093914,PRJ-04223,CASE-093914,COMP-093914,APR-093914,DLY-093914,Coimbatore,Coimbatore North,Negamam,8779,2.665,Punjai,0,0,0,0,0,100.0,0,6.0,0.0998,LOW,Pending approvals
93915,PAR-093915,PRJ-02024,CASE-093915,COMP-093915,APR-093915,DLY-093915,Coimbatore,Coimbatore North,Kinathukadavu,8337,0.411,Punjai,0,0,1,0,0,90.9,247,17.1,0.168,LOW,Pending approvals
93916,PAR-093916,PRJ-04236,CASE-093916,COMP-093916,APR-093916,DLY-093916,Coimbatore,Annur,Negamam,2509,0.556,Government,0,0,0,0,0,84.5,0,22.5,0.2142,LOW,Notification pending
93917,PAR-093917,PRJ-02272,CASE-093917,COMP-093917,APR-093917,DLY-093917,Coimbatore,Coimbatore North,Sulur,7032,2.232,Commercial,1,1,0,0,0,74.4,0,42.3,0.4378,MEDIUM,Compensation delay
93918,PAR-093918,PRJ-00952,CASE-093918,COMP-093918,APR-093918,DLY-093918,Coimbatore,Coimbatore North,Karamadai,5800,1.392,Nanjai,0,0,0,0,0,98.5,0,21.6,0.19,LOW,Stakeholder bottleneck
93919,PAR-093919,PRJ-03106,CASE-093919,COMP-093919,APR-093919,DLY-093919,Coimbatore,Pollachi,Sulur,7431,2.876,Government,0,0,0,0,0,87.6,0,6.0,0.0998,LOW,Pending approvals
93920,PAR-093920,PRJ-04725,CASE-093920,COMP-093920,APR-093920,DLY-093920,Coimbatore,Madukkarai,Kinathukadavu,6881,0.204,Punjai,0,0,1,1,1,77.9,0,52.8,0.4875,HIGH,Pending approvals
93921,PAR-093921,PRJ-01166,CASE-093921,COMP-093921,APR-093921,DLY-093921,Coimbatore,Pollachi,Perur,4490,0.422,Punjai,0,0,1,0,0,100.0,0,20.1,0.168,LOW,Pending approvals
93922,PAR-093922,PRJ-02791,CASE-093922,COMP-093922,APR-093922,DLY-093922,Coimbatore,Pollachi,Sulur,7813,0.645,Nanjai,0,0,1,0,0,89.0,0,19.3,0.168,LOW,Pending approvals
93923,PAR-093923,PRJ-02705,CASE-093923,COMP-093923,APR-093923,DLY-093923,Coimbatore,Madukkarai,Thudiyalur,424,0.756,Industrial,0,0,0,0,0,86.1,0,16.2,0.1545,LOW,Possession pending
93924,PAR-093924,PRJ-01933,CASE-093924,COMP-093924,APR-093924,DLY-093924,Coimbatore,Kinathukadavu,Madukkarai,6321,0.624,Nanjai,0,0,0,0,0,75.2,0,11.9,0.1246,LOW,Stakeholder bottleneck
93925,PAR-093925,PRJ-03643,CASE-093925,COMP-093925,APR-093925,DLY-093925,Coimbatore,Kinathukadavu,Saravanampatti,7600,2.595,Government,0,0,0,0,1,97.5,0,23.0,0.2142,LOW,Rehabilitation delay
93926,PAR-093926,PRJ-00608,CASE-093926,COMP-093926,APR-093926,DLY-093926,Coimbatore,Coimbatore North,Thudiyalur,2346,2.063,Industrial,0,0,0,0,1,98.9,102,18.0,0.2142,LOW,Rehabilitation delay
93927,PAR-093927,PRJ-04584,CASE-093927,COMP-093927,APR-093927,DLY-093927,Coimbatore,Coimbatore North,Pollachi,1343,1.746,Punjai,0,0,0,0,0,81.2,0,13.2,0.1545,LOW,Notification pending
93928,PAR-093928,PRJ-04417,CASE-093928,COMP-093928,APR-093928,DLY-093928,Coimbatore,Sulur,Saravanampatti,2556,0.644,Poramboke,1,0,0,0,0,82.1,192,26.9,0.31,MEDIUM,Legal dispute
93929,PAR-093929,PRJ-04158,CASE-093929,COMP-093929,APR-093929,DLY-093929,Coimbatore,Coimbatore North,Kovilpalayam,4074,0.319,Punjai,0,0,0,0,0,90.3,0,10.5,0.0998,LOW,Pending approvals
93930,PAR-093930,PRJ-04921,CASE-093930,COMP-093930,APR-093930,DLY-093930,Coimbatore,Pollachi,Kinathukadavu,6583,0.272,Punjai,0,1,1,0,0,79.2,110,45.4,0.4256,MEDIUM,Pending approvals
93931,PAR-093931,PRJ-02830,CASE-093931,COMP-093931,APR-093931,DLY-093931,Coimbatore,Coimbatore North,Negamam,4964,1.005,Commercial,0,1,0,0,0,76.2,0,20.1,0.2405,LOW,Compensation delay
93932,PAR-093932,PRJ-01010,CASE-093932,COMP-093932,APR-093932,DLY-093932,Coimbatore,Coimbatore South,Kinathukadavu,7189,0.582,Poramboke,0,0,0,0,0,89.6,0,9.2,0.0998,LOW,Pending approvals
93933,PAR-093933,PRJ-03147,CASE-093933,COMP-093933,APR-093933,DLY-093933,Coimbatore,Sulur,Karamadai,349,1.821,Commercial,0,0,1,0,0,92.7,0,24.0,0.2497,LOW,Pending approvals
93934,PAR-093934,PRJ-00264,CASE-093934,COMP-093934,APR-093934,DLY-093934,Coimbatore,Coimbatore South,Karamadai,360,2.04,Residential,0,1,1,1,1,76.4,274,66.8,0.6792,HIGH,Pending approvals
93935,PAR-093935,PRJ-00156,CASE-093935,COMP-093935,APR-093935,DLY-093935,Coimbatore,Kinathukadavu,Kinathukadavu,5746,1.151,Government,0,1,0,0,1,81.0,0,51.6,0.4378,HIGH,Compensation delay
93936,PAR-093936,PRJ-02835,CASE-093936,COMP-093936,APR-093936,DLY-093936,Coimbatore,Coimbatore North,Saravanampatti,5114,0.806,Nanjai,0,0,0,0,0,99.8,0,8.4,0.0998,LOW,Pending approvals
93937,PAR-093937,PRJ-02432,CASE-093937,COMP-093937,APR-093937,DLY-093937,Coimbatore,Sulur,Karamadai,1094,0.754,Industrial,0,0,0,0,0,87.6,0,7.6,0.0998,LOW,Pending approvals
93938,PAR-093938,PRJ-04514,CASE-093938,COMP-093938,APR-093938,DLY-093938,Coimbatore,Madukkarai,Sulur,957,1.114,Nanjai,0,0,0,0,0,91.5,38,10.0,0.0998,LOW,Pending approvals
93939,PAR-093939,PRJ-03599,CASE-093939,COMP-093939,APR-093939,DLY-093939,Coimbatore,Annur,Negamam,3782,0.587,Punjai,0,0,0,0,0,100.0,0,9.2,0.0998,LOW,Pending approvals
93940,PAR-093940,PRJ-01761,CASE-093940,COMP-093940,APR-093940,DLY-093940,Coimbatore,Madukkarai,Annur,834,2.175,Government,0,0,1,1,0,94.4,141,43.1,0.4875,MEDIUM,Pending approvals
93941,PAR-093941,PRJ-02022,CASE-093941,COMP-093941,APR-093941,DLY-093941,Coimbatore,Mettupalayam,Kinathukadavu,3642,1.238,Residential,0,0,1,0,0,86.6,0,27.9,0.2497,MEDIUM,Pending approvals
93942,PAR-093942,PRJ-03594,CASE-093942,COMP-093942,APR-093942,DLY-093942,Coimbatore,Coimbatore North,Mettupalayam,8100,0.765,Nanjai,0,0,1,0,0,79.2,0,26.5,0.2497,MEDIUM,Pending approvals
93943,PAR-093943,PRJ-02124,CASE-093943,COMP-093943,APR-093943,DLY-093943,Coimbatore,Annur,Kinathukadavu,4899,0.317,Government,0,1,0,1,0,87.1,0,27.2,0.3543,MEDIUM,Compensation delay
93944,PAR-093944,PRJ-02674,CASE-093944,COMP-093944,APR-093944,DLY-093944,Coimbatore,Coimbatore North,Pollachi,1461,1.045,Nanjai,0,0,0,0,1,78.9,0,18.6,0.2142,LOW,Rehabilitation delay
93945,PAR-093945,PRJ-03090,CASE-093945,COMP-093945,APR-093945,DLY-093945,Coimbatore,Madukkarai,Annur,7443,0.694,Nanjai,0,1,0,0,0,78.5,0,25.6,0.1978,MEDIUM,Compensation delay
93946,PAR-093946,PRJ-01108,CASE-093946,COMP-093946,APR-093946,DLY-093946,Coimbatore,Mettupalayam,Saravanampatti,871,1.402,Residential,1,0,1,0,0,82.2,74,35.2,0.3318,MEDIUM,Pending approvals
93947,PAR-093947,PRJ-02802,CASE-093947,COMP-093947,APR-093947,DLY-093947,Coimbatore,Annur,Sulur,2633,0.312,Poramboke,0,0,1,1,0,91.0,0,30.6,0.31,MEDIUM,Pending approvals
93948,PAR-093948,PRJ-02715,CASE-093948,COMP-093948,APR-093948,DLY-093948,Coimbatore,Coimbatore North,Mettupalayam,4400,0.641,Nanjai,0,0,1,0,0,81.6,52,15.0,0.168,LOW,Pending approvals
93949,PAR-093949,PRJ-00386,CASE-093949,COMP-093949,APR-093949,DLY-093949,Coimbatore,Pollachi,Kinathukadavu,4716,1.931,Punjai,0,0,0,0,1,91.7,0,20.5,0.1545,LOW,Rehabilitation delay
93950,PAR-093950,PRJ-01716,CASE-093950,COMP-093950,APR-093950,DLY-093950,Coimbatore,Sulur,Kinathukadavu,5502,3.121,Punjai,0,0,0,0,0,100.0,0,8.8,0.0998,LOW,Pending approvals
93951,PAR-093951,PRJ-04245,CASE-093951,COMP-093951,APR-093951,DLY-093951,Coimbatore,Mettupalayam,Mettupalayam,137,2.222,Government,0,0,0,0,0,92.3,57,20.2,0.1545,LOW,Possession pending
93952,PAR-093952,PRJ-02543,CASE-093952,COMP-093952,APR-093952,DLY-093952,Coimbatore,Coimbatore South,Kinathukadavu,6023,1.303,Government,0,1,0,0,0,93.3,0,20.4,0.1978,LOW,Compensation delay
93953,PAR-093953,PRJ-03791,CASE-093953,COMP-093953,APR-093953,DLY-093953,Coimbatore,Coimbatore South,Madukkarai,5656,1.829,Industrial,0,0,0,0,0,89.5,0,4.5,0.0998,LOW,Pending approvals
93954,PAR-093954,PRJ-01125,CASE-093954,COMP-093954,APR-093954,DLY-093954,Coimbatore,Pollachi,Pollachi,3059,1.416,Industrial,0,0,0,0,0,79.3,0,8.9,0.0998,LOW,Pending approvals
93955,PAR-093955,PRJ-00119,CASE-093955,COMP-093955,APR-093955,DLY-093955,Coimbatore,Pollachi,Perur,6336,3.22,Nanjai,0,0,0,0,0,100.0,0,12.5,0.1545,LOW,Notification pending
93956,PAR-093956,PRJ-04894,CASE-093956,COMP-093956,APR-093956,DLY-093956,Coimbatore,Madukkarai,Kovilpalayam,1930,1.152,Nanjai,0,0,0,0,0,75.9,0,13.1,0.1246,LOW,Stakeholder bottleneck
93957,PAR-093957,PRJ-04924,CASE-093957,COMP-093957,APR-093957,DLY-093957,Coimbatore,Mettupalayam,Saravanampatti,7048,0.363,Residential,0,1,1,1,1,64.3,117,78.4,0.8176,CRITICAL,Pending approvals
93958,PAR-093958,PRJ-04355,CASE-093958,COMP-093958,APR-093958,DLY-093958,Coimbatore,Pollachi,Perur,2351,0.984,Punjai,0,0,0,0,0,96.9,0,18.4,0.1545,LOW,Notification pending
93959,PAR-093959,PRJ-03011,CASE-093959,COMP-093959,APR-093959,DLY-093959,Coimbatore,Sulur,Karamadai,9457,2.573,Government,0,0,0,0,1,85.8,0,14.3,0.1545,LOW,Rehabilitation delay
93960,PAR-093960,PRJ-02840,CASE-093960,COMP-093960,APR-093960,DLY-093960,Coimbatore,Kinathukadavu,Kinathukadavu,3721,0.857,Punjai,0,0,0,0,0,100.0,11,6.7,0.0998,LOW,Pending approvals
93961,PAR-093961,PRJ-04364,CASE-093961,COMP-093961,APR-093961,DLY-093961,Coimbatore,Kinathukadavu,Perur,1741,0.79,Nanjai,0,0,0,1,0,100.0,0,22.6,0.1978,LOW,Incomplete documentation
93962,PAR-093962,PRJ-04451,CASE-093962,COMP-093962,APR-093962,DLY-093962,Coimbatore,Mettupalayam,Karamadai,9351,1.168,Residential,1,0,1,0,0,82.6,79,44.8,0.4875,MEDIUM,Pending approvals
93963,PAR-093963,PRJ-04665,CASE-093963,COMP-093963,APR-093963,DLY-093963,Coimbatore,Annur,Karamadai,6139,2.748,Punjai,0,0,0,0,0,95.8,0,15.5,0.1545,LOW,Possession pending
93964,PAR-093964,PRJ-04277,CASE-093964,COMP-093964,APR-093964,DLY-093964,Coimbatore,Annur,Mettupalayam,6606,2.159,Nanjai,1,1,0,0,0,69.3,76,46.1,0.475,MEDIUM,Compensation delay
93965,PAR-093965,PRJ-02504,CASE-093965,COMP-093965,APR-093965,DLY-093965,Coimbatore,Coimbatore South,Thudiyalur,969,1.474,Nanjai,0,0,0,0,0,93.3,0,8.7,0.0998,LOW,Pending approvals
93966,PAR-093966,PRJ-01531,CASE-093966,COMP-093966,APR-093966,DLY-093966,Coimbatore,Annur,Thudiyalur,4605,2.123,Government,0,0,0,0,0,93.7,0,8.8,0.1419,LOW,Pending approvals
93967,PAR-093967,PRJ-01948,CASE-093967,COMP-093967,APR-093967,DLY-093967,Coimbatore,Mettupalayam,Madukkarai,3929,0.312,Commercial,0,0,0,0,0,92.7,0,14.1,0.0998,LOW,Pending approvals
93968,PAR-093968,PRJ-01511,CASE-093968,COMP-093968,APR-093968,DLY-093968,Coimbatore,Kinathukadavu,Pollachi,3178,2.684,Punjai,0,0,0,0,0,93.2,0,7.3,0.0998,LOW,Pending approvals
93969,PAR-093969,PRJ-00216,CASE-093969,COMP-093969,APR-093969,DLY-093969,Coimbatore,Pollachi,Mettupalayam,3721,0.607,Poramboke,0,1,0,0,0,73.2,87,33.3,0.2891,MEDIUM,Compensation delay
93970,PAR-093970,PRJ-04965,CASE-093970,COMP-093970,APR-093970,DLY-093970,Coimbatore,Pollachi,Sulur,8739,0.481,Nanjai,0,0,1,0,0,80.8,0,25.5,0.168,MEDIUM,Pending approvals
93971,PAR-093971,PRJ-01220,CASE-093971,COMP-093971,APR-093971,DLY-093971,Coimbatore,Sulur,Sulur,7426,1.396,Punjai,0,0,0,0,0,80.9,0,13.9,0.0998,LOW,Pending approvals
93972,PAR-093972,PRJ-04307,CASE-093972,COMP-093972,APR-093972,DLY-093972,Coimbatore,Coimbatore South,Pollachi,1801,0.863,Poramboke,0,0,0,0,0,100.0,0,17.5,0.1419,LOW,Pending approvals
93973,PAR-093973,PRJ-02379,CASE-093973,COMP-093973,APR-093973,DLY-093973,Coimbatore,Coimbatore South,Perur,9448,1.491,Residential,0,0,0,1,0,72.3,0,29.2,0.2891,MEDIUM,Incomplete documentation
93974,PAR-093974,PRJ-04418,CASE-093974,COMP-093974,APR-093974,DLY-093974,Coimbatore,Sulur,Thudiyalur,7782,0.386,Punjai,0,0,0,0,0,70.7,0,11.4,0.1545,LOW,Notification pending
93975,PAR-093975,PRJ-03542,CASE-093975,COMP-093975,APR-093975,DLY-093975,Coimbatore,Coimbatore South,Negamam,4698,3.847,Residential,0,0,0,0,1,80.3,0,26.4,0.2592,MEDIUM,Rehabilitation delay
93976,PAR-093976,PRJ-02664,CASE-093976,COMP-093976,APR-093976,DLY-093976,Coimbatore,Coimbatore South,Thudiyalur,675,1.12,Government,0,0,0,0,0,93.8,160,12.1,0.1246,LOW,Stakeholder bottleneck
93977,PAR-093977,PRJ-02497,CASE-093977,COMP-093977,APR-093977,DLY-093977,Coimbatore,Kinathukadavu,Sulur,6377,2.723,Poramboke,0,1,1,0,0,95.6,0,30.6,0.31,MEDIUM,Pending approvals
93978,PAR-093978,PRJ-02410,CASE-093978,COMP-093978,APR-093978,DLY-093978,Coimbatore,Coimbatore South,Karamadai,6333,2.218,Commercial,0,0,0,0,0,90.5,27,13.7,0.0998,LOW,Pending approvals
93979,PAR-093979,PRJ-04778,CASE-093979,COMP-093979,APR-093979,DLY-093979,Coimbatore,Mettupalayam,Thudiyalur,3164,1.864,Nanjai,0,0,0,0,1,100.0,0,16.0,0.1545,LOW,Rehabilitation delay
93980,PAR-093980,PRJ-04950,CASE-093980,COMP-093980,APR-093980,DLY-093980,Coimbatore,Madukkarai,Karamadai,575,0.962,Punjai,0,0,0,0,0,80.9,0,14.6,0.0998,LOW,Pending approvals
93981,PAR-093981,PRJ-01609,CASE-093981,COMP-093981,APR-093981,DLY-093981,Coimbatore,Pollachi,Negamam,1120,1.102,Nanjai,0,0,0,0,0,96.5,0,9.5,0.0998,LOW,Pending approvals
93982,PAR-093982,PRJ-03754,CASE-093982,COMP-093982,APR-093982,DLY-093982,Coimbatore,Kinathukadavu,Perur,6855,0.565,Commercial,0,0,0,0,0,92.8,0,8.1,0.0998,LOW,Pending approvals
93983,PAR-093983,PRJ-02353,CASE-093983,COMP-093983,APR-093983,DLY-093983,Coimbatore,Kinathukadavu,Perur,3623,2.15,Nanjai,0,0,0,0,1,98.9,0,19.8,0.19,LOW,Rehabilitation delay
93984,PAR-093984,PRJ-02305,CASE-093984,COMP-093984,APR-093984,DLY-093984,Coimbatore,Sulur,Perur,5872,0.414,Commercial,0,0,1,0,0,90.7,0,15.5,0.168,LOW,Pending approvals
93985,PAR-093985,PRJ-02855,CASE-093985,COMP-093985,APR-093985,DLY-093985,Coimbatore,Coimbatore South,Kovilpalayam,3757,0.351,Punjai,0,0,0,0,0,99.3,0,6.1,0.0998,LOW,Pending approvals
93986,PAR-093986,PRJ-01025,CASE-093986,COMP-093986,APR-093986,DLY-093986,Coimbatore,Pollachi,Saravanampatti,3625,0.539,Nanjai,0,0,0,0,0,98.3,0,3.7,0.0998,LOW,Pending approvals
93987,PAR-093987,PRJ-02252,CASE-093987,COMP-093987,APR-093987,DLY-093987,Coimbatore,Coimbatore South,Mettupalayam,1057,0.752,Commercial,0,0,0,0,0,96.6,0,10.4,0.0998,LOW,Pending approvals
93988,PAR-093988,PRJ-01479,CASE-093988,COMP-093988,APR-093988,DLY-093988,Coimbatore,Mettupalayam,Saravanampatti,5358,1.16,Industrial,0,0,0,0,0,98.4,0,14.0,0.0998,LOW,Pending approvals
93989,PAR-093989,PRJ-03219,CASE-093989,COMP-093989,APR-093989,DLY-093989,Coimbatore,Sulur,Perur,5807,0.653,Residential,0,1,0,0,0,85.1,99,19.7,0.1978,LOW,Compensation delay
93990,PAR-093990,PRJ-02455,CASE-093990,COMP-093990,APR-093990,DLY-093990,Coimbatore,Coimbatore North,Negamam,852,0.609,Residential,0,0,0,0,0,100.0,0,6.3,0.0998,LOW,Pending approvals
93991,PAR-093991,PRJ-03823,CASE-093991,COMP-093991,APR-093991,DLY-093991,Coimbatore,Mettupalayam,Kinathukadavu,4359,2.132,Nanjai,1,1,0,0,0,88.0,102,35.4,0.3775,MEDIUM,Compensation delay
93992,PAR-093992,PRJ-02876,CASE-093992,COMP-093992,APR-093992,DLY-093992,Coimbatore,Coimbatore North,Kinathukadavu,8762,1.168,Punjai,0,0,0,0,1,86.0,0,20.2,0.19,LOW,Rehabilitation delay
93993,PAR-093993,PRJ-03591,CASE-093993,COMP-093993,APR-093993,DLY-093993,Coimbatore,Annur,Karamadai,363,0.852,Residential,0,0,0,0,0,87.2,0,13.7,0.0998,LOW,Pending approvals
93994,PAR-093994,PRJ-04831,CASE-093994,COMP-093994,APR-093994,DLY-093994,Coimbatore,Coimbatore South,Thudiyalur,5250,0.617,Government,0,0,0,0,0,100.0,87,7.6,0.0998,LOW,Pending approvals
93995,PAR-093995,PRJ-02028,CASE-093995,COMP-093995,APR-093995,DLY-093995,Coimbatore,Annur,Kinathukadavu,3619,0.352,Industrial,0,0,0,0,0,99.5,0,8.3,0.0998,LOW,Pending approvals
93996,PAR-093996,PRJ-04256,CASE-093996,COMP-093996,APR-093996,DLY-093996,Coimbatore,Pollachi,Mettupalayam,4912,1.426,Commercial,0,0,0,1,0,83.7,0,16.2,0.1978,LOW,Incomplete documentation
93997,PAR-093997,PRJ-00020,CASE-093997,COMP-093997,APR-093997,DLY-093997,Coimbatore,Pollachi,Saravanampatti,2335,0.293,Government,0,0,0,0,0,99.6,0,10.6,0.0998,LOW,Pending approvals
93998,PAR-093998,PRJ-02818,CASE-093998,COMP-093998,APR-093998,DLY-093998,Coimbatore,Madukkarai,Kovilpalayam,7949,3.579,Nanjai,0,0,0,0,0,89.2,0,11.1,0.0998,LOW,Pending approvals
93999,PAR-093999,PRJ-01927,CASE-093999,COMP-093999,APR-093999,DLY-093999,Coimbatore,Coimbatore South,Kovilpalayam,5360,1.536,Government,0,0,0,0,0,85.9,0,14.3,0.1545,LOW,Possession pending
94000,PAR-094000,PRJ-01890,CASE-094000,COMP-094000,APR-094000,DLY-094000,Coimbatore,Coimbatore North,Pollachi,2844,0.925,Residential,1,0,0,0,1,95.3,0,32.7,0.31,MEDIUM,Legal dispute
94001,PAR-094001,PRJ-04534,CASE-094001,COMP-094001,APR-094001,DLY-094001,Coimbatore,Kinathukadavu,Madukkarai,4621,1.325,Poramboke,0,0,0,0,0,94.3,35,7.8,0.0998,LOW,Pending approvals
94002,PAR-094002,PRJ-04512,CASE-094002,COMP-094002,APR-094002,DLY-094002,Coimbatore,Sulur,Negamam,791,5.5,Punjai,0,0,0,0,0,97.7,0,12.7,0.1246,LOW,Pending approvals
94003,PAR-094003,PRJ-00982,CASE-094003,COMP-094003,APR-094003,DLY-094003,Coimbatore,Madukkarai,Saravanampatti,1393,0.99,Residential,0,0,1,0,0,97.1,0,16.8,0.168,LOW,Pending approvals
94004,PAR-094004,PRJ-01844,CASE-094004,COMP-094004,APR-094004,DLY-094004,Coimbatore,Sulur,Kinathukadavu,6984,1.378,Government,0,0,0,1,0,86.1,0,20.7,0.1978,LOW,Incomplete documentation
94005,PAR-094005,PRJ-03731,CASE-094005,COMP-094005,APR-094005,DLY-094005,Coimbatore,Sulur,Mettupalayam,4206,1.664,Residential,0,0,0,0,0,87.6,61,22.1,0.2592,LOW,Stakeholder bottleneck
94006,PAR-094006,PRJ-04418,CASE-094006,COMP-094006,APR-094006,DLY-094006,Coimbatore,Kinathukadavu,Thudiyalur,6270,1.757,Punjai,0,0,0,0,1,85.6,0,16.3,0.1545,LOW,Rehabilitation delay
94007,PAR-094007,PRJ-00701,CASE-094007,COMP-094007,APR-094007,DLY-094007,Coimbatore,Annur,Annur,9478,1.292,Nanjai,0,1,0,1,0,84.2,0,50.0,0.475,HIGH,Compensation delay
94008,PAR-094008,PRJ-02620,CASE-094008,COMP-094008,APR-094008,DLY-094008,Coimbatore,Mettupalayam,Sulur,6684,1.161,Punjai,0,0,1,0,0,89.6,54,17.1,0.168,LOW,Pending approvals
94009,PAR-094009,PRJ-02847,CASE-094009,COMP-094009,APR-094009,DLY-094009,Coimbatore,Pollachi,Kinathukadavu,766,1.208,Nanjai,0,0,0,0,0,82.5,56,18.5,0.19,LOW,Stakeholder bottleneck
94010,PAR-094010,PRJ-01577,CASE-094010,COMP-094010,APR-094010,DLY-094010,Coimbatore,Kinathukadavu,Annur,218,0.4,Punjai,0,0,0,0,0,88.2,0,26.7,0.2315,MEDIUM,Notification pending
94011,PAR-094011,PRJ-00236,CASE-094011,COMP-094011,APR-094011,DLY-094011,Coimbatore,Mettupalayam,Negamam,6131,0.563,Punjai,0,0,0,0,0,100.0,0,11.7,0.0998,LOW,Pending approvals
94012,PAR-094012,PRJ-04092,CASE-094012,COMP-094012,APR-094012,DLY-094012,Coimbatore,Pollachi,Perur,2,4.89,Government,0,1,0,0,0,84.5,0,24.7,0.2405,LOW,Compensation delay
94013,PAR-094013,PRJ-00155,CASE-094013,COMP-094013,APR-094013,DLY-094013,Coimbatore,Pollachi,Thudiyalur,8352,0.408,Nanjai,0,0,0,0,0,92.5,0,16.3,0.1545,LOW,Notification pending
94014,PAR-094014,PRJ-00492,CASE-094014,COMP-094014,APR-094014,DLY-094014,Coimbatore,Madukkarai,Saravanampatti,8681,0.328,Residential,0,0,0,0,0,82.9,0,11.1,0.1545,LOW,Notification pending
94015,PAR-094015,PRJ-01585,CASE-094015,COMP-094015,APR-094015,DLY-094015,Coimbatore,Kinathukadavu,Negamam,5263,0.857,Nanjai,0,0,0,0,0,89.5,0,19.4,0.1246,LOW,Stakeholder bottleneck
94016,PAR-094016,PRJ-03446,CASE-094016,COMP-094016,APR-094016,DLY-094016,Coimbatore,Pollachi,Saravanampatti,2022,0.956,Industrial,0,1,0,0,0,83.2,0,18.2,0.1978,LOW,Compensation delay
