case_id,project_id,dispute_flag,dispute_type,case_status,pending_days
CASE-089952,PRJ-02874,0,None,None,0
CASE-089953,PRJ-04832,0,None,None,0
CASE-089954,PRJ-00278,1,Inheritance,Hearing,141
CASE-089955,PRJ-00548,0,None,None,0
CASE-089956,PRJ-02686,0,None,None,0
CASE-089957,PRJ-02077,0,None,None,0
CASE-089958,PRJ-00376,0,None,None,0
CASE-089959,PRJ-00455,0,None,None,0
CASE-089960,PRJ-04902,0,None,None,0
CASE-089961,PRJ-03178,0,None,None,0
CASE-089962,PRJ-01938,0,None,None,0
CASE-089963,PRJ-02204,0,None,None,0
CASE-089964,PRJ-02176,0,None,None,0
CASE-089965,PRJ-03182,0,None,None,0
CASE-089966,PRJ-03596,0,None,None,0
CASE-089967,PRJ-03740,0,None,None,0
CASE-089968,PRJ-00823,0,None,None,0
CASE-089969,PRJ-01693,0,None,None,0
CASE-089970,PRJ-00933,0,None,None,0
CASE-089971,PRJ-00828,0,None,None,0
CASE-089972,PRJ-04820,0,None,None,0
CASE-089973,PRJ-04985,0,None,None,0
CASE-089974,PRJ-03776,0,None,None,0
CASE-089975,PRJ-00110,0,None,None,0
CASE-089976,PRJ-01001,0,None,None,0
CASE-089977,PRJ-03956,0,None,None,0
CASE-089978,PRJ-04082,0,None,None,0
CASE-089979,PRJ-01489,0,None,None,0
CASE-089980,PRJ-00766,0,None,None,0
CASE-089981,PRJ-03398,0,None,None,0
CASE-089982,PRJ-00833,0,None,None,0
CASE-089983,PRJ-03987,0,None,None,0
CASE-089984,PRJ-03826,0,None,None,0
CASE-089985,PRJ-03135,1,Boundary,Appeal,833
CASE-089986,PRJ-00225,1,Ownership,Hearing,303
CASE-089987,PRJ-00331,0,None,None,0
CASE-089988,PRJ-04406,0,None,None,0
CASE-089989,PRJ-01902,0,None,None,0
CASE-089990,PRJ-01019,0,None,None,0
CASE-089991,PRJ-01480,0,None,None,0
CASE-089992,PRJ-00658,0,None,None,0
CASE-089993,PRJ-02940,0,None,None,0
CASE-089994,PRJ-02783,1,Inheritance,Appeal,696
CASE-089995,PRJ-01699,0,None,None,0
CASE-089996,PRJ-00429,1,Ownership,Hearing,189
CASE-089997,PRJ-00974,0,None,None,0
CASE-089998,PRJ-01068,0,None,None,0
CASE-089999,PRJ-01613,0,None,None,0
CASE-090000,PRJ-01542,0,None,None,0
CASE-090001,PRJ-03914,0,None,None,0
CASE-090002,PRJ-03138,0,None,None,0
CASE-090003,PRJ-01391,0,None,None,0
CASE-090004,PRJ-00853,0,None,None,0
CASE-090005,PRJ-02718,0,None,None,0
CASE-090006,PRJ-01409,0,None,None,0
CASE-090007,PRJ-04165,1,Ownership,Hearing,186
CASE-090008,PRJ-04186,0,None,None,0
CASE-090009,PRJ-01773,0,None,None,0
CASE-090010,PRJ-00601,0,None,None,0
CASE-090011,PRJ-02372,0,None,None,0
CASE-090012,PRJ-02121,0,None,None,0
CASE-090013,PRJ-04712,0,None,None,0
CASE-090014,PRJ-04975,1,Boundary,Open,798
CASE-090015,PRJ-02154,0,None,None,0
CASE-090016,PRJ-01265,0,None,None,0
CASE-090017,PRJ-04378,0,None,None,0
CASE-090018,PRJ-00486,0,None,None,0
CASE-090019,PRJ-00597,1,Inheritance,Appeal,102
CASE-090020,PRJ-01498,0,None,None,0
CASE-090021,PRJ-01625,1,Ownership,Hearing,671
CASE-090022,PRJ-04663,0,None,None,0
CASE-090023,PRJ-01504,0,None,None,0
CASE-090024,PRJ-03277,0,None,None,0
CASE-090025,PRJ-03389,0,None,None,0
CASE-090026,PRJ-03228,0,None,None,0
CASE-090027,PRJ-00302,1,Compensation,Appeal,663
CASE-090028,PRJ-04589,0,None,None,0
CASE-090029,PRJ-04090,0,None,None,0
CASE-090030,PRJ-02569,0,None,None,0
CASE-090031,PRJ-01973,0,None,None,0
CASE-090032,PRJ-01579,0,None,None,0
CASE-090033,PRJ-03966,0,None,None,0
CASE-090034,PRJ-04063,0,None,None,0
CASE-090035,PRJ-01658,0,None,None,0
CASE-090036,PRJ-03019,0,None,None,0
CASE-090037,PRJ-02491,1,Boundary,Appeal,314
CASE-090038,PRJ-02916,0,None,None,0
CASE-090039,PRJ-00223,0,None,None,0
CASE-090040,PRJ-01996,0,None,None,0
CASE-090041,PRJ-01804,0,None,None,0
CASE-090042,PRJ-02146,0,None,None,0
CASE-090043,PRJ-04670,0,None,None,0
CASE-090044,PRJ-01017,0,None,None,0
CASE-090045,PRJ-04103,0,None,None,0
CASE-090046,PRJ-04323,0,None,None,0
CASE-090047,PRJ-01978,0,None,None,0
CASE-090048,PRJ-03839,0,None,None,0
CASE-090049,PRJ-00499,0,None,None,0
CASE-090050,PRJ-04090,0,None,None,0
CASE-090051,PRJ-04819,0,None,None,0
CASE-090052,PRJ-04588,0,None,None,0
CASE-090053,PRJ-02415,0,None,None,0
CASE-090054,PRJ-02920,0,None,None,0
CASE-090055,PRJ-03960,0,None,None,0
CASE-090056,PRJ-04367,0,None,None,0
CASE-090057,PRJ-04525,0,None,None,0
CASE-090058,PRJ-04175,1,Compensation,Hearing,622
CASE-090059,PRJ-02886,0,None,None,0
CASE-090060,PRJ-03927,0,None,None,0
CASE-090061,PRJ-04434,0,None,None,0
CASE-090062,PRJ-03640,0,None,None,0
CASE-090063,PRJ-00240,0,None,None,0
CASE-090064,PRJ-00401,0,None,None,0
CASE-090065,PRJ-00606,0,None,None,0
CASE-090066,PRJ-03306,0,None,None,0
CASE-090067,PRJ-02662,0,None,None,0
CASE-090068,PRJ-03660,1,Ownership,Open,694
CASE-090069,PRJ-03917,0,None,None,0
CASE-090070,PRJ-03146,0,None,None,0
CASE-090071,PRJ-01055,0,None,None,0
CASE-090072,PRJ-02426,0,None,None,0
CASE-090073,PRJ-04308,0,None,None,0
CASE-090074,PRJ-02826,0,None,None,0
CASE-090075,PRJ-01375,0,None,None,0
CASE-090076,PRJ-04751,0,None,None,0
CASE-090077,PRJ-04017,0,None,None,0
CASE-090078,PRJ-00856,0,None,None,0
CASE-090079,PRJ-02847,0,None,None,0
CASE-090080,PRJ-04023,0,None,None,0
CASE-090081,PRJ-00965,1,Inheritance,Open,428
CASE-090082,PRJ-00729,1,Compensation,Hearing,895
CASE-090083,PRJ-00772,0,None,None,0
CASE-090084,PRJ-02860,0,None,None,0
CASE-090085,PRJ-03760,0,None,None,0
CASE-090086,PRJ-02012,0,None,None,0
CASE-090087,PRJ-02306,0,None,None,0
CASE-090088,PRJ-04331,0,None,None,0
CASE-090089,PRJ-04225,0,None,None,0
CASE-090090,PRJ-02801,0,None,None,0
CASE-090091,PRJ-00461,0,None,None,0
CASE-090092,PRJ-03742,0,None,None,0
CASE-090093,PRJ-03173,0,None,None,0
CASE-090094,PRJ-00690,0,None,None,0
CASE-090095,PRJ-03167,0,None,None,0
CASE-090096,PRJ-01482,0,None,None,0
CASE-090097,PRJ-03794,0,None,None,0
CASE-090098,PRJ-04995,0,None,None,0
CASE-090099,PRJ-01363,0,None,None,0
CASE-090100,PRJ-03834,0,None,None,0
CASE-090101,PRJ-01078,0,None,None,0
CASE-090102,PRJ-00891,0,None,None,0
CASE-090103,PRJ-01825,0,None,None,0
CASE-090104,PRJ-01541,1,Compensation,Open,58
CASE-090105,PRJ-03578,0,None,None,0
CASE-090106,PRJ-04668,0,None,None,0
CASE-090107,PRJ-03503,0,None,None,0
CASE-090108,PRJ-01421,0,None,None,0
CASE-090109,PRJ-04025,0,None,None,0
CASE-090110,PRJ-01653,0,None,None,0
CASE-090111,PRJ-03620,1,Inheritance,Appeal,494
CASE-090112,PRJ-01457,1,Boundary,Appeal,634
CASE-090113,PRJ-03450,1,Inheritance,Appeal,620
CASE-090114,PRJ-03555,0,None,None,0
CASE-090115,PRJ-02395,0,None,None,0
CASE-090116,PRJ-04485,0,None,None,0
CASE-090117,PRJ-03335,0,None,None,0
CASE-090118,PRJ-03623,0,None,None,0
CASE-090119,PRJ-00656,0,None,None,0
CASE-090120,PRJ-00824,0,None,None,0
CASE-090121,PRJ-02285,0,None,None,0
CASE-090122,PRJ-03055,0,None,None,0
CASE-090123,PRJ-02206,0,None,None,0
CASE-090124,PRJ-02626,0,None,None,0
CASE-090125,PRJ-03695,0,None,None,0
CASE-090126,PRJ-01538,0,None,None,0
CASE-090127,PRJ-00094,0,None,None,0
CASE-090128,PRJ-00878,0,None,None,0
CASE-090129,PRJ-04041,0,None,None,0
CASE-090130,PRJ-02929,0,None,None,0
CASE-090131,PRJ-01052,0,None,None,0
CASE-090132,PRJ-00077,0,None,None,0
CASE-090133,PRJ-01395,0,None,None,0
CASE-090134,PRJ-04654,0,None,None,0
CASE-090135,PRJ-04636,0,None,None,0
CASE-090136,PRJ-00767,0,None,None,0
CASE-090137,PRJ-04739,0,None,None,0
CASE-090138,PRJ-03398,0,None,None,0
CASE-090139,PRJ-01497,0,None,None,0
CASE-090140,PRJ-02919,0,None,None,0
CASE-090141,PRJ-01081,0,None,None,0
CASE-090142,PRJ-02046,0,None,None,0
CASE-090143,PRJ-04716,0,None,None,0
CASE-090144,PRJ-02773,1,Inheritance,Open,733
CASE-090145,PRJ-02579,0,None,None,0
CASE-090146,PRJ-01069,0,None,None,0
CASE-090147,PRJ-01189,0,None,None,0
CASE-090148,PRJ-01277,0,None,None,0
CASE-090149,PRJ-00870,0,None,None,0
CASE-090150,PRJ-00778,0,None,None,0
CASE-090151,PRJ-03663,0,None,None,0
CASE-090152,PRJ-04903,0,None,None,0
CASE-090153,PRJ-00191,0,None,None,0
CASE-090154,PRJ-00834,0,None,None,0
CASE-090155,PRJ-01128,0,None,None,0
CASE-090156,PRJ-01096,0,None,None,0
CASE-090157,PRJ-00385,0,None,None,0
CASE-090158,PRJ-04731,0,None,None,0
CASE-090159,PRJ-04741,0,None,None,0
CASE-090160,PRJ-02608,0,None,None,0
CASE-090161,PRJ-00351,0,None,None,0
CASE-090162,PRJ-03715,0,None,None,0
CASE-090163,PRJ-03408,0,None,None,0
CASE-090164,PRJ-03770,0,None,None,0
CASE-090165,PRJ-00932,0,None,None,0
CASE-090166,PRJ-00620,0,None,None,0
CASE-090167,PRJ-01343,0,None,None,0
CASE-090168,PRJ-01294,0,None,None,0
CASE-090169,PRJ-04029,0,None,None,0
CASE-090170,PRJ-04476,0,None,None,0
CASE-090171,PRJ-03098,0,None,None,0
CASE-090172,PRJ-03145,0,None,None,0
CASE-090173,PRJ-01518,0,None,None,0
CASE-090174,PRJ-03712,0,None,None,0
CASE-090175,PRJ-00513,0,None,None,0
CASE-090176,PRJ-00880,0,None,None,0
CASE-090177,PRJ-03991,0,None,None,0
CASE-090178,PRJ-04116,0,None,None,0
CASE-090179,PRJ-00363,0,None,None,0
CASE-090180,PRJ-02072,0,None,None,0
CASE-090181,PRJ-04946,0,None,None,0
CASE-090182,PRJ-03795,0,None,None,0
CASE-090183,PRJ-00183,0,None,None,0
CASE-090184,PRJ-03413,0,None,None,0
CASE-090185,PRJ-04379,0,None,None,0
CASE-090186,PRJ-00870,0,None,None,0
CASE-090187,PRJ-03519,0,None,None,0
CASE-090188,PRJ-03931,0,None,None,0
CASE-090189,PRJ-02694,0,None,None,0
CASE-090190,PRJ-01087,0,None,None,0
CASE-090191,PRJ-02746,0,None,None,0
CASE-090192,PRJ-03801,0,None,None,0
CASE-090193,PRJ-01572,0,None,None,0
CASE-090194,PRJ-01378,0,None,None,0
CASE-090195,PRJ-00074,0,None,None,0
CASE-090196,PRJ-04640,0,None,None,0
CASE-090197,PRJ-01548,0,None,None,0
CASE-090198,PRJ-03826,0,None,None,0
CASE-090199,PRJ-00945,0,None,None,0
CASE-090200,PRJ-03549,0,None,None,0
CASE-090201,PRJ-04449,0,None,None,0
CASE-090202,PRJ-02304,1,Ownership,Open,741
CASE-090203,PRJ-02868,0,None,None,0
CASE-090204,PRJ-02528,0,None,None,0
CASE-090205,PRJ-00428,0,None,None,0
CASE-090206,PRJ-04504,0,None,None,0
CASE-090207,PRJ-04529,0,None,None,0
CASE-090208,PRJ-03301,0,None,None,0
CASE-090209,PRJ-00482,0,None,None,0
CASE-090210,PRJ-02247,0,None,None,0
CASE-090211,PRJ-02108,0,None,None,0
CASE-090212,PRJ-04631,0,None,None,0
CASE-090213,PRJ-04524,0,None,None,0
CASE-090214,PRJ-02930,0,None,None,0
CASE-090215,PRJ-01578,0,None,None,0
CASE-090216,PRJ-00956,0,None,None,0
CASE-090217,PRJ-01324,0,None,None,0
CASE-090218,PRJ-01688,0,None,None,0
CASE-090219,PRJ-00501,0,None,None,0
CASE-090220,PRJ-00498,0,None,None,0
CASE-090221,PRJ-03125,0,None,None,0
CASE-090222,PRJ-01269,0,None,None,0
CASE-090223,PRJ-03446,0,None,None,0
CASE-090224,PRJ-00252,1,Compensation,Appeal,712
CASE-090225,PRJ-01673,0,None,None,0
CASE-090226,PRJ-04760,1,Inheritance,Hearing,226
CASE-090227,PRJ-00695,0,None,None,0
CASE-090228,PRJ-01254,0,None,None,0
CASE-090229,PRJ-02340,0,None,None,0
CASE-090230,PRJ-00738,0,None,None,0
CASE-090231,PRJ-00035,1,Inheritance,Hearing,593
CASE-090232,PRJ-04064,0,None,None,0
CASE-090233,PRJ-02596,0,None,None,0
CASE-090234,PRJ-04237,0,None,None,0
CASE-090235,PRJ-02869,0,None,None,0
CASE-090236,PRJ-02469,0,None,None,0
CASE-090237,PRJ-01577,0,None,None,0
CASE-090238,PRJ-01702,0,None,None,0
CASE-090239,PRJ-02570,0,None,None,0
CASE-090240,PRJ-00867,0,None,None,0
CASE-090241,PRJ-00136,0,None,None,0
CASE-090242,PRJ-00483,0,None,None,0
CASE-090243,PRJ-02137,0,None,None,0
CASE-090244,PRJ-04797,0,None,None,0
CASE-090245,PRJ-04869,0,None,None,0
CASE-090246,PRJ-04620,0,None,None,0
CASE-090247,PRJ-03545,0,None,None,0
CASE-090248,PRJ-02738,1,Boundary,Hearing,376
CASE-090249,PRJ-02303,0,None,None,0
CASE-090250,PRJ-03631,0,None,None,0
CASE-090251,PRJ-00404,0,None,None,0
CASE-090252,PRJ-04197,0,None,None,0
CASE-090253,PRJ-02538,0,None,None,0
CASE-090254,PRJ-02427,0,None,None,0
CASE-090255,PRJ-02181,0,None,None,0
CASE-090256,PRJ-02014,0,None,None,0
CASE-090257,PRJ-04232,0,None,None,0
CASE-090258,PRJ-01571,0,None,None,0
CASE-090259,PRJ-01730,0,None,None,0
CASE-090260,PRJ-04324,0,None,None,0
CASE-090261,PRJ-03595,0,None,None,0
CASE-090262,PRJ-00020,0,None,None,0
CASE-090263,PRJ-03534,0,None,None,0
CASE-090264,PRJ-01895,0,None,None,0
CASE-090265,PRJ-00806,1,Compensation,Hearing,759
CASE-090266,PRJ-03399,0,None,None,0
CASE-090267,PRJ-04487,1,Boundary,Hearing,410
CASE-090268,PRJ-03064,0,None,None,0
CASE-090269,PRJ-04809,1,Boundary,Hearing,857
CASE-090270,PRJ-04401,0,None,None,0
CASE-090271,PRJ-04714,0,None,None,0
CASE-090272,PRJ-04889,0,None,None,0
CASE-090273,PRJ-02675,0,None,None,0
CASE-090274,PRJ-04871,0,None,None,0
CASE-090275,PRJ-00699,0,None,None,0
CASE-090276,PRJ-00995,0,None,None,0
CASE-090277,PRJ-03567,1,Compensation,Open,562
CASE-090278,PRJ-03904,1,Ownership,Hearing,222
CASE-090279,PRJ-03500,0,None,None,0
CASE-090280,PRJ-01041,0,None,None,0
CASE-090281,PRJ-03879,0,None,None,0
CASE-090282,PRJ-02050,0,None,None,0
CASE-090283,PRJ-02419,0,None,None,0
CASE-090284,PRJ-02108,0,None,None,0
CASE-090285,PRJ-02129,0,None,None,0
CASE-090286,PRJ-03405,0,None,None,0
CASE-090287,PRJ-00833,0,None,None,0
CASE-090288,PRJ-02232,0,None,None,0
CASE-090289,PRJ-00406,0,None,None,0
CASE-090290,PRJ-01752,0,None,None,0
CASE-090291,PRJ-04278,0,None,None,0
CASE-090292,PRJ-04344,1,Ownership,Appeal,240
CASE-090293,PRJ-00745,0,None,None,0
CASE-090294,PRJ-01996,0,None,None,0
CASE-090295,PRJ-02311,0,None,None,0
CASE-090296,PRJ-02928,0,None,None,0
CASE-090297,PRJ-04130,0,None,None,0
CASE-090298,PRJ-03599,0,None,None,0
CASE-090299,PRJ-02387,0,None,None,0
CASE-090300,PRJ-01990,1,Compensation,Hearing,339
CASE-090301,PRJ-02907,0,None,None,0
CASE-090302,PRJ-02110,0,None,None,0
CASE-090303,PRJ-02727,0,None,None,0
CASE-090304,PRJ-00744,0,None,None,0
CASE-090305,PRJ-03375,0,None,None,0
CASE-090306,PRJ-04252,0,None,None,0
CASE-090307,PRJ-00093,0,None,None,0
CASE-090308,PRJ-02054,0,None,None,0
CASE-090309,PRJ-02315,0,None,None,0
CASE-090310,PRJ-04225,0,None,None,0
CASE-090311,PRJ-00907,0,None,None,0
CASE-090312,PRJ-04171,1,Inheritance,Open,861
CASE-090313,PRJ-00823,0,None,None,0
CASE-090314,PRJ-04282,0,None,None,0
CASE-090315,PRJ-04406,0,None,None,0
CASE-090316,PRJ-02890,0,None,None,0
CASE-090317,PRJ-02892,0,None,None,0
CASE-090318,PRJ-03955,0,None,None,0
CASE-090319,PRJ-04071,0,None,None,0
CASE-090320,PRJ-01922,0,None,None,0
CASE-090321,PRJ-02395,0,None,None,0
CASE-090322,PRJ-00687,0,None,None,0
CASE-090323,PRJ-02579,0,None,None,0
CASE-090324,PRJ-01512,0,None,None,0
CASE-090325,PRJ-02237,0,None,None,0
CASE-090326,PRJ-02339,0,None,None,0
CASE-090327,PRJ-03571,0,None,None,0
CASE-090328,PRJ-03249,0,None,None,0
CASE-090329,PRJ-02879,0,None,None,0
CASE-090330,PRJ-03585,0,None,None,0
CASE-090331,PRJ-03319,0,None,None,0
CASE-090332,PRJ-02822,0,None,None,0
CASE-090333,PRJ-02310,0,None,None,0
CASE-090334,PRJ-04995,0,None,None,0
CASE-090335,PRJ-04594,1,Boundary,Hearing,710
CASE-090336,PRJ-04000,0,None,None,0
CASE-090337,PRJ-02835,0,None,None,0
CASE-090338,PRJ-04316,0,None,None,0
CASE-090339,PRJ-01342,0,None,None,0
CASE-090340,PRJ-02928,0,None,None,0
CASE-090341,PRJ-02879,0,None,None,0
CASE-090342,PRJ-01988,0,None,None,0
CASE-090343,PRJ-04312,0,None,None,0
CASE-090344,PRJ-01508,0,None,None,0
CASE-090345,PRJ-00585,0,None,None,0
CASE-090346,PRJ-02790,0,None,None,0
CASE-090347,PRJ-02992,1,Ownership,Hearing,781
CASE-090348,PRJ-00329,0,None,None,0
CASE-090349,PRJ-01679,0,None,None,0
CASE-090350,PRJ-01249,0,None,None,0
CASE-090351,PRJ-01462,1,Boundary,Hearing,286
CASE-090352,PRJ-01334,0,None,None,0
CASE-090353,PRJ-02577,0,None,None,0
CASE-090354,PRJ-03446,0,None,None,0
CASE-090355,PRJ-04182,0,None,None,0
CASE-090356,PRJ-01031,0,None,None,0
CASE-090357,PRJ-01102,0,None,None,0
CASE-090358,PRJ-03486,0,None,None,0
CASE-090359,PRJ-01152,0,None,None,0
CASE-090360,PRJ-03652,0,None,None,0
CASE-090361,PRJ-01306,0,None,None,0
CASE-090362,PRJ-03323,0,None,None,0
CASE-090363,PRJ-00899,0,None,None,0
CASE-090364,PRJ-00659,1,Boundary,Open,124
CASE-090365,PRJ-00613,0,None,None,0
CASE-090366,PRJ-04049,1,Compensation,Appeal,347
CASE-090367,PRJ-01433,0,None,None,0
CASE-090368,PRJ-02490,0,None,None,0
CASE-090369,PRJ-01254,0,None,None,0
CASE-090370,PRJ-01690,0,None,None,0
CASE-090371,PRJ-04730,0,None,None,0
CASE-090372,PRJ-00867,0,None,None,0
CASE-090373,PRJ-01723,0,None,None,0
CASE-090374,PRJ-02999,0,None,None,0
CASE-090375,PRJ-03367,0,None,None,0
CASE-090376,PRJ-00712,0,None,None,0
CASE-090377,PRJ-02493,0,None,None,0
CASE-090378,PRJ-00838,0,None,None,0
CASE-090379,PRJ-00916,1,Ownership,Appeal,429
CASE-090380,PRJ-00483,0,None,None,0
CASE-090381,PRJ-03188,0,None,None,0
CASE-090382,PRJ-04492,0,None,None,0
CASE-090383,PRJ-00300,0,None,None,0
CASE-090384,PRJ-00943,0,None,None,0
CASE-090385,PRJ-01803,0,None,None,0
CASE-090386,PRJ-02033,0,None,None,0
CASE-090387,PRJ-01748,0,None,None,0
CASE-090388,PRJ-03065,0,None,None,0
CASE-090389,PRJ-02626,0,None,None,0
CASE-090390,PRJ-00699,1,Inheritance,Appeal,869
CASE-090391,PRJ-01539,0,None,None,0
CASE-090392,PRJ-01012,0,None,None,0
CASE-090393,PRJ-00469,0,None,None,0
CASE-090394,PRJ-00182,0,None,None,0
CASE-090395,PRJ-00531,0,None,None,0
CASE-090396,PRJ-02702,0,None,None,0
CASE-090397,PRJ-01669,0,None,None,0
CASE-090398,PRJ-03436,0,None,None,0
CASE-090399,PRJ-02886,0,None,None,0
CASE-090400,PRJ-03145,0,None,None,0
CASE-090401,PRJ-04972,0,None,None,0
CASE-090402,PRJ-04359,0,None,None,0
CASE-090403,PRJ-00145,0,None,None,0
CASE-090404,PRJ-01821,0,None,None,0
CASE-090405,PRJ-02530,0,None,None,0
CASE-090406,PRJ-04249,0,None,None,0
CASE-090407,PRJ-01657,0,None,None,0
CASE-090408,PRJ-01245,0,None,None,0
CASE-090409,PRJ-01796,0,None,None,0
CASE-090410,PRJ-04661,0,None,None,0
CASE-090411,PRJ-00525,0,None,None,0
CASE-090412,PRJ-03853,0,None,None,0
CASE-090413,PRJ-02753,0,None,None,0
CASE-090414,PRJ-01412,1,Inheritance,Hearing,756
CASE-090415,PRJ-03155,0,None,None,0
CASE-090416,PRJ-02317,0,None,None,0
CASE-090417,PRJ-02509,0,None,None,0
CASE-090418,PRJ-03041,0,None,None,0
CASE-090419,PRJ-00756,0,None,None,0
CASE-090420,PRJ-02904,0,None,None,0
CASE-090421,PRJ-02121,0,None,None,0
CASE-090422,PRJ-02120,0,None,None,0
CASE-090423,PRJ-01611,0,None,None,0
CASE-090424,PRJ-03542,0,None,None,0
CASE-090425,PRJ-01527,0,None,None,0
CASE-090426,PRJ-04632,0,None,None,0
CASE-090427,PRJ-00436,0,None,None,0
CASE-090428,PRJ-00984,0,None,None,0
CASE-090429,PRJ-03204,0,None,None,0
CASE-090430,PRJ-03043,0,None,None,0
CASE-090431,PRJ-04469,0,None,None,0
CASE-090432,PRJ-00538,0,None,None,0
CASE-090433,PRJ-00689,0,None,None,0
CASE-090434,PRJ-03211,1,Ownership,Hearing,441
CASE-090435,PRJ-02129,0,None,None,0
CASE-090436,PRJ-04690,0,None,None,0
CASE-090437,PRJ-04303,0,None,None,0
CASE-090438,PRJ-00906,0,None,None,0
CASE-090439,PRJ-01345,0,None,None,0
CASE-090440,PRJ-02411,0,None,None,0
CASE-090441,PRJ-02622,0,None,None,0
CASE-090442,PRJ-00435,0,None,None,0
CASE-090443,PRJ-04010,0,None,None,0
CASE-090444,PRJ-04063,0,None,None,0
CASE-090445,PRJ-03852,1,Compensation,Appeal,608
CASE-090446,PRJ-04571,0,None,None,0
CASE-090447,PRJ-04769,0,None,None,0
CASE-090448,PRJ-04404,0,None,None,0
CASE-090449,PRJ-01507,0,None,None,0
CASE-090450,PRJ-03852,0,None,None,0
CASE-090451,PRJ-01236,0,None,None,0
CASE-090452,PRJ-02732,0,None,None,0
CASE-090453,PRJ-04945,0,None,None,0
CASE-090454,PRJ-03558,1,Ownership,Appeal,254
CASE-090455,PRJ-02202,0,None,None,0
CASE-090456,PRJ-02598,0,None,None,0
CASE-090457,PRJ-00662,0,None,None,0
CASE-090458,PRJ-01827,1,Ownership,Appeal,525
CASE-090459,PRJ-02716,0,None,None,0
CASE-090460,PRJ-01437,0,None,None,0
CASE-090461,PRJ-00370,0,None,None,0
CASE-090462,PRJ-04671,1,Inheritance,Appeal,375
CASE-090463,PRJ-04160,0,None,None,0
CASE-090464,PRJ-00998,0,None,None,0
CASE-090465,PRJ-02216,1,Inheritance,Open,791
CASE-090466,PRJ-04411,0,None,None,0
CASE-090467,PRJ-01483,1,Ownership,Open,39
CASE-090468,PRJ-01677,0,None,None,0
CASE-090469,PRJ-00116,1,Compensation,Hearing,349
CASE-090470,PRJ-00093,0,None,None,0
CASE-090471,PRJ-01292,0,None,None,0
CASE-090472,PRJ-00257,0,None,None,0
CASE-090473,PRJ-04455,0,None,None,0
CASE-090474,PRJ-01166,0,None,None,0
CASE-090475,PRJ-01452,0,None,None,0
CASE-090476,PRJ-02129,0,None,None,0
CASE-090477,PRJ-00923,0,None,None,0
CASE-090478,PRJ-02720,0,None,None,0
CASE-090479,PRJ-02133,0,None,None,0
CASE-090480,PRJ-01039,0,None,None,0
CASE-090481,PRJ-04814,0,None,None,0
CASE-090482,PRJ-01182,0,None,None,0
CASE-090483,PRJ-04954,0,None,None,0
CASE-090484,PRJ-02137,0,None,None,0
CASE-090485,PRJ-04110,0,None,None,0
CASE-090486,PRJ-00406,0,None,None,0
CASE-090487,PRJ-01296,0,None,None,0
CASE-090488,PRJ-04460,0,None,None,0
CASE-090489,PRJ-02860,1,Inheritance,Appeal,221
CASE-090490,PRJ-03034,0,None,None,0
CASE-090491,PRJ-04426,0,None,None,0
CASE-090492,PRJ-00316,0,None,None,0
CASE-090493,PRJ-02102,0,None,None,0
CASE-090494,PRJ-00460,1,Ownership,Open,637
CASE-090495,PRJ-03946,0,None,None,0
CASE-090496,PRJ-00015,0,None,None,0
CASE-090497,PRJ-00203,0,None,None,0
CASE-090498,PRJ-01443,1,Boundary,Hearing,259
CASE-090499,PRJ-04279,0,None,None,0
CASE-090500,PRJ-04740,0,None,None,0
CASE-090501,PRJ-01127,0,None,None,0
CASE-090502,PRJ-02000,0,None,None,0
CASE-090503,PRJ-02205,0,None,None,0
CASE-090504,PRJ-04665,0,None,None,0
CASE-090505,PRJ-04568,0,None,None,0
CASE-090506,PRJ-04354,0,None,None,0
CASE-090507,PRJ-03707,0,None,None,0
CASE-090508,PRJ-04375,0,None,None,0
CASE-090509,PRJ-01715,0,None,None,0
CASE-090510,PRJ-04400,0,None,None,0
CASE-090511,PRJ-02154,1,Boundary,Hearing,394
CASE-090512,PRJ-00848,0,None,None,0
CASE-090513,PRJ-03326,0,None,None,0
CASE-090514,PRJ-00510,1,Compensation,Hearing,375
CASE-090515,PRJ-04065,0,None,None,0
CASE-090516,PRJ-02840,0,None,None,0
CASE-090517,PRJ-03494,0,None,None,0
CASE-090518,PRJ-02818,0,None,None,0
CASE-090519,PRJ-03487,1,Boundary,Open,810
CASE-090520,PRJ-00315,0,None,None,0
CASE-090521,PRJ-04212,0,None,None,0
CASE-090522,PRJ-02395,1,Inheritance,Open,65
CASE-090523,PRJ-03732,0,None,None,0
CASE-090524,PRJ-04684,0,None,None,0
CASE-090525,PRJ-02868,0,None,None,0
CASE-090526,PRJ-03556,0,None,None,0
CASE-090527,PRJ-00300,0,None,None,0
CASE-090528,PRJ-01034,0,None,None,0
CASE-090529,PRJ-03351,1,Inheritance,Open,813
CASE-090530,PRJ-01390,0,None,None,0
CASE-090531,PRJ-02553,1,Compensation,Hearing,472
CASE-090532,PRJ-01346,0,None,None,0
CASE-090533,PRJ-01578,0,None,None,0
CASE-090534,PRJ-04160,0,None,None,0
CASE-090535,PRJ-03701,0,None,None,0
CASE-090536,PRJ-00301,0,None,None,0
CASE-090537,PRJ-04184,0,None,None,0
CASE-090538,PRJ-00601,0,None,None,0
CASE-090539,PRJ-00246,0,None,None,0
CASE-090540,PRJ-01426,0,None,None,0
CASE-090541,PRJ-00688,0,None,None,0
CASE-090542,PRJ-03662,0,None,None,0
CASE-090543,PRJ-04087,0,None,None,0
