project_id,parcel_id,case_id,land_required,affected_family_count,priority
PRJ-00816,PAR-072846,CASE-072846,0.822,1,High
PRJ-00067,PAR-072847,CASE-072847,1.793,3,Normal
PRJ-01804,PAR-072848,CASE-072848,0.849,2,High
PRJ-01912,PAR-072849,CASE-072849,0.498,3,Normal
PRJ-01971,PAR-072850,CASE-072850,1.351,2,Normal
PRJ-03119,PAR-072851,CASE-072851,1.589,2,Normal
PRJ-00762,PAR-072852,CASE-072852,1.174,2,Normal
PRJ-03665,PAR-072853,CASE-072853,2.151,2,High
PRJ-04149,PAR-072854,CASE-072854,0.796,1,Strategic
PRJ-01452,PAR-072855,CASE-072855,0.408,2,Normal
PRJ-04089,PAR-072856,CASE-072856,0.36,3,Normal
PRJ-04367,PAR-072857,CASE-072857,0.503,2,Normal
PRJ-00812,PAR-072858,CASE-072858,0.269,2,High
PRJ-03208,PAR-072859,CASE-072859,0.738,3,Strategic
PRJ-01561,PAR-072860,CASE-072860,2.58,1,Strategic
PRJ-02237,PAR-072861,CASE-072861,0.457,5,Normal
PRJ-03863,PAR-072862,CASE-072862,2.92,2,High
PRJ-04206,PAR-072863,CASE-072863,0.434,2,Normal
PRJ-04110,PAR-072864,CASE-072864,0.468,6,Normal
PRJ-03980,PAR-072865,CASE-072865,0.326,1,Normal
PRJ-04984,PAR-072866,CASE-072866,3.913,2,Normal
PRJ-00484,PAR-072867,CASE-072867,1.047,2,Normal
PRJ-02900,PAR-072868,CASE-072868,1.171,1,Normal
PRJ-02874,PAR-072869,CASE-072869,0.276,2,Normal
PRJ-04122,PAR-072870,CASE-072870,3.718,2,Normal
PRJ-04851,PAR-072871,CASE-072871,4.711,2,Normal
PRJ-01165,PAR-072872,CASE-072872,1.096,1,Strategic
PRJ-01251,PAR-072873,CASE-072873,1.913,5,Normal
PRJ-02314,PAR-072874,CASE-072874,1.938,1,Normal
PRJ-04602,PAR-072875,CASE-072875,0.202,3,High
PRJ-01242,PAR-072876,CASE-072876,0.366,2,Normal
PRJ-03034,PAR-072877,CASE-072877,0.279,3,Strategic
PRJ-04028,PAR-072878,CASE-072878,0.579,4,High
PRJ-00897,PAR-072879,CASE-072879,1.284,3,High
PRJ-01893,PAR-072880,CASE-072880,1.693,3,Normal
PRJ-03726,PAR-072881,CASE-072881,0.876,2,Normal
PRJ-02629,PAR-072882,CASE-072882,0.838,4,High
PRJ-01413,PAR-072883,CASE-072883,1.127,3,High
PRJ-03302,PAR-072884,CASE-072884,0.262,2,High
PRJ-02292,PAR-072885,CASE-072885,0.526,1,Normal
PRJ-02162,PAR-072886,CASE-072886,0.736,2,Normal
PRJ-02778,PAR-072887,CASE-072887,0.489,2,Normal
PRJ-02615,PAR-072888,CASE-072888,1.364,2,Normal
PRJ-00075,PAR-072889,CASE-072889,1.919,2,Normal
PRJ-00235,PAR-072890,CASE-072890,0.119,3,Normal
PRJ-02725,PAR-072891,CASE-072891,0.39,4,High
PRJ-04960,PAR-072892,CASE-072892,1.912,3,Normal
PRJ-02672,PAR-072893,CASE-072893,3.347,2,High
PRJ-02767,PAR-072894,CASE-072894,1.314,1,Normal
PRJ-00146,PAR-072895,CASE-072895,0.472,2,Strategic
PRJ-02869,PAR-072896,CASE-072896,1.891,3,High
PRJ-01335,PAR-072897,CASE-072897,0.63,4,Strategic
PRJ-01626,PAR-072898,CASE-072898,0.498,3,Strategic
PRJ-04688,PAR-072899,CASE-072899,3.023,1,Strategic
PRJ-02071,PAR-072900,CASE-072900,0.35,4,Normal
PRJ-00485,PAR-072901,CASE-072901,0.991,1,Normal
PRJ-04991,PAR-072902,CASE-072902,0.322,2,High
PRJ-01889,PAR-072903,CASE-072903,0.151,1,Normal
PRJ-03549,PAR-072904,CASE-072904,1.148,4,Normal
PRJ-04132,PAR-072905,CASE-072905,0.412,2,Normal
PRJ-04247,PAR-072906,CASE-072906,0.789,1,High
PRJ-02156,PAR-072907,CASE-072907,1.048,3,Normal
PRJ-04660,PAR-072908,CASE-072908,0.392,4,High
PRJ-04435,PAR-072909,CASE-072909,1.71,2,Normal
PRJ-01011,PAR-072910,CASE-072910,0.587,3,High
PRJ-03966,PAR-072911,CASE-072911,0.552,2,Normal
PRJ-03622,PAR-072912,CASE-072912,0.356,1,Normal
PRJ-00418,PAR-072913,CASE-072913,0.755,2,Normal
PRJ-02293,PAR-072914,CASE-072914,1.297,1,High
PRJ-02177,PAR-072915,CASE-072915,0.112,2,Normal
PRJ-03938,PAR-072916,CASE-072916,0.117,1,Normal
PRJ-02433,PAR-072917,CASE-072917,0.587,4,Normal
PRJ-00294,PAR-072918,CASE-072918,0.437,3,High
PRJ-04373,PAR-072919,CASE-072919,2.798,2,Strategic
PRJ-00540,PAR-072920,CASE-072920,7.285,2,Normal
PRJ-00988,PAR-072921,CASE-072921,0.291,3,Normal
PRJ-00512,PAR-072922,CASE-072922,0.702,2,Normal
PRJ-04314,PAR-072923,CASE-072923,0.49,2,Normal
PRJ-03710,PAR-072924,CASE-072924,0.884,1,Normal
PRJ-00384,PAR-072925,CASE-072925,0.528,2,Normal
PRJ-00588,PAR-072926,CASE-072926,0.277,1,High
PRJ-04874,PAR-072927,CASE-072927,1.095,2,Strategic
PRJ-02957,PAR-072928,CASE-072928,0.525,4,Normal
PRJ-02901,PAR-072929,CASE-072929,0.531,2,Normal
PRJ-00017,PAR-072930,CASE-072930,1.448,1,Normal
PRJ-04244,PAR-072931,CASE-072931,0.188,1,High
PRJ-00845,PAR-072932,CASE-072932,1.303,1,High
PRJ-04667,PAR-072933,CASE-072933,0.244,2,Normal
PRJ-00707,PAR-072934,CASE-072934,0.458,4,Normal
PRJ-03120,PAR-072935,CASE-072935,1.023,3,Normal
PRJ-02413,PAR-072936,CASE-072936,3.742,1,High
PRJ-02856,PAR-072937,CASE-072937,0.296,2,Normal
PRJ-01898,PAR-072938,CASE-072938,5.935,2,Normal
PRJ-00832,PAR-072939,CASE-072939,1.429,2,Normal
PRJ-03871,PAR-072940,CASE-072940,0.498,7,Normal
PRJ-02520,PAR-072941,CASE-072941,0.957,3,High
PRJ-03992,PAR-072942,CASE-072942,0.661,2,Normal
PRJ-00426,PAR-072943,CASE-072943,0.763,3,Strategic
PRJ-00028,PAR-072944,CASE-072944,0.472,2,Strategic
PRJ-02831,PAR-072945,CASE-072945,1.52,4,Normal
PRJ-01724,PAR-072946,CASE-072946,0.8,2,Normal
PRJ-04310,PAR-072947,CASE-072947,0.371,1,High
PRJ-04714,PAR-072948,CASE-072948,0.432,2,Strategic
PRJ-02868,PAR-072949,CASE-072949,1.152,1,Normal
PRJ-03939,PAR-072950,CASE-072950,0.535,2,Strategic
PRJ-04217,PAR-072951,CASE-072951,0.54,2,High
PRJ-02858,PAR-072952,CASE-072952,1.821,2,Normal
PRJ-03261,PAR-072953,CASE-072953,2.183,4,Strategic
PRJ-01958,PAR-072954,CASE-072954,1.98,3,Strategic
PRJ-01016,PAR-072955,CASE-072955,1.269,2,Normal
PRJ-01411,PAR-072956,CASE-072956,1.279,1,Strategic
PRJ-01693,PAR-072957,CASE-072957,0.532,2,Strategic
PRJ-03131,PAR-072958,CASE-072958,0.192,5,Normal
PRJ-01870,PAR-072959,CASE-072959,0.113,1,Normal
PRJ-01550,PAR-072960,CASE-072960,4.246,1,Normal
PRJ-00991,PAR-072961,CASE-072961,0.29,3,Normal
PRJ-00068,PAR-072962,CASE-072962,1.668,2,Normal
PRJ-00355,PAR-072963,CASE-072963,2.064,4,High
PRJ-01772,PAR-072964,CASE-072964,0.658,1,Normal
PRJ-00643,PAR-072965,CASE-072965,0.714,1,High
PRJ-03767,PAR-072966,CASE-072966,0.242,3,High
PRJ-03442,PAR-072967,CASE-072967,1.764,3,High
PRJ-01496,PAR-072968,CASE-072968,1.423,3,Normal
PRJ-04737,PAR-072969,CASE-072969,0.475,2,Normal
PRJ-01198,PAR-072970,CASE-072970,5.74,4,Strategic
PRJ-00784,PAR-072971,CASE-072971,0.809,3,High
PRJ-03014,PAR-072972,CASE-072972,1.723,1,High
PRJ-03588,PAR-072973,CASE-072973,2.359,2,Normal
PRJ-04191,PAR-072974,CASE-072974,2.663,4,Normal
PRJ-00389,PAR-072975,CASE-072975,0.477,2,Normal
PRJ-00738,PAR-072976,CASE-072976,3.019,2,High
PRJ-00224,PAR-072977,CASE-072977,1.173,1,Normal
PRJ-04005,PAR-072978,CASE-072978,7.147,3,Strategic
PRJ-03279,PAR-072979,CASE-072979,0.832,3,High
PRJ-04046,PAR-072980,CASE-072980,0.934,2,Normal
PRJ-01788,PAR-072981,CASE-072981,1.242,2,Normal
PRJ-03021,PAR-072982,CASE-072982,6.146,2,Normal
PRJ-04480,PAR-072983,CASE-072983,1.026,2,Strategic
PRJ-00314,PAR-072984,CASE-072984,0.874,2,Normal
PRJ-02525,PAR-072985,CASE-072985,2.173,2,High
PRJ-02070,PAR-072986,CASE-072986,0.196,3,High
PRJ-04774,PAR-072987,CASE-072987,0.891,3,Normal
PRJ-01410,PAR-072988,CASE-072988,1.221,2,Strategic
PRJ-03511,PAR-072989,CASE-072989,2.123,3,High
PRJ-04773,PAR-072990,CASE-072990,1.468,4,Normal
PRJ-01108,PAR-072991,CASE-072991,2.353,3,High
PRJ-01110,PAR-072992,CASE-072992,0.572,1,High
PRJ-01494,PAR-072993,CASE-072993,1.094,2,High
PRJ-01188,PAR-072994,CASE-072994,0.296,3,High
PRJ-04902,PAR-072995,CASE-072995,1.251,3,Normal
PRJ-00535,PAR-072996,CASE-072996,0.689,1,High
PRJ-01637,PAR-072997,CASE-072997,0.45,2,Normal
PRJ-04319,PAR-072998,CASE-072998,0.214,1,High
PRJ-00080,PAR-072999,CASE-072999,1.178,1,High
PRJ-03832,PAR-073000,CASE-073000,0.534,2,Normal
PRJ-00094,PAR-073001,CASE-073001,0.616,2,Normal
PRJ-00259,PAR-073002,CASE-073002,1.419,3,High
PRJ-03943,PAR-073003,CASE-073003,0.295,1,Normal
PRJ-01506,PAR-073004,CASE-073004,2.955,1,Normal
PRJ-01207,PAR-073005,CASE-073005,0.179,4,Strategic
PRJ-01001,PAR-073006,CASE-073006,0.811,2,High
PRJ-02270,PAR-073007,CASE-073007,2.1,3,Normal
PRJ-03789,PAR-073008,CASE-073008,5.959,1,High
PRJ-04428,PAR-073009,CASE-073009,0.388,3,Normal
PRJ-01396,PAR-073010,CASE-073010,0.623,2,Strategic
PRJ-01611,PAR-073011,CASE-073011,0.21,1,Normal
PRJ-02454,PAR-073012,CASE-073012,0.327,2,Normal
PRJ-02964,PAR-073013,CASE-073013,0.754,5,Normal
PRJ-03167,PAR-073014,CASE-073014,1.294,1,Normal
PRJ-03177,PAR-073015,CASE-073015,1.969,1,Normal
PRJ-04673,PAR-073016,CASE-073016,0.42,4,Normal
PRJ-02484,PAR-073017,CASE-073017,2.282,3,Strategic
PRJ-03326,PAR-073018,CASE-073018,0.639,1,Normal
PRJ-01964,PAR-073019,CASE-073019,0.873,2,Strategic
PRJ-03399,PAR-073020,CASE-073020,0.627,1,Normal
PRJ-01620,PAR-073021,CASE-073021,2.612,4,Normal
PRJ-02241,PAR-073022,CASE-073022,0.642,3,High
PRJ-03985,PAR-073023,CASE-073023,0.556,2,High
PRJ-00265,PAR-073024,CASE-073024,0.674,2,Normal
PRJ-02600,PAR-073025,CASE-073025,0.356,1,Normal
PRJ-03697,PAR-073026,CASE-073026,1.499,3,High
PRJ-04250,PAR-073027,CASE-073027,0.493,1,Normal
PRJ-03909,PAR-073028,CASE-073028,1.231,1,High
PRJ-02112,PAR-073029,CASE-073029,1.342,3,Normal
PRJ-02061,PAR-073030,CASE-073030,0.962,2,Strategic
PRJ-01775,PAR-073031,CASE-073031,1.351,2,Strategic
PRJ-02735,PAR-073032,CASE-073032,2.901,1,Normal
PRJ-03745,PAR-073033,CASE-073033,0.306,1,Strategic
PRJ-04765,PAR-073034,CASE-073034,0.848,1,Normal
PRJ-04710,PAR-073035,CASE-073035,0.665,4,High
PRJ-01772,PAR-073036,CASE-073036,0.747,2,Normal
PRJ-02716,PAR-073037,CASE-073037,0.43,2,Normal
PRJ-03024,PAR-073038,CASE-073038,1.306,3,Normal
PRJ-03728,PAR-073039,CASE-073039,0.925,3,High
PRJ-00557,PAR-073040,CASE-073040,0.352,1,Normal
PRJ-01521,PAR-073041,CASE-073041,0.583,4,High
PRJ-01025,PAR-073042,CASE-073042,0.474,2,Normal
PRJ-04118,PAR-073043,CASE-073043,0.834,1,Normal
PRJ-04224,PAR-073044,CASE-073044,2.143,3,High
PRJ-04761,PAR-073045,CASE-073045,1.091,3,Normal
PRJ-00460,PAR-073046,CASE-073046,0.513,4,Normal
PRJ-04185,PAR-073047,CASE-073047,1.923,2,Normal
PRJ-00167,PAR-073048,CASE-073048,1.148,1,High
PRJ-03126,PAR-073049,CASE-073049,0.911,2,Normal
PRJ-04237,PAR-073050,CASE-073050,0.53,2,Normal
PRJ-03990,PAR-073051,CASE-073051,1.875,1,High
PRJ-01951,PAR-073052,CASE-073052,0.254,1,Normal
PRJ-00188,PAR-073053,CASE-073053,1.603,3,Normal
PRJ-02349,PAR-073054,CASE-073054,1.244,2,Normal
PRJ-04072,PAR-073055,CASE-073055,6.187,2,Normal
PRJ-01598,PAR-073056,CASE-073056,1.034,3,Normal
PRJ-00849,PAR-073057,CASE-073057,0.591,3,High
PRJ-00166,PAR-073058,CASE-073058,0.252,3,Normal
PRJ-01030,PAR-073059,CASE-073059,0.461,1,High
PRJ-04563,PAR-073060,CASE-073060,2.58,2,Normal
PRJ-03317,PAR-073061,CASE-073061,3.953,4,Normal
PRJ-03895,PAR-073062,CASE-073062,1.874,2,High
PRJ-00016,PAR-073063,CASE-073063,0.901,3,High
PRJ-02109,PAR-073064,CASE-073064,3.586,2,Strategic
PRJ-01312,PAR-073065,CASE-073065,0.412,2,High
PRJ-00685,PAR-073066,CASE-073066,1.009,2,Normal
PRJ-02765,PAR-073067,CASE-073067,1.319,1,Normal
PRJ-02709,PAR-073068,CASE-073068,0.376,5,High
PRJ-01684,PAR-073069,CASE-073069,0.65,4,Strategic
PRJ-03844,PAR-073070,CASE-073070,0.407,2,Strategic
PRJ-00387,PAR-073071,CASE-073071,2.753,1,Strategic
PRJ-00629,PAR-073072,CASE-073072,0.341,2,High
PRJ-02814,PAR-073073,CASE-073073,0.713,2,Normal
PRJ-03514,PAR-073074,CASE-073074,1.689,4,High
PRJ-04851,PAR-073075,CASE-073075,1.358,2,Normal
PRJ-02144,PAR-073076,CASE-073076,2.591,2,High
PRJ-01060,PAR-073077,CASE-073077,1.762,5,Normal
PRJ-04320,PAR-073078,CASE-073078,0.641,1,Normal
PRJ-03635,PAR-073079,CASE-073079,0.964,2,Normal
PRJ-03885,PAR-073080,CASE-073080,0.752,2,High
PRJ-02972,PAR-073081,CASE-073081,0.821,5,High
PRJ-01150,PAR-073082,CASE-073082,0.584,2,High
PRJ-01928,PAR-073083,CASE-073083,0.539,2,Strategic
PRJ-02198,PAR-073084,CASE-073084,0.422,3,Normal
PRJ-04012,PAR-073085,CASE-073085,1.434,3,Normal
PRJ-00257,PAR-073086,CASE-073086,2.622,2,Normal
PRJ-00963,PAR-073087,CASE-073087,0.566,2,Normal
PRJ-04111,PAR-073088,CASE-073088,0.401,1,Normal
PRJ-00467,PAR-073089,CASE-073089,1.696,2,Normal
PRJ-00641,PAR-073090,CASE-073090,0.515,3,Normal
PRJ-01834,PAR-073091,CASE-073091,2.454,2,High
PRJ-04842,PAR-073092,CASE-073092,1.617,5,Normal
PRJ-03596,PAR-073093,CASE-073093,0.771,4,Normal
PRJ-04283,PAR-073094,CASE-073094,0.713,4,High
PRJ-00101,PAR-073095,CASE-073095,8.32,1,High
PRJ-04401,PAR-073096,CASE-073096,0.561,3,Strategic
PRJ-01110,PAR-073097,CASE-073097,3.529,2,High
PRJ-02983,PAR-073098,CASE-073098,2.969,3,High
PRJ-00596,PAR-073099,CASE-073099,0.887,3,Strategic
PRJ-01695,PAR-073100,CASE-073100,0.455,2,Normal
PRJ-02996,PAR-073101,CASE-073101,0.587,3,High
PRJ-02729,PAR-073102,CASE-073102,0.481,4,Normal
PRJ-03733,PAR-073103,CASE-073103,0.914,2,Normal
PRJ-04573,PAR-073104,CASE-073104,1.658,4,High
PRJ-01617,PAR-073105,CASE-073105,2.036,2,Normal
PRJ-04533,PAR-073106,CASE-073106,1.792,2,Normal
PRJ-01611,PAR-073107,CASE-073107,1.031,2,Normal
PRJ-00174,PAR-073108,CASE-073108,1.072,2,High
PRJ-00421,PAR-073109,CASE-073109,0.21,3,Normal
PRJ-00573,PAR-073110,CASE-073110,1.271,2,High
PRJ-04349,PAR-073111,CASE-073111,0.697,1,Normal
PRJ-02034,PAR-073112,CASE-073112,0.286,2,Normal
PRJ-01855,PAR-073113,CASE-073113,1.645,2,Normal
PRJ-04572,PAR-073114,CASE-073114,1.795,5,High
PRJ-03369,PAR-073115,CASE-073115,0.789,2,Normal
PRJ-02257,PAR-073116,CASE-073116,0.759,3,High
PRJ-01338,PAR-073117,CASE-073117,0.647,2,Normal
PRJ-01151,PAR-073118,CASE-073118,1.168,1,Normal
PRJ-04540,PAR-073119,CASE-073119,0.654,3,High
PRJ-03008,PAR-073120,CASE-073120,0.751,4,Normal
PRJ-03265,PAR-073121,CASE-073121,1.652,2,Strategic
PRJ-01519,PAR-073122,CASE-073122,1.705,1,Normal
PRJ-01762,PAR-073123,CASE-073123,1.187,2,Normal
PRJ-04963,PAR-073124,CASE-073124,3.355,2,High
PRJ-02554,PAR-073125,CASE-073125,1.091,1,Normal
PRJ-04056,PAR-073126,CASE-073126,0.71,4,Strategic
PRJ-00545,PAR-073127,CASE-073127,0.1,2,Normal
PRJ-00856,PAR-073128,CASE-073128,0.538,2,High
PRJ-02805,PAR-073129,CASE-073129,0.683,1,Normal
PRJ-03735,PAR-073130,CASE-073130,0.962,4,Normal
PRJ-03258,PAR-073131,CASE-073131,3.815,2,High
PRJ-04067,PAR-073132,CASE-073132,1.924,2,Normal
PRJ-00908,PAR-073133,CASE-073133,0.541,2,High
PRJ-03748,PAR-073134,CASE-073134,0.535,2,Strategic
PRJ-03315,PAR-073135,CASE-073135,0.748,1,Normal
PRJ-02800,PAR-073136,CASE-073136,1.092,4,Normal
PRJ-04461,PAR-073137,CASE-073137,0.389,3,Strategic
PRJ-00323,PAR-073138,CASE-073138,3.196,3,Normal
PRJ-00980,PAR-073139,CASE-073139,0.24,3,Normal
PRJ-01635,PAR-073140,CASE-073140,1.003,4,Normal
PRJ-04416,PAR-073141,CASE-073141,1.746,3,Normal
PRJ-00194,PAR-073142,CASE-073142,0.907,3,Normal
PRJ-04021,PAR-073143,CASE-073143,1.541,2,High
PRJ-03040,PAR-073144,CASE-073144,0.151,4,Normal
PRJ-01311,PAR-073145,CASE-073145,0.929,2,High
PRJ-04339,PAR-073146,CASE-073146,2.876,1,Normal
PRJ-03438,PAR-073147,CASE-073147,1.292,2,High
PRJ-01689,PAR-073148,CASE-073148,0.46,5,Normal
PRJ-02881,PAR-073149,CASE-073149,0.855,3,High
PRJ-02453,PAR-073150,CASE-073150,0.127,1,Normal
PRJ-02351,PAR-073151,CASE-073151,0.264,2,Strategic
PRJ-01161,PAR-073152,CASE-073152,0.408,3,Strategic
PRJ-03025,PAR-073153,CASE-073153,1.122,2,Normal
PRJ-04050,PAR-073154,CASE-073154,0.752,1,High
PRJ-00888,PAR-073155,CASE-073155,0.768,4,Normal
PRJ-00489,PAR-073156,CASE-073156,0.336,3,High
PRJ-02145,PAR-073157,CASE-073157,0.685,3,Normal
PRJ-00296,PAR-073158,CASE-073158,0.407,2,Normal
PRJ-02810,PAR-073159,CASE-073159,2.035,1,Normal
PRJ-02585,PAR-073160,CASE-073160,0.49,3,Normal
PRJ-03917,PAR-073161,CASE-073161,0.561,3,Strategic
PRJ-03393,PAR-073162,CASE-073162,0.383,1,High
PRJ-04690,PAR-073163,CASE-073163,0.639,4,Normal
PRJ-04935,PAR-073164,CASE-073164,0.2,4,Normal
PRJ-00984,PAR-073165,CASE-073165,1.743,1,Normal
PRJ-01241,PAR-073166,CASE-073166,0.715,3,Normal
PRJ-00864,PAR-073167,CASE-073167,0.485,1,Normal
PRJ-02700,PAR-073168,CASE-073168,0.348,4,Normal
PRJ-01661,PAR-073169,CASE-073169,0.47,2,High
PRJ-01922,PAR-073170,CASE-073170,0.333,2,Normal
PRJ-01671,PAR-073171,CASE-073171,0.248,2,Normal
PRJ-00206,PAR-073172,CASE-073172,0.288,1,Normal
PRJ-03321,PAR-073173,CASE-073173,6.164,2,Normal
PRJ-00139,PAR-073174,CASE-073174,2.685,1,High
PRJ-03932,PAR-073175,CASE-073175,1.991,1,High
PRJ-03969,PAR-073176,CASE-073176,0.422,2,Normal
PRJ-04787,PAR-073177,CASE-073177,0.579,4,Normal
PRJ-00486,PAR-073178,CASE-073178,0.949,1,Normal
PRJ-04297,PAR-073179,CASE-073179,0.837,2,Strategic
PRJ-04487,PAR-073180,CASE-073180,0.762,2,Strategic
PRJ-02691,PAR-073181,CASE-073181,0.355,3,Normal
PRJ-00527,PAR-073182,CASE-073182,0.42,2,Normal
PRJ-01754,PAR-073183,CASE-073183,0.562,3,Strategic
PRJ-02384,PAR-073184,CASE-073184,0.353,2,Normal
PRJ-02041,PAR-073185,CASE-073185,1.036,1,Normal
PRJ-04409,PAR-073186,CASE-073186,1.055,1,Normal
PRJ-04682,PAR-073187,CASE-073187,1.672,3,Normal
PRJ-03991,PAR-073188,CASE-073188,0.787,2,Strategic
PRJ-00977,PAR-073189,CASE-073189,0.25,2,High
PRJ-00802,PAR-073190,CASE-073190,2.206,3,High
PRJ-04918,PAR-073191,CASE-073191,1.813,2,Normal
PRJ-00790,PAR-073192,CASE-073192,0.968,1,Normal
PRJ-03850,PAR-073193,CASE-073193,1.67,2,Normal
PRJ-01320,PAR-073194,CASE-073194,0.552,2,Normal
PRJ-04556,PAR-073195,CASE-073195,1.613,4,Normal
PRJ-02040,PAR-073196,CASE-073196,1.875,1,High
PRJ-00416,PAR-073197,CASE-073197,1.23,3,Normal
PRJ-01753,PAR-073198,CASE-073198,0.322,1,Normal
PRJ-00574,PAR-073199,CASE-073199,0.271,1,High
PRJ-02524,PAR-073200,CASE-073200,0.883,1,Normal
PRJ-03250,PAR-073201,CASE-073201,0.65,5,High
PRJ-00050,PAR-073202,CASE-073202,1.003,1,Normal
PRJ-00181,PAR-073203,CASE-073203,0.528,1,Normal
PRJ-04015,PAR-073204,CASE-073204,1.037,3,Normal
PRJ-02311,PAR-073205,CASE-073205,1.345,1,Normal
PRJ-03721,PAR-073206,CASE-073206,1.55,2,Normal
PRJ-01643,PAR-073207,CASE-073207,0.72,2,Strategic
PRJ-02893,PAR-073208,CASE-073208,1.144,4,Normal
PRJ-02242,PAR-073209,CASE-073209,0.441,1,Strategic
PRJ-01426,PAR-073210,CASE-073210,1.447,2,Strategic
PRJ-00471,PAR-073211,CASE-073211,1.298,2,Normal
PRJ-01403,PAR-073212,CASE-073212,2.801,3,High
PRJ-00819,PAR-073213,CASE-073213,0.563,2,Normal
PRJ-04328,PAR-073214,CASE-073214,1.332,4,Strategic
PRJ-00613,PAR-073215,CASE-073215,2.338,1,Normal
PRJ-02480,PAR-073216,CASE-073216,0.728,2,Strategic
PRJ-01162,PAR-073217,CASE-073217,0.872,2,High
PRJ-04864,PAR-073218,CASE-073218,0.405,3,Normal
PRJ-01237,PAR-073219,CASE-073219,0.984,2,High
PRJ-00577,PAR-073220,CASE-073220,0.775,2,Normal
PRJ-04179,PAR-073221,CASE-073221,1.345,2,Normal
PRJ-01054,PAR-073222,CASE-073222,0.82,1,Normal
PRJ-03910,PAR-073223,CASE-073223,0.635,1,Strategic
PRJ-02454,PAR-073224,CASE-073224,0.28,1,Strategic
PRJ-02788,PAR-073225,CASE-073225,1.04,2,Normal
PRJ-00613,PAR-073226,CASE-073226,0.819,2,High
PRJ-01608,PAR-073227,CASE-073227,0.758,2,Normal
PRJ-01652,PAR-073228,CASE-073228,0.707,1,Normal
PRJ-04499,PAR-073229,CASE-073229,0.906,3,Normal
PRJ-02557,PAR-073230,CASE-073230,1.146,3,Strategic
PRJ-03261,PAR-073231,CASE-073231,0.445,2,Normal
PRJ-00162,PAR-073232,CASE-073232,1.106,2,Strategic
PRJ-00823,PAR-073233,CASE-073233,2.886,2,Strategic
PRJ-00016,PAR-073234,CASE-073234,0.438,2,Normal
PRJ-00382,PAR-073235,CASE-073235,0.204,3,Normal
PRJ-00972,PAR-073236,CASE-073236,0.331,3,Normal
PRJ-04093,PAR-073237,CASE-073237,0.943,2,Normal
PRJ-02028,PAR-073238,CASE-073238,0.18,1,Normal
PRJ-00931,PAR-073239,CASE-073239,1.474,4,Normal
PRJ-04554,PAR-073240,CASE-073240,1.321,3,Strategic
PRJ-04917,PAR-073241,CASE-073241,0.512,4,High
PRJ-02556,PAR-073242,CASE-073242,1.474,1,High
PRJ-02524,PAR-073243,CASE-073243,0.268,3,Strategic
PRJ-00854,PAR-073244,CASE-073244,0.2,3,Normal
PRJ-00934,PAR-073245,CASE-073245,0.81,3,Normal
PRJ-00223,PAR-073246,CASE-073246,0.464,4,Normal
PRJ-04083,PAR-073247,CASE-073247,0.251,1,High
PRJ-02433,PAR-073248,CASE-073248,0.496,2,Normal
PRJ-03583,PAR-073249,CASE-073249,0.39,1,Normal
PRJ-03935,PAR-073250,CASE-073250,1.758,2,Normal
PRJ-02376,PAR-073251,CASE-073251,0.321,1,Normal
PRJ-04810,PAR-073252,CASE-073252,1.128,2,Normal
PRJ-04612,PAR-073253,CASE-073253,2.055,2,Normal
PRJ-04429,PAR-073254,CASE-073254,0.417,4,Normal
PRJ-03935,PAR-073255,CASE-073255,0.434,1,Normal
PRJ-03120,PAR-073256,CASE-073256,0.435,2,Normal
PRJ-04713,PAR-073257,CASE-073257,0.492,1,Normal
PRJ-04989,PAR-073258,CASE-073258,0.932,3,Normal
PRJ-02219,PAR-073259,CASE-073259,0.435,2,Normal
PRJ-00238,PAR-073260,CASE-073260,4.215,1,High
PRJ-04307,PAR-073261,CASE-073261,1.968,2,Normal
PRJ-04555,PAR-073262,CASE-073262,0.434,2,High
PRJ-01619,PAR-073263,CASE-073263,0.95,1,Normal
PRJ-02200,PAR-073264,CASE-073264,1.26,2,Normal
PRJ-03335,PAR-073265,CASE-073265,1.226,3,Normal
PRJ-02697,PAR-073266,CASE-073266,1.611,1,High
PRJ-02129,PAR-073267,CASE-073267,1.562,2,Normal
PRJ-03526,PAR-073268,CASE-073268,0.662,1,High
PRJ-01519,PAR-073269,CASE-073269,3.006,2,Normal
PRJ-03816,PAR-073270,CASE-073270,0.685,2,Normal
PRJ-04387,PAR-073271,CASE-073271,4.66,2,Normal
PRJ-03231,PAR-073272,CASE-073272,0.7,2,Normal
PRJ-02545,PAR-073273,CASE-073273,0.434,4,Normal
PRJ-04008,PAR-073274,CASE-073274,0.572,4,Normal
PRJ-01544,PAR-073275,CASE-073275,1.637,1,Normal
PRJ-00740,PAR-073276,CASE-073276,0.507,2,High
PRJ-01218,PAR-073277,CASE-073277,1.953,2,Strategic
PRJ-02693,PAR-073278,CASE-073278,0.296,3,Normal
PRJ-03544,PAR-073279,CASE-073279,1.296,3,High
PRJ-03474,PAR-073280,CASE-073280,1.255,3,Normal
PRJ-02711,PAR-073281,CASE-073281,0.712,4,High
PRJ-01319,PAR-073282,CASE-073282,0.292,1,Normal
PRJ-02047,PAR-073283,CASE-073283,0.241,3,Normal
PRJ-01406,PAR-073284,CASE-073284,1.404,1,Normal
PRJ-01775,PAR-073285,CASE-073285,0.535,3,High
PRJ-02448,PAR-073286,CASE-073286,3.194,1,Normal
PRJ-04387,PAR-073287,CASE-073287,0.447,3,High
