mutation_id,record_id,mutation_date,mutation_type,mutation_status
MUT-098728,98728,2019-03-27,Partition,Updated
MUT-098729,98729,2019-06-15,Correction,Updated
MUT-098730,98730,2026-07-07,Sale,Updated
MUT-098731,98731,2019-10-28,Sale,Updated
MUT-098732,98732,2024-10-30,Sale,Updated
MUT-098733,98733,2020-04-08,Inheritance,Pending
MUT-098734,98734,2019-05-10,Transfer,Updated
MUT-098735,98735,2022-02-20,Partition,Updated
MUT-098736,98736,2024-09-18,Transfer,Updated
MUT-098737,98737,2026-07-30,Correction,Updated
MUT-098738,98738,2024-06-09,Sale,Updated
MUT-098739,98739,2024-01-05,Partition,Not Required
MUT-098740,98740,2024-07-18,Sale,Updated
MUT-098741,98741,2021-11-10,Correction,Not Required
MUT-098742,98742,2025-03-02,Correction,Not Required
MUT-098743,98743,2019-09-21,Partition,Updated
MUT-098744,98744,2020-10-10,Sale,Updated
MUT-098745,98745,2021-09-12,Partition,Updated
MUT-098746,98746,2022-12-06,Partition,Updated
MUT-098747,98747,2021-08-22,Transfer,Pending
MUT-098748,98748,2021-12-09,Transfer,Pending
MUT-098749,98749,2024-03-10,Correction,Updated
MUT-098750,98750,2021-06-18,Partition,Pending
MUT-098751,98751,2021-05-24,Sale,Updated
MUT-098752,98752,2023-10-12,Inheritance,Updated
MUT-098753,98753,2023-04-20,Transfer,Updated
MUT-098754,98754,2020-02-20,Correction,Updated
MUT-098755,98755,2023-12-03,Partition,Updated
MUT-098756,98756,2024-12-08,Partition,Disputed
MUT-098757,98757,2024-01-28,Inheritance,Updated
MUT-098758,98758,2020-08-05,Inheritance,Not Required
MUT-098759,98759,2022-03-22,Sale,Updated
MUT-098760,98760,2021-12-05,Partition,Pending
MUT-098761,98761,2026-02-14,Sale,Updated
MUT-098762,98762,2026-07-14,Partition,Not Required
MUT-098763,98763,2023-03-10,Inheritance,Updated
MUT-098764,98764,2022-04-10,Transfer,Updated
MUT-098765,98765,2025-10-26,Sale,Updated
MUT-098766,98766,2026-02-22,Correction,Updated
MUT-098767,98767,2022-07-11,Partition,Disputed
MUT-098768,98768,2020-07-10,Transfer,Updated
MUT-098769,98769,2024-11-25,Inheritance,Pending
MUT-098770,98770,2024-06-01,Transfer,Not Required
MUT-098771,98771,2024-04-08,Inheritance,Updated
MUT-098772,98772,2022-12-14,Partition,Updated
MUT-098773,98773,2025-10-30,Sale,Not Required
MUT-098774,98774,2019-12-21,Inheritance,Updated
MUT-098775,98775,2026-07-27,Sale,Updated
MUT-098776,98776,2024-11-12,Inheritance,Updated
MUT-098777,98777,2024-12-24,Correction,Updated
MUT-098778,98778,2022-07-10,Inheritance,Not Required
MUT-098779,98779,2021-05-24,Transfer,Updated
MUT-098780,98780,2024-01-08,Transfer,Updated
MUT-098781,98781,2022-07-11,Inheritance,Updated
MUT-098782,98782,2025-11-13,Partition,Updated
MUT-098783,98783,2025-10-31,Partition,Updated
MUT-098784,98784,2021-06-11,Inheritance,Updated
MUT-098785,98785,2019-10-21,Sale,Not Required
MUT-098786,98786,2025-11-17,Correction,Disputed
MUT-098787,98787,2026-03-03,Correction,Pending
MUT-098788,98788,2022-01-30,Inheritance,Not Required
MUT-098789,98789,2019-10-30,Partition,Updated
MUT-098790,98790,2026-08-03,Correction,Updated
MUT-098791,98791,2024-01-20,Partition,Updated
MUT-098792,98792,2025-01-01,Correction,Updated
MUT-098793,98793,2023-04-25,Sale,Updated
MUT-098794,98794,2026-05-10,Inheritance,Updated
MUT-098795,98795,2023-01-22,Partition,Updated
MUT-098796,98796,2021-07-06,Sale,Updated
MUT-098797,98797,2021-11-25,Correction,Not Required
MUT-098798,98798,2022-10-28,Transfer,Updated
MUT-098799,98799,2025-03-01,Inheritance,Pending
MUT-098800,98800,2019-01-10,Sale,Updated
MUT-098801,98801,2026-08-10,Correction,Pending
MUT-098802,98802,2022-10-15,Transfer,Pending
MUT-098803,98803,2021-11-20,Inheritance,Updated
MUT-098804,98804,2022-01-08,Inheritance,Updated
MUT-098805,98805,2022-05-01,Inheritance,Updated
MUT-098806,98806,2025-11-08,Correction,Updated
MUT-098807,98807,2022-09-20,Sale,Pending
MUT-098808,98808,2019-02-07,Sale,Disputed
MUT-098809,98809,2020-06-25,Transfer,Updated
MUT-098810,98810,2025-07-23,Sale,Pending
MUT-098811,98811,2026-05-14,Sale,Updated
MUT-098812,98812,2021-08-21,Inheritance,Disputed
MUT-098813,98813,2021-03-11,Inheritance,Pending
MUT-098814,98814,2026-07-23,Sale,Updated
MUT-098815,98815,2022-02-04,Partition,Updated
MUT-098816,98816,2019-06-04,Inheritance,Updated
MUT-098817,98817,2025-06-03,Sale,Updated
MUT-098818,98818,2020-06-01,Sale,Updated
MUT-098819,98819,2025-02-23,Transfer,Updated
MUT-098820,98820,2024-03-23,Inheritance,Updated
MUT-098821,98821,2024-08-14,Correction,Updated
MUT-098822,98822,2021-05-04,Inheritance,Updated
MUT-098823,98823,2022-08-28,Partition,Updated
MUT-098824,98824,2023-09-03,Transfer,Updated
MUT-098825,98825,2020-03-25,Transfer,Not Required
MUT-098826,98826,2026-03-11,Transfer,Updated
MUT-098827,98827,2021-06-25,Inheritance,Updated
MUT-098828,98828,2025-09-20,Inheritance,Updated
MUT-098829,98829,2025-09-26,Transfer,Not Required
MUT-098830,98830,2023-10-24,Sale,Updated
MUT-098831,98831,2019-05-28,Partition,Pending
MUT-098832,98832,2022-11-10,Sale,Disputed
MUT-098833,98833,2021-01-20,Inheritance,Updated
MUT-098834,98834,2026-02-03,Sale,Updated
MUT-098835,98835,2021-08-27,Transfer,Pending
MUT-098836,98836,2024-03-31,Sale,Updated
MUT-098837,98837,2026-03-14,Transfer,Updated
MUT-098838,98838,2026-08-18,Correction,Updated
MUT-098839,98839,2025-06-28,Partition,Pending
MUT-098840,98840,2025-12-26,Correction,Pending
MUT-098841,98841,2025-06-23,Inheritance,Pending
MUT-098842,98842,2023-08-18,Sale,Updated
MUT-098843,98843,2019-01-21,Sale,Updated
MUT-098844,98844,2025-04-17,Inheritance,Updated
MUT-098845,98845,2026-08-08,Partition,Not Required
MUT-098846,98846,2022-06-03,Sale,Updated
MUT-098847,98847,2022-11-11,Partition,Updated
MUT-098848,98848,2024-09-12,Transfer,Not Required
MUT-098849,98849,2019-06-01,Partition,Updated
MUT-098850,98850,2019-11-11,Partition,Updated
MUT-098851,98851,2023-01-30,Sale,Not Required
MUT-098852,98852,2024-01-08,Correction,Updated
MUT-098853,98853,2023-09-27,Correction,Updated
MUT-098854,98854,2020-01-09,Inheritance,Not Required
MUT-098855,98855,2022-08-06,Correction,Not Required
MUT-098856,98856,2021-12-11,Correction,Updated
MUT-098857,98857,2024-05-27,Inheritance,Updated
MUT-098858,98858,2019-07-11,Sale,Updated
MUT-098859,98859,2025-02-21,Partition,Updated
MUT-098860,98860,2025-08-05,Correction,Updated
MUT-098861,98861,2019-02-25,Correction,Updated
MUT-098862,98862,2024-11-20,Partition,Updated
MUT-098863,98863,2023-07-15,Transfer,Updated
MUT-098864,98864,2025-11-12,Transfer,Not Required
MUT-098865,98865,2022-03-06,Partition,Pending
MUT-098866,98866,2020-11-19,Sale,Updated
MUT-098867,98867,2022-10-07,Transfer,Updated
MUT-098868,98868,2026-02-15,Transfer,Updated
MUT-098869,98869,2020-07-16,Sale,Not Required
MUT-098870,98870,2024-01-12,Partition,Updated
MUT-098871,98871,2025-05-02,Sale,Updated
MUT-098872,98872,2022-02-03,Sale,Updated
MUT-098873,98873,2019-02-28,Transfer,Updated
MUT-098874,98874,2024-02-26,Partition,Not Required
MUT-098875,98875,2020-11-28,Partition,Updated
MUT-098876,98876,2021-02-12,Partition,Not Required
MUT-098877,98877,2021-04-11,Transfer,Updated
MUT-098878,98878,2026-07-23,Sale,Updated
MUT-098879,98879,2026-08-18,Sale,Updated
MUT-098880,98880,2020-09-06,Partition,Not Required
MUT-098881,98881,2020-02-22,Sale,Pending
MUT-098882,98882,2019-09-10,Inheritance,Not Required
MUT-098883,98883,2020-12-26,Sale,Updated
MUT-098884,98884,2021-11-26,Transfer,Disputed
MUT-098885,98885,2019-11-06,Correction,Pending
MUT-098886,98886,2026-04-05,Inheritance,Updated
MUT-098887,98887,2020-05-13,Transfer,Updated
MUT-098888,98888,2023-01-28,Correction,Not Required
MUT-098889,98889,2021-06-27,Inheritance,Updated
MUT-098890,98890,2020-01-20,Sale,Updated
MUT-098891,98891,2019-01-24,Partition,Updated
MUT-098892,98892,2023-03-24,Sale,Disputed
MUT-098893,98893,2025-03-31,Partition,Updated
MUT-098894,98894,2022-04-09,Partition,Updated
MUT-098895,98895,2024-02-27,Inheritance,Updated
MUT-098896,98896,2023-11-21,Correction,Updated
MUT-098897,98897,2021-08-18,Inheritance,Updated
MUT-098898,98898,2021-11-27,Partition,Pending
MUT-098899,98899,2019-10-19,Transfer,Pending
MUT-098900,98900,2020-03-01,Correction,Pending
MUT-098901,98901,2022-06-28,Inheritance,Pending
MUT-098902,98902,2023-01-18,Inheritance,Updated
MUT-098903,98903,2023-01-05,Partition,Updated
MUT-098904,98904,2023-10-13,Inheritance,Updated
MUT-098905,98905,2019-04-03,Correction,Updated
MUT-098906,98906,2020-03-25,Sale,Updated
MUT-098907,98907,2023-07-31,Partition,Disputed
MUT-098908,98908,2021-09-03,Correction,Pending
MUT-098909,98909,2024-04-18,Correction,Updated
MUT-098910,98910,2021-08-18,Transfer,Updated
MUT-098911,98911,2019-10-11,Correction,Updated
MUT-098912,98912,2023-08-16,Correction,Updated
MUT-098913,98913,2026-03-02,Transfer,Updated
MUT-098914,98914,2026-07-18,Sale,Pending
MUT-098915,98915,2019-09-15,Correction,Updated
MUT-098916,98916,2020-02-04,Correction,Updated
MUT-098917,98917,2020-04-27,Transfer,Updated
MUT-098918,98918,2019-08-14,Sale,Updated
MUT-098919,98919,2025-10-18,Partition,Updated
MUT-098920,98920,2022-07-08,Sale,Updated
MUT-098921,98921,2021-12-31,Partition,Not Required
MUT-098922,98922,2024-03-01,Partition,Updated
MUT-098923,98923,2020-07-14,Transfer,Updated
MUT-098924,98924,2025-09-29,Sale,Updated
MUT-098925,98925,2019-06-26,Partition,Updated
MUT-098926,98926,2024-04-06,Sale,Updated
MUT-098927,98927,2024-03-08,Partition,Updated
MUT-098928,98928,2025-02-06,Partition,Updated
MUT-098929,98929,2026-07-29,Transfer,Not Required
MUT-098930,98930,2022-11-26,Transfer,Not Required
MUT-098931,98931,2024-06-03,Inheritance,Updated
MUT-098932,98932,2024-08-23,Inheritance,Updated
MUT-098933,98933,2019-05-17,Transfer,Updated
MUT-098934,98934,2026-04-11,Correction,Pending
MUT-098935,98935,2024-12-10,Transfer,Not Required
MUT-098936,98936,2023-06-17,Sale,Not Required
MUT-098937,98937,2025-06-17,Correction,Updated
MUT-098938,98938,2026-05-02,Partition,Updated
MUT-098939,98939,2022-03-24,Sale,Pending
MUT-098940,98940,2023-02-21,Inheritance,Updated
MUT-098941,98941,2025-05-27,Correction,Pending
MUT-098942,98942,2024-08-31,Correction,Pending
MUT-098943,98943,2022-06-20,Transfer,Updated
MUT-098944,98944,2019-01-02,Partition,Updated
MUT-098945,98945,2020-10-05,Transfer,Updated
MUT-098946,98946,2023-09-16,Partition,Updated
MUT-098947,98947,2020-05-30,Correction,Updated
MUT-098948,98948,2026-05-11,Correction,Updated
MUT-098949,98949,2019-04-21,Transfer,Not Required
MUT-098950,98950,2019-02-10,Partition,Pending
MUT-098951,98951,2024-09-06,Sale,Updated
MUT-098952,98952,2022-04-15,Transfer,Updated
MUT-098953,98953,2021-03-09,Inheritance,Updated
MUT-098954,98954,2023-06-13,Sale,Pending
MUT-098955,98955,2024-02-27,Partition,Updated
MUT-098956,98956,2024-07-16,Transfer,Updated
MUT-098957,98957,2026-05-03,Sale,Updated
MUT-098958,98958,2023-03-13,Sale,Pending
MUT-098959,98959,2024-10-09,Partition,Updated
MUT-098960,98960,2022-01-12,Correction,Updated
MUT-098961,98961,2019-12-12,Transfer,Not Required
MUT-098962,98962,2023-08-04,Inheritance,Updated
MUT-098963,98963,2023-02-06,Sale,Not Required
MUT-098964,98964,2022-09-03,Partition,Updated
MUT-098965,98965,2019-11-25,Sale,Updated
MUT-098966,98966,2019-09-06,Correction,Updated
MUT-098967,98967,2021-05-06,Correction,Pending
MUT-098968,98968,2020-11-28,Partition,Updated
MUT-098969,98969,2024-09-19,Partition,Updated
MUT-098970,98970,2024-07-01,Transfer,Updated
MUT-098971,98971,2022-03-15,Transfer,Pending
MUT-098972,98972,2026-03-31,Transfer,Updated
MUT-098973,98973,2025-06-10,Inheritance,Updated
MUT-098974,98974,2025-10-19,Correction,Updated
MUT-098975,98975,2026-01-11,Partition,Pending
MUT-098976,98976,2024-04-19,Inheritance,Updated
MUT-098977,98977,2024-11-02,Partition,Not Required
MUT-098978,98978,2019-05-28,Partition,Pending
MUT-098979,98979,2022-04-07,Correction,Updated
MUT-098980,98980,2023-10-25,Inheritance,Updated
MUT-098981,98981,2020-05-16,Inheritance,Updated
MUT-098982,98982,2020-10-08,Correction,Updated
MUT-098983,98983,2026-05-31,Partition,Updated
MUT-098984,98984,2022-05-30,Inheritance,Updated
MUT-098985,98985,2019-07-22,Inheritance,Pending
MUT-098986,98986,2024-01-27,Correction,Pending
MUT-098987,98987,2019-03-19,Correction,Disputed
MUT-098988,98988,2024-12-12,Correction,Not Required
MUT-098989,98989,2026-04-24,Transfer,Pending
MUT-098990,98990,2023-07-31,Sale,Updated
MUT-098991,98991,2025-08-13,Inheritance,Updated
MUT-098992,98992,2024-06-12,Partition,Not Required
MUT-098993,98993,2023-03-16,Partition,Updated
MUT-098994,98994,2026-07-10,Inheritance,Pending
MUT-098995,98995,2020-08-02,Correction,Updated
MUT-098996,98996,2026-06-07,Transfer,Not Required
MUT-098997,98997,2025-04-27,Partition,Updated
MUT-098998,98998,2024-04-25,Inheritance,Updated
MUT-098999,98999,2024-06-30,Correction,Updated
MUT-099000,99000,2025-11-09,Partition,Pending
MUT-099001,99001,2022-10-07,Transfer,Updated
MUT-099002,99002,2026-08-29,Correction,Updated
MUT-099003,99003,2022-11-04,Correction,Not Required
MUT-099004,99004,2023-11-03,Partition,Updated
MUT-099005,99005,2021-10-22,Partition,Disputed
MUT-099006,99006,2023-02-14,Correction,Updated
MUT-099007,99007,2019-05-03,Correction,Updated
MUT-099008,99008,2020-12-28,Sale,Pending
MUT-099009,99009,2026-07-15,Partition,Updated
MUT-099010,99010,2024-08-13,Transfer,Updated
MUT-099011,99011,2025-02-21,Sale,Updated
MUT-099012,99012,2026-06-25,Transfer,Updated
MUT-099013,99013,2025-09-29,Transfer,Updated
MUT-099014,99014,2025-10-21,Correction,Pending
MUT-099015,99015,2021-10-28,Correction,Updated
MUT-099016,99016,2022-10-10,Partition,Updated
MUT-099017,99017,2025-01-17,Transfer,Updated
MUT-099018,99018,2024-01-18,Partition,Pending
MUT-099019,99019,2021-10-05,Partition,Updated
MUT-099020,99020,2020-06-18,Transfer,Updated
MUT-099021,99021,2019-07-24,Transfer,Updated
MUT-099022,99022,2026-04-07,Correction,Updated
MUT-099023,99023,2026-05-15,Inheritance,Not Required
MUT-099024,99024,2025-06-15,Sale,Updated
MUT-099025,99025,2019-01-29,Transfer,Updated
MUT-099026,99026,2024-06-30,Transfer,Updated
MUT-099027,99027,2020-04-19,Partition,Updated
MUT-099028,99028,2020-10-15,Correction,Updated
MUT-099029,99029,2025-03-04,Partition,Pending
MUT-099030,99030,2019-01-06,Sale,Updated
MUT-099031,99031,2022-11-13,Correction,Updated
MUT-099032,99032,2020-06-07,Correction,Not Required
MUT-099033,99033,2023-03-15,Transfer,Updated
MUT-099034,99034,2023-03-12,Sale,Pending
MUT-099035,99035,2019-04-29,Sale,Updated
MUT-099036,99036,2022-03-16,Transfer,Disputed
MUT-099037,99037,2022-10-01,Transfer,Updated
MUT-099038,99038,2025-04-27,Inheritance,Updated
MUT-099039,99039,2025-10-28,Transfer,Updated
MUT-099040,99040,2021-07-22,Correction,Updated
MUT-099041,99041,2020-08-22,Sale,Updated
MUT-099042,99042,2023-12-11,Correction,Updated
MUT-099043,99043,2026-04-17,Transfer,Updated
MUT-099044,99044,2025-12-03,Transfer,Updated
MUT-099045,99045,2021-09-29,Transfer,Updated
MUT-099046,99046,2021-10-20,Partition,Disputed
MUT-099047,99047,2022-12-08,Partition,Updated
MUT-099048,99048,2019-08-28,Inheritance,Updated
MUT-099049,99049,2021-06-25,Partition,Updated
MUT-099050,99050,2022-03-05,Sale,Updated
MUT-099051,99051,2019-10-10,Partition,Updated
MUT-099052,99052,2022-12-28,Sale,Disputed
MUT-099053,99053,2019-05-25,Transfer,Updated
MUT-099054,99054,2020-10-19,Correction,Updated
MUT-099055,99055,2024-05-19,Inheritance,Updated
MUT-099056,99056,2020-05-19,Transfer,Updated
MUT-099057,99057,2025-02-12,Transfer,Not Required
MUT-099058,99058,2022-06-28,Partition,Updated
MUT-099059,99059,2023-09-26,Sale,Not Required
MUT-099060,99060,2020-07-07,Sale,Updated
MUT-099061,99061,2020-08-14,Correction,Updated
MUT-099062,99062,2021-01-06,Transfer,Updated
MUT-099063,99063,2020-08-16,Partition,Updated
MUT-099064,99064,2020-07-10,Inheritance,Updated
MUT-099065,99065,2025-11-16,Partition,Updated
MUT-099066,99066,2024-01-21,Partition,Updated
MUT-099067,99067,2025-10-17,Inheritance,Updated
MUT-099068,99068,2026-08-08,Correction,Updated
MUT-099069,99069,2025-02-17,Correction,Updated
MUT-099070,99070,2025-03-10,Partition,Updated
MUT-099071,99071,2025-02-09,Inheritance,Updated
MUT-099072,99072,2025-12-08,Inheritance,Not Required
MUT-099073,99073,2020-12-28,Sale,Updated
MUT-099074,99074,2023-11-27,Inheritance,Not Required
MUT-099075,99075,2025-08-31,Correction,Updated
MUT-099076,99076,2023-02-15,Inheritance,Pending
MUT-099077,99077,2022-08-29,Partition,Updated
MUT-099078,99078,2022-12-06,Sale,Not Required
MUT-099079,99079,2020-07-02,Correction,Pending
MUT-099080,99080,2021-10-02,Correction,Updated
MUT-099081,99081,2022-02-21,Transfer,Updated
MUT-099082,99082,2023-12-30,Transfer,Pending
MUT-099083,99083,2023-09-19,Sale,Updated
MUT-099084,99084,2020-02-20,Sale,Updated
MUT-099085,99085,2020-05-10,Inheritance,Updated
MUT-099086,99086,2023-03-22,Inheritance,Updated
MUT-099087,99087,2025-09-22,Correction,Not Required
MUT-099088,99088,2022-06-11,Inheritance,Updated
MUT-099089,99089,2025-01-25,Correction,Updated
MUT-099090,99090,2026-07-27,Correction,Updated
MUT-099091,99091,2019-01-11,Partition,Pending
MUT-099092,99092,2024-04-21,Partition,Updated
MUT-099093,99093,2019-02-24,Transfer,Updated
MUT-099094,99094,2024-07-27,Transfer,Updated
MUT-099095,99095,2025-01-05,Correction,Updated
MUT-099096,99096,2026-08-12,Transfer,Updated
MUT-099097,99097,2022-01-27,Inheritance,Updated
MUT-099098,99098,2020-12-09,Correction,Pending
MUT-099099,99099,2026-03-28,Correction,Updated
MUT-099100,99100,2022-01-10,Partition,Updated
MUT-099101,99101,2024-04-20,Partition,Updated
MUT-099102,99102,2024-08-07,Partition,Updated
MUT-099103,99103,2021-11-20,Inheritance,Updated
MUT-099104,99104,2022-12-05,Transfer,Updated
MUT-099105,99105,2026-04-16,Sale,Disputed
MUT-099106,99106,2025-05-10,Inheritance,Updated
MUT-099107,99107,2022-04-02,Correction,Updated
MUT-099108,99108,2025-03-05,Inheritance,Pending
MUT-099109,99109,2022-11-12,Sale,Not Required
MUT-099110,99110,2020-03-10,Transfer,Updated
MUT-099111,99111,2025-02-14,Transfer,Updated
MUT-099112,99112,2021-01-26,Transfer,Updated
MUT-099113,99113,2024-08-16,Correction,Updated
MUT-099114,99114,2020-08-17,Partition,Updated
MUT-099115,99115,2026-07-30,Partition,Updated
MUT-099116,99116,2019-08-18,Transfer,Updated
MUT-099117,99117,2019-08-24,Inheritance,Updated
MUT-099118,99118,2020-04-24,Inheritance,Updated
MUT-099119,99119,2022-01-15,Partition,Updated
MUT-099120,99120,2024-06-25,Transfer,Updated
MUT-099121,99121,2024-02-13,Sale,Updated
MUT-099122,99122,2024-04-08,Transfer,Updated
MUT-099123,99123,2022-10-06,Transfer,Updated
MUT-099124,99124,2020-08-21,Transfer,Updated
MUT-099125,99125,2022-11-05,Sale,Updated
MUT-099126,99126,2022-03-26,Inheritance,Not Required
MUT-099127,99127,2022-12-24,Inheritance,Updated
MUT-099128,99128,2019-11-05,Correction,Pending
MUT-099129,99129,2020-12-18,Sale,Updated
MUT-099130,99130,2023-07-29,Inheritance,Disputed
MUT-099131,99131,2020-09-03,Inheritance,Updated
MUT-099132,99132,2019-03-02,Correction,Not Required
MUT-099133,99133,2020-10-13,Transfer,Updated
MUT-099134,99134,2026-03-13,Correction,Updated
MUT-099135,99135,2026-07-25,Sale,Not Required
MUT-099136,99136,2019-03-15,Partition,Not Required
MUT-099137,99137,2023-04-29,Partition,Updated
MUT-099138,99138,2021-10-26,Transfer,Updated
MUT-099139,99139,2023-01-28,Partition,Updated
MUT-099140,99140,2024-10-02,Partition,Updated
MUT-099141,99141,2025-06-02,Partition,Updated
MUT-099142,99142,2022-12-14,Correction,Updated
MUT-099143,99143,2025-10-04,Inheritance,Updated
MUT-099144,99144,2025-09-05,Correction,Not Required
MUT-099145,99145,2019-11-11,Correction,Not Required
MUT-099146,99146,2024-06-23,Correction,Not Required
MUT-099147,99147,2021-04-16,Transfer,Pending
MUT-099148,99148,2026-07-10,Transfer,Updated
MUT-099149,99149,2023-06-15,Correction,Updated
MUT-099150,99150,2025-10-25,Partition,Disputed
MUT-099151,99151,2025-04-24,Partition,Not Required
MUT-099152,99152,2025-03-11,Transfer,Disputed
MUT-099153,99153,2021-02-07,Inheritance,Not Required
MUT-099154,99154,2024-11-09,Sale,Updated
MUT-099155,99155,2025-06-17,Correction,Updated
MUT-099156,99156,2024-07-25,Correction,Updated
MUT-099157,99157,2024-03-20,Sale,Updated
MUT-099158,99158,2020-01-24,Transfer,Not Required
MUT-099159,99159,2020-12-01,Transfer,Pending
MUT-099160,99160,2025-02-10,Partition,Updated
MUT-099161,99161,2024-05-01,Inheritance,Disputed
MUT-099162,99162,2019-01-02,Sale,Updated
MUT-099163,99163,2022-06-16,Partition,Updated
MUT-099164,99164,2022-09-08,Transfer,Updated
MUT-099165,99165,2024-06-08,Inheritance,Pending
MUT-099166,99166,2020-08-02,Inheritance,Not Required
MUT-099167,99167,2021-06-03,Partition,Updated
MUT-099168,99168,2025-05-06,Transfer,Not Required
MUT-099169,99169,2024-01-19,Partition,Not Required
MUT-099170,99170,2025-01-18,Transfer,Not Required
MUT-099171,99171,2025-10-05,Inheritance,Updated
MUT-099172,99172,2025-02-18,Partition,Updated
MUT-099173,99173,2024-04-29,Transfer,Updated
MUT-099174,99174,2022-04-09,Sale,Not Required
MUT-099175,99175,2024-03-22,Correction,Updated
MUT-099176,99176,2020-06-10,Inheritance,Updated
MUT-099177,99177,2024-05-29,Inheritance,Updated
MUT-099178,99178,2019-01-07,Inheritance,Updated
MUT-099179,99179,2021-11-13,Partition,Updated
MUT-099180,99180,2021-06-17,Correction,Updated
MUT-099181,99181,2022-07-29,Inheritance,Updated
MUT-099182,99182,2023-02-12,Sale,Updated
MUT-099183,99183,2023-06-13,Transfer,Updated
MUT-099184,99184,2020-09-28,Inheritance,Not Required
MUT-099185,99185,2022-09-09,Partition,Updated
MUT-099186,99186,2022-02-08,Correction,Updated
MUT-099187,99187,2022-03-29,Correction,Not Required
MUT-099188,99188,2019-12-30,Transfer,Pending
MUT-099189,99189,2025-12-16,Sale,Updated
MUT-099190,99190,2025-09-24,Correction,Updated
MUT-099191,99191,2026-05-08,Inheritance,Pending
MUT-099192,99192,2025-05-18,Inheritance,Updated
MUT-099193,99193,2023-04-08,Partition,Updated
MUT-099194,99194,2020-10-31,Correction,Updated
MUT-099195,99195,2023-05-18,Sale,Updated
MUT-099196,99196,2021-06-08,Inheritance,Updated
MUT-099197,99197,2022-01-30,Partition,Not Required
MUT-099198,99198,2020-04-22,Inheritance,Updated
MUT-099199,99199,2025-08-10,Transfer,Updated
MUT-099200,99200,2020-11-19,Inheritance,Updated
MUT-099201,99201,2023-12-28,Inheritance,Updated
MUT-099202,99202,2021-11-02,Correction,Updated
MUT-099203,99203,2019-03-13,Sale,Pending
MUT-099204,99204,2020-01-07,Correction,Pending
MUT-099205,99205,2024-03-28,Inheritance,Updated
MUT-099206,99206,2022-06-06,Sale,Disputed
MUT-099207,99207,2022-06-30,Sale,Updated
MUT-099208,99208,2021-11-05,Correction,Updated
MUT-099209,99209,2024-10-29,Inheritance,Not Required
MUT-099210,99210,2019-03-18,Transfer,Updated
MUT-099211,99211,2024-06-24,Inheritance,Updated
MUT-099212,99212,2025-08-21,Correction,Updated
MUT-099213,99213,2019-08-06,Correction,Not Required
MUT-099214,99214,2020-02-07,Correction,Updated
MUT-099215,99215,2026-01-01,Sale,Updated
MUT-099216,99216,2019-03-09,Transfer,Pending
MUT-099217,99217,2022-09-19,Inheritance,Updated
MUT-099218,99218,2022-02-11,Transfer,Updated
MUT-099219,99219,2024-05-08,Partition,Updated
MUT-099220,99220,2019-01-05,Partition,Not Required
MUT-099221,99221,2025-01-03,Correction,Updated
MUT-099222,99222,2023-03-25,Inheritance,Not Required
MUT-099223,99223,2025-06-23,Correction,Updated
MUT-099224,99224,2026-08-14,Partition,Pending
MUT-099225,99225,2021-11-19,Transfer,Not Required
MUT-099226,99226,2020-05-15,Sale,Updated
MUT-099227,99227,2023-12-11,Transfer,Updated
MUT-099228,99228,2020-05-21,Inheritance,Updated
MUT-099229,99229,2022-02-28,Inheritance,Not Required
MUT-099230,99230,2023-08-07,Inheritance,Pending
MUT-099231,99231,2023-01-11,Transfer,Updated
MUT-099232,99232,2023-04-22,Correction,Updated
MUT-099233,99233,2022-02-04,Inheritance,Updated
MUT-099234,99234,2025-03-20,Partition,Updated
MUT-099235,99235,2022-02-19,Partition,Updated
MUT-099236,99236,2024-12-04,Sale,Not Required
MUT-099237,99237,2022-12-16,Partition,Updated
MUT-099238,99238,2021-02-22,Sale,Updated
MUT-099239,99239,2023-08-22,Inheritance,Updated
MUT-099240,99240,2019-06-06,Partition,Pending
MUT-099241,99241,2024-04-08,Transfer,Updated
MUT-099242,99242,2026-01-03,Inheritance,Pending
MUT-099243,99243,2019-09-07,Transfer,Updated
MUT-099244,99244,2019-06-20,Partition,Updated
MUT-099245,99245,2024-03-11,Correction,Updated
MUT-099246,99246,2021-11-28,Partition,Updated
MUT-099247,99247,2020-08-02,Sale,Not Required
MUT-099248,99248,2026-04-05,Transfer,Updated
MUT-099249,99249,2024-12-18,Sale,Updated
MUT-099250,99250,2021-04-29,Transfer,Not Required
MUT-099251,99251,2020-10-26,Partition,Updated
MUT-099252,99252,2025-07-18,Partition,Updated
MUT-099253,99253,2023-07-14,Transfer,Updated
MUT-099254,99254,2025-12-24,Transfer,Pending
MUT-099255,99255,2026-06-19,Sale,Updated
MUT-099256,99256,2021-03-19,Sale,Updated
MUT-099257,99257,2021-04-19,Partition,Updated
MUT-099258,99258,2020-10-20,Partition,Updated
MUT-099259,99259,2019-05-28,Sale,Disputed
MUT-099260,99260,2026-01-10,Sale,Updated
MUT-099261,99261,2019-11-22,Transfer,Disputed
MUT-099262,99262,2023-12-08,Partition,Pending
MUT-099263,99263,2021-04-26,Sale,Updated
MUT-099264,99264,2026-08-04,Partition,Updated
MUT-099265,99265,2019-01-24,Partition,Updated
MUT-099266,99266,2020-04-28,Sale,Updated
MUT-099267,99267,2021-12-08,Inheritance,Updated
MUT-099268,99268,2021-05-03,Inheritance,Not Required
MUT-099269,99269,2022-12-28,Sale,Updated
