response_id,project_id,stakeholder_type,response_time_days,responsiveness_score
RESP-071880,PRJ-02352,Contractor,10,100.0
RESP-071881,PRJ-02883,Revenue Officer,6,68.3
RESP-071882,PRJ-03538,Contractor,10,100.0
RESP-071883,PRJ-00443,Project Manager,13,83.0
RESP-071884,PRJ-03284,Landowner,6,100.0
RESP-071885,PRJ-03193,Revenue Officer,29,93.2
RESP-071886,PRJ-03378,Revenue Officer,3,100.0
RESP-071887,PRJ-02414,Project Manager,20,75.9
RESP-071888,PRJ-02549,Contractor,13,76.0
RESP-071889,PRJ-04039,Project Manager,7,77.9
RESP-071890,PRJ-01822,Contractor,5,97.5
RESP-071891,PRJ-01049,RDO,7,96.6
RESP-071892,PRJ-00841,Landowner,19,100.0
RESP-071893,PRJ-03826,RDO,7,85.1
RESP-071894,PRJ-00046,Project Manager,12,86.4
RESP-071895,PRJ-00660,Contractor,16,91.2
RESP-071896,PRJ-02327,Landowner,24,89.3
RESP-071897,PRJ-01456,Landowner,11,64.1
RESP-071898,PRJ-04867,Landowner,15,82.8
RESP-071899,PRJ-04938,Project Manager,8,88.3
RESP-071900,PRJ-01602,Revenue Officer,3,87.1
RESP-071901,PRJ-00038,Project Manager,39,86.8
RESP-071902,PRJ-01851,Revenue Officer,44,91.1
RESP-071903,PRJ-03523,RDO,9,88.2
RESP-071904,PRJ-02151,Contractor,11,77.4
RESP-071905,PRJ-04080,Project Manager,10,91.1
RESP-071906,PRJ-01192,Revenue Officer,10,66.0
RESP-071907,PRJ-01601,RDO,17,100.0
RESP-071908,PRJ-03038,Contractor,15,74.3
RESP-071909,PRJ-04879,Project Manager,36,87.6
RESP-071910,PRJ-02028,Project Manager,7,88.9
RESP-071911,PRJ-04388,RDO,19,75.7
RESP-071912,PRJ-02196,Project Manager,15,92.9
RESP-071913,PRJ-03799,Landowner,8,86.4
RESP-071914,PRJ-01405,Project Manager,17,100.0
RESP-071915,PRJ-02936,Project Manager,19,70.3
RESP-071916,PRJ-01364,Contractor,15,85.8
RESP-071917,PRJ-03465,Revenue Officer,10,100.0
RESP-071918,PRJ-01520,Revenue Officer,8,84.9
RESP-071919,PRJ-00150,Revenue Officer,16,85.8
RESP-071920,PRJ-00570,Contractor,6,88.3
RESP-071921,PRJ-02747,Landowner,28,79.5
RESP-071922,PRJ-02418,Landowner,6,97.1
RESP-071923,PRJ-04718,Revenue Officer,15,98.9
RESP-071924,PRJ-04397,Revenue Officer,14,99.9
RESP-071925,PRJ-02013,Project Manager,7,73.7
RESP-071926,PRJ-01629,Project Manager,8,87.0
RESP-071927,PRJ-04637,RDO,9,89.0
RESP-071928,PRJ-01752,RDO,18,69.3
RESP-071929,PRJ-00326,Revenue Officer,12,100.0
RESP-071930,PRJ-03623,Landowner,9,75.8
RESP-071931,PRJ-02909,Project Manager,12,85.9
RESP-071932,PRJ-04991,Landowner,15,90.3
RESP-071933,PRJ-04130,Project Manager,8,80.1
RESP-071934,PRJ-04390,Contractor,6,92.1
RESP-071935,PRJ-00774,Landowner,12,65.6
RESP-071936,PRJ-00558,Contractor,26,100.0
RESP-071937,PRJ-01826,Contractor,6,100.0
RESP-071938,PRJ-01584,Landowner,10,100.0
RESP-071939,PRJ-02700,Landowner,17,100.0
RESP-071940,PRJ-03826,Project Manager,6,88.5
RESP-071941,PRJ-03364,Contractor,10,97.9
RESP-071942,PRJ-03780,RDO,8,76.1
RESP-071943,PRJ-01381,Project Manager,15,79.5
RESP-071944,PRJ-01307,Revenue Officer,7,90.0
RESP-071945,PRJ-01401,Landowner,8,93.8
RESP-071946,PRJ-00125,Project Manager,16,83.8
RESP-071947,PRJ-04867,Revenue Officer,15,84.6
RESP-071948,PRJ-02299,Contractor,9,50.1
RESP-071949,PRJ-01200,RDO,3,100.0
RESP-071950,PRJ-03287,RDO,10,82.8
RESP-071951,PRJ-00402,RDO,8,90.4
RESP-071952,PRJ-03530,Landowner,2,81.7
RESP-071953,PRJ-00910,Contractor,13,92.1
RESP-071954,PRJ-00877,Project Manager,11,59.6
RESP-071955,PRJ-00852,Revenue Officer,9,46.2
RESP-071956,PRJ-01325,Project Manager,18,100.0
RESP-071957,PRJ-04652,Contractor,8,67.7
RESP-071958,PRJ-00352,Revenue Officer,8,95.6
RESP-071959,PRJ-02898,Project Manager,3,93.8
RESP-071960,PRJ-03153,Project Manager,9,67.0
RESP-071961,PRJ-00758,Landowner,6,76.3
RESP-071962,PRJ-03653,Contractor,8,85.1
RESP-071963,PRJ-03903,RDO,10,100.0
RESP-071964,PRJ-02285,Landowner,10,100.0
RESP-071965,PRJ-01916,RDO,2,82.9
RESP-071966,PRJ-04547,Revenue Officer,10,88.8
RESP-071967,PRJ-04898,Revenue Officer,15,100.0
RESP-071968,PRJ-01717,Contractor,15,83.9
RESP-071969,PRJ-00626,RDO,6,85.3
RESP-071970,PRJ-01922,Contractor,6,82.4
RESP-071971,PRJ-02366,Contractor,3,100.0
RESP-071972,PRJ-00004,Contractor,6,86.4
RESP-071973,PRJ-02531,RDO,11,86.6
RESP-071974,PRJ-03951,Revenue Officer,7,84.6
RESP-071975,PRJ-03709,RDO,8,91.3
RESP-071976,PRJ-00981,Contractor,3,94.3
RESP-071977,PRJ-03756,Contractor,4,82.6
RESP-071978,PRJ-01045,RDO,10,81.6
RESP-071979,PRJ-03984,Landowner,46,76.1
RESP-071980,PRJ-00873,RDO,6,99.9
RESP-071981,PRJ-04751,RDO,11,54.4
RESP-071982,PRJ-00155,RDO,21,92.6
RESP-071983,PRJ-04617,Project Manager,8,69.3
RESP-071984,PRJ-02201,Project Manager,5,87.4
RESP-071985,PRJ-01274,RDO,9,82.0
RESP-071986,PRJ-00444,Landowner,9,92.7
RESP-071987,PRJ-03480,Revenue Officer,17,60.1
RESP-071988,PRJ-03951,Contractor,8,99.5
RESP-071989,PRJ-03111,Landowner,12,84.8
RESP-071990,PRJ-02510,RDO,18,87.6
RESP-071991,PRJ-01302,Revenue Officer,14,62.9
RESP-071992,PRJ-01251,Revenue Officer,5,85.4
RESP-071993,PRJ-01138,Landowner,14,75.9
RESP-071994,PRJ-04857,Revenue Officer,9,84.0
RESP-071995,PRJ-01061,RDO,15,100.0
RESP-071996,PRJ-00077,Revenue Officer,5,84.4
RESP-071997,PRJ-03306,RDO,7,88.9
RESP-071998,PRJ-02907,Contractor,18,87.4
RESP-071999,PRJ-04007,RDO,17,75.0
RESP-072000,PRJ-04190,Project Manager,5,100.0
RESP-072001,PRJ-01377,Project Manager,9,76.8
RESP-072002,PRJ-03378,Contractor,7,86.4
RESP-072003,PRJ-00198,Project Manager,16,60.5
RESP-072004,PRJ-04741,Landowner,13,99.0
RESP-072005,PRJ-01493,RDO,21,88.0
RESP-072006,PRJ-01738,Landowner,7,84.0
RESP-072007,PRJ-02513,Project Manager,8,100.0
RESP-072008,PRJ-03238,RDO,9,90.8
RESP-072009,PRJ-00929,RDO,17,90.6
RESP-072010,PRJ-00514,Landowner,1,83.3
RESP-072011,PRJ-01064,Project Manager,12,87.6
RESP-072012,PRJ-02205,Revenue Officer,6,92.4
RESP-072013,PRJ-01306,Revenue Officer,14,98.5
RESP-072014,PRJ-01234,Revenue Officer,19,71.5
RESP-072015,PRJ-04684,Project Manager,10,83.8
RESP-072016,PRJ-02979,Landowner,6,95.6
RESP-072017,PRJ-03242,Project Manager,19,100.0
RESP-072018,PRJ-02153,Landowner,10,95.8
RESP-072019,PRJ-04905,RDO,18,86.6
RESP-072020,PRJ-03018,Project Manager,23,82.9
RESP-072021,PRJ-03246,Project Manager,10,94.8
RESP-072022,PRJ-01912,Revenue Officer,23,70.5
RESP-072023,PRJ-01137,Contractor,9,98.6
RESP-072024,PRJ-03914,Contractor,7,82.9
RESP-072025,PRJ-02845,Project Manager,13,100.0
RESP-072026,PRJ-03517,Contractor,13,92.1
RESP-072027,PRJ-03850,Revenue Officer,10,98.0
RESP-072028,PRJ-03201,RDO,15,85.0
RESP-072029,PRJ-04531,Revenue Officer,15,94.3
RESP-072030,PRJ-02632,Landowner,11,75.0
RESP-072031,PRJ-04891,Landowner,31,100.0
RESP-072032,PRJ-03991,Revenue Officer,14,94.1
RESP-072033,PRJ-00936,Contractor,19,98.5
RESP-072034,PRJ-00825,RDO,11,80.1
RESP-072035,PRJ-01685,RDO,3,83.8
RESP-072036,PRJ-04998,Landowner,6,90.2
RESP-072037,PRJ-02573,Landowner,5,100.0
RESP-072038,PRJ-01859,Revenue Officer,24,100.0
RESP-072039,PRJ-04725,Landowner,16,81.1
RESP-072040,PRJ-01550,Project Manager,14,73.4
RESP-072041,PRJ-00225,Landowner,21,94.7
RESP-072042,PRJ-02194,RDO,24,97.4
RESP-072043,PRJ-04786,Contractor,9,100.0
RESP-072044,PRJ-00608,Landowner,12,98.8
RESP-072045,PRJ-01538,Revenue Officer,6,67.0
RESP-072046,PRJ-04658,Revenue Officer,4,95.7
RESP-072047,PRJ-00016,RDO,9,90.6
RESP-072048,PRJ-01472,Landowner,33,81.7
RESP-072049,PRJ-01232,Landowner,13,65.0
RESP-072050,PRJ-01916,RDO,24,94.3
RESP-072051,PRJ-00540,Landowner,14,66.4
RESP-072052,PRJ-04630,RDO,9,100.0
RESP-072053,PRJ-03537,Project Manager,9,88.8
RESP-072054,PRJ-02491,Landowner,13,76.3
RESP-072055,PRJ-01139,RDO,8,70.6
RESP-072056,PRJ-04605,Landowner,9,100.0
RESP-072057,PRJ-04255,RDO,11,89.1
RESP-072058,PRJ-01340,Contractor,14,86.3
RESP-072059,PRJ-03854,Revenue Officer,10,98.6
RESP-072060,PRJ-01376,Revenue Officer,7,100.0
RESP-072061,PRJ-00081,Contractor,14,81.3
RESP-072062,PRJ-00303,RDO,54,90.3
RESP-072063,PRJ-00639,Landowner,13,100.0
RESP-072064,PRJ-02975,Revenue Officer,16,88.9
RESP-072065,PRJ-04736,Project Manager,24,84.5
RESP-072066,PRJ-00310,RDO,20,87.6
RESP-072067,PRJ-00663,Project Manager,4,100.0
RESP-072068,PRJ-04141,Landowner,15,88.8
RESP-072069,PRJ-02016,Landowner,10,76.0
RESP-072070,PRJ-00536,RDO,17,85.2
RESP-072071,PRJ-00015,RDO,6,48.7
RESP-072072,PRJ-04175,Revenue Officer,5,96.3
RESP-072073,PRJ-01790,Revenue Officer,11,82.7
RESP-072074,PRJ-00411,Contractor,9,87.2
RESP-072075,PRJ-03771,Landowner,2,97.3
RESP-072076,PRJ-01487,RDO,17,97.1
RESP-072077,PRJ-02870,Project Manager,6,100.0
RESP-072078,PRJ-00783,Project Manager,12,71.1
RESP-072079,PRJ-00466,RDO,14,89.1
RESP-072080,PRJ-03687,Revenue Officer,10,91.0
RESP-072081,PRJ-03027,Project Manager,13,92.6
RESP-072082,PRJ-03847,Contractor,10,100.0
RESP-072083,PRJ-01356,Contractor,23,72.3
RESP-072084,PRJ-03100,Landowner,5,86.6
RESP-072085,PRJ-01687,Project Manager,15,85.6
RESP-072086,PRJ-00456,Contractor,3,75.8
RESP-072087,PRJ-04969,Revenue Officer,6,100.0
RESP-072088,PRJ-00065,Project Manager,16,99.2
RESP-072089,PRJ-00735,Contractor,17,100.0
RESP-072090,PRJ-04427,Contractor,13,68.4
RESP-072091,PRJ-01844,Contractor,16,82.2
RESP-072092,PRJ-04926,Revenue Officer,2,78.8
RESP-072093,PRJ-02553,Revenue Officer,10,60.6
RESP-072094,PRJ-01904,Project Manager,19,84.4
RESP-072095,PRJ-04552,Project Manager,23,100.0
RESP-072096,PRJ-00527,Landowner,20,98.4
RESP-072097,PRJ-03669,Contractor,5,85.8
RESP-072098,PRJ-00414,Landowner,5,69.4
RESP-072099,PRJ-02591,Landowner,5,98.1
RESP-072100,PRJ-03261,Contractor,16,72.0
RESP-072101,PRJ-02430,Landowner,9,74.3
RESP-072102,PRJ-01165,Revenue Officer,5,76.1
RESP-072103,PRJ-00791,Contractor,12,75.4
RESP-072104,PRJ-04660,Contractor,5,76.3
RESP-072105,PRJ-02702,Project Manager,10,87.2
RESP-072106,PRJ-00942,Landowner,19,100.0
RESP-072107,PRJ-00019,Project Manager,4,100.0
RESP-072108,PRJ-02433,Revenue Officer,6,81.5
RESP-072109,PRJ-00067,Project Manager,4,89.7
RESP-072110,PRJ-01238,Landowner,26,82.6
RESP-072111,PRJ-02798,Project Manager,16,97.4
RESP-072112,PRJ-00896,Revenue Officer,10,90.2
RESP-072113,PRJ-01810,Revenue Officer,26,86.7
RESP-072114,PRJ-04160,Landowner,17,92.5
RESP-072115,PRJ-02856,Contractor,7,74.3
RESP-072116,PRJ-01982,Contractor,3,100.0
RESP-072117,PRJ-03633,Project Manager,11,87.3
RESP-072118,PRJ-02276,Contractor,17,92.2
RESP-072119,PRJ-04386,Revenue Officer,30,84.5
RESP-072120,PRJ-02896,Contractor,13,89.6
RESP-072121,PRJ-04365,RDO,3,89.3
RESP-072122,PRJ-03545,Landowner,10,91.9
RESP-072123,PRJ-00164,RDO,10,100.0
RESP-072124,PRJ-01966,Landowner,19,84.0
RESP-072125,PRJ-02268,RDO,12,88.5
RESP-072126,PRJ-04284,RDO,16,87.9
RESP-072127,PRJ-03229,Revenue Officer,7,98.9
RESP-072128,PRJ-02079,Project Manager,3,98.6
RESP-072129,PRJ-00033,RDO,6,93.7
RESP-072130,PRJ-02483,RDO,4,67.9
RESP-072131,PRJ-01076,RDO,5,90.8
RESP-072132,PRJ-01930,Landowner,9,85.8
RESP-072133,PRJ-02202,Contractor,11,100.0
RESP-072134,PRJ-02041,Contractor,3,69.0
RESP-072135,PRJ-01458,RDO,7,80.3
RESP-072136,PRJ-01982,RDO,6,89.4
RESP-072137,PRJ-00384,Revenue Officer,21,80.7
RESP-072138,PRJ-02344,Project Manager,34,86.8
RESP-072139,PRJ-03149,Contractor,15,94.1
RESP-072140,PRJ-02253,Revenue Officer,3,94.4
RESP-072141,PRJ-04254,RDO,7,62.5
RESP-072142,PRJ-03622,Contractor,12,92.3
RESP-072143,PRJ-01489,Revenue Officer,5,95.4
RESP-072144,PRJ-00458,Project Manager,25,100.0
RESP-072145,PRJ-04632,RDO,5,88.0
RESP-072146,PRJ-04322,Project Manager,16,81.2
RESP-072147,PRJ-03107,Revenue Officer,12,90.4
RESP-072148,PRJ-00618,RDO,3,89.6
RESP-072149,PRJ-01751,Contractor,17,90.5
RESP-072150,PRJ-00001,Contractor,5,98.5
RESP-072151,PRJ-03258,RDO,10,95.4
RESP-072152,PRJ-04899,RDO,14,77.9
RESP-072153,PRJ-02574,Revenue Officer,3,99.9
RESP-072154,PRJ-03702,Revenue Officer,11,81.0
RESP-072155,PRJ-03856,Revenue Officer,9,92.0
RESP-072156,PRJ-02131,RDO,13,85.3
RESP-072157,PRJ-01471,Project Manager,5,70.0
RESP-072158,PRJ-02242,Landowner,8,96.6
RESP-072159,PRJ-02371,Project Manager,16,100.0
RESP-072160,PRJ-01500,Revenue Officer,5,100.0
RESP-072161,PRJ-00228,Landowner,11,100.0
RESP-072162,PRJ-03733,RDO,7,92.2
RESP-072163,PRJ-01276,Project Manager,8,76.8
RESP-072164,PRJ-03878,Landowner,16,97.1
RESP-072165,PRJ-01533,Revenue Officer,7,66.2
RESP-072166,PRJ-02398,Project Manager,3,100.0
RESP-072167,PRJ-00178,Contractor,9,100.0
RESP-072168,PRJ-01141,Project Manager,9,78.8
RESP-072169,PRJ-04530,RDO,14,84.6
RESP-072170,PRJ-03106,Contractor,12,97.0
RESP-072171,PRJ-03028,Revenue Officer,9,90.2
RESP-072172,PRJ-04863,Project Manager,6,68.4
RESP-072173,PRJ-01483,Contractor,3,86.8
RESP-072174,PRJ-02311,Contractor,7,94.2
RESP-072175,PRJ-04538,Revenue Officer,7,82.1
RESP-072176,PRJ-04861,Project Manager,9,100.0
RESP-072177,PRJ-03357,Contractor,6,93.4
RESP-072178,PRJ-01891,Project Manager,13,87.4
RESP-072179,PRJ-02494,Project Manager,11,99.8
RESP-072180,PRJ-04432,Landowner,2,89.2
RESP-072181,PRJ-03891,Landowner,17,96.9
RESP-072182,PRJ-04295,Landowner,6,90.8
RESP-072183,PRJ-00722,Revenue Officer,2,80.2
RESP-072184,PRJ-02828,Project Manager,25,90.5
RESP-072185,PRJ-02548,RDO,13,100.0
RESP-072186,PRJ-02452,Landowner,7,80.7
RESP-072187,PRJ-00438,Revenue Officer,19,75.3
RESP-072188,PRJ-02858,Project Manager,10,96.8
RESP-072189,PRJ-01883,Landowner,4,86.8
RESP-072190,PRJ-04213,RDO,6,92.8
RESP-072191,PRJ-01234,Landowner,10,92.7
RESP-072192,PRJ-03350,Revenue Officer,7,74.6
RESP-072193,PRJ-01271,Revenue Officer,7,99.4
RESP-072194,PRJ-02852,Landowner,12,98.4
RESP-072195,PRJ-02596,RDO,10,100.0
RESP-072196,PRJ-01702,Contractor,16,100.0
RESP-072197,PRJ-01251,RDO,10,96.7
RESP-072198,PRJ-01950,Revenue Officer,12,99.0
RESP-072199,PRJ-02050,RDO,20,96.0
RESP-072200,PRJ-01674,Project Manager,13,87.6
RESP-072201,PRJ-01048,Landowner,13,85.2
RESP-072202,PRJ-01770,Contractor,14,100.0
RESP-072203,PRJ-00941,Revenue Officer,7,87.6
RESP-072204,PRJ-04245,RDO,5,77.8
RESP-072205,PRJ-00663,Project Manager,19,100.0
RESP-072206,PRJ-01328,Contractor,3,94.7
RESP-072207,PRJ-01940,Contractor,19,77.2
RESP-072208,PRJ-01081,Project Manager,5,100.0
RESP-072209,PRJ-04924,Project Manager,12,87.9
RESP-072210,PRJ-00233,Contractor,9,92.1
RESP-072211,PRJ-01067,Landowner,5,93.0
RESP-072212,PRJ-02746,Revenue Officer,8,83.2
RESP-072213,PRJ-00795,Contractor,15,78.4
RESP-072214,PRJ-01727,RDO,4,87.0
RESP-072215,PRJ-03571,Landowner,32,83.3
RESP-072216,PRJ-00897,RDO,5,78.9
RESP-072217,PRJ-02970,Project Manager,5,100.0
RESP-072218,PRJ-00237,Revenue Officer,5,79.1
RESP-072219,PRJ-00633,Contractor,17,100.0
RESP-072220,PRJ-04308,Landowner,14,61.5
RESP-072221,PRJ-01670,Contractor,27,79.5
RESP-072222,PRJ-01181,Landowner,15,76.4
RESP-072223,PRJ-00932,RDO,18,94.3
RESP-072224,PRJ-03556,Landowner,10,91.9
RESP-072225,PRJ-04723,Project Manager,13,89.8
RESP-072226,PRJ-03470,Project Manager,21,92.4
RESP-072227,PRJ-03729,RDO,11,85.3
RESP-072228,PRJ-00703,Landowner,26,91.6
RESP-072229,PRJ-03670,RDO,8,100.0
RESP-072230,PRJ-01939,Landowner,13,97.6
RESP-072231,PRJ-04806,Project Manager,23,97.0
RESP-072232,PRJ-00291,Landowner,9,81.4
RESP-072233,PRJ-01553,Landowner,11,94.9
RESP-072234,PRJ-03220,Project Manager,8,91.2
RESP-072235,PRJ-02961,RDO,13,82.6
RESP-072236,PRJ-00377,Project Manager,8,94.5
RESP-072237,PRJ-02500,Contractor,3,92.3
RESP-072238,PRJ-02854,Project Manager,6,77.0
RESP-072239,PRJ-01151,RDO,4,100.0
RESP-072240,PRJ-01972,RDO,16,97.2
RESP-072241,PRJ-02769,Revenue Officer,18,99.4
RESP-072242,PRJ-04802,Revenue Officer,9,100.0
RESP-072243,PRJ-04595,Project Manager,14,76.5
RESP-072244,PRJ-02169,Contractor,21,66.0
RESP-072245,PRJ-04015,Contractor,13,85.1
RESP-072246,PRJ-01043,Landowner,33,98.4
RESP-072247,PRJ-04361,RDO,21,88.2
RESP-072248,PRJ-01244,Contractor,22,87.0
RESP-072249,PRJ-01690,Landowner,11,58.0
RESP-072250,PRJ-00180,Contractor,6,99.4
RESP-072251,PRJ-01914,RDO,14,75.9
RESP-072252,PRJ-04882,RDO,16,100.0
RESP-072253,PRJ-00724,Landowner,9,87.5
RESP-072254,PRJ-02624,Revenue Officer,10,91.1
RESP-072255,PRJ-03634,Landowner,12,77.1
RESP-072256,PRJ-02183,RDO,4,80.6
RESP-072257,PRJ-03248,Revenue Officer,4,100.0
RESP-072258,PRJ-00828,RDO,12,100.0
RESP-072259,PRJ-03110,Landowner,5,95.7
RESP-072260,PRJ-00850,Project Manager,15,100.0
RESP-072261,PRJ-04557,Revenue Officer,14,72.6
RESP-072262,PRJ-04189,Project Manager,5,66.5
RESP-072263,PRJ-01203,Contractor,4,79.7
RESP-072264,PRJ-04075,Project Manager,15,68.2
RESP-072265,PRJ-03136,Contractor,2,82.4
RESP-072266,PRJ-04657,RDO,10,88.2
RESP-072267,PRJ-03031,Project Manager,6,100.0
RESP-072268,PRJ-01171,Contractor,7,88.6
RESP-072269,PRJ-02986,Landowner,12,95.3
RESP-072270,PRJ-03337,Revenue Officer,9,92.0
RESP-072271,PRJ-00497,Contractor,7,63.2
RESP-072272,PRJ-00270,RDO,15,100.0
RESP-072273,PRJ-00165,Revenue Officer,17,98.6
RESP-072274,PRJ-02010,RDO,6,85.6
RESP-072275,PRJ-00386,Project Manager,8,100.0
RESP-072276,PRJ-01905,Landowner,6,100.0
RESP-072277,PRJ-02264,Project Manager,12,96.7
RESP-072278,PRJ-01198,Revenue Officer,8,79.1
RESP-072279,PRJ-02597,RDO,17,83.0
RESP-072280,PRJ-04244,Contractor,10,94.1
RESP-072281,PRJ-04332,Revenue Officer,7,76.4
RESP-072282,PRJ-04691,Contractor,11,97.1
RESP-072283,PRJ-00466,Revenue Officer,37,73.6
RESP-072284,PRJ-03887,Landowner,12,82.0
RESP-072285,PRJ-03622,RDO,7,100.0
RESP-072286,PRJ-01029,RDO,29,72.4
RESP-072287,PRJ-00544,Revenue Officer,4,86.1
RESP-072288,PRJ-03693,Revenue Officer,18,60.5
RESP-072289,PRJ-04331,Contractor,15,83.2
RESP-072290,PRJ-02435,Revenue Officer,8,88.1
RESP-072291,PRJ-04002,Project Manager,3,95.7
RESP-072292,PRJ-01237,Project Manager,23,91.8
RESP-072293,PRJ-03806,Project Manager,15,87.8
RESP-072294,PRJ-00591,RDO,5,97.1
RESP-072295,PRJ-03931,Landowner,8,88.4
RESP-072296,PRJ-01781,Landowner,12,69.3
RESP-072297,PRJ-04632,Revenue Officer,9,86.3
RESP-072298,PRJ-01131,Landowner,15,61.8
RESP-072299,PRJ-03426,Project Manager,17,80.6
RESP-072300,PRJ-03306,Project Manager,11,61.4
RESP-072301,PRJ-02881,Revenue Officer,8,100.0
RESP-072302,PRJ-00550,Project Manager,6,91.2
RESP-072303,PRJ-03452,Revenue Officer,13,72.4
RESP-072304,PRJ-00661,Project Manager,16,85.5
RESP-072305,PRJ-04812,Landowner,16,77.7
RESP-072306,PRJ-03014,Project Manager,12,86.7
RESP-072307,PRJ-03964,Contractor,22,81.9
RESP-072308,PRJ-03048,RDO,8,82.5
RESP-072309,PRJ-02545,Contractor,10,89.7
RESP-072310,PRJ-00529,Landowner,9,93.3
RESP-072311,PRJ-03258,Contractor,2,78.6
RESP-072312,PRJ-01205,Contractor,6,82.2
RESP-072313,PRJ-00232,Revenue Officer,20,99.5
RESP-072314,PRJ-01584,Landowner,26,100.0
RESP-072315,PRJ-00722,Project Manager,3,100.0
RESP-072316,PRJ-00229,Revenue Officer,30,85.8
RESP-072317,PRJ-03784,Contractor,18,74.2
RESP-072318,PRJ-02166,Landowner,5,99.8
RESP-072319,PRJ-03330,Project Manager,6,86.7
RESP-072320,PRJ-01548,Landowner,4,76.2
RESP-072321,PRJ-00691,Project Manager,8,95.6
RESP-072322,PRJ-04454,Project Manager,9,76.7
RESP-072323,PRJ-02315,Contractor,4,94.5
RESP-072324,PRJ-00725,Revenue Officer,20,65.7
RESP-072325,PRJ-00463,Landowner,7,100.0
RESP-072326,PRJ-01432,Contractor,15,96.6
RESP-072327,PRJ-01774,Landowner,7,93.6
RESP-072328,PRJ-00425,Revenue Officer,10,82.4
RESP-072329,PRJ-03609,RDO,3,91.1
RESP-072330,PRJ-00905,RDO,2,86.7
RESP-072331,PRJ-00950,Revenue Officer,21,88.5
RESP-072332,PRJ-04969,Landowner,10,76.2
RESP-072333,PRJ-01857,Revenue Officer,15,92.8
RESP-072334,PRJ-03995,RDO,8,80.0
RESP-072335,PRJ-00917,Landowner,17,75.5
RESP-072336,PRJ-00796,Contractor,10,75.2
RESP-072337,PRJ-03278,Revenue Officer,8,91.8
RESP-072338,PRJ-04643,Revenue Officer,12,100.0
RESP-072339,PRJ-04794,Project Manager,5,100.0
RESP-072340,PRJ-00492,Project Manager,30,97.0
RESP-072341,PRJ-03559,Project Manager,11,69.9
RESP-072342,PRJ-01118,Revenue Officer,14,87.6
RESP-072343,PRJ-03784,Contractor,4,94.3
RESP-072344,PRJ-03231,RDO,24,89.8
RESP-072345,PRJ-01578,Project Manager,6,87.9
RESP-072346,PRJ-01485,Revenue Officer,46,73.9
RESP-072347,PRJ-01292,Project Manager,35,95.6
RESP-072348,PRJ-03327,Landowner,9,93.4
RESP-072349,PRJ-04166,RDO,17,94.3
RESP-072350,PRJ-02964,Revenue Officer,5,90.8
RESP-072351,PRJ-02574,Landowner,11,68.4
RESP-072352,PRJ-01055,Project Manager,17,100.0
RESP-072353,PRJ-02054,Project Manager,15,100.0
RESP-072354,PRJ-01030,Contractor,22,89.4
RESP-072355,PRJ-03162,Revenue Officer,9,79.4
RESP-072356,PRJ-03578,Project Manager,7,86.1
RESP-072357,PRJ-03082,RDO,9,78.5
RESP-072358,PRJ-00368,Contractor,7,77.4
RESP-072359,PRJ-04502,Contractor,8,67.8
RESP-072360,PRJ-04917,RDO,10,81.8
RESP-072361,PRJ-01890,Landowner,24,95.1
RESP-072362,PRJ-03078,Contractor,21,89.0
RESP-072363,PRJ-03523,Contractor,9,69.6
RESP-072364,PRJ-00404,Landowner,4,100.0
RESP-072365,PRJ-03144,Landowner,12,82.6
RESP-072366,PRJ-00962,Contractor,6,100.0
RESP-072367,PRJ-03023,RDO,11,77.7
RESP-072368,PRJ-04371,Revenue Officer,6,58.7
RESP-072369,PRJ-03695,Project Manager,10,100.0
RESP-072370,PRJ-01637,Contractor,31,71.3
RESP-072371,PRJ-02532,Revenue Officer,9,85.4
RESP-072372,PRJ-01219,Contractor,9,91.7
RESP-072373,PRJ-04419,Revenue Officer,13,96.2
RESP-072374,PRJ-03683,Landowner,10,92.9
RESP-072375,PRJ-00648,Project Manager,3,86.1
RESP-072376,PRJ-00386,Revenue Officer,7,92.5
RESP-072377,PRJ-04409,Contractor,3,74.1
RESP-072378,PRJ-00606,Landowner,4,93.0
RESP-072379,PRJ-02983,RDO,21,99.0
RESP-072380,PRJ-03801,Contractor,50,89.7
RESP-072381,PRJ-01549,Contractor,11,75.8
RESP-072382,PRJ-03704,Project Manager,16,100.0
RESP-072383,PRJ-03950,Project Manager,15,100.0
RESP-072384,PRJ-03689,Project Manager,14,79.4
RESP-072385,PRJ-00243,RDO,17,96.3
RESP-072386,PRJ-04285,Revenue Officer,26,95.0
RESP-072387,PRJ-00794,Revenue Officer,14,97.3
RESP-072388,PRJ-04334,Project Manager,8,78.8
RESP-072389,PRJ-04059,Revenue Officer,22,85.6
RESP-072390,PRJ-01353,Revenue Officer,15,99.4
RESP-072391,PRJ-02649,RDO,9,77.8
RESP-072392,PRJ-00747,RDO,11,90.1
RESP-072393,PRJ-00818,Revenue Officer,20,97.5
RESP-072394,PRJ-02859,Project Manager,13,86.5
RESP-072395,PRJ-02510,Landowner,9,88.5
RESP-072396,PRJ-04806,Revenue Officer,10,87.5
RESP-072397,PRJ-03341,Contractor,2,87.5
RESP-072398,PRJ-02959,RDO,17,100.0
RESP-072399,PRJ-04576,RDO,22,100.0
RESP-072400,PRJ-02765,Project Manager,6,90.2
RESP-072401,PRJ-01385,RDO,10,94.1
RESP-072402,PRJ-04972,RDO,11,100.0
RESP-072403,PRJ-04599,Contractor,8,60.8
