project_id,project_type,land_required,affected_parcels,affected_families,legal_disputes,compensation_pending,approval_pending,documentation_pending,rehabilitation_pending,notification_pending,award_pending,possession_pending,stakeholder_responsiveness,environmental_risk,weather_risk,risk_score,delay_probability,delay_risk_label,delay_days
PRJ-03467,Irrigation,1.65,5,3,0,0,0,0,0,0,0,1,75.9,85.13,73.06,20.6,0.1545,LOW,0
PRJ-00089,Rail,5.93,8,3,0,0,0,0,0,0,0,0,83.2,21.97,47.45,12.7,0.0998,LOW,0
PRJ-03807,Industrial Corridor,0.67,4,6,1,0,1,1,1,0,0,0,58.8,24.66,24.81,62.8,0.6457,HIGH,0
PRJ-03038,Urban Development,3.34,6,5,0,0,0,0,0,0,0,1,87.4,37.15,35.94,11.7,0.1545,LOW,0
PRJ-00863,Irrigation,0.78,6,5,0,0,0,0,0,0,0,1,85.1,6.88,75.0,12.7,0.1545,LOW,0
PRJ-04579,Urban Development,1.48,6,3,0,0,0,0,0,0,0,0,100.0,57.67,59.08,8.8,0.0998,LOW,0
PRJ-03382,Rail,0.84,9,3,0,0,0,0,0,0,0,0,100.0,71.4,75.73,8.5,0.0998,LOW,0
PRJ-00499,Irrigation,0.95,5,6,0,1,0,0,0,0,1,0,93.6,11.13,37.57,22.3,0.2689,LOW,0
PRJ-03631,Road,2.71,4,4,0,0,0,0,0,0,0,0,74.2,71.81,50.11,11.9,0.0998,LOW,46
PRJ-00736,Road,0.58,9,5,0,0,0,0,0,0,0,0,100.0,97.25,13.13,11.6,0.0998,LOW,0
PRJ-02187,Urban Development,0.83,5,5,0,0,0,0,0,0,0,0,91.0,49.37,63.8,10.8,0.0998,LOW,0
PRJ-02570,Renewable Energy,0.76,6,7,0,0,0,0,0,0,0,0,88.5,62.61,12.55,17.9,0.1246,LOW,0
PRJ-04421,Road,1.57,5,6,0,0,0,1,0,1,0,0,83.6,63.06,51.37,28.2,0.2891,MEDIUM,0
PRJ-04443,Urban Development,1.38,8,6,0,0,0,0,0,0,0,0,96.3,43.31,16.6,6.3,0.0998,LOW,0
PRJ-04101,Road,3.11,3,7,0,0,0,0,0,0,0,0,100.0,33.79,54.31,13.1,0.1246,LOW,54
PRJ-00699,Renewable Energy,0.7,7,7,1,1,0,1,1,1,0,0,62.3,14.18,45.08,78.3,0.8249,CRITICAL,175
PRJ-00183,Urban Development,0.98,5,4,0,0,0,0,0,0,0,0,83.2,83.93,49.21,7.2,0.0998,LOW,0
PRJ-02213,Road,5.64,11,3,0,0,0,0,0,0,0,0,98.0,25.97,65.84,9.3,0.0998,LOW,0
PRJ-02934,Road,1.52,6,5,1,0,0,0,0,0,0,0,97.6,94.38,75.03,25.3,0.2142,MEDIUM,0
PRJ-00400,Rail,2.26,7,5,0,0,0,1,0,0,0,0,86.2,10.53,11.2,18.4,0.1978,LOW,0
PRJ-04171,Renewable Energy,4.39,12,1,0,0,0,0,0,1,0,0,91.8,26.03,33.62,13.1,0.1545,LOW,0
PRJ-00431,Road,1.13,7,6,0,0,0,0,0,0,0,0,98.5,91.75,92.3,10.9,0.0998,LOW,0
PRJ-01015,Industrial Corridor,10.52,5,5,0,0,0,0,0,0,0,0,91.1,16.14,56.98,13.0,0.1246,LOW,68
PRJ-02564,Renewable Energy,0.3,11,6,1,0,0,0,0,0,0,0,70.1,10.48,93.15,24.0,0.2142,LOW,0
PRJ-02440,Industrial Corridor,3.5,7,4,0,0,1,0,0,0,0,0,86.5,79.95,98.61,19.4,0.168,LOW,40
PRJ-01361,Irrigation,1.6,3,5,0,0,1,0,0,0,0,0,87.2,97.36,11.22,9.6,0.168,LOW,0
PRJ-00435,Road,1.28,9,3,1,1,0,0,0,0,1,1,74.2,51.8,87.44,55.9,0.5987,HIGH,85
PRJ-03295,Urban Development,0.96,5,7,0,1,0,0,0,0,0,0,86.2,85.09,30.15,26.8,0.2405,MEDIUM,0
PRJ-03509,Irrigation,0.79,8,5,0,0,0,0,1,0,0,0,66.9,90.01,6.48,22.8,0.1545,LOW,0
PRJ-00313,Road,0.75,8,6,0,0,0,0,0,0,0,0,100.0,68.07,18.95,8.9,0.0998,LOW,0
PRJ-01788,Renewable Energy,4.27,7,6,0,0,0,1,1,0,0,0,82.9,83.98,63.23,33.0,0.2891,MEDIUM,238
PRJ-04007,Irrigation,5.46,4,7,0,1,0,0,0,0,0,0,81.8,94.23,88.34,24.3,0.2405,LOW,0
PRJ-04491,Industrial Corridor,4.51,9,7,1,0,0,0,0,0,0,0,79.2,97.9,43.09,31.1,0.2592,MEDIUM,96
PRJ-04051,Road,0.98,8,3,0,0,0,0,0,0,0,0,100.0,13.51,49.89,7.3,0.0998,LOW,0
PRJ-01919,Urban Development,8.0,4,8,0,0,0,0,0,0,1,0,95.4,52.76,66.1,14.8,0.1751,LOW,0
PRJ-02999,Road,0.47,2,5,0,1,0,0,0,0,1,0,92.8,40.45,18.17,23.1,0.2689,LOW,0
PRJ-04478,Road,2.88,5,4,0,1,0,0,0,1,0,1,69.4,31.58,10.47,37.9,0.4013,MEDIUM,367
PRJ-02169,Renewable Energy,1.02,5,5,0,0,0,0,0,0,0,0,100.0,57.61,49.73,13.0,0.0998,LOW,77
PRJ-00111,Road,1.04,3,2,0,0,0,0,1,0,0,0,77.2,64.75,62.53,12.0,0.1545,LOW,0
PRJ-02718,Road,1.06,6,9,0,0,0,0,1,0,0,0,84.0,66.19,52.63,16.6,0.19,LOW,0
PRJ-02124,Industrial Corridor,0.94,4,5,0,1,0,0,0,0,0,0,76.5,5.39,30.69,17.0,0.1978,LOW,0
PRJ-04422,Urban Development,2.66,4,5,0,0,1,0,0,0,0,0,100.0,84.08,31.86,18.9,0.168,LOW,0
PRJ-00970,Road,0.95,6,3,0,1,0,0,1,1,0,0,57.3,38.29,58.18,41.5,0.4013,MEDIUM,118
PRJ-00318,Industrial Corridor,1.5,7,4,0,0,0,0,0,0,0,0,79.9,84.01,52.42,8.4,0.0998,LOW,0
PRJ-03100,Rail,0.13,8,7,0,0,1,0,0,0,0,0,83.5,92.73,55.11,23.0,0.2059,LOW,0
PRJ-01235,Renewable Energy,0.83,5,4,1,1,0,1,1,0,0,0,56.9,41.27,18.18,70.8,0.69,HIGH,150
PRJ-03668,Road,0.97,8,6,0,0,0,0,0,1,0,0,100.0,49.46,97.84,10.6,0.1545,LOW,0
PRJ-03372,Road,4.94,8,3,0,0,0,0,1,0,1,0,99.8,84.44,59.54,18.4,0.2142,LOW,0
PRJ-04290,Urban Development,0.47,5,6,0,0,0,0,0,1,0,0,77.7,20.36,97.94,19.3,0.1545,LOW,56
PRJ-03062,Industrial Corridor,4.5,7,5,0,0,1,0,0,0,0,0,86.3,15.41,50.95,20.1,0.168,LOW,0
PRJ-03759,Renewable Energy,3.05,2,5,1,1,0,0,0,0,0,0,90.2,18.49,85.43,37.5,0.3775,MEDIUM,0
PRJ-02237,Road,6.47,7,7,0,0,0,0,0,0,0,0,98.5,99.34,93.42,11.7,0.1246,LOW,0
PRJ-01774,Irrigation,1.02,8,5,0,0,0,0,0,0,1,0,94.8,64.67,82.55,14.7,0.1419,LOW,0
PRJ-03312,Urban Development,0.55,8,4,0,0,0,0,0,0,0,0,94.4,30.05,52.32,11.4,0.0998,LOW,0
PRJ-01696,Industrial Corridor,0.91,7,6,0,0,1,1,1,0,0,0,85.1,95.62,15.86,42.8,0.4256,MEDIUM,115
PRJ-02161,Irrigation,0.96,7,6,0,0,0,0,0,0,0,0,89.1,1.4,82.89,12.2,0.0998,LOW,0
PRJ-01573,Industrial Corridor,0.38,7,4,0,1,1,0,0,0,0,1,75.3,6.59,93.47,44.4,0.4256,MEDIUM,392
PRJ-03932,Urban Development,0.6,9,9,1,1,0,0,1,0,1,0,57.3,74.68,65.26,62.7,0.657,HIGH,124
PRJ-00715,Renewable Energy,0.86,11,5,0,0,0,0,1,0,0,0,81.6,81.17,1.58,19.6,0.1545,LOW,0
PRJ-01542,Renewable Energy,1.11,8,7,0,0,0,0,1,0,0,0,96.0,13.14,67.81,18.8,0.19,LOW,0
PRJ-01266,Industrial Corridor,2.41,3,5,0,0,0,0,0,0,1,0,75.5,86.46,13.47,13.2,0.1419,LOW,133
PRJ-00242,Road,0.45,6,6,0,0,1,0,0,0,1,0,89.2,68.63,45.86,25.0,0.2315,MEDIUM,0
PRJ-00345,Renewable Energy,2.46,6,3,0,0,0,0,0,0,0,0,99.0,64.65,85.3,9.6,0.0998,LOW,0
PRJ-04715,Road,0.44,8,2,0,0,0,0,0,0,1,0,90.3,8.85,23.79,8.1,0.1419,LOW,0
PRJ-04076,Road,0.44,8,4,0,1,0,1,0,1,0,0,76.7,89.22,62.98,42.5,0.475,MEDIUM,0
PRJ-03658,Irrigation,1.22,6,5,0,0,0,0,0,0,0,0,100.0,36.84,21.89,5.3,0.0998,LOW,0
PRJ-01376,Road,2.42,3,4,0,0,0,0,0,1,0,0,83.9,32.77,2.33,18.5,0.1545,LOW,0
PRJ-00163,Road,2.18,4,5,0,0,0,0,0,0,0,0,100.0,62.84,4.31,6.9,0.0998,LOW,0
PRJ-00432,Irrigation,0.59,8,7,0,0,0,0,0,0,0,0,91.7,49.21,5.55,10.2,0.1246,LOW,0
PRJ-02947,Urban Development,2.22,6,6,0,0,0,0,0,0,1,0,97.8,87.09,82.98,13.2,0.1419,LOW,0
PRJ-02181,Irrigation,2.6,3,6,0,0,0,0,0,0,0,0,99.5,21.3,85.74,13.1,0.0998,LOW,0
PRJ-00230,Road,3.23,7,7,0,0,0,0,1,0,0,1,67.6,31.13,73.65,26.9,0.2789,MEDIUM,0
PRJ-03339,Road,1.49,8,5,0,0,0,0,0,0,0,0,100.0,94.83,47.57,12.1,0.0998,LOW,0
PRJ-02674,Irrigation,0.91,7,6,0,1,0,0,0,0,0,0,93.5,62.74,30.16,20.0,0.1978,LOW,0
PRJ-00345,Road,1.06,6,1,0,0,0,0,0,0,1,0,100.0,28.78,88.41,14.8,0.1419,LOW,0
PRJ-03937,Industrial Corridor,0.84,3,4,0,0,0,0,1,0,0,0,75.3,99.12,57.37,14.8,0.1545,LOW,0
PRJ-04404,Urban Development,2.86,4,6,0,1,1,0,0,0,1,1,60.1,54.29,77.07,52.9,0.525,HIGH,0
PRJ-04093,Industrial Corridor,4.59,7,6,0,0,0,0,0,0,1,0,66.7,37.97,73.53,17.4,0.1419,LOW,73
PRJ-00855,Urban Development,2.41,9,5,1,0,1,1,0,0,0,0,78.2,99.5,20.58,54.6,0.525,HIGH,0
PRJ-00086,Renewable Energy,0.85,11,4,0,0,0,0,0,1,0,1,84.8,9.95,99.28,21.0,0.2315,LOW,126
PRJ-00629,Rail,1.6,8,6,0,0,0,0,0,0,0,0,100.0,16.28,33.96,12.3,0.0998,LOW,0
PRJ-04173,Renewable Energy,1.43,3,7,0,1,0,0,0,0,0,0,78.1,8.25,12.8,24.0,0.2405,LOW,101
PRJ-02741,Industrial Corridor,4.23,8,6,0,1,0,0,0,0,0,0,100.0,39.04,2.98,10.6,0.1978,LOW,119
PRJ-04552,Irrigation,0.98,7,3,1,0,1,0,1,0,0,0,97.1,73.51,49.75,41.3,0.4502,MEDIUM,0
PRJ-04348,Industrial Corridor,3.55,7,5,0,0,0,0,0,0,0,0,86.5,27.13,63.06,9.1,0.0998,LOW,0
PRJ-02063,Urban Development,0.28,4,10,0,0,0,0,0,1,0,0,73.5,68.45,92.53,16.6,0.19,LOW,0
PRJ-01821,Urban Development,0.41,4,5,0,1,1,1,0,0,0,1,67.5,14.15,46.48,61.7,0.6225,HIGH,0
PRJ-02444,Urban Development,1.67,10,1,0,1,0,0,0,0,0,0,87.2,62.16,0.73,20.3,0.1978,LOW,0
PRJ-02909,Rail,2.22,6,7,0,0,0,0,0,0,0,0,99.7,23.86,78.39,11.0,0.1246,LOW,0
PRJ-03404,Rail,1.19,4,4,1,1,0,0,0,0,0,0,74.7,83.94,19.88,33.0,0.3775,MEDIUM,0
PRJ-03139,Renewable Energy,1.29,6,6,0,0,0,0,0,0,1,0,70.7,16.05,64.42,12.5,0.1419,LOW,37
PRJ-02334,Industrial Corridor,0.47,6,7,0,0,0,0,0,0,0,0,94.0,11.56,38.93,20.2,0.1246,LOW,0
PRJ-02574,Urban Development,1.9,7,3,0,0,0,0,0,0,0,0,89.0,73.05,97.72,9.4,0.0998,LOW,0
PRJ-04993,Industrial Corridor,3.2,5,2,1,0,0,0,0,0,0,0,100.0,1.02,47.5,14.9,0.2142,LOW,0
PRJ-04007,Irrigation,2.56,7,4,0,0,0,0,0,0,0,0,81.5,38.85,78.65,10.4,0.0998,LOW,0
PRJ-00315,Irrigation,3.53,4,7,0,1,0,0,0,0,0,0,79.0,82.32,90.85,27.8,0.2405,MEDIUM,0
PRJ-02964,Renewable Energy,0.43,4,7,0,0,0,0,0,1,0,0,98.6,85.75,66.96,19.2,0.19,LOW,0
PRJ-01607,Industrial Corridor,2.13,4,6,0,0,1,0,0,0,0,0,100.0,86.66,61.85,15.0,0.168,LOW,0
PRJ-01541,Urban Development,2.3,5,4,1,1,1,0,1,0,0,0,61.9,78.16,72.69,63.7,0.6457,HIGH,153
PRJ-04085,Urban Development,3.82,6,6,0,0,0,0,0,1,0,0,86.9,55.49,4.48,17.1,0.1545,LOW,0
PRJ-01266,Urban Development,2.45,5,6,0,0,0,0,0,0,0,0,100.0,29.44,4.01,10.1,0.0998,LOW,0
PRJ-03773,Rail,1.51,3,4,0,0,1,0,0,0,1,0,100.0,83.7,50.91,20.7,0.2315,LOW,0
PRJ-01963,Irrigation,1.14,7,6,0,0,0,0,0,0,0,0,72.1,46.68,38.11,13.2,0.0998,LOW,0
PRJ-03626,Urban Development,0.3,3,8,0,0,0,0,0,0,1,0,91.1,90.58,26.3,15.4,0.1751,LOW,148
PRJ-02292,Irrigation,0.9,8,5,1,0,0,1,0,0,0,0,74.1,87.82,85.62,34.9,0.3775,MEDIUM,0
PRJ-03576,Urban Development,1.22,8,3,0,0,0,0,1,1,1,0,74.1,31.63,71.29,39.4,0.31,MEDIUM,0
PRJ-02480,Urban Development,0.48,6,1,0,1,0,0,0,0,1,1,88.0,95.02,7.64,35.9,0.3775,MEDIUM,0
PRJ-01588,Urban Development,0.63,3,5,0,1,0,0,0,0,0,0,86.4,23.93,25.22,23.9,0.1978,LOW,0
PRJ-04115,Irrigation,0.2,8,6,0,0,0,0,0,0,0,1,90.1,75.57,78.79,10.9,0.1545,LOW,0
PRJ-00342,Industrial Corridor,1.66,3,7,0,0,0,0,0,0,0,1,66.6,6.72,20.47,18.0,0.19,LOW,238
PRJ-01746,Urban Development,3.36,10,9,0,1,1,1,0,0,1,0,60.1,16.75,6.78,63.5,0.657,HIGH,179
PRJ-04921,Irrigation,1.75,3,5,0,0,0,0,0,0,0,0,100.0,64.02,57.56,14.8,0.0998,LOW,0
PRJ-04938,Renewable Energy,1.66,4,3,0,0,0,0,0,1,0,1,98.8,12.01,64.71,24.7,0.2315,LOW,0
PRJ-04497,Rail,5.47,11,3,0,0,0,0,0,0,0,1,94.6,73.89,62.74,21.2,0.19,LOW,0
PRJ-04848,Renewable Energy,2.45,9,6,0,1,1,1,1,1,1,0,37.2,21.91,54.88,82.9,0.8022,CRITICAL,0
PRJ-02028,Rail,1.39,6,3,0,0,0,0,0,0,0,0,73.6,66.38,46.01,6.6,0.0998,LOW,0
PRJ-04885,Road,4.64,6,7,0,0,0,0,0,1,0,1,77.3,2.21,89.21,30.0,0.2789,MEDIUM,0
PRJ-01995,Renewable Energy,1.8,6,7,0,0,0,0,1,0,0,0,67.2,8.24,95.46,20.8,0.19,LOW,0
PRJ-01542,Renewable Energy,1.29,8,4,0,1,1,0,0,0,1,0,76.0,96.44,93.32,32.2,0.4013,MEDIUM,124
PRJ-02789,Industrial Corridor,7.73,3,3,0,0,0,0,0,0,0,1,83.0,66.04,38.14,16.2,0.1545,LOW,70
PRJ-00434,Irrigation,0.41,7,4,0,0,0,0,0,0,0,0,84.4,77.03,92.81,11.6,0.0998,LOW,0
PRJ-04925,Irrigation,0.99,10,4,0,0,0,0,0,0,0,0,100.0,81.03,59.9,7.6,0.0998,LOW,0
PRJ-02711,Urban Development,0.53,5,4,0,0,0,0,0,0,0,0,82.9,1.39,19.76,15.7,0.0998,LOW,0
PRJ-03624,Rail,3.31,6,5,0,0,0,0,1,0,0,0,94.9,35.5,77.72,16.8,0.1545,LOW,0
PRJ-04153,Irrigation,3.84,6,6,0,0,0,0,0,0,0,0,96.9,74.58,36.93,3.3,0.0998,LOW,0
PRJ-00594,Road,0.52,6,3,0,0,0,0,1,0,0,0,82.3,20.99,70.04,18.7,0.1545,LOW,0
PRJ-02425,Rail,0.78,2,4,0,0,0,0,0,0,0,0,81.4,4.53,66.95,12.8,0.0998,LOW,0
PRJ-00346,Industrial Corridor,0.31,5,4,0,0,1,0,0,0,0,0,78.9,48.71,36.95,18.2,0.168,LOW,0
PRJ-02792,Urban Development,1.12,6,7,0,0,0,0,0,0,0,0,100.0,76.67,55.88,11.5,0.1246,LOW,0
PRJ-01222,Rail,1.58,6,4,0,1,0,0,0,1,0,0,80.5,98.05,55.36,30.0,0.2891,MEDIUM,0
PRJ-04924,Irrigation,0.3,3,5,0,1,0,0,0,0,0,1,64.4,50.14,80.38,32.4,0.2891,MEDIUM,0
PRJ-01341,Road,4.41,7,2,0,0,0,0,0,0,1,0,69.4,69.44,70.09,11.8,0.1419,LOW,0
PRJ-04756,Irrigation,5.68,6,5,0,1,0,0,0,0,0,0,82.0,36.83,43.11,20.8,0.1978,LOW,0
PRJ-00643,Road,0.31,7,6,0,0,0,0,0,0,0,0,100.0,40.19,73.47,12.2,0.0998,LOW,0
PRJ-04765,Urban Development,0.26,4,8,0,0,0,0,0,0,0,0,100.0,42.18,39.81,10.1,0.1246,LOW,0
PRJ-03443,Rail,2.66,3,8,0,1,1,0,0,0,0,0,59.5,32.98,42.42,31.9,0.3659,MEDIUM,0
PRJ-01662,Irrigation,3.01,5,6,0,0,0,0,0,1,0,0,95.9,46.67,98.1,18.4,0.1545,LOW,41
PRJ-02364,Road,1.68,6,4,0,0,0,0,0,0,0,0,87.6,53.91,97.29,12.2,0.0998,LOW,0
PRJ-00187,Renewable Energy,2.34,7,8,0,1,0,0,0,0,0,0,90.1,50.79,2.51,23.6,0.2405,LOW,0
PRJ-01048,Road,1.34,7,7,1,0,0,0,0,0,0,0,85.7,24.34,16.07,22.5,0.2592,LOW,0
PRJ-04732,Renewable Energy,1.43,2,4,0,0,1,0,1,0,0,0,94.2,83.97,52.5,24.5,0.2497,LOW,111
PRJ-04800,Road,4.24,9,4,1,0,0,0,1,1,0,0,54.5,16.14,34.45,47.4,0.4256,MEDIUM,171
PRJ-04190,Renewable Energy,1.01,5,2,0,0,0,0,1,0,1,0,85.3,28.95,91.52,25.6,0.2142,MEDIUM,0
PRJ-04054,Renewable Energy,2.26,7,7,0,1,1,1,0,0,0,1,51.3,14.67,27.56,69.5,0.6792,HIGH,114
PRJ-02791,Urban Development,3.96,3,4,0,0,0,0,0,0,0,0,98.1,86.98,15.4,11.9,0.0998,LOW,0
PRJ-01245,Road,1.18,5,5,0,1,0,0,0,0,0,1,100.0,44.81,32.01,24.1,0.2891,LOW,138
PRJ-02546,Industrial Corridor,1.01,4,5,0,1,0,0,0,0,0,0,75.6,9.64,49.54,19.1,0.1978,LOW,0
PRJ-01601,Industrial Corridor,3.62,7,9,0,0,1,0,0,0,0,0,87.7,12.83,49.63,24.0,0.2059,LOW,0
PRJ-02376,Industrial Corridor,1.59,4,4,0,0,0,1,0,0,0,0,100.0,69.26,69.71,15.3,0.1978,LOW,0
PRJ-04217,Road,4.63,5,6,0,0,0,0,0,0,0,0,100.0,54.63,10.46,13.0,0.0998,LOW,0
PRJ-00823,Industrial Corridor,1.36,8,5,0,0,0,0,0,0,0,0,78.3,38.98,36.26,9.9,0.0998,LOW,0
PRJ-04672,Road,0.29,7,5,0,1,0,0,0,0,0,1,91.0,12.48,29.72,28.6,0.2891,MEDIUM,0
PRJ-03108,Road,4.71,4,6,1,1,0,0,0,0,0,0,81.8,67.53,6.85,33.7,0.3775,MEDIUM,0
PRJ-00022,Road,0.75,8,7,0,0,0,0,0,0,0,0,86.8,65.07,52.44,11.6,0.1246,LOW,0
PRJ-00240,Rail,1.9,3,9,0,0,0,0,0,0,0,0,98.1,8.59,65.47,9.5,0.1246,LOW,73
PRJ-01357,Industrial Corridor,1.07,4,2,0,0,0,1,0,0,0,0,96.3,91.42,13.21,16.1,0.1978,LOW,0
PRJ-02210,Industrial Corridor,4.35,9,5,0,0,0,0,0,0,0,0,85.1,44.87,30.14,9.9,0.0998,LOW,0
PRJ-03668,Road,1.64,7,6,0,0,0,1,0,0,0,0,94.8,75.59,35.1,17.5,0.1978,LOW,0
PRJ-01247,Road,2.1,7,7,0,0,0,0,0,0,0,0,100.0,82.19,69.73,12.7,0.1246,LOW,0
PRJ-02062,Renewable Energy,0.91,3,5,0,0,0,0,0,0,0,0,100.0,69.6,10.24,8.5,0.0998,LOW,0
PRJ-01065,Urban Development,1.04,6,11,0,0,0,0,0,0,0,0,95.9,80.56,29.61,14.2,0.1246,LOW,0
PRJ-02680,Road,1.05,6,2,0,1,0,1,0,0,1,0,60.0,8.34,72.3,47.9,0.4502,MEDIUM,257
PRJ-03754,Renewable Energy,2.66,4,4,0,0,0,0,1,0,0,0,88.8,23.73,95.89,19.3,0.1545,LOW,0
PRJ-04715,Urban Development,1.88,7,3,0,0,0,0,0,0,0,0,90.6,14.91,32.96,16.1,0.0998,LOW,82
PRJ-03514,Industrial Corridor,2.03,7,6,0,0,0,1,0,0,0,0,65.7,40.21,49.2,24.8,0.1978,LOW,0
PRJ-02931,Urban Development,6.44,7,4,0,1,0,1,0,1,0,0,90.8,50.94,57.42,43.4,0.475,MEDIUM,100
PRJ-00901,Road,0.6,8,6,0,0,0,0,1,0,1,0,84.1,11.25,45.51,23.1,0.2142,LOW,0
PRJ-03983,Rail,2.44,6,6,0,0,0,0,0,0,0,1,77.2,8.77,27.38,17.7,0.1545,LOW,0
PRJ-01618,Industrial Corridor,2.08,9,9,1,1,1,1,0,0,0,0,47.5,36.36,14.33,76.0,0.7595,CRITICAL,295
PRJ-03420,Renewable Energy,0.64,2,4,0,0,0,0,0,1,0,0,89.0,87.35,42.72,15.9,0.1545,LOW,0
PRJ-04725,Urban Development,0.66,5,6,0,1,1,0,0,0,0,0,71.9,94.42,88.16,34.6,0.31,MEDIUM,68
PRJ-04305,Road,2.19,4,6,0,0,1,1,0,0,0,0,83.0,43.38,35.15,34.5,0.31,MEDIUM,113
PRJ-04962,Rail,0.72,4,1,0,0,1,0,0,0,0,0,81.2,62.75,37.2,19.5,0.168,LOW,0
PRJ-04186,Road,0.68,4,5,0,0,0,0,0,0,0,1,98.2,66.24,14.45,17.4,0.1545,LOW,0
PRJ-04274,Irrigation,1.72,5,5,0,1,0,1,0,0,0,1,75.4,53.77,86.15,49.9,0.475,MEDIUM,163
PRJ-01007,Road,1.14,3,4,0,1,0,1,1,0,0,0,77.9,24.43,56.8,52.9,0.475,HIGH,0
PRJ-04923,Road,0.4,10,5,0,0,1,0,0,1,1,0,82.5,49.17,41.06,34.8,0.3318,MEDIUM,154
PRJ-02217,Industrial Corridor,1.14,7,5,0,1,0,0,0,0,0,0,96.4,74.31,73.28,16.9,0.1978,LOW,36
PRJ-01767,Industrial Corridor,1.52,4,4,0,0,0,1,0,0,0,0,88.8,92.3,41.14,25.2,0.1978,MEDIUM,0
PRJ-00850,Renewable Energy,0.52,8,5,0,0,0,0,0,0,0,0,98.1,23.74,66.97,9.8,0.0998,LOW,0
PRJ-02210,Urban Development,3.93,4,7,0,0,0,1,0,0,0,0,76.9,18.82,71.69,27.1,0.2405,MEDIUM,0
PRJ-04205,Irrigation,4.65,7,8,0,1,0,0,0,0,0,0,82.6,16.98,57.55,21.0,0.2405,LOW,148
PRJ-03009,Irrigation,0.8,7,5,0,0,0,0,0,0,0,1,85.4,70.5,41.93,10.6,0.1545,LOW,0
PRJ-01050,Rail,0.77,5,3,0,0,1,0,0,0,0,0,89.0,61.16,65.06,20.8,0.168,LOW,0
PRJ-00648,Road,3.16,6,2,0,0,0,0,0,1,1,0,83.3,62.35,14.3,20.4,0.2142,LOW,0
PRJ-03919,Irrigation,2.26,9,4,0,1,0,0,0,0,0,0,98.8,71.42,84.86,16.8,0.1978,LOW,0
PRJ-04889,Urban Development,2.11,8,4,0,0,0,0,0,1,0,0,71.7,50.73,68.4,17.3,0.1545,LOW,0
PRJ-00104,Road,0.94,5,4,0,1,0,0,0,0,0,0,79.9,55.68,95.09,18.6,0.1978,LOW,0
PRJ-00606,Rail,3.21,5,6,0,0,0,0,0,0,0,0,98.4,43.34,47.15,6.9,0.0998,LOW,0
PRJ-00543,Road,2.49,5,5,0,0,0,1,0,0,0,0,100.0,50.79,14.2,24.7,0.1978,LOW,0
PRJ-02898,Road,2.26,3,6,0,0,0,0,0,0,0,0,100.0,8.73,25.19,8.2,0.0998,LOW,0
PRJ-00031,Road,0.43,7,5,0,0,0,0,0,0,0,1,93.1,87.0,42.05,15.6,0.1545,LOW,0
PRJ-03544,Renewable Energy,0.43,2,3,0,0,1,1,1,0,0,0,85.3,99.58,88.05,42.3,0.4256,MEDIUM,245
PRJ-00709,Road,0.29,7,4,1,0,0,0,1,0,0,0,84.8,64.05,51.48,28.3,0.31,MEDIUM,0
PRJ-03460,Rail,2.21,7,4,0,0,0,0,0,0,0,0,96.2,91.42,18.38,5.6,0.0998,LOW,0
PRJ-03678,Road,0.82,3,3,0,0,1,0,0,0,0,0,100.0,61.85,41.51,13.9,0.168,LOW,0
PRJ-03390,Irrigation,0.58,4,6,0,1,0,0,0,0,0,0,88.0,83.0,7.48,22.7,0.1978,LOW,0
PRJ-00600,Irrigation,0.71,8,1,0,1,0,0,0,0,0,0,83.3,75.78,81.17,21.0,0.1978,LOW,0
PRJ-00183,Industrial Corridor,0.85,4,7,0,0,1,0,1,0,0,1,80.4,23.32,65.51,45.4,0.4134,MEDIUM,0
PRJ-01241,Rail,1.54,5,5,0,0,0,0,0,0,0,1,82.2,71.12,33.38,18.8,0.1545,LOW,0
PRJ-00060,Urban Development,2.1,9,5,0,0,1,0,0,0,0,0,87.3,75.71,38.25,22.7,0.168,LOW,0
PRJ-01014,Industrial Corridor,0.71,5,4,0,0,1,0,0,0,0,1,76.5,1.83,14.92,28.4,0.2497,MEDIUM,46
PRJ-01554,Renewable Energy,1.35,9,2,0,0,0,0,0,0,0,0,98.0,20.18,26.43,9.2,0.0998,LOW,0
PRJ-00609,Road,1.1,4,4,0,0,0,0,0,0,0,0,89.3,24.86,56.32,16.5,0.0998,LOW,0
PRJ-01896,Industrial Corridor,0.45,5,8,1,0,1,0,0,0,1,0,69.1,90.64,16.75,46.5,0.4875,MEDIUM,0
PRJ-04583,Industrial Corridor,0.5,9,2,0,0,0,0,0,1,0,0,67.8,32.17,90.91,18.6,0.1545,LOW,0
PRJ-00272,Renewable Energy,0.95,6,5,0,0,1,0,1,0,0,1,75.8,16.86,36.49,40.2,0.3543,MEDIUM,127
PRJ-02364,Renewable Energy,2.55,5,3,0,1,0,0,0,0,0,0,88.7,94.4,52.56,19.5,0.1978,LOW,0
PRJ-02711,Rail,0.41,6,7,1,0,0,0,0,0,0,1,81.4,6.74,5.49,36.5,0.3659,MEDIUM,0
PRJ-01557,Urban Development,0.17,6,2,0,0,0,0,0,0,0,0,89.9,19.39,24.21,7.3,0.0998,LOW,0
PRJ-04062,Urban Development,5.78,8,5,0,0,0,0,0,0,0,0,96.8,90.06,41.15,13.5,0.0998,LOW,0
PRJ-03215,Road,0.37,1,6,0,0,0,0,0,0,0,1,86.1,75.06,23.3,16.9,0.1545,LOW,0
