rr_id,case_id,affected_families,rehabilitation_required,rehabilitation_status,resettlement_delay_days
RR-074994,CASE-074994,7,0,Completed,0
RR-074995,CASE-074995,3,0,Completed,0
RR-074996,CASE-074996,4,0,Completed,0
RR-074997,CASE-074997,8,1,Pending,112
RR-074998,CASE-074998,9,0,Completed,0
RR-074999,CASE-074999,6,0,Completed,0
RR-075000,CASE-075000,8,1,Pending,175
RR-075001,CASE-075001,4,0,Completed,0
RR-075002,CASE-075002,2,0,Completed,0
RR-075003,CASE-075003,3,0,Completed,0
RR-075004,CASE-075004,6,0,Completed,0
RR-075005,CASE-075005,7,0,Completed,0
RR-075006,CASE-075006,5,0,Completed,0
RR-075007,CASE-075007,6,0,Completed,0
RR-075008,CASE-075008,6,0,Completed,0
RR-075009,CASE-075009,5,0,Completed,0
RR-075010,CASE-075010,4,0,Completed,0
RR-075011,CASE-075011,4,0,Completed,0
RR-075012,CASE-075012,1,0,Completed,0
RR-075013,CASE-075013,9,0,Completed,0
RR-075014,CASE-075014,4,0,Completed,0
RR-075015,CASE-075015,5,0,Completed,0
RR-075016,CASE-075016,6,0,Completed,0
RR-075017,CASE-075017,12,0,Completed,0
RR-075018,CASE-075018,4,0,Completed,0
RR-075019,CASE-075019,5,0,Completed,0
RR-075020,CASE-075020,4,0,Completed,0
RR-075021,CASE-075021,5,0,Completed,0
RR-075022,CASE-075022,5,0,Completed,0
RR-075023,CASE-075023,6,0,Completed,0
RR-075024,CASE-075024,5,0,Completed,0
RR-075025,CASE-075025,4,1,Under Review,233
RR-075026,CASE-075026,5,0,Completed,0
RR-075027,CASE-075027,5,1,Partial,134
RR-075028,CASE-075028,8,0,Completed,0
RR-075029,CASE-075029,6,0,Completed,0
RR-075030,CASE-075030,4,0,Completed,0
RR-075031,CASE-075031,9,0,Completed,0
RR-075032,CASE-075032,6,0,Completed,0
RR-075033,CASE-075033,5,1,Pending,410
RR-075034,CASE-075034,5,0,Completed,0
RR-075035,CASE-075035,7,0,Completed,0
RR-075036,CASE-075036,4,0,Completed,0
RR-075037,CASE-075037,4,0,Completed,0
RR-075038,CASE-075038,3,0,Completed,0
RR-075039,CASE-075039,6,0,Completed,0
RR-075040,CASE-075040,4,1,Under Review,342
RR-075041,CASE-075041,4,0,Completed,0
RR-075042,CASE-075042,5,0,Completed,0
RR-075043,CASE-075043,4,0,Completed,0
RR-075044,CASE-075044,2,0,Completed,0
RR-075045,CASE-075045,3,0,Completed,0
RR-075046,CASE-075046,4,0,Completed,0
RR-075047,CASE-075047,2,0,Completed,0
RR-075048,CASE-075048,5,0,Completed,0
RR-075049,CASE-075049,4,0,Completed,0
RR-075050,CASE-075050,3,0,Completed,0
RR-075051,CASE-075051,4,1,Pending,183
RR-075052,CASE-075052,6,0,Completed,0
RR-075053,CASE-075053,4,0,Completed,0
RR-075054,CASE-075054,5,0,Completed,0
RR-075055,CASE-075055,4,0,Completed,0
RR-075056,CASE-075056,9,0,Completed,0
RR-075057,CASE-075057,4,0,Completed,0
RR-075058,CASE-075058,1,0,Completed,0
RR-075059,CASE-075059,6,0,Completed,0
RR-075060,CASE-075060,5,0,Completed,0
RR-075061,CASE-075061,3,0,Completed,0
RR-075062,CASE-075062,3,0,Completed,0
RR-075063,CASE-075063,4,0,Completed,0
RR-075064,CASE-075064,5,0,Completed,0
RR-075065,CASE-075065,5,0,Completed,0
RR-075066,CASE-075066,5,0,Completed,0
RR-075067,CASE-075067,5,0,Completed,0
RR-075068,CASE-075068,6,0,Completed,0
RR-075069,CASE-075069,2,0,Completed,0
RR-075070,CASE-075070,2,0,Completed,0
RR-075071,CASE-075071,4,1,Under Review,193
RR-075072,CASE-075072,2,0,Completed,0
RR-075073,CASE-075073,8,0,Completed,0
RR-075074,CASE-075074,3,0,Completed,0
RR-075075,CASE-075075,5,0,Completed,0
RR-075076,CASE-075076,5,0,Completed,0
RR-075077,CASE-075077,5,0,Completed,0
RR-075078,CASE-075078,2,0,Completed,0
RR-075079,CASE-075079,9,1,Partial,366
RR-075080,CASE-075080,6,0,Completed,0
RR-075081,CASE-075081,8,0,Completed,0
RR-075082,CASE-075082,3,0,Completed,0
RR-075083,CASE-075083,5,0,Completed,0
RR-075084,CASE-075084,6,0,Completed,0
RR-075085,CASE-075085,4,0,Completed,0
RR-075086,CASE-075086,2,0,Completed,0
RR-075087,CASE-075087,7,0,Completed,0
RR-075088,CASE-075088,5,0,Completed,0
RR-075089,CASE-075089,3,0,Completed,0
RR-075090,CASE-075090,5,0,Completed,0
RR-075091,CASE-075091,4,0,Completed,0
RR-075092,CASE-075092,6,0,Completed,0
RR-075093,CASE-075093,6,0,Completed,0
RR-075094,CASE-075094,3,0,Completed,0
RR-075095,CASE-075095,8,0,Completed,0
RR-075096,CASE-075096,2,0,Completed,0
RR-075097,CASE-075097,3,0,Completed,0
RR-075098,CASE-075098,8,1,Partial,325
RR-075099,CASE-075099,3,0,Completed,0
RR-075100,CASE-075100,7,0,Completed,0
RR-075101,CASE-075101,3,0,Completed,0
RR-075102,CASE-075102,5,0,Completed,0
RR-075103,CASE-075103,2,0,Completed,0
RR-075104,CASE-075104,6,1,Under Review,127
RR-075105,CASE-075105,5,0,Completed,0
RR-075106,CASE-075106,6,0,Completed,0
RR-075107,CASE-075107,7,1,Partial,34
RR-075108,CASE-075108,9,0,Completed,0
RR-075109,CASE-075109,6,0,Completed,0
RR-075110,CASE-075110,6,0,Completed,0
RR-075111,CASE-075111,7,0,Completed,0
RR-075112,CASE-075112,4,0,Completed,0
RR-075113,CASE-075113,3,0,Completed,0
RR-075114,CASE-075114,6,0,Completed,0
RR-075115,CASE-075115,5,1,Under Review,27
RR-075116,CASE-075116,8,1,Under Review,138
RR-075117,CASE-075117,4,0,Completed,0
RR-075118,CASE-075118,4,1,Pending,59
RR-075119,CASE-075119,2,0,Completed,0
RR-075120,CASE-075120,5,0,Completed,0
RR-075121,CASE-075121,2,0,Completed,0
RR-075122,CASE-075122,3,0,Completed,0
RR-075123,CASE-075123,5,0,Completed,0
RR-075124,CASE-075124,2,0,Completed,0
RR-075125,CASE-075125,3,0,Completed,0
RR-075126,CASE-075126,2,0,Completed,0
RR-075127,CASE-075127,8,0,Completed,0
RR-075128,CASE-075128,1,0,Completed,0
RR-075129,CASE-075129,4,0,Completed,0
RR-075130,CASE-075130,5,0,Completed,0
RR-075131,CASE-075131,5,0,Completed,0
RR-075132,CASE-075132,5,0,Completed,0
RR-075133,CASE-075133,2,0,Completed,0
RR-075134,CASE-075134,3,0,Completed,0
RR-075135,CASE-075135,5,0,Completed,0
RR-075136,CASE-075136,6,0,Completed,0
RR-075137,CASE-075137,4,0,Completed,0
RR-075138,CASE-075138,5,0,Completed,0
RR-075139,CASE-075139,12,0,Completed,0
RR-075140,CASE-075140,4,1,Partial,358
RR-075141,CASE-075141,6,0,Completed,0
RR-075142,CASE-075142,9,1,Under Review,299
RR-075143,CASE-075143,6,0,Completed,0
RR-075144,CASE-075144,5,0,Completed,0
RR-075145,CASE-075145,2,0,Completed,0
RR-075146,CASE-075146,8,0,Completed,0
RR-075147,CASE-075147,3,0,Completed,0
RR-075148,CASE-075148,9,0,Completed,0
RR-075149,CASE-075149,7,0,Completed,0
RR-075150,CASE-075150,13,0,Completed,0
RR-075151,CASE-075151,4,0,Completed,0
RR-075152,CASE-075152,6,0,Completed,0
RR-075153,CASE-075153,4,0,Completed,0
RR-075154,CASE-075154,5,0,Completed,0
RR-075155,CASE-075155,4,0,Completed,0
RR-075156,CASE-075156,1,0,Completed,0
RR-075157,CASE-075157,4,0,Completed,0
RR-075158,CASE-075158,5,0,Completed,0
RR-075159,CASE-075159,8,1,Partial,272
RR-075160,CASE-075160,4,0,Completed,0
RR-075161,CASE-075161,4,0,Completed,0
RR-075162,CASE-075162,7,0,Completed,0
RR-075163,CASE-075163,7,0,Completed,0
RR-075164,CASE-075164,5,0,Completed,0
RR-075165,CASE-075165,6,0,Completed,0
RR-075166,CASE-075166,7,0,Completed,0
RR-075167,CASE-075167,5,0,Completed,0
RR-075168,CASE-075168,3,1,Partial,57
RR-075169,CASE-075169,2,1,Under Review,79
RR-075170,CASE-075170,11,0,Completed,0
RR-075171,CASE-075171,2,0,Completed,0
RR-075172,CASE-075172,5,0,Completed,0
RR-075173,CASE-075173,6,0,Completed,0
RR-075174,CASE-075174,7,1,Pending,325
RR-075175,CASE-075175,7,0,Completed,0
RR-075176,CASE-075176,6,0,Completed,0
RR-075177,CASE-075177,5,0,Completed,0
RR-075178,CASE-075178,9,1,Partial,200
RR-075179,CASE-075179,7,0,Completed,0
RR-075180,CASE-075180,6,0,Completed,0
RR-075181,CASE-075181,5,0,Completed,0
RR-075182,CASE-075182,5,0,Completed,0
RR-075183,CASE-075183,4,0,Completed,0
RR-075184,CASE-075184,6,0,Completed,0
RR-075185,CASE-075185,12,0,Completed,0
RR-075186,CASE-075186,5,0,Completed,0
RR-075187,CASE-075187,8,0,Completed,0
RR-075188,CASE-075188,5,0,Completed,0
RR-075189,CASE-075189,5,0,Completed,0
RR-075190,CASE-075190,4,0,Completed,0
RR-075191,CASE-075191,2,0,Completed,0
RR-075192,CASE-075192,8,1,Under Review,305
RR-075193,CASE-075193,4,1,Under Review,267
RR-075194,CASE-075194,9,0,Completed,0
RR-075195,CASE-075195,2,0,Completed,0
RR-075196,CASE-075196,4,0,Completed,0
RR-075197,CASE-075197,5,0,Completed,0
RR-075198,CASE-075198,5,0,Completed,0
RR-075199,CASE-075199,3,0,Completed,0
RR-075200,CASE-075200,5,0,Completed,0
RR-075201,CASE-075201,7,0,Completed,0
RR-075202,CASE-075202,8,1,Under Review,20
RR-075203,CASE-075203,10,0,Completed,0
RR-075204,CASE-075204,4,0,Completed,0
RR-075205,CASE-075205,6,0,Completed,0
RR-075206,CASE-075206,6,0,Completed,0
RR-075207,CASE-075207,3,0,Completed,0
RR-075208,CASE-075208,7,0,Completed,0
RR-075209,CASE-075209,4,0,Completed,0
RR-075210,CASE-075210,7,0,Completed,0
RR-075211,CASE-075211,5,0,Completed,0
RR-075212,CASE-075212,5,0,Completed,0
RR-075213,CASE-075213,8,1,Under Review,283
RR-075214,CASE-075214,2,0,Completed,0
RR-075215,CASE-075215,4,0,Completed,0
RR-075216,CASE-075216,8,0,Completed,0
RR-075217,CASE-075217,2,0,Completed,0
RR-075218,CASE-075218,2,0,Completed,0
RR-075219,CASE-075219,3,0,Completed,0
RR-075220,CASE-075220,8,0,Completed,0
RR-075221,CASE-075221,3,0,Completed,0
RR-075222,CASE-075222,7,1,Partial,150
RR-075223,CASE-075223,9,0,Completed,0
RR-075224,CASE-075224,6,0,Completed,0
RR-075225,CASE-075225,6,0,Completed,0
RR-075226,CASE-075226,2,0,Completed,0
RR-075227,CASE-075227,5,0,Completed,0
RR-075228,CASE-075228,4,0,Completed,0
RR-075229,CASE-075229,3,0,Completed,0
RR-075230,CASE-075230,6,0,Completed,0
RR-075231,CASE-075231,4,0,Completed,0
RR-075232,CASE-075232,3,1,Partial,82
RR-075233,CASE-075233,6,1,Under Review,399
RR-075234,CASE-075234,4,0,Completed,0
RR-075235,CASE-075235,6,0,Completed,0
RR-075236,CASE-075236,4,0,Completed,0
RR-075237,CASE-075237,6,1,Pending,305
RR-075238,CASE-075238,7,0,Completed,0
RR-075239,CASE-075239,9,0,Completed,0
RR-075240,CASE-075240,6,0,Completed,0
RR-075241,CASE-075241,5,0,Completed,0
RR-075242,CASE-075242,3,0,Completed,0
RR-075243,CASE-075243,3,0,Completed,0
RR-075244,CASE-075244,3,0,Completed,0
RR-075245,CASE-075245,7,0,Completed,0
RR-075246,CASE-075246,3,0,Completed,0
RR-075247,CASE-075247,2,0,Completed,0
RR-075248,CASE-075248,6,0,Completed,0
RR-075249,CASE-075249,4,0,Completed,0
RR-075250,CASE-075250,5,0,Completed,0
RR-075251,CASE-075251,2,0,Completed,0
RR-075252,CASE-075252,4,0,Completed,0
RR-075253,CASE-075253,7,1,Partial,52
RR-075254,CASE-075254,11,1,Partial,326
RR-075255,CASE-075255,5,0,Completed,0
RR-075256,CASE-075256,5,0,Completed,0
RR-075257,CASE-075257,8,0,Completed,0
RR-075258,CASE-075258,9,1,Partial,448
RR-075259,CASE-075259,4,0,Completed,0
RR-075260,CASE-075260,6,0,Completed,0
RR-075261,CASE-075261,5,0,Completed,0
RR-075262,CASE-075262,3,0,Completed,0
RR-075263,CASE-075263,5,0,Completed,0
RR-075264,CASE-075264,4,1,Under Review,381
RR-075265,CASE-075265,5,0,Completed,0
RR-075266,CASE-075266,7,0,Completed,0
RR-075267,CASE-075267,7,0,Completed,0
RR-075268,CASE-075268,6,0,Completed,0
RR-075269,CASE-075269,4,0,Completed,0
RR-075270,CASE-075270,3,0,Completed,0
RR-075271,CASE-075271,3,0,Completed,0
RR-075272,CASE-075272,5,0,Completed,0
RR-075273,CASE-075273,3,0,Completed,0
RR-075274,CASE-075274,5,1,Pending,309
RR-075275,CASE-075275,5,0,Completed,0
RR-075276,CASE-075276,2,0,Completed,0
RR-075277,CASE-075277,5,0,Completed,0
RR-075278,CASE-075278,5,0,Completed,0
RR-075279,CASE-075279,9,0,Completed,0
RR-075280,CASE-075280,10,0,Completed,0
RR-075281,CASE-075281,6,0,Completed,0
RR-075282,CASE-075282,2,0,Completed,0
RR-075283,CASE-075283,3,0,Completed,0
RR-075284,CASE-075284,6,0,Completed,0
RR-075285,CASE-075285,7,0,Completed,0
RR-075286,CASE-075286,6,0,Completed,0
RR-075287,CASE-075287,4,0,Completed,0
RR-075288,CASE-075288,7,0,Completed,0
RR-075289,CASE-075289,3,0,Completed,0
RR-075290,CASE-075290,4,0,Completed,0
RR-075291,CASE-075291,6,0,Completed,0
RR-075292,CASE-075292,6,0,Completed,0
RR-075293,CASE-075293,7,0,Completed,0
RR-075294,CASE-075294,6,0,Completed,0
RR-075295,CASE-075295,10,0,Completed,0
RR-075296,CASE-075296,4,0,Completed,0
RR-075297,CASE-075297,7,0,Completed,0
RR-075298,CASE-075298,2,0,Completed,0
RR-075299,CASE-075299,6,0,Completed,0
RR-075300,CASE-075300,7,0,Completed,0
RR-075301,CASE-075301,3,0,Completed,0
RR-075302,CASE-075302,8,0,Completed,0
RR-075303,CASE-075303,5,0,Completed,0
RR-075304,CASE-075304,3,0,Completed,0
RR-075305,CASE-075305,2,1,Under Review,359
RR-075306,CASE-075306,3,0,Completed,0
RR-075307,CASE-075307,7,1,Partial,37
RR-075308,CASE-075308,6,0,Completed,0
RR-075309,CASE-075309,6,0,Completed,0
RR-075310,CASE-075310,6,1,Pending,167
RR-075311,CASE-075311,9,0,Completed,0
RR-075312,CASE-075312,6,0,Completed,0
RR-075313,CASE-075313,10,0,Completed,0
RR-075314,CASE-075314,5,1,Pending,385
RR-075315,CASE-075315,7,0,Completed,0
RR-075316,CASE-075316,3,0,Completed,0
RR-075317,CASE-075317,1,0,Completed,0
RR-075318,CASE-075318,5,0,Completed,0
RR-075319,CASE-075319,6,0,Completed,0
RR-075320,CASE-075320,7,0,Completed,0
RR-075321,CASE-075321,4,0,Completed,0
RR-075322,CASE-075322,6,0,Completed,0
RR-075323,CASE-075323,5,0,Completed,0
RR-075324,CASE-075324,3,0,Completed,0
RR-075325,CASE-075325,2,0,Completed,0
RR-075326,CASE-075326,2,0,Completed,0
RR-075327,CASE-075327,5,0,Completed,0
RR-075328,CASE-075328,7,0,Completed,0
RR-075329,CASE-075329,2,0,Completed,0
RR-075330,CASE-075330,5,0,Completed,0
RR-075331,CASE-075331,5,0,Completed,0
RR-075332,CASE-075332,5,0,Completed,0
RR-075333,CASE-075333,7,1,Pending,136
RR-075334,CASE-075334,9,0,Completed,0
RR-075335,CASE-075335,3,0,Completed,0
RR-075336,CASE-075336,7,1,Partial,32
RR-075337,CASE-075337,5,0,Completed,0
RR-075338,CASE-075338,6,0,Completed,0
RR-075339,CASE-075339,3,0,Completed,0
RR-075340,CASE-075340,4,0,Completed,0
RR-075341,CASE-075341,4,0,Completed,0
RR-075342,CASE-075342,5,0,Completed,0
RR-075343,CASE-075343,4,0,Completed,0
RR-075344,CASE-075344,5,0,Completed,0
RR-075345,CASE-075345,2,0,Completed,0
RR-075346,CASE-075346,5,0,Completed,0
RR-075347,CASE-075347,6,0,Completed,0
RR-075348,CASE-075348,4,0,Completed,0
RR-075349,CASE-075349,4,1,Under Review,303
RR-075350,CASE-075350,3,0,Completed,0
RR-075351,CASE-075351,3,0,Completed,0
RR-075352,CASE-075352,5,0,Completed,0
RR-075353,CASE-075353,1,1,Under Review,269
RR-075354,CASE-075354,5,0,Completed,0
RR-075355,CASE-075355,9,0,Completed,0
RR-075356,CASE-075356,7,0,Completed,0
RR-075357,CASE-075357,3,0,Completed,0
RR-075358,CASE-075358,2,0,Completed,0
RR-075359,CASE-075359,5,0,Completed,0
RR-075360,CASE-075360,10,1,Under Review,55
RR-075361,CASE-075361,2,0,Completed,0
RR-075362,CASE-075362,4,0,Completed,0
RR-075363,CASE-075363,9,0,Completed,0
RR-075364,CASE-075364,4,0,Completed,0
RR-075365,CASE-075365,4,0,Completed,0
RR-075366,CASE-075366,1,0,Completed,0
RR-075367,CASE-075367,6,0,Completed,0
RR-075368,CASE-075368,3,1,Under Review,387
RR-075369,CASE-075369,4,0,Completed,0
RR-075370,CASE-075370,5,0,Completed,0
RR-075371,CASE-075371,4,0,Completed,0
RR-075372,CASE-075372,5,0,Completed,0
RR-075373,CASE-075373,1,0,Completed,0
RR-075374,CASE-075374,6,1,Partial,350
RR-075375,CASE-075375,9,0,Completed,0
RR-075376,CASE-075376,1,1,Partial,364
RR-075377,CASE-075377,6,0,Completed,0
RR-075378,CASE-075378,2,0,Completed,0
RR-075379,CASE-075379,3,1,Under Review,204
RR-075380,CASE-075380,7,1,Pending,433
RR-075381,CASE-075381,4,0,Completed,0
RR-075382,CASE-075382,5,0,Completed,0
RR-075383,CASE-075383,4,0,Completed,0
RR-075384,CASE-075384,6,0,Completed,0
RR-075385,CASE-075385,5,0,Completed,0
RR-075386,CASE-075386,3,0,Completed,0
RR-075387,CASE-075387,3,0,Completed,0
RR-075388,CASE-075388,5,0,Completed,0
RR-075389,CASE-075389,7,0,Completed,0
RR-075390,CASE-075390,9,0,Completed,0
RR-075391,CASE-075391,7,1,Under Review,33
RR-075392,CASE-075392,4,0,Completed,0
RR-075393,CASE-075393,2,0,Completed,0
RR-075394,CASE-075394,3,1,Pending,38
RR-075395,CASE-075395,7,1,Pending,328
RR-075396,CASE-075396,6,0,Completed,0
RR-075397,CASE-075397,3,0,Completed,0
RR-075398,CASE-075398,3,1,Under Review,225
RR-075399,CASE-075399,7,0,Completed,0
RR-075400,CASE-075400,2,0,Completed,0
RR-075401,CASE-075401,3,0,Completed,0
RR-075402,CASE-075402,4,0,Completed,0
RR-075403,CASE-075403,5,0,Completed,0
RR-075404,CASE-075404,8,0,Completed,0
RR-075405,CASE-075405,7,1,Partial,444
RR-075406,CASE-075406,3,0,Completed,0
RR-075407,CASE-075407,6,0,Completed,0
RR-075408,CASE-075408,4,0,Completed,0
RR-075409,CASE-075409,4,0,Completed,0
RR-075410,CASE-075410,5,0,Completed,0
RR-075411,CASE-075411,3,0,Completed,0
RR-075412,CASE-075412,4,0,Completed,0
RR-075413,CASE-075413,6,0,Completed,0
RR-075414,CASE-075414,6,0,Completed,0
RR-075415,CASE-075415,7,0,Completed,0
RR-075416,CASE-075416,3,0,Completed,0
RR-075417,CASE-075417,7,0,Completed,0
RR-075418,CASE-075418,3,0,Completed,0
RR-075419,CASE-075419,5,0,Completed,0
RR-075420,CASE-075420,4,0,Completed,0
RR-075421,CASE-075421,2,0,Completed,0
RR-075422,CASE-075422,4,1,Pending,322
RR-075423,CASE-075423,5,1,Partial,253
RR-075424,CASE-075424,6,0,Completed,0
RR-075425,CASE-075425,2,1,Under Review,437
RR-075426,CASE-075426,5,1,Pending,157
RR-075427,CASE-075427,6,0,Completed,0
RR-075428,CASE-075428,5,0,Completed,0
RR-075429,CASE-075429,3,0,Completed,0
RR-075430,CASE-075430,6,0,Completed,0
RR-075431,CASE-075431,3,0,Completed,0
RR-075432,CASE-075432,8,1,Partial,402
RR-075433,CASE-075433,10,0,Completed,0
RR-075434,CASE-075434,4,1,Partial,98
RR-075435,CASE-075435,4,0,Completed,0
RR-075436,CASE-075436,8,0,Completed,0
RR-075437,CASE-075437,8,1,Pending,324
RR-075438,CASE-075438,4,0,Completed,0
RR-075439,CASE-075439,1,0,Completed,0
RR-075440,CASE-075440,6,0,Completed,0
RR-075441,CASE-075441,4,1,Partial,437
RR-075442,CASE-075442,7,1,Partial,18
RR-075443,CASE-075443,2,0,Completed,0
RR-075444,CASE-075444,6,0,Completed,0
RR-075445,CASE-075445,3,0,Completed,0
RR-075446,CASE-075446,5,0,Completed,0
RR-075447,CASE-075447,7,0,Completed,0
RR-075448,CASE-075448,6,0,Completed,0
RR-075449,CASE-075449,4,0,Completed,0
RR-075450,CASE-075450,2,0,Completed,0
RR-075451,CASE-075451,4,0,Completed,0
RR-075452,CASE-075452,5,1,Under Review,432
RR-075453,CASE-075453,5,0,Completed,0
RR-075454,CASE-075454,9,0,Completed,0
RR-075455,CASE-075455,4,0,Completed,0
RR-075456,CASE-075456,5,0,Completed,0
RR-075457,CASE-075457,3,0,Completed,0
RR-075458,CASE-075458,5,0,Completed,0
RR-075459,CASE-075459,3,0,Completed,0
RR-075460,CASE-075460,4,0,Completed,0
RR-075461,CASE-075461,7,0,Completed,0
RR-075462,CASE-075462,7,0,Completed,0
RR-075463,CASE-075463,6,0,Completed,0
RR-075464,CASE-075464,5,1,Under Review,106
RR-075465,CASE-075465,4,0,Completed,0
RR-075466,CASE-075466,5,0,Completed,0
RR-075467,CASE-075467,6,0,Completed,0
RR-075468,CASE-075468,5,1,Partial,53
RR-075469,CASE-075469,5,0,Completed,0
RR-075470,CASE-075470,4,0,Completed,0
RR-075471,CASE-075471,5,0,Completed,0
RR-075472,CASE-075472,2,1,Pending,186
RR-075473,CASE-075473,5,1,Pending,55
RR-075474,CASE-075474,4,0,Completed,0
RR-075475,CASE-075475,4,0,Completed,0
RR-075476,CASE-075476,4,0,Completed,0
RR-075477,CASE-075477,4,0,Completed,0
RR-075478,CASE-075478,5,0,Completed,0
RR-075479,CASE-075479,8,0,Completed,0
RR-075480,CASE-075480,5,0,Completed,0
RR-075481,CASE-075481,4,0,Completed,0
RR-075482,CASE-075482,7,0,Completed,0
RR-075483,CASE-075483,5,0,Completed,0
RR-075484,CASE-075484,7,1,Partial,333
RR-075485,CASE-075485,5,0,Completed,0
RR-075486,CASE-075486,3,0,Completed,0
RR-075487,CASE-075487,4,0,Completed,0
RR-075488,CASE-075488,1,0,Completed,0
RR-075489,CASE-075489,5,0,Completed,0
RR-075490,CASE-075490,4,0,Completed,0
RR-075491,CASE-075491,3,0,Completed,0
RR-075492,CASE-075492,3,0,Completed,0
RR-075493,CASE-075493,7,0,Completed,0
RR-075494,CASE-075494,3,0,Completed,0
RR-075495,CASE-075495,5,0,Completed,0
RR-075496,CASE-075496,4,0,Completed,0
RR-075497,CASE-075497,5,0,Completed,0
RR-075498,CASE-075498,5,1,Pending,406
RR-075499,CASE-075499,4,0,Completed,0
RR-075500,CASE-075500,5,0,Completed,0
RR-075501,CASE-075501,7,0,Completed,0
RR-075502,CASE-075502,3,0,Completed,0
RR-075503,CASE-075503,5,0,Completed,0
RR-075504,CASE-075504,3,0,Completed,0
RR-075505,CASE-075505,4,0,Completed,0
RR-075506,CASE-075506,4,0,Completed,0
RR-075507,CASE-075507,3,0,Completed,0
RR-075508,CASE-075508,7,1,Pending,83
RR-075509,CASE-075509,9,1,Pending,440
RR-075510,CASE-075510,5,0,Completed,0
RR-075511,CASE-075511,9,0,Completed,0
RR-075512,CASE-075512,4,1,Under Review,431
RR-075513,CASE-075513,8,0,Completed,0
RR-075514,CASE-075514,4,0,Completed,0
RR-075515,CASE-075515,2,1,Under Review,33
RR-075516,CASE-075516,7,0,Completed,0
RR-075517,CASE-075517,8,1,Pending,418
RR-075518,CASE-075518,4,1,Pending,136
RR-075519,CASE-075519,3,0,Completed,0
RR-075520,CASE-075520,6,0,Completed,0
RR-075521,CASE-075521,4,0,Completed,0
RR-075522,CASE-075522,10,0,Completed,0
RR-075523,CASE-075523,9,0,Completed,0
RR-075524,CASE-075524,4,0,Completed,0
RR-075525,CASE-075525,4,0,Completed,0
RR-075526,CASE-075526,7,0,Completed,0
RR-075527,CASE-075527,7,0,Completed,0
RR-075528,CASE-075528,7,0,Completed,0
RR-075529,CASE-075529,6,0,Completed,0
RR-075530,CASE-075530,1,0,Completed,0
RR-075531,CASE-075531,4,0,Completed,0
RR-075532,CASE-075532,3,0,Completed,0
RR-075533,CASE-075533,3,0,Completed,0
RR-075534,CASE-075534,7,0,Completed,0
RR-075535,CASE-075535,1,0,Completed,0
RR-075536,CASE-075536,7,0,Completed,0
RR-075537,CASE-075537,5,0,Completed,0
RR-075538,CASE-075538,5,0,Completed,0
RR-075539,CASE-075539,4,1,Under Review,255
RR-075540,CASE-075540,3,0,Completed,0
RR-075541,CASE-075541,6,0,Completed,0
RR-075542,CASE-075542,4,1,Partial,436
RR-075543,CASE-075543,5,0,Completed,0
RR-075544,CASE-075544,5,0,Completed,0
RR-075545,CASE-075545,3,0,Completed,0
RR-075546,CASE-075546,4,0,Completed,0
RR-075547,CASE-075547,8,0,Completed,0
RR-075548,CASE-075548,3,0,Completed,0
RR-075549,CASE-075549,4,0,Completed,0
RR-075550,CASE-075550,7,0,Completed,0
RR-075551,CASE-075551,6,0,Completed,0
RR-075552,CASE-075552,4,0,Completed,0
RR-075553,CASE-075553,5,1,Under Review,441
RR-075554,CASE-075554,3,0,Completed,0
RR-075555,CASE-075555,2,1,Under Review,247
RR-075556,CASE-075556,6,0,Completed,0
RR-075557,CASE-075557,3,0,Completed,0
RR-075558,CASE-075558,5,0,Completed,0
RR-075559,CASE-075559,4,0,Completed,0
RR-075560,CASE-075560,5,0,Completed,0
RR-075561,CASE-075561,10,0,Completed,0
RR-075562,CASE-075562,5,0,Completed,0
RR-075563,CASE-075563,2,0,Completed,0
RR-075564,CASE-075564,5,0,Completed,0
RR-075565,CASE-075565,5,0,Completed,0
RR-075566,CASE-075566,4,0,Completed,0
RR-075567,CASE-075567,6,0,Completed,0
RR-075568,CASE-075568,4,0,Completed,0
RR-075569,CASE-075569,5,0,Completed,0
RR-075570,CASE-075570,4,0,Completed,0
RR-075571,CASE-075571,6,0,Completed,0
RR-075572,CASE-075572,5,1,Pending,43
RR-075573,CASE-075573,3,0,Completed,0
RR-075574,CASE-075574,2,0,Completed,0
RR-075575,CASE-075575,8,0,Completed,0
RR-075576,CASE-075576,6,0,Completed,0
RR-075577,CASE-075577,1,0,Completed,0
RR-075578,CASE-075578,3,0,Completed,0
RR-075579,CASE-075579,5,0,Completed,0
RR-075580,CASE-075580,2,1,Partial,400
RR-075581,CASE-075581,5,1,Pending,302
RR-075582,CASE-075582,3,1,Under Review,96
RR-075583,CASE-075583,3,0,Completed,0
RR-075584,CASE-075584,6,0,Completed,0
RR-075585,CASE-075585,8,0,Completed,0
RR-075586,CASE-075586,6,0,Completed,0
RR-075587,CASE-075587,4,1,Pending,305
RR-075588,CASE-075588,2,0,Completed,0
RR-075589,CASE-075589,4,0,Completed,0
RR-075590,CASE-075590,7,0,Completed,0
RR-075591,CASE-075591,8,1,Pending,334
RR-075592,CASE-075592,3,0,Completed,0
RR-075593,CASE-075593,3,1,Partial,434
RR-075594,CASE-075594,4,0,Completed,0
RR-075595,CASE-075595,5,0,Completed,0
RR-075596,CASE-075596,6,0,Completed,0
RR-075597,CASE-075597,6,0,Completed,0
RR-075598,CASE-075598,5,0,Completed,0
