compensation_id,case_id,project_id,assessed_amount,amount_paid,payment_status,payment_delay_days
COMP-071042,CASE-071042,PRJ-01980,1158231.99,1214620.74,Paid,7
COMP-071043,CASE-071043,PRJ-00732,255771.52,583672.08,Paid,21
COMP-071044,CASE-071044,PRJ-02898,1359331.11,706047.48,Pending,44
COMP-071045,CASE-071045,PRJ-04691,707756.04,1148636.41,Paid,12
COMP-071046,CASE-071046,PRJ-02646,3793265.96,1567752.7,Paid,21
COMP-071047,CASE-071047,PRJ-03310,1755222.96,2213371.54,Pending,448
COMP-071048,CASE-071048,PRJ-03217,3510573.32,4862560.3,Paid,17
COMP-071049,CASE-071049,PRJ-01772,562962.97,514046.98,Paid,28
COMP-071050,CASE-071050,PRJ-04125,1134309.77,3478430.69,Paid,12
COMP-071051,CASE-071051,PRJ-04181,1475777.79,744487.24,Paid,25
COMP-071052,CASE-071052,PRJ-00293,417009.96,1011489.51,Paid,25
COMP-071053,CASE-071053,PRJ-00302,1035457.18,2953597.97,Paid,11
COMP-071054,CASE-071054,PRJ-03149,352038.6,405038.29,Paid,1
COMP-071055,CASE-071055,PRJ-03897,168210.29,163778.19,Paid,13
COMP-071056,CASE-071056,PRJ-00143,3049077.47,1868325.94,Paid,22
COMP-071057,CASE-071057,PRJ-00867,2373260.74,964001.62,Paid,26
COMP-071058,CASE-071058,PRJ-00988,1388211.41,520872.44,Paid,17
COMP-071059,CASE-071059,PRJ-05000,905158.16,2257851.03,Paid,11
COMP-071060,CASE-071060,PRJ-04344,1489097.47,534741.81,Paid,16
COMP-071061,CASE-071061,PRJ-03890,3214348.86,1942091.91,Paid,10
COMP-071062,CASE-071062,PRJ-02349,1470612.95,603276.16,Paid,22
COMP-071063,CASE-071063,PRJ-00884,1459401.58,1042288.14,Paid,3
COMP-071064,CASE-071064,PRJ-02972,853134.24,1223963.62,Paid,6
COMP-071065,CASE-071065,PRJ-00404,935339.91,372233.44,Paid,25
COMP-071066,CASE-071066,PRJ-03437,851929.56,958386.49,Paid,0
COMP-071067,CASE-071067,PRJ-03535,1503138.4,1433434.33,Paid,12
COMP-071068,CASE-071068,PRJ-02495,3199803.9,2344945.04,Paid,7
COMP-071069,CASE-071069,PRJ-00782,865445.87,801479.32,Paid,2
COMP-071070,CASE-071070,PRJ-01971,1228168.23,543311.18,Paid,12
COMP-071071,CASE-071071,PRJ-04204,412353.27,386707.22,Paid,10
COMP-071072,CASE-071072,PRJ-00051,6030268.39,2490164.67,Paid,17
COMP-071073,CASE-071073,PRJ-02288,1076015.88,753825.43,Pending,332
COMP-071074,CASE-071074,PRJ-00898,771323.32,1388699.11,Paid,13
COMP-071075,CASE-071075,PRJ-04853,2525083.39,2279211.69,Paid,2
COMP-071076,CASE-071076,PRJ-00544,1256522.44,2501299.15,Paid,3
COMP-071077,CASE-071077,PRJ-04193,410100.04,1249827.53,Paid,2
COMP-071078,CASE-071078,PRJ-02602,418040.71,159044.06,Paid,16
COMP-071079,CASE-071079,PRJ-00319,843198.8,321423.37,Paid,11
COMP-071080,CASE-071080,PRJ-02021,1228702.61,1607645.42,Paid,13
COMP-071081,CASE-071081,PRJ-02286,92206.47,139714.23,Paid,24
COMP-071082,CASE-071082,PRJ-04093,80714.47,108166.52,Pending,25
COMP-071083,CASE-071083,PRJ-03591,385410.59,191320.78,Paid,24
COMP-071084,CASE-071084,PRJ-02541,4197808.17,1371876.49,Paid,24
COMP-071085,CASE-071085,PRJ-00048,1762688.54,1822413.27,Paid,15
COMP-071086,CASE-071086,PRJ-04273,1009561.28,848890.41,Paid,19
COMP-071087,CASE-071087,PRJ-03824,6436295.38,5061964.9,Paid,25
COMP-071088,CASE-071088,PRJ-04807,2262884.79,771199.32,Paid,27
COMP-071089,CASE-071089,PRJ-01694,399267.17,243322.74,Paid,26
COMP-071090,CASE-071090,PRJ-00914,1307336.28,823144.97,Paid,16
COMP-071091,CASE-071091,PRJ-02183,1788997.44,1158705.0,Paid,25
COMP-071092,CASE-071092,PRJ-03430,395395.15,74791.55,Pending,288
COMP-071093,CASE-071093,PRJ-03400,298866.02,216076.61,Paid,17
COMP-071094,CASE-071094,PRJ-01089,1437847.8,564819.51,Paid,4
COMP-071095,CASE-071095,PRJ-01491,851647.83,1471587.55,Paid,13
COMP-071096,CASE-071096,PRJ-03255,293354.19,375357.49,Paid,8
COMP-071097,CASE-071097,PRJ-02617,1158380.11,1931157.76,Paid,16
COMP-071098,CASE-071098,PRJ-00879,4956408.4,4108297.1,Paid,27
COMP-071099,CASE-071099,PRJ-03176,2740518.45,517209.25,Pending,92
COMP-071100,CASE-071100,PRJ-04560,2949220.98,1780891.56,Paid,12
COMP-071101,CASE-071101,PRJ-02474,1706568.37,1351631.47,Pending,487
COMP-071102,CASE-071102,PRJ-04433,2240665.43,1888182.29,Paid,24
COMP-071103,CASE-071103,PRJ-00373,945845.15,1334561.86,Paid,18
COMP-071104,CASE-071104,PRJ-01637,422203.69,1508983.78,Paid,29
COMP-071105,CASE-071105,PRJ-03648,2391636.12,1996803.03,Paid,10
COMP-071106,CASE-071106,PRJ-00241,376817.42,871257.36,Paid,21
COMP-071107,CASE-071107,PRJ-01188,1062468.24,483881.43,Paid,25
COMP-071108,CASE-071108,PRJ-03944,224554.33,397374.68,Paid,18
COMP-071109,CASE-071109,PRJ-00948,1659481.38,535894.93,Paid,7
COMP-071110,CASE-071110,PRJ-02551,487399.34,498316.1,Paid,18
COMP-071111,CASE-071111,PRJ-00006,3420394.81,3917942.8,Paid,2
COMP-071112,CASE-071112,PRJ-01327,3088225.4,6482225.33,Paid,1
COMP-071113,CASE-071113,PRJ-02576,1940848.06,1981728.18,Paid,19
COMP-071114,CASE-071114,PRJ-01788,4261790.48,4031679.17,Paid,23
COMP-071115,CASE-071115,PRJ-03123,1321106.63,665070.61,Paid,24
COMP-071116,CASE-071116,PRJ-02649,1562185.13,936129.22,Pending,458
COMP-071117,CASE-071117,PRJ-04103,329385.19,431649.24,Pending,366
COMP-071118,CASE-071118,PRJ-02949,1275883.44,663152.45,Paid,1
COMP-071119,CASE-071119,PRJ-01890,1154292.26,1927383.28,Paid,9
COMP-071120,CASE-071120,PRJ-03601,175496.8,242024.43,Paid,18
COMP-071121,CASE-071121,PRJ-02162,353283.73,609683.19,Paid,4
COMP-071122,CASE-071122,PRJ-02556,836204.49,2096391.82,Paid,14
COMP-071123,CASE-071123,PRJ-02668,1771676.97,2946953.34,Paid,22
COMP-071124,CASE-071124,PRJ-02734,541384.94,447632.67,Paid,25
COMP-071125,CASE-071125,PRJ-00110,2991225.05,6140724.07,Paid,29
COMP-071126,CASE-071126,PRJ-00226,1796952.07,1346197.41,Paid,0
COMP-071127,CASE-071127,PRJ-01243,1356584.93,4655535.61,Paid,17
COMP-071128,CASE-071128,PRJ-02724,3040704.27,2024541.93,Pending,126
COMP-071129,CASE-071129,PRJ-03442,967335.64,734873.76,Paid,26
COMP-071130,CASE-071130,PRJ-03338,248678.56,379936.08,Paid,7
COMP-071131,CASE-071131,PRJ-00100,406069.69,82894.6,Pending,199
COMP-071132,CASE-071132,PRJ-01846,256684.27,776992.75,Paid,28
COMP-071133,CASE-071133,PRJ-04209,2912088.33,1759688.82,Pending,443
COMP-071134,CASE-071134,PRJ-04354,4311606.32,4334328.81,Paid,20
COMP-071135,CASE-071135,PRJ-00582,2571396.33,3882305.35,Paid,28
COMP-071136,CASE-071136,PRJ-04707,8073334.34,4178050.84,Paid,3
COMP-071137,CASE-071137,PRJ-03252,317246.29,514736.8,Paid,15
COMP-071138,CASE-071138,PRJ-03273,333479.72,328391.45,Paid,15
COMP-071139,CASE-071139,PRJ-04906,877290.27,812742.66,Paid,12
COMP-071140,CASE-071140,PRJ-00170,315302.82,204348.67,Pending,430
COMP-071141,CASE-071141,PRJ-04763,898036.51,1047705.06,Paid,28
COMP-071142,CASE-071142,PRJ-00209,1410949.26,3163244.58,Paid,15
COMP-071143,CASE-071143,PRJ-02196,1878596.82,1370818.07,Pending,265
COMP-071144,CASE-071144,PRJ-04439,1110521.45,2141350.18,Paid,13
COMP-071145,CASE-071145,PRJ-03346,367300.86,257542.85,Paid,18
COMP-071146,CASE-071146,PRJ-03836,3346911.17,3034680.35,Paid,16
COMP-071147,CASE-071147,PRJ-04100,2480744.84,2556328.26,Paid,27
COMP-071148,CASE-071148,PRJ-01793,1056081.31,1388164.21,Paid,22
COMP-071149,CASE-071149,PRJ-00119,1022760.57,882659.72,Paid,10
COMP-071150,CASE-071150,PRJ-02944,475418.92,203520.44,Pending,376
COMP-071151,CASE-071151,PRJ-04642,549171.1,1146302.35,Paid,16
COMP-071152,CASE-071152,PRJ-04839,973526.64,586344.51,Paid,22
COMP-071153,CASE-071153,PRJ-01022,173272.43,377239.97,Paid,3
COMP-071154,CASE-071154,PRJ-02975,1563603.37,675491.67,Paid,19
COMP-071155,CASE-071155,PRJ-01611,221159.51,335710.05,Paid,6
COMP-071156,CASE-071156,PRJ-03880,2177041.27,2059362.93,Paid,19
COMP-071157,CASE-071157,PRJ-00060,1573559.56,750004.23,Pending,198
COMP-071158,CASE-071158,PRJ-00737,571731.33,97235.6,Pending,190
COMP-071159,CASE-071159,PRJ-01041,531337.36,757545.23,Paid,17
COMP-071160,CASE-071160,PRJ-04272,1642798.13,2562516.56,Paid,21
COMP-071161,CASE-071161,PRJ-03692,1547047.27,553111.62,Pending,446
COMP-071162,CASE-071162,PRJ-02350,1192950.66,1172703.74,Paid,12
COMP-071163,CASE-071163,PRJ-01227,640355.68,589305.32,Paid,6
COMP-071164,CASE-071164,PRJ-03887,1825026.19,642623.76,Pending,349
COMP-071165,CASE-071165,PRJ-03176,1073409.29,4094764.95,Paid,24
COMP-071166,CASE-071166,PRJ-00506,2901011.36,1805332.27,Paid,13
COMP-071167,CASE-071167,PRJ-03133,1890364.33,1731235.97,Paid,16
COMP-071168,CASE-071168,PRJ-00919,560279.84,256303.13,Pending,83
COMP-071169,CASE-071169,PRJ-02788,822042.98,1726273.98,Paid,6
COMP-071170,CASE-071170,PRJ-03865,578052.74,424703.47,Pending,334
COMP-071171,CASE-071171,PRJ-01054,407216.56,694233.05,Paid,12
COMP-071172,CASE-071172,PRJ-02283,1060926.03,287532.78,Pending,217
COMP-071173,CASE-071173,PRJ-00353,775032.2,832933.12,Paid,26
COMP-071174,CASE-071174,PRJ-00163,360656.91,443722.31,Paid,25
COMP-071175,CASE-071175,PRJ-01432,935417.34,497779.83,Paid,18
COMP-071176,CASE-071176,PRJ-00006,748812.07,753206.4,Paid,14
COMP-071177,CASE-071177,PRJ-00293,301834.15,422575.23,Pending,493
COMP-071178,CASE-071178,PRJ-00779,1969234.82,1212583.15,Paid,1
COMP-071179,CASE-071179,PRJ-01886,1101359.68,554526.48,Paid,28
COMP-071180,CASE-071180,PRJ-03021,7044669.8,4473380.68,Paid,26
COMP-071181,CASE-071181,PRJ-02196,1020396.9,752283.48,Paid,10
COMP-071182,CASE-071182,PRJ-00704,1328423.0,658070.55,Paid,3
COMP-071183,CASE-071183,PRJ-04984,1240206.88,694906.07,Paid,29
COMP-071184,CASE-071184,PRJ-02347,325640.29,238358.39,Paid,15
COMP-071185,CASE-071185,PRJ-01770,1859498.16,990042.61,Pending,496
COMP-071186,CASE-071186,PRJ-00306,5413300.42,1388866.68,Pending,366
COMP-071187,CASE-071187,PRJ-01186,3504439.56,1923015.73,Paid,19
COMP-071188,CASE-071188,PRJ-02747,741236.68,634014.37,Paid,18
COMP-071189,CASE-071189,PRJ-02766,1228711.21,400011.47,Paid,20
COMP-071190,CASE-071190,PRJ-02528,1367506.61,1066453.72,Paid,6
COMP-071191,CASE-071191,PRJ-04715,5938600.13,4077446.64,Paid,25
COMP-071192,CASE-071192,PRJ-01181,2004579.3,1206673.48,Paid,3
COMP-071193,CASE-071193,PRJ-00966,993833.11,771489.71,Paid,15
COMP-071194,CASE-071194,PRJ-04592,1784683.36,920048.8,Paid,6
COMP-071195,CASE-071195,PRJ-01256,954141.1,880232.72,Paid,5
COMP-071196,CASE-071196,PRJ-05000,703604.64,377208.77,Paid,27
COMP-071197,CASE-071197,PRJ-04500,1316983.4,1706368.54,Paid,5
COMP-071198,CASE-071198,PRJ-01353,5032480.66,6003159.85,Paid,13
COMP-071199,CASE-071199,PRJ-02900,678256.92,381652.92,Pending,163
COMP-071200,CASE-071200,PRJ-03387,862900.37,348277.7,Paid,2
COMP-071201,CASE-071201,PRJ-01566,1118914.75,604392.92,Pending,75
COMP-071202,CASE-071202,PRJ-04195,2624030.31,1774394.83,Pending,80
COMP-071203,CASE-071203,PRJ-04260,2043216.57,2154279.61,Paid,6
COMP-071204,CASE-071204,PRJ-00209,1066854.19,915049.47,Paid,12
COMP-071205,CASE-071205,PRJ-04663,110603.76,107859.87,Paid,7
COMP-071206,CASE-071206,PRJ-03053,920103.55,315659.76,Paid,11
COMP-071207,CASE-071207,PRJ-03582,562939.36,588250.68,Paid,26
COMP-071208,CASE-071208,PRJ-00922,1547824.63,1477830.38,Paid,9
COMP-071209,CASE-071209,PRJ-01219,646628.35,1764587.08,Paid,10
COMP-071210,CASE-071210,PRJ-00770,5121411.95,2439917.57,Pending,456
COMP-071211,CASE-071211,PRJ-02215,797991.77,698591.71,Paid,13
COMP-071212,CASE-071212,PRJ-01339,265468.58,838145.11,Paid,13
COMP-071213,CASE-071213,PRJ-02600,856479.93,1008494.91,Paid,1
COMP-071214,CASE-071214,PRJ-04910,1020502.69,882157.17,Paid,17
COMP-071215,CASE-071215,PRJ-04237,716954.27,2068078.65,Paid,25
COMP-071216,CASE-071216,PRJ-00114,855027.4,1117002.69,Paid,9
COMP-071217,CASE-071217,PRJ-02566,4556120.39,1316759.37,Paid,12
COMP-071218,CASE-071218,PRJ-02608,506218.37,1210060.76,Paid,14
COMP-071219,CASE-071219,PRJ-00755,1191072.77,2139358.16,Paid,0
COMP-071220,CASE-071220,PRJ-00592,8719051.01,4226527.3,Paid,12
COMP-071221,CASE-071221,PRJ-01121,5077664.18,1716094.49,Pending,75
COMP-071222,CASE-071222,PRJ-01115,489467.56,1006094.19,Paid,25
COMP-071223,CASE-071223,PRJ-04537,467462.27,245430.34,Pending,132
COMP-071224,CASE-071224,PRJ-01667,2356291.3,754189.97,Pending,216
COMP-071225,CASE-071225,PRJ-02662,391006.71,1238424.29,Paid,17
COMP-071226,CASE-071226,PRJ-01685,1486453.41,1216254.43,Paid,11
COMP-071227,CASE-071227,PRJ-03356,234205.73,133989.68,Paid,28
COMP-071228,CASE-071228,PRJ-00432,478702.22,225291.67,Paid,29
COMP-071229,CASE-071229,PRJ-01659,121172.56,257012.68,Paid,6
COMP-071230,CASE-071230,PRJ-02448,205353.5,590079.33,Pending,233
COMP-071231,CASE-071231,PRJ-00316,514927.48,398628.11,Paid,7
COMP-071232,CASE-071232,PRJ-02866,1344576.24,1323020.61,Paid,26
COMP-071233,CASE-071233,PRJ-00214,1973808.94,1563956.09,Paid,9
COMP-071234,CASE-071234,PRJ-02846,286410.73,295283.69,Pending,39
COMP-071235,CASE-071235,PRJ-00995,485263.54,594919.54,Paid,5
COMP-071236,CASE-071236,PRJ-00298,3799243.72,3723249.27,Paid,18
COMP-071237,CASE-071237,PRJ-00058,1245622.34,503637.02,Paid,15
COMP-071238,CASE-071238,PRJ-04788,905336.28,668125.84,Paid,13
COMP-071239,CASE-071239,PRJ-00783,2130406.88,1327700.98,Paid,9
COMP-071240,CASE-071240,PRJ-03368,455920.86,1052247.29,Paid,2
COMP-071241,CASE-071241,PRJ-02411,883216.55,2015291.16,Paid,2
COMP-071242,CASE-071242,PRJ-02444,427178.7,697410.08,Paid,20
COMP-071243,CASE-071243,PRJ-03603,1782684.28,1237468.17,Paid,28
COMP-071244,CASE-071244,PRJ-03954,1612726.77,1904335.07,Paid,22
COMP-071245,CASE-071245,PRJ-00449,483371.92,297064.66,Pending,349
COMP-071246,CASE-071246,PRJ-00191,1552940.68,1229883.27,Paid,18
COMP-071247,CASE-071247,PRJ-02158,1941370.91,1123221.79,Paid,15
COMP-071248,CASE-071248,PRJ-03414,604659.38,227713.44,Paid,25
COMP-071249,CASE-071249,PRJ-02682,270543.09,164221.4,Paid,16
COMP-071250,CASE-071250,PRJ-00332,1023679.37,362841.99,Paid,20
COMP-071251,CASE-071251,PRJ-02054,2616518.42,1150055.68,Paid,7
COMP-071252,CASE-071252,PRJ-02227,912354.03,817203.76,Paid,23
COMP-071253,CASE-071253,PRJ-01865,580208.52,1594276.56,Paid,1
COMP-071254,CASE-071254,PRJ-01360,300857.58,582091.28,Pending,56
COMP-071255,CASE-071255,PRJ-04268,1839798.76,1415364.36,Paid,13
COMP-071256,CASE-071256,PRJ-02363,1635910.06,180784.91,Pending,176
COMP-071257,CASE-071257,PRJ-03868,588182.14,603255.63,Paid,4
COMP-071258,CASE-071258,PRJ-04211,521036.29,533146.63,Pending,426
COMP-071259,CASE-071259,PRJ-02436,492200.77,417518.03,Paid,6
COMP-071260,CASE-071260,PRJ-02507,224686.38,145896.91,Paid,19
COMP-071261,CASE-071261,PRJ-02628,2469382.05,796530.23,Paid,5
COMP-071262,CASE-071262,PRJ-00013,1954675.3,1661412.92,Paid,7
COMP-071263,CASE-071263,PRJ-02204,1712560.0,1976760.9,Paid,1
COMP-071264,CASE-071264,PRJ-04855,1391490.39,906246.29,Paid,22
COMP-071265,CASE-071265,PRJ-02450,2542846.23,2340149.28,Paid,20
COMP-071266,CASE-071266,PRJ-02660,1709080.32,994741.25,Paid,21
COMP-071267,CASE-071267,PRJ-00150,1053945.69,1728879.58,Paid,28
COMP-071268,CASE-071268,PRJ-02057,1153522.43,2360684.94,Paid,10
COMP-071269,CASE-071269,PRJ-02787,1991018.97,2361327.8,Paid,3
COMP-071270,CASE-071270,PRJ-03641,467931.28,949792.17,Paid,11
COMP-071271,CASE-071271,PRJ-01714,3289491.37,2151663.81,Paid,6
COMP-071272,CASE-071272,PRJ-04523,323217.32,278799.69,Paid,16
COMP-071273,CASE-071273,PRJ-01560,552015.92,1268302.94,Paid,5
COMP-071274,CASE-071274,PRJ-03121,1203831.02,367506.88,Paid,4
COMP-071275,CASE-071275,PRJ-00828,2609751.75,935078.82,Pending,450
COMP-071276,CASE-071276,PRJ-01542,1600171.98,1783541.23,Paid,14
COMP-071277,CASE-071277,PRJ-04460,1105040.57,316664.64,Pending,328
COMP-071278,CASE-071278,PRJ-02309,262665.04,613303.87,Paid,29
COMP-071279,CASE-071279,PRJ-01477,482404.46,516131.48,Paid,2
COMP-071280,CASE-071280,PRJ-01447,669798.47,273984.04,Paid,1
COMP-071281,CASE-071281,PRJ-00711,2211200.56,2771640.92,Pending,308
COMP-071282,CASE-071282,PRJ-00137,2446850.98,1290424.06,Pending,495
COMP-071283,CASE-071283,PRJ-02253,1391281.15,1611788.32,Paid,25
COMP-071284,CASE-071284,PRJ-01282,404276.21,588605.07,Paid,11
COMP-071285,CASE-071285,PRJ-03189,1667274.36,1050611.55,Paid,11
COMP-071286,CASE-071286,PRJ-01395,2508814.12,2089718.75,Paid,5
COMP-071287,CASE-071287,PRJ-00244,5179775.29,2727270.29,Paid,6
COMP-071288,CASE-071288,PRJ-03023,469299.88,273638.59,Paid,9
COMP-071289,CASE-071289,PRJ-01029,1459628.19,1377576.11,Paid,29
COMP-071290,CASE-071290,PRJ-04981,636135.39,1412402.75,Paid,1
COMP-071291,CASE-071291,PRJ-00855,255137.21,193112.18,Paid,23
COMP-071292,CASE-071292,PRJ-04826,1303355.17,666368.73,Pending,88
COMP-071293,CASE-071293,PRJ-00188,1274873.65,1247385.04,Paid,11
COMP-071294,CASE-071294,PRJ-02707,706800.47,1281724.41,Paid,27
COMP-071295,CASE-071295,PRJ-00072,649757.2,758960.99,Paid,27
COMP-071296,CASE-071296,PRJ-02230,410170.07,132079.67,Paid,22
COMP-071297,CASE-071297,PRJ-04934,184859.9,145567.87,Paid,29
COMP-071298,CASE-071298,PRJ-01597,1012212.37,1266859.93,Paid,24
COMP-071299,CASE-071299,PRJ-02371,571613.74,407720.05,Paid,14
COMP-071300,CASE-071300,PRJ-01923,620238.88,312466.66,Paid,19
COMP-071301,CASE-071301,PRJ-04444,3366753.36,2957675.14,Paid,13
COMP-071302,CASE-071302,PRJ-04810,573383.19,1232681.74,Paid,14
COMP-071303,CASE-071303,PRJ-02019,1348253.06,388848.91,Pending,278
COMP-071304,CASE-071304,PRJ-01431,534361.62,1274474.46,Paid,8
COMP-071305,CASE-071305,PRJ-01968,319338.04,98886.63,Pending,408
COMP-071306,CASE-071306,PRJ-02984,520143.15,1654624.71,Paid,5
COMP-071307,CASE-071307,PRJ-04826,922216.65,1864940.63,Paid,17
COMP-071308,CASE-071308,PRJ-04055,2339859.67,1841641.48,Paid,9
COMP-071309,CASE-071309,PRJ-01173,535280.34,870083.87,Paid,11
COMP-071310,CASE-071310,PRJ-02676,1102323.27,839801.34,Pending,430
COMP-071311,CASE-071311,PRJ-01522,3072589.41,2824962.43,Paid,17
COMP-071312,CASE-071312,PRJ-03757,429751.28,210461.66,Pending,50
COMP-071313,CASE-071313,PRJ-02117,4395049.12,4101723.06,Paid,28
COMP-071314,CASE-071314,PRJ-01101,1089475.03,828093.36,Paid,2
COMP-071315,CASE-071315,PRJ-02588,656720.92,341531.24,Paid,4
COMP-071316,CASE-071316,PRJ-04431,973922.39,936229.92,Paid,17
COMP-071317,CASE-071317,PRJ-01610,1250396.75,1422139.62,Paid,24
COMP-071318,CASE-071318,PRJ-04809,3959379.63,4426099.35,Paid,6
COMP-071319,CASE-071319,PRJ-04685,3215415.76,1527912.24,Paid,12
COMP-071320,CASE-071320,PRJ-03333,1827264.68,599830.38,Paid,16
COMP-071321,CASE-071321,PRJ-03848,1655989.75,770964.23,Paid,5
COMP-071322,CASE-071322,PRJ-04562,557205.66,597126.67,Paid,10
COMP-071323,CASE-071323,PRJ-04215,1782897.55,1717575.74,Paid,8
COMP-071324,CASE-071324,PRJ-04725,825385.5,1016393.85,Pending,412
COMP-071325,CASE-071325,PRJ-01908,2018459.53,2428644.29,Paid,21
COMP-071326,CASE-071326,PRJ-01491,2550666.07,913507.18,Paid,1
COMP-071327,CASE-071327,PRJ-04321,817390.82,674297.99,Paid,27
COMP-071328,CASE-071328,PRJ-03024,1794541.22,1961187.17,Paid,11
COMP-071329,CASE-071329,PRJ-04084,1925978.25,1671673.05,Pending,181
COMP-071330,CASE-071330,PRJ-00290,436043.15,737679.43,Paid,22
COMP-071331,CASE-071331,PRJ-03994,391893.36,200220.76,Pending,343
COMP-071332,CASE-071332,PRJ-02319,2432541.07,2486260.9,Paid,7
COMP-071333,CASE-071333,PRJ-03589,852312.54,880081.08,Paid,7
COMP-071334,CASE-071334,PRJ-02091,521242.63,353002.96,Paid,4
COMP-071335,CASE-071335,PRJ-03527,1841437.82,792172.19,Paid,21
COMP-071336,CASE-071336,PRJ-02180,345648.07,663612.98,Paid,22
COMP-071337,CASE-071337,PRJ-02317,314307.68,624642.52,Paid,8
COMP-071338,CASE-071338,PRJ-01821,1563417.12,2302648.27,Paid,6
COMP-071339,CASE-071339,PRJ-01672,1303288.38,202102.53,Pending,487
COMP-071340,CASE-071340,PRJ-04765,1572988.93,1760384.95,Paid,13
COMP-071341,CASE-071341,PRJ-04732,1473349.42,1815107.36,Paid,9
COMP-071342,CASE-071342,PRJ-01366,862247.61,614905.48,Paid,28
COMP-071343,CASE-071343,PRJ-01021,335025.05,462112.58,Paid,25
COMP-071344,CASE-071344,PRJ-04841,2503523.96,501062.72,Pending,126
COMP-071345,CASE-071345,PRJ-03293,2154400.61,1634465.74,Paid,29
COMP-071346,CASE-071346,PRJ-01811,13527095.62,10385891.53,Paid,11
COMP-071347,CASE-071347,PRJ-04818,1612586.82,5652883.28,Paid,28
COMP-071348,CASE-071348,PRJ-00179,2266323.86,1244519.91,Paid,6
COMP-071349,CASE-071349,PRJ-01955,2526498.0,1072563.26,Paid,28
COMP-071350,CASE-071350,PRJ-04820,8448695.66,1107639.43,Pending,225
COMP-071351,CASE-071351,PRJ-01470,398704.61,70212.0,Pending,49
COMP-071352,CASE-071352,PRJ-02244,952847.65,713217.13,Paid,8
COMP-071353,CASE-071353,PRJ-02667,130537.94,305606.34,Paid,11
COMP-071354,CASE-071354,PRJ-03906,1078711.2,1315052.71,Paid,5
COMP-071355,CASE-071355,PRJ-00254,1630482.53,1771505.81,Pending,350
COMP-071356,CASE-071356,PRJ-04573,475403.27,793572.13,Paid,24
COMP-071357,CASE-071357,PRJ-03131,2855647.29,1500403.7,Paid,1
COMP-071358,CASE-071358,PRJ-00391,312651.16,527423.94,Paid,0
COMP-071359,CASE-071359,PRJ-02667,1177064.7,474489.45,Paid,26
COMP-071360,CASE-071360,PRJ-02961,576834.18,606651.49,Paid,15
COMP-071361,CASE-071361,PRJ-02625,3733062.77,6357646.43,Paid,2
COMP-071362,CASE-071362,PRJ-02208,5697973.87,6198800.64,Paid,22
COMP-071363,CASE-071363,PRJ-01388,1272580.67,3128048.6,Paid,20
COMP-071364,CASE-071364,PRJ-01788,448248.05,880072.75,Paid,27
COMP-071365,CASE-071365,PRJ-03015,96393.51,196156.38,Paid,19
COMP-071366,CASE-071366,PRJ-01288,1258128.2,1275156.87,Paid,18
COMP-071367,CASE-071367,PRJ-00816,2378231.67,2136870.96,Paid,26
COMP-071368,CASE-071368,PRJ-03466,3304938.89,3879879.44,Paid,5
COMP-071369,CASE-071369,PRJ-03125,716017.45,511710.77,Paid,11
COMP-071370,CASE-071370,PRJ-03800,264046.52,295896.34,Paid,21
COMP-071371,CASE-071371,PRJ-00871,455276.16,384571.3,Paid,2
COMP-071372,CASE-071372,PRJ-03319,1588487.56,938236.28,Paid,27
COMP-071373,CASE-071373,PRJ-01026,2441152.1,1714063.08,Pending,249
COMP-071374,CASE-071374,PRJ-01642,1498293.71,1319434.62,Paid,17
COMP-071375,CASE-071375,PRJ-04675,3560841.0,1345507.34,Paid,21
COMP-071376,CASE-071376,PRJ-04526,944958.3,169981.83,Pending,190
COMP-071377,CASE-071377,PRJ-00116,995505.37,220888.23,Pending,313
COMP-071378,CASE-071378,PRJ-04003,4550915.85,3323570.77,Paid,28
COMP-071379,CASE-071379,PRJ-00483,1972516.98,2317938.98,Paid,21
COMP-071380,CASE-071380,PRJ-02729,953049.05,548137.82,Paid,1
COMP-071381,CASE-071381,PRJ-03925,781038.8,1236433.43,Paid,17
COMP-071382,CASE-071382,PRJ-04461,550635.89,279718.22,Paid,25
COMP-071383,CASE-071383,PRJ-01802,604489.0,288035.03,Paid,13
COMP-071384,CASE-071384,PRJ-01211,938242.53,830500.23,Paid,13
COMP-071385,CASE-071385,PRJ-03321,999648.7,381563.52,Paid,27
COMP-071386,CASE-071386,PRJ-02976,2201787.33,2093287.37,Paid,7
COMP-071387,CASE-071387,PRJ-04393,528418.79,278679.26,Pending,449
COMP-071388,CASE-071388,PRJ-01632,200693.33,124701.67,Paid,7
COMP-071389,CASE-071389,PRJ-04258,809671.41,743619.9,Paid,27
COMP-071390,CASE-071390,PRJ-04125,892070.2,1218464.2,Paid,21
COMP-071391,CASE-071391,PRJ-04015,5276409.19,1538912.15,Pending,425
COMP-071392,CASE-071392,PRJ-00442,425437.57,478226.84,Paid,16
COMP-071393,CASE-071393,PRJ-00626,1438571.57,1632474.77,Paid,21
COMP-071394,CASE-071394,PRJ-03900,1046350.64,1136325.8,Paid,21
COMP-071395,CASE-071395,PRJ-04977,593551.31,884899.96,Paid,5
COMP-071396,CASE-071396,PRJ-01014,298079.67,717310.51,Paid,13
COMP-071397,CASE-071397,PRJ-04852,538405.15,1738566.96,Paid,3
COMP-071398,CASE-071398,PRJ-04184,169423.44,192230.34,Pending,203
